type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;89;603.0;4;205000;;;0;0;0;1;0;;49.36952;2.65518;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;60284;0000;602840000;Z;60;;;;;;;2303.37
pr;m;v;0;102;577.0;5;210000;;;0;0;0;1;0;;49.36952;2.65518;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;60284;0000;602840000;Z;60;;;;;;;2058.82
pr;mn;v;0;112;639.0;5;255000;167000.0;88000.0;0;0;0;0;0;;49.37795;2.65942;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;60284;0000;602840000;Z;60;;;;;;;2276.79
pr;mn;v;0;102;577.0;5;210000;134000.0;76000.0;0;0;0;0;0;;49.37795;2.65942;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;60284;0000;602840000;Z;60;;;;;;;2058.82
pr;mn;v;0;89;603.0;4;205000;117500.0;87500.0;0;0;0;0;0;;49.37795;2.65942;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;60284;0000;602840000;Z;60;;;;;;;2303.37
pr;m;v;0;112;639.0;5;255000;;;0;0;0;1;0;;49.36952;2.65518;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;60284;0000;602840000;Z;60;;;;;;;2276.79
pr;m;v;0;126;568.0;5;219500;;;0;0;0;2;0;;49.26485;1.88269;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;60143;0000;601430000;Z;60;;;;;;;1742.06
pr;m;v;0;65;510.0;4;210000;;;0;0;1;0;NS;;49.26408;1.88217;Oui;;;;;0;;;1.0;;;;;;;;Fioul;;;a;n;m;2020-04;60143;0000;601430000;Z;60;;;;;;;3230.77
pr;m;v;0;89;;5;282000;;;0;0;0;0;0;;49.22517;2.44251;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;60589;0000;605890000;Z;60;;;;;;;3168.54
pr;m;v;0;78;;4;277000;;;0;0;0;0;0;;49.22517;2.44251;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;60589;0000;605890000;Z;60;;;;;;;3551.28
