type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;03110;03304;0;90;4069.0;4;259700;;;0;0;0;1;0;;46.16167;3.35596;Non;0.0;;0.0;False;0;;1980.0;;0.0;;;;;;;;;;a;n;m;2020-03;03304;0000;033040000;Z;03;9.36;1.0;0.039;9.36;1.0;0.039;2885.56
pr;m;v;03110;03304;0;104;1000.0;7;249000;;;0;0;1;1;D;228;46.17339;3.36832;Non;0.0;;0.0;False;0;F;1975.0;;0.0;;;;;;;;;;a;n;m;2020-03;03304;0000;033040000;Z;03;;;;;;;2394.23
pr;m;v;03110;03304;0;229;2706.0;6;287000;;;0;0;0;0;D;173;46.15911;3.35378;Oui;1.0;;;False;0;E;1960.0;;;;False;;;;;;;;m;n;m;2020-03;03304;0000;033040000;Z;03;6.39;1.0;0.061;6.39;1.0;0.061;1253.28
pr;m;v;03110;;0;229;;6;280000;;;1192;0;0;0;D;173;46.16006;3.35121;Oui;;;;;0;E;;;;;;;;;;;;;a;n;m;2020-03;03304;0000;033040000;Z;03;6.39;1.0;0.063;6.39;1.0;0.063;1222.71
pr;m;v;03000;03013;0;83;598.0;5;198875;;;0;0;1;0;B;69;46.59379;3.31508;Non;;;1.0;;0;A;2017.0;1.0;0.0;;;;;;;Électrique;;Individuel;a;n;m;2020-03;03013;0000;030130000;Z;03;;;;;;;2396.08
pr;m;v;03700;03023;0;99;729.0;7;189500;;;0;0;0;0;C;144;46.11376;3.40243;0;;;;;0;B;;;;;;;;;;Électrique;Sol;Individuel;a;n;m;2020-03;03023;0101;030230101;H;03;;;;;;;1914.14
pr;m;v;03700;03023;0;135;1035.0;6;285970;;;0;0;1;2;F;385;46.12003;3.39451;Non;1.0;;;;Est-Ouest;C;;3.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-03;03023;0101;030230101;H;03;;;;;;;2118.3
pr;m;v;03700;;0;99;;7;180000;;;790;0;0;0;C;144;46.11764;3.40236;Non;;;;;0;B;;;;;;;;;;;;;a;n;m;2020-03;03023;0101;030230101;H;03;;;;;;;1818.18
pr;m;v;03500;03254;0;400;27000.0;15;595000;;;0;0;2;3;D;230;46.31324;3.2832;Non;2.0;;;True;Sud;F;1900.0;6.0;;;;;;;;;;;a;n;m;2020-03;03254;0101;032540101;H;03;;;;;;;1487.5
pr;m;v;03300;03094;0;275;1350.0;9;329500;;;0;1;0;4;E;232;46.15252;3.42253;Non;1.0;;2.0;True;sud-est;C;;4.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-03;03094;0000;030940000;Z;03;;;;;;;1198.18
