type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;170;2000.0;6;248000;;;0;0;2;0;D;191;48.44807;-2.71864;Oui;2.0;;4.0;False;0;E;1978.0;2.0;;;;;;;;;;;a;n;m;2020-04;22176;0102;221760102;H;22;;;;;;;1458.82
pr;m;v;0;158;1800.0;6;327568;;;0;0;1;1;D;175.0;48.74034;-3.52968;Non;;;;;Sud;B;;2.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-04;22113;0101;221130101;H;22;7.18;1.0;0.042;7.18;1.0;0.042;2073.22
pr;m;v;0;230;;10;540700;;;0;0;0;2;B;82.0;48.80051;-3.46808;Non;;;;;0;D;;2.0;;;False;;;;;Gaz;Radiateur;;m;n;m;2020-04;22168;0103;221680103;H;22;;;;;;;2350.87
pr;m;v;0;175;1480.0;9;551150;;;0;0;1;1;D;186;48.79505;-3.45477;Non;;;1.0;;sud-est;B;;2.0;;;False;;;;;;Pompe à chaleur;;m;n;m;2020-04;22168;0103;221680103;H;22;;;;;;;3149.43
pr;m;v;0;140;3800.0;6;155000;;;0;0;1;0;VI;;48.31787;-3.14276;Non;;;;;Sud;;;1.0;;;False;;;;;Bois;;Individuel;m;n;m;2020-04;22321;0000;223210000;Z;22;;;;;;;1107.14
pr;a;v;1;26;;1;37000;;;0;0;0;0;VI;;48.51732;-2.76188;Oui;2.0;;;False;0;VI;1900.0;;;;False;;False;23.0;145.0;Électrique;;Individuel;m;n;a;2020-04;22278;0109;222780109;H;22;15.62;1.0;0.132;12.41;47.0;0.105;1423.08
pr;m;v;0;100;800.0;5;183000;;;0;0;3;0;D;176;48.443;-2.73327;Oui;1.0;;2.0;False;0;D;1973.0;3.0;;;;;;;;Gaz;;;a;n;m;2020-04;22176;0101;221760101;H;22;;;;;;;1830.0
pr;m;v;0;180;2852.0;7;399945;;;0;0;2;1;D;154;48.72019;-3.46895;Non;;;5.0;;sud-ouest;B;;2.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-04;22113;0102;221130102;H;22;;;;;;;2221.92
pr;a;v;1;60;;3;187180;;;0;1;0;1;D;215.9;48.80829;-3.43893;Oui;;;;;Est;B;;1.0;;;False;;True;65.0;1020.0;Électrique;;Individuel;m;n;a;2020-04;22168;0102;221680102;H;22;9.42;2.0;0.036;10.0;5.0;0.038;3119.67
pr;m;v;0;250;2040.0;6;349990;;;0;0;1;1;D;209;48.73097;-3.38538;Oui;;;;;0;A;;2.0;;;False;;;;;Électrique;;Individuel;m;n;m;2020-04;22265;0000;222650000;Z;22;;;;;;;1399.96
