type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;v;05800;;0;100;;5;90000;;;401;0;0;0;0;;44.77188;6.02528;Non;;;;;0;;;;;;;;;15.0;;;;;a;;a;2020-04;05039;0000;050390000;Z;05
pr;a;v;05000;;0;86;;3;170000;;;745;0;0;0;D;188;44.55749;6.08118;Non;;;;;0;A;;;;;;;;50.0;;;;;a;;a;2020-04;05061;0102;050610102;H;05
pr;mn;v;05000;;0;90;741.0;4;320000;205000.0;115000.0;0;0;0;0;0;;44.57165;6.06065;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05061;0104;050610104;H;05
pr;mn;v;05000;;0;140;1018.0;5;395000;275000.0;120000.0;0;0;0;0;0;;44.57165;6.06065;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05061;0104;050610104;H;05
pr;mn;v;05000;;0;110;637.0;5;360000;250000.0;110000.0;0;0;0;0;0;;44.57165;6.06065;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05061;0104;050610104;H;05
pr;mn;v;05000;;0;100;557.0;4;295000;190000.0;105000.0;0;0;0;0;0;;44.57165;6.06065;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05061;0104;050610104;H;05
pr;mn;v;05000;;0;120;616.0;4;373000;265000.0;108000.0;0;0;0;0;0;;44.57165;6.06065;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05061;0104;050610104;H;05
pr;mn;v;05300;;0;90;500.0;4;205826;;;0;0;0;0;0;;44.34692;5.84654;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05073;0000;050730000;Z;05
pr;a;v;05100;;0;120;;5;240000;;;1039;0;0;0;E;251;44.89111;6.64398;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;05023;0105;050230105;H;05
pr;a;l;05130;;0;35;;1;300;;;0;0;0;0;D;227;44.46101;6.05615;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;05170;0000;051700000;Z;05
pr;m;v;05100;;0;110;;4;325000;;;0;0;0;0;0;;44.88819;6.62105;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;05109;0000;051090000;Z;05
pr;mn;v;05230;;0;78;612.0;5;235000;152000.0;83000.0;0;0;0;0;0;;44.57782;6.21621;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05017;0000;050170000;Z;05
pr;mn;v;05230;;0;88;612.0;5;240000;157000.0;83000.0;0;0;0;0;0;;44.57782;6.21621;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05017;0000;050170000;Z;05
pr;mn;v;05230;;0;94;612.0;6;245000;162000.0;83000.0;0;0;0;0;0;;44.57782;6.21621;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05017;0000;050170000;Z;05
pr;mn;v;05230;;0;90;680.0;4;240000;150000.0;90000.0;0;0;0;0;0;;44.57782;6.21621;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05017;0000;050170000;Z;05
pr;mn;v;05230;;0;110;680.0;5;270000;180000.0;90000.0;0;0;0;0;0;;44.57782;6.21621;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;05017;0000;050170000;Z;05
pr;m;v;05000;05061;0;110;440.0;5;285000;;;0;0;0;0;E;293.0;44.54938;6.07447;Oui;1.0;;;False;0;C;;;;;False;;;;;Électrique;Radiateur;;m;n;m;2020-03;05061;0111;050610111;H;05
pr;a;l;05100;05023;1;19;;1;352;;;0;0;1;0;D;215.0;44.89846;6.64274;0;3.0;;;;Sud-Ouest;D;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;a;2020-03;05023;0101;050230101;H;05
pr;a;l;05100;05023;3;63;;2;590;;;0;0;1;0;D;224.7;44.89932;6.64415;0;3.0;;;;Ouest;C;;;;;True;;False;;;Électrique;;Individuel;a;n;a;2020-03;05023;0101;050230101;H;05
pr;a;l;05000;05061;0;35;;2;600;;;0;0;0;1;E;274;44.55545;6.07716;0;3.0;;;True;0;B;;1.0;;;;;True;;;Électrique;;Collectif;a;n;a;2020-03;05061;0112;050610112;H;05
pr;a;pi;05000;;0;77;;3;120000;;;524;0;0;0;D;220;44.55607;6.07459;Oui;;;;;0;E;;;;;;;;4.0;;;;;a;n;a;2020-03;05061;0112;050610112;H;05
pr;m;v;05000;;0;152;;5;230000;;;992;0;0;0;E;286;44.5544;6.07248;Oui;;;;;0;F;;;;;;;;;;;;;a;n;m;2020-03;05061;0112;050610112;H;05
pr;a;l;05100;05174;0;32;;1;561;;;0;0;1;0;E;250.0;44.91658;6.67181;0;2.0;;1.0;;Sud-Est;C;;;1.0;;;;;;;Fioul;Radiateur;Collectif;a;n;a;2020-03;05174;0000;051740000;Z;05
pr;a;l;05100;05174;0;42;;2;681;;;0;0;1;0;E;250;44.91658;6.67181;0;2.0;;1.0;;Nord-ouest;C;;;1.0;;;;;;;Fioul;Radiateur;Collectif;a;n;a;2020-03;05174;0000;051740000;Z;05
pr;a;v;05100;;0;92;;4;330000;;;1406;0;0;0;0;;44.9005;6.63426;Non;;;;;0;;;;;;;;;24.0;;;;;a;n;a;2020-03;05023;0103;050230103;H;05
pr;a;v;05100;;0;70;;3;270000;;;1063;0;0;0;0;;44.89715;6.6357;Oui;;;;;0;;;;;;;;;40.0;;;;;a;n;a;2020-03;05023;0103;050230103;H;05
pr;a;l;05100;05023;3;32;;2;490;;;0;1;1;0;E;300;44.89561;6.63261;0;5.0;;1.0;;Sud-Est;C;;;;;;;True;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;05023;0103;050230103;H;05
pr;a;v;05100;05023;0;26;;1;85000;;;0;0;0;1;VI;;44.89865;6.6349;Oui;;;;False;0;;;1.0;;;;;False;;194.4;;;;a;n;a;2020-03;05023;0103;050230103;H;05
pr;a;v;05240;05161;2;27;;2;125655;;;0;1;0;1;F;419;44.94533;6.55957;Oui;6.0;;1.0;True;0;C;;1.0;;;True;;True;197.0;900.0;Électrique;;Individuel;a;n;a;2020-03;05161;0000;051610000;Z;05
pr;a;v;05240;05161;0;151;;5;590000;;;0;1;1;1;E;252;44.93204;6.56207;Non;2.0;;;True;0;E;;2.0;;;;;False;;;;;;a;n;a;2020-03;05161;0000;051610000;Z;05
pr;a;l;05240;05161;1;27;;1;457;;;0;0;0;1;E;313.0;44.94605;6.55668;0;6.0;;1.0;;Sud-Ouest;B;;;;;;;True;;;Fioul;Radiateur;Collectif;a;n;a;2020-03;05161;0000;051610000;Z;05
pr;a;v;05330;;0;31;;1;110000;;;497;0;0;0;F;394;44.93529;6.59176;Non;;;;;0;C;;;;;;;;45.0;;;;;a;n;a;2020-03;05133;0000;051330000;Z;05
pr;a;v;05330;05133;0;31;;1;99000;;;0;0;0;1;G;460.0;44.93343;6.58652;Non;;;1.0;False;0;D;;;;;;;False;142.0;150.0;Électrique;;;a;n;a;2020-03;05133;0000;051330000;Z;05
pr;a;v;05330;05133;1;16;;1;40000;;;0;1;1;0;NS;;44.93125;6.58475;Non;3.0;;1.0;False;0;;;1.0;;;True;;True;144.0;700.0;Fioul;;Collectif;a;n;a;2020-03;05133;0000;051330000;Z;05
pr;a;v;05220;05079;1;26;;1;130000;;;0;1;0;1;F;354.0;44.97749;6.5055;Oui;2.0;;;True;0;C;;1.0;;;False;;False;101.0;800.0;Électrique;;Individuel;a;n;a;2020-03;05079;0000;050790000;Z;05
pr;a;l;05100;05023;3;45;;3;475;;;0;0;1;0;E;258;44.90098;6.63342;0;;;;True;0;B;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-03;05023;0102;050230102;H;05
pr;a;v;05100;05023;0;92;;4;339000;;;0;0;0;1;NS;;44.89566;6.63001;Non;;;;;0;;;;;;;;;24.0;3600.0;;;;a;n;a;2020-03;05023;0102;050230102;H;05
pr;a;l;05000;05061;2;40;;2;500;;;0;0;1;0;D;159;44.53805;6.04388;0;;;1.0;;0;E;;;1.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;05061;0116;050610116;H;05
