type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;0;100;692.0;4;262900;117900.0;145000.0;0;0;0;0;0;;43.81896;4.13274;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30324;0000;303240000;Z;30;8.15;1.0;0.037;8.15;1.0;0.037;2629.0
pr;m;v;0;100;801.0;5;310000;;;0;0;1;0;A;50;43.82157;4.12008;Non;;;4.0;False;Sud-Est-Ouest;A;2012.0;2.0;1.0;;;;;;;;;Individuel;a;n;m;2020-04;30324;0000;303240000;Z;30;;;;;;;3100.0
pr;a;v;1;51;;2;90990;;;0;0;0;1;C;130.05;43.81387;4.31768;Non;3.0;;;;Sud;D;;1.0;;;False;;False;26.0;960.0;Gaz;;Individuel;m;n;a;2020-04;30189;1101;301891101;H;30;13.22;13.0;0.089;12.31;672.0;0.083;1784.12
pr;a;v;1;61;;3;162000;;;0;0;0;0;D;175.0;43.95821;4.76595;Oui;2.0;;1.0;;Ouest;B;1998.0;;0.0;;;;False;0.0;1000.0;;;Individuel;a;n;a;2020-04;30011;0101;300110101;H;30;11.67;5.0;0.053;10.88;8.0;0.049;2655.74
pr;m;v;0;89;3343.0;5;330000;;;0;0;0;1;E;308;43.85105;4.01044;Oui;;;0.0;;0;C;1971.0;;0.0;;;;;;;Électrique, Bois;Poêle à Bois;Individuel;a;n;m;2020-04;30069;0000;300690000;Z;30;9.11;1.0;0.029;9.11;1.0;0.029;3707.87
pr;m;v;0;96;;4;285000;;;0;0;0;0;0;;43.9567;4.76592;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;30011;0101;300110101;H;30;11.13;2.0;0.045;11.89;3.0;0.048;2968.75
pr;m;v;0;98;;4;285000;;;0;0;0;0;0;;43.9567;4.76592;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;30011;0101;300110101;H;30;11.13;2.0;0.046;11.89;3.0;0.049;2908.16
pr;m;v;0;90;1000.0;4;249500;;;0;0;0;1;D;227;43.95823;4.43608;Non;;;2.0;False;0;C;1996.0;1.0;;;;;;;;Électrique;;;a;n;m;2020-04;30308;0000;303080000;Z;30;;;;;;;2772.22
pr;m;v;0;172;95.0;6;335000;;;0;0;0;2;D;170;43.94947;4.42784;Non;1.0;;2.0;True;0;A;1898.0;;;;;;;;;;;;a;n;m;2020-04;30308;0000;303080000;Z;30;;;;;;;1947.67
pr;a;v;0;44;;2;116000;;;0;0;1;0;NS;;43.81332;4.28875;Non;4.0;;;;sud-est;;;;;;False;;False;;;;;;m;n;a;2020-04;30169;0102;301690102;H;30;12.36;1.0;0.056;12.36;7.0;0.056;2636.36
pr;m;v;0;102;;4;58000;;;0;0;0;0;E;325;44.10398;3.35961;Oui;2.0;;;False;0;F;;;;;False;;;;;Fioul;Radiateur;;m;n;m;2020-04;30139;0000;301390000;Z;30;;;;;;;568.63
pr;mn;v;0;80;151.0;5;179500;97500.0;82000.0;0;0;2;0;0;;43.71664;4.17577;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30123;0000;301230000;Z;30;9.21;1.0;0.049;9.21;1.0;0.049;2243.75
pr;m;v;0;780;;20;1580000;;;6520;0;0;0;E;244;43.8334;4.32569;Non;;;;;0;C;;;;;;;;;;;;;a;;m;2020-04;30189;0804;301890804;H;30;;;;;;;2025.64
pr;m;v;0;216;2599.0;7;579500;;;0;0;3;2;D;206;43.84945;4.32534;Non;1.0;;;;Sud;E;;5.0;;;False;;;;;Gaz;;Individuel;m;n;m;2020-04;30189;1202;301891202;H;30;10.59;1.0;0.047;8.93;4.0;0.04;2682.87
pr;m;v;0;515;2350.0;14;990000;;;0;1;3;1;D;230;43.83888;4.32714;Non;2.0;;6.0;;Est;E;;4.0;;;;;;;;;;;a;n;m;2020-04;30189;1202;301891202;H;30;;;;;;;1922.33
pr;m;v;0;209;;6;490000;;;2065;0;0;0;C;95;43.91526;4.41059;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;30206;0000;302060000;Z;30;;;;;;;2344.5
pr;m;v;0;95;;4;240000;;;1004;0;0;0;C;144;43.90606;4.41547;Oui;;;;;0;B;;;;;;;;;;;;;a;;m;2020-04;30206;0000;302060000;Z;30;9.85;1.0;0.047;9.85;1.0;0.047;2526.32
pr;mn;v;0;100;750.0;4;348800;163800.0;185000.0;0;0;0;0;0;;43.91294;4.42066;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;30206;0000;302060000;Z;30;9.85;1.0;0.034;9.85;1.0;0.034;3488.0
pr;m;v;0;100;750.0;4;348800;;;0;0;0;1;0;;43.91369;4.41265;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;30206;0000;302060000;Z;30;9.85;1.0;0.034;9.85;1.0;0.034;3488.0
pr;m;v;0;100;500.0;4;324500;;;0;0;0;1;0;;43.9119;4.42514;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;30206;0000;302060000;Z;30;9.85;1.0;0.036;9.85;1.0;0.036;3245.0
pr;a;v;2;78;;4;268000;;;0;0;0;1;NS;;43.77513;4.43914;Non;2.0;;1.0;;Sud;;;1.0;;;False;;False;;;;;;m;n;a;2020-04;30125;0000;301250000;Z;30;;;;;;;3435.9
