type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;1;31;;1;512;;;0;1;0;1;E;258.13;45.57231;5.96753;0;4.0;;;;0;C;1997.0;;;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;73213;0101;732130101;H;73
pr;a;l;0;67;;3;801;;;0;0;0;0;B;55;45.53253;5.99029;0;3.0;;;;0;C;2015.0;;1.0;;;;True;;;;;;a;n;a;2020-04;73249;0000;732490000;Z;73
pr;a;l;0;68;;6;300;;;0;0;0;0;A;;45.5721;5.91374;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;73065;0302;730650302;H;73
pr;a;l;0;28;;1;450;;;0;0;0;1;D;195;45.56206;5.9302;0;5.0;;1.0;;0;E;;;;;;;True;;;;;Collectif;a;n;a;2020-04;73065;1002;730651002;H;73
pr;a;l;5;53;;3;720;;;0;0;1;0;C;94;45.56593;5.9293;0;;;;True;0;C;;1.0;;;;;True;;;;;;a;n;a;2020-04;73065;1001;730651001;H;73
pr;a;l;0;18;;1;360;;;0;0;1;0;F;450;45.56845;5.92753;0;0.0;;;;0;D;1990.0;1.0;0.0;;False;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;73065;1001;730651001;H;73
pr;a;l;0;69;;3;800;;;0;0;0;0;0;;45.71988;5.89103;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;73059;0000;730590000;Z;73
pr;a;l;0;85;;4;900;;;0;0;0;0;0;;45.71988;5.89103;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;73059;0000;730590000;Z;73
pr;a;l;1;70;;3;868;;;0;1;0;1;B;62;45.71988;5.88832;0;2.0;;1.0;True;0;C;;;;;False;;True;;;Gaz;;Collectif;a;n;a;2020-04;73059;0000;730590000;Z;73
pr;a;l;3;65;;3;500;;;0;0;0;1;VI;;45.48421;6.53156;0;3.0;;;False;0;VI;;1.0;;;;;False;;;Électrique;;;a;n;a;2020-04;73181;0000;731810000;Z;73
pr;a;l;0;50;;2;400;;;0;0;0;0;0;;45.48462;6.52993;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;73181;0000;731810000;Z;73
pr;a;l;0;40;;2;400;;;0;0;0;0;D;218;45.48473;6.53085;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;73181;0000;731810000;Z;73
pr;a;l;0;65;;3;500;;;0;0;0;0;0;;45.48462;6.52993;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;73181;0000;731810000;Z;73
pr;a;l;0;48;;2;400;;;0;0;0;0;0;;45.48462;6.52993;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;73181;0000;731810000;Z;73
pr;a;l;3;48;;2;450;;;0;0;0;1;VI;;45.48421;6.53156;0;3.0;;;False;0;VI;;;;;;;False;;;Électrique;;;a;n;a;2020-04;73181;0000;731810000;Z;73
pr;a;l;3;50;;2;450;;;0;0;1;0;VI;;45.48401;6.53213;0;3.0;;;False;0;VI;;1.0;;;;;False;;;Électrique;;;a;n;a;2020-04;73181;0000;731810000;Z;73
pr;a;l;0;51;;2;800;;;0;0;0;0;0;;45.68796;5.91345;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;73008;0102;730080102;H;73
pr;a;l;1;18;;1;343;;;0;0;1;0;E;326;45.68567;5.9149;0;;;;True;Sud;E;;;;;False;;True;;;Gaz;;Collectif;a;n;a;2020-04;73008;0102;730080102;H;73
pr;a;l;4;36;;1;559;;;0;0;1;0;B;62.4;45.68425;5.91313;0;;;1.0;False;Sud;C;;1.0;;;False;;True;;;Gaz;;Individuel;a;n;a;2020-04;73008;0102;730080102;H;73
pr;a;l;3;15;;1;330;;;0;0;1;0;VI;;45.68757;5.91348;0;;;;False;Est;;;1.0;;;;;False;;;;;Collectif;a;n;a;2020-04;73008;0102;730080102;H;73
pr;a;l;0;42;;2;570;;;0;0;0;1;F;441.0;45.54893;5.98907;0;0.0;;;;0;D;;1.0;0.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;73064;0000;730640000;Z;73
pr;m;l;0;130;;5;2300;;;0;0;0;0;A;1;45.52335;5.92521;Non;;;;;0;A;;;;;;;;;;;;;a;;m;2020-04;73160;0000;731600000;Z;73
pr;a;l;1;87;;4;1086;;;0;0;0;1;B;72;45.58304;5.95617;0;;;0.0;;0;C;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;73222;0102;732220102;H;73
pr;a;l;3;60;;3;710;;;0;1;0;1;D;225;45.69629;5.9113;0;3.0;;0.0;;Ouest;F;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;73008;0302;730080302;H;73
pr;a;l;0;60;;3;700;;;0;0;0;0;D;225;45.69664;5.91082;Oui;;;;;0;F;;;;;;;;;;;;;a;;a;2020-04;73008;0302;730080302;H;73
pr;a;l;0;20;;1;300;;;0;0;0;0;D;181;45.56497;5.9142;Oui;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;73065;0902;730650902;H;73
pr;a;l;3;20;;1;380;;;0;0;0;1;D;181;45.56534;5.91402;0;;;0.0;;0;E;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;73065;0902;730650902;H;73
pr;a;l;5;32;;2;466;;;0;1;1;0;D;184;45.56513;5.91454;0;5.0;;0.0;;0;E;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;73065;0902;730650902;H;73
pr;a;l;2;47;;2;609;;;0;0;0;1;D;215;45.56559;5.91528;0;4.0;;;;0;E;;;;;;;True;;;;;Collectif;a;n;a;2020-04;73065;0902;730650902;H;73
pr;a;l;0;10;;1;320;;;0;0;0;0;F;440;45.5674;5.92054;0;7.0;;;;0;D;1964.0;;;;;;True;;;;Radiateur;;a;n;a;2020-04;73065;0902;730650902;H;73
pr;a;l;0;47;;2;500;;;0;0;0;0;C;118;45.56898;5.92014;Oui;;;;;0;D;;;;;;;;151.0;;;;;a;;a;2020-04;73065;0902;730650902;H;73
pr;a;l;4;22;;1;385;;;0;0;0;1;E;292;45.56498;5.92067;0;4.0;;0.0;;0;C;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;73065;0901;730650901;H;73
pr;a;l;2;23;;1;440;;;0;0;1;0;E;316;45.56517;5.92163;0;0.0;;;;0;C;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Collectif;a;n;a;2020-04;73065;0901;730650901;H;73
pr;a;l;2;59;;3;600;;;0;0;0;1;NS;;45.67278;6.37348;0;4.0;;1.0;;0;;;;;;False;;False;;;;;;a;n;a;2020-04;73011;0103;730110103;H;73
pr;a;l;0;46;;2;500;;;0;0;0;0;B;78;45.56901;5.92054;Non;;;;;0;F;;;;;;;;;;;;;a;;a;2020-04;73065;0903;730650903;H;73
pr;a;l;3;82;;3;1025;;;0;0;0;1;B;69;45.69194;5.91348;0;;;1.0;False;sud-ouest;C;;1.0;;;False;;True;;;Gaz;;Collectif;a;n;a;2020-04;73008;0101;730080101;H;73
pr;a;l;2;76;;4;730;;;0;0;0;1;D;167;45.69258;5.91029;0;;;;True;sud-ouest;E;;1.0;;;False;;;;;Gaz;;Individuel;a;n;a;2020-04;73008;0101;730080101;H;73
pr;a;l;4;65;;4;895;;;0;0;1;0;E;233;45.69134;5.91079;0;;;;False;0;E;;;;;False;;True;;;Gaz;;Collectif;a;n;a;2020-04;73008;0101;730080101;H;73
pr;a;l;0;41;;2;565;;;0;0;0;1;F;383;45.69167;5.91458;0;3.0;;;True;0;D;;1.0;;;;;False;;;;;;a;n;a;2020-04;73008;0101;730080101;H;73
pr;a;l;2;38;;2;590;;;0;1;1;0;B;61;45.57686;5.94379;0;4.0;;;;0;B;;;;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;73031;0000;730310000;Z;73
pr;m;l;0;124;;5;1000;;;0;0;1;1;D;;45.67251;6.35138;0;2.0;;0.0;False;Sud-Est;D;1700.0;;0.0;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;73154;0000;731540000;Z;73
pr;a;l;1;57;;3;696;;;0;0;0;0;0;;45.70582;5.89812;0;;;;False;Est;;2020.0;;;;False;;False;;;Gaz;;Individuel;a;n;a;2020-04;73008;0201;730080201;H;73
pr;a;l;1;78;;4;902;;;0;0;0;0;0;;45.70556;5.89738;0;;;1.0;False;Ouest;;2020.0;;;;False;;False;;;Gaz;;Individuel;a;n;a;2020-04;73008;0201;730080201;H;73
pr;a;l;1;41;;2;561;;;0;0;0;0;0;;45.70556;5.89738;0;;;;False;Est;;2020.0;;;;False;;False;;;Gaz;;Individuel;a;n;a;2020-04;73008;0201;730080201;H;73
pr;a;l;0;99;;4;1060;;;0;0;0;0;0;;45.70547;5.89743;0;;;1.0;False;Sud-Est-Ouest;;2020.0;;;;False;;False;;;Gaz;;Individuel;a;n;a;2020-04;73008;0201;730080201;H;73
pr;a;l;4;80;;4;825;;;0;0;0;1;D;167;45.69435;5.90225;0;;;1.0;True;Nord;E;;1.0;;;False;;True;;;Gaz;;Individuel;a;n;a;2020-04;73008;0203;730080203;H;73
pr;a;l;3;65;;3;630;;;0;0;0;1;D;156;45.57121;5.93257;0;;;;True;0;E;1960.0;1.0;;;;;False;;;;;;a;n;a;2020-04;73065;0802;730650802;H;73
pr;a;l;0;25;;1;300;;;0;0;0;0;E;294;45.53251;6.216;Oui;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;73069;0000;730690000;Z;73
pr;a;l;0;25;;1;370;;;0;0;1;0;E;294;45.53283;6.21628;0;;;;False;0;C;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;73069;0000;730690000;Z;73
pr;a;l;0;57;;3;535;;;0;0;0;0;E;270;45.53333;6.2146;0;;;;False;0;C;;;;;;;False;;;;;;a;n;a;2020-04;73069;0000;730690000;Z;73
pr;a;l;0;53;;3;632;;;0;0;1;0;D;202;45.56809;5.9132;0;8.0;;;;0;C;;;;;;;False;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;73065;0301;730650301;H;73
pr;a;l;4;72;;3;799;;;0;0;0;1;E;236;45.5689;5.91299;0;;;1.0;True;0;C;;;;;False;;False;;;;;Collectif;a;n;a;2020-04;73065;0301;730650301;H;73
pr;a;l;0;61;;3;776;;;0;0;0;1;VI;;45.68371;5.90735;0;4.0;;;True;Sud;VI;;1.0;1.0;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;73008;0204;730080204;H;73
pr;a;l;2;45;;2;695;;;0;1;0;1;E;250;45.64108;5.85435;0;0.0;;;;0;F;1983.0;;;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;73051;0000;730510000;Z;73
pr;a;l;0;17;;1;401;;;0;1;1;1;F;397;45.64912;5.85947;0;;;0.0;;0;D;2000.0;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;73051;0000;730510000;Z;73
pr;a;l;1;18;;1;438;;;0;0;0;0;E;240.0;45.64385;5.86157;0;;;0.0;;Ouest;B;1997.0;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;73051;0000;730510000;Z;73
pr;a;l;1;25;;1;526;;;0;1;1;0;A;46.0;45.6429;5.86205;0;;;1.0;;Est;B;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;73051;0000;730510000;Z;73
pr;a;l;0;18;;1;460;;;0;0;0;0;E;251;45.64385;5.86157;0;;;0.0;;Est;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;73051;0000;730510000;Z;73
pr;m;l;0;90;;2;1200;;;0;0;0;0;0;;45.69068;5.94429;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;73208;0000;732080000;Z;73
pr;m;l;0;90;1000.0;2;1257;;;0;0;0;1;VI;;45.69023;5.94321;0;1.0;;0.0;True;0;VI;1985.0;;1.0;;;;;;;Électrique;Convecteur;Individuel;a;n;m;2020-04;73208;0000;732080000;Z;73
pr;a;l;0;15;;1;300;;;0;0;1;0;G;763;45.56672;5.94413;0;2.0;;;True;0;D;;1.0;;;;;False;;;;;Individuel;a;n;a;2020-04;73029;0000;730290000;Z;73
