REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
52.0;44;44002;pa;a;m;l;5;0;103.0;900.0;0.0;1.0;1.0;1
52.0;44;44002;pr;a;a;l;3;D;60.0;535.0;1.0;0.0;1.0;1
52.0;44;44002;pr;a;m;l;4;A;89.0;915.0;0.0;0.0;0.0;1
52.0;44;44002;pr;a;m;l;5;D;114.0;695.0;0.0;2.0;0.0;1
52.0;44;44003;pr;a;a;l;1;VI;21.0;320.0;0.0;1.0;0.0;1
52.0;44;44003;pr;a;a;l;2;D;63.5;576.5;0.0;1.0;0.0;2
52.0;44;44003;pr;a;a;l;2;E;45.0;415.0;0.0;1.0;0.0;2
52.0;44;44003;pr;a;a;l;2;VI;50.0;510.0;0.0;1.0;0.0;1
52.0;44;44003;pr;a;a;l;3;B;66.0;713.5;1.0;1.0;0.0;2
52.0;44;44003;pr;a;a;l;3;E;49.0;490.0;0.0;0.0;1.0;1
52.0;44;44003;pr;a;a;l;3;F;60.0;430.0;0.0;0.0;1.0;1
52.0;44;44003;pr;a;a;l;3;VI;60.0;460.0;0.0;1.0;0.0;1
52.0;44;44003;pr;a;m;l;4;0;96.0;735.0;0.0;0.0;1.0;1
52.0;44;44003;pr;a;m;l;4;A;92.0;818.0;0.0;1.0;1.0;1
52.0;44;44003;pr;a;m;l;4;D;81.0;760.0;0.0;1.0;0.0;1
52.0;44;44003;pr;a;m;l;4;E;83.0;540.0;1.0;0.0;1.0;1
52.0;44;44003;pr;a;m;l;5;VI;82.0;770.0;0.0;1.0;0.0;1
52.0;44;44005;pr;a;m;l;4;D;157.0;880.0;0.0;0.0;2.0;1
52.0;44;44007;pr;a;a;l;4;D;92.0;650.0;0.0;0.0;1.0;1
52.0;44;44007;pr;a;m;l;4;VI;70.0;590.0;0.0;0.0;1.0;1
