type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;167;3100.0;6;250526;;;0;0;0;1;C;;44.26593;0.30183;Non;;;8.0;;Sud-Est;VI;2003.0;1.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;47043;0000;470430000;Z;47;;;;;;;1500.16
pr;m;v;0;110;1606.0;5;155000;;;0;0;0;1;D;211;44.48442;0.79476;Oui;;;1.0;True;sud-ouest;E;;1.0;;;False;;;;;Fioul;;Individuel;m;n;m;2020-04;47295;0000;472950000;Z;47;;;;;;;1409.09
pr;a;v;1;75;;3;100000;;;0;0;0;1;D;221.2;44.20784;0.61672;Non;2.0;;;False;0;E;;1.0;;;False;;False;7.0;736.0;Gaz;;Individuel;a;n;a;2020-04;47001;0115;470010115;H;47;7.78;7.0;0.07;8.27;79.0;0.074;1333.33
pr;m;v;0;90;;4;155000;;;0;0;0;0;0;;44.13344;0.41477;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47045;0000;470450000;Z;47;;;;;;;1722.22
pr;m;v;0;128;125000.0;6;332770;;;0;0;0;0;D;171;44.61997;0.28875;Non;;;;;0;A;;;;;False;;;;;;;;m;n;m;2020-04;47005;0000;470050000;Z;47;;;;;;;2599.77
pr;an;v;0;142;;6;299900;;;0;0;0;0;0;;44.17587;0.56052;0;;;;;0;;;;;;;;;;;;;;cm;o;a;2020-04;47225;0000;472250000;Z;47;;;;;;;2111.97
pr;m;v;0;110;;5;195000;;;0;0;0;0;0;;44.17587;0.56052;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47225;0000;472250000;Z;47;;;;;;;1772.73
pr;m;v;0;130;;5;265000;;;0;0;0;0;0;;44.17587;0.56052;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47225;0000;472250000;Z;47;;;;;;;2038.46
pr;an;v;0;85;;4;179900;;;0;0;0;0;0;;44.17587;0.56052;0;;;;;0;;;;;;;;;;;;;;cm;o;a;2020-04;47225;0000;472250000;Z;47;;;;;;;2116.47
pr;m;v;0;110;;5;187500;;;0;0;0;0;0;;44.21395;0.48424;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47300;0000;473000000;Z;47;;;;;;;1704.55
pr;an;v;0;63;;3;155000;;;0;0;0;0;0;;44.21395;0.48424;0;;;;;0;;;;;;;;;;;;;;cm;o;a;2020-04;47300;0000;473000000;Z;47;;;;;;;2460.32
pr;m;v;0;101;;4;199900;;;0;0;0;0;0;;44.21395;0.48424;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47300;0000;473000000;Z;47;;;;;;;1979.21
pr;m;v;0;90;;4;177500;;;0;0;0;0;0;;44.21395;0.48424;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47300;0000;473000000;Z;47;;;;;;;1972.22
pr;m;v;0;132;;6;285000;;;0;0;0;0;0;;44.21395;0.48424;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47300;0000;473000000;Z;47;;;;;;;2159.09
pr;m;v;0;114;;4;220000;;;0;0;0;0;0;;44.06388;0.65169;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47015;0000;470150000;Z;47;;;;;;;1929.82
pr;m;v;0;101;;4;200000;;;0;0;0;0;0;;44.06388;0.65169;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47015;0000;470150000;Z;47;;;;;;;1980.2
pr;m;v;0;430;10000.0;9;650000;;;0;0;0;6;C;149;44.06189;0.66075;Non;2.0;;10.0;False;0;D;;6.0;;;;;;;;;;;a;n;m;2020-04;47015;0000;470150000;Z;47;;;;;;;1511.63
pr;m;v;0;107;2210.0;4;166000;;;0;0;1;0;D;213;44.5104;0.71984;Oui;;;;;Sud;B;;1.0;;;False;;;;;Électrique;;;m;n;m;2020-04;47175;0000;471750000;Z;47;8.5;1.0;0.066;8.5;1.0;0.066;1551.4
pr;m;v;0;410;6570.0;17;455000;;;0;0;6;1;VI;;44.5302;0.76739;Non;1.0;;6.0;True;sud-ouest;;;7.0;;;False;;;;;;Pompe à chaleur;;m;n;m;2020-04;47175;0000;471750000;Z;47;;;;;;;1109.76
pr;an;v;0;63;;3;140000;;;0;0;0;0;0;;44.09785;0.27721;0;;;;;0;;;;;;;;;;;;;;cm;o;a;2020-04;47009;0000;470090000;Z;47;;;;;;;2222.22
pr;m;v;0;146;;7;240000;;;0;0;0;0;0;;44.09785;0.27721;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47009;0000;470090000;Z;47;;;;;;;1643.84
pr;m;v;0;90;;4;165000;;;0;0;0;0;0;;44.09785;0.27721;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47009;0000;470090000;Z;47;;;;;;;1833.33
pr;mn;v;0;90;1200.0;4;165000;125000.0;40000.0;0;0;0;0;0;;44.10275;0.29159;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;47009;0000;470090000;Z;47;;;;;;;1833.33
pr;an;v;0;63;;3;156900;;;0;0;0;0;0;;44.16026;0.56472;0;;;;;0;;;;;;;;;;;;;;cm;o;a;2020-04;47091;0000;470910000;Z;47;10.91;3.0;0.053;10.91;3.0;0.053;2490.48
pr;m;v;0;79;;4;187500;;;0;0;0;0;0;;44.16026;0.56472;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47091;0000;470910000;Z;47;;;;;;;2373.42
pr;m;v;0;90;;4;215000;;;0;0;0;0;0;;44.16026;0.56472;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;47091;0000;470910000;Z;47;;;;;;;2388.89
pr;m;v;0;220;80000.0;7;650000;;;0;0;1;1;NS;;44.17134;0.36019;Non;1.0;;;False;0;NS;;2.0;;;;;;;;;;;m;n;m;2020-04;47090;0000;470900000;Z;47;;;;;;;2954.55
pr;a;v;0;43;;2;44500;;;0;0;0;1;VI;;44.49557;0.98887;Oui;3.0;;;;0;VI;;;;;;;;;500.0;Électrique;Radiateur;Individuel;a;n;a;2020-04;47106;0101;471060101;H;47;8.84;7.0;0.103;10.8;9.0;0.125;1034.88
pr;m;v;0;180;;5;410000;;;1723;0;0;0;0;;44.38004;0.87732;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;47079;0000;470790000;Z;47;;;;;;;2277.78
pr;m;v;0;310;170000.0;11;695000;;;0;0;2;4;VI;;44.38287;0.99483;Non;;;;;Sud;;;5.0;;;False;;;;;Fioul;;;m;n;m;2020-04;47312;0000;473120000;Z;47;;;;;;;2241.94
pr;m;v;0;109;198.0;4;176550;;;0;0;0;2;NS;;44.39429;0.99576;Non;;;;;0;;;;;;;;;;;Fioul;;;a;n;m;2020-04;47312;0000;473120000;Z;47;;;;;;;1619.72
pr;m;v;0;246;3030.0;8;363445;;;0;0;2;1;D;202.0;44.50679;0.18927;Non;;;2.0;;0;D;;2.0;;;False;;;;;Fioul;;Individuel;m;n;m;2020-04;47157;0102;471570102;H;47;;;;2.5;1.0;0.02;1477.42
pr;m;v;0;160;800.0;8;140990;;;0;0;1;1;F;411;44.50611;0.18789;Non;;;;;0;D;;1.0;;;False;;;;;Bois;;;m;n;m;2020-04;47157;0102;471570102;H;47;;;;2.5;1.0;0.034;881.19
pr;m;v;0;137;3643.0;6;234350;;;0;0;0;1;E;262;44.48159;0.20099;Non;;;;;0;F;;1.0;;;False;;;;;;;Individuel;m;n;m;2020-04;47157;0102;471570102;H;47;;;;6.73;1.0;0.047;1710.58
pr;m;v;0;350;25000.0;10;479990;;;0;0;3;1;NS;;44.22466;0.68363;Non;2.0;;;True;0;;;3.0;;;;;;;;;;;m;n;m;2020-04;47209;0000;472090000;Z;47;;;;;;;1371.4
pr;m;v;0;284;4000.0;8;220000;;;0;0;0;1;D;170;44.399;0.57872;Oui;2.0;;2.0;True;Nord-Sud;E;;2.0;;;False;;;;;Fioul;;Individuel;m;n;m;2020-04;47252;0102;472520102;H;47;;;;;;;774.65
pr;a;v;0;120;;4;160000;;;701;0;0;0;B;77;44.40841;0.70354;Non;;;;;0;C;;;;;;;;0.0;;;;;a;;a;2020-04;47323;0101;473230101;H;47;;;;5.8;7.0;0.052;1333.33
pr;a;v;0;120;;4;167990;;;0;0;0;1;B;77;44.40339;0.70907;Non;;;;False;Est;C;;1.0;;;;;True;;1620.0;;;;m;n;a;2020-04;47323;0101;473230101;H;47;;;;5.8;7.0;0.05;1399.92
pr;m;v;0;95;1092.0;5;149000;;;0;1;2;0;E;269.0;44.57348;0.35189;Non;;;;;0;F;;2.0;;;False;;;;;Fioul;;;m;n;m;2020-04;47168;0000;471680000;Z;47;;;;;;;1568.42
