DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
61;61001;pa;a;a;l;1;D;19.0;320.0;0.0;1.0;0.0;1
61;61001;pa;a;a;l;2;E;45.0;450.0;1.0;0.0;0.0;1
61;61001;pr;a;a;l;1;0;31.0;310.0;0.0;0.0;0.33;3
61;61001;pr;a;a;l;1;D;20.0;304.0;0.0;0.0;1.0;1
61;61001;pr;a;a;l;1;E;25.0;361.0;0.17;0.33;0.33;6
61;61001;pr;a;a;l;1;F;23.0;340.0;0.14;0.43;0.14;7
61;61001;pr;a;a;l;1;G;14.0;270.0;0.0;0.0;1.0;1
61;61001;pr;a;a;l;2;D;47.0;453.0;0.2;0.2;0.6;5
61;61001;pr;a;a;l;2;E;38.5;431.5;0.29;0.36;0.36;14
61;61001;pr;a;a;l;2;F;45.0;400.0;0.11;0.33;0.33;9
61;61001;pr;a;a;l;2;G;45.5;350.0;0.0;0.0;0.0;2
61;61001;pr;a;a;l;3;D;59.5;488.5;0.25;0.25;0.5;4
61;61001;pr;a;a;l;3;E;51.0;465.0;0.25;0.0;1.0;4
61;61001;pr;a;a;l;3;F;64.0;610.0;0.33;0.33;0.67;3
61;61001;pr;a;a;l;4;0;101.0;652.0;0.0;1.0;1.0;1
61;61001;pr;a;a;l;4;D;75.0;550.0;0.33;0.33;0.67;3
61;61001;pr;a;a;l;4;E;76.0;585.0;0.25;0.0;1.25;4
61;61001;pr;a;a;l;5;E;85.0;600.0;0.0;0.0;0.0;1
61;61001;pr;a;m;l;3;0;59.0;520.0;0.0;0.0;1.0;1
61;61001;pr;a;m;l;3;C;79.0;661.0;0.0;0.0;1.0;1
61;61001;pr;a;m;l;3;D;66.5;527.0;0.0;0.5;0.5;2
61;61001;pr;a;m;l;3;E;59.0;400.0;0.0;0.0;0.0;1
61;61001;pr;a;m;l;4;C;96.0;713.0;0.0;1.0;1.0;1
61;61001;pr;a;m;l;4;D;78.0;535.0;0.0;0.0;1.0;1
61;61001;pr;a;m;l;4;E;66.5;643.5;0.0;0.5;0.5;2
61;61001;pr;a;m;l;4;F;66.5;568.0;0.0;0.5;0.5;2
61;61001;pr;a;m;l;5;C;93.0;700.0;0.0;0.33;0.33;3
61;61006;pa;a;m;l;3;G;32.0;700.0;1.0;0.0;0.0;1
61;61006;pr;a;a;l;1;0;26.0;340.0;0.0;0.0;1.0;1
61;61006;pr;a;a;l;1;D;29.0;200.0;0.0;0.0;0.0;1
61;61006;pr;a;a;l;1;E;28.0;360.0;0.0;0.0;1.0;1
61;61006;pr;a;a;l;2;D;50.0;426.0;0.25;0.25;0.5;4
61;61006;pr;a;a;l;2;E;41.0;399.0;0.14;0.0;0.86;7
61;61006;pr;a;a;l;3;0;63.5;645.0;0.0;0.0;1.25;4
