DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
58;58001;pr;a;m;v;3;VI;83.0;59000.0;710.84;;;0.0;1.0;0.0;1
58;58001;pr;a;m;v;4;E;132.0;129600.0;981.82;;;0.0;0.0;0.0;1
58;58002;pr;a;m;v;3;0;70.0;50000.0;714.28;;;0.0;0.5;0.0;2
58;58002;pr;a;m;v;4;0;88.0;91000.0;1034.09;;;0.0;0.0;1.0;1
58;58002;pr;a;m;v;5;0;150.0;175000.0;1166.67;;;0.0;2.0;0.0;1
58;58003;pr;a;m;v;3;0;76.0;80000.0;1052.63;;;0.0;1.0;1.0;1
58;58003;pr;a;m;v;3;VI;76.0;80000.0;1052.63;;;0.0;1.0;0.0;1
58;58003;pr;a;m;v;4;E;55.0;58000.0;1054.55;;;0.0;1.0;0.0;1
58;58003;pr;a;m;v;5;VI;88.0;79000.0;897.73;;;0.0;0.0;1.0;1
58;58003;pr;a;m;v;6;0;130.0;64500.0;496.15;;;0.0;2.0;0.0;1
58;58003;pr;a;m;v;6;VI;170.0;110000.0;647.06;;;0.0;0.0;1.0;1
58;58003;pr;a;m;v;7;0;231.0;220000.0;952.38;;;1.0;1.0;1.0;1
58;58003;pr;a;m;v;7;VI;231.0;220000.0;952.38;;;0.0;1.0;1.0;1
58;58003;pr;a;m;v;8;E;182.0;155000.0;851.65;;;0.0;0.0;1.0;1
58;58003;pr;a;m;v;8;VI;181.5;149000.0;821.09;;;0.0;1.0;1.5;2
58;58003;pr;m;m;v;6;D;135.0;109000.0;807.41;;;0.0;1.0;1.0;1
58;58004;pr;a;m;v;5;D;107.0;114994.0;1074.77;;;0.0;0.0;0.5;4
58;58005;pr;a;m;v;4;0;99.0;68000.0;720.24;;;0.0;0.5;0.5;2
58;58006;pr;a;m;v;3;0;85.0;51000.0;600.0;;;0.0;0.0;1.0;1
58;58006;pr;a;m;v;3;VI;86.0;52000.0;604.65;;;0.0;0.0;1.0;1
58;58006;pr;a;m;v;8;E;190.0;240000.0;1263.16;;;0.0;0.0;0.0;1
58;58007;pr;a;m;v;3;NS;45.0;19000.0;422.22;;;0.0;0.0;0.0;1
58;58007;pr;a;m;v;5;E;129.0;98500.0;763.57;6.01;0.094;0.0;0.0;1.0;1
58;58009;pr;a;m;v;5;0;114.0;76000.0;666.67;;;0.0;0.0;1.0;1
58;58010;pr;a;m;v;4;VI;121.0;127000.0;1049.59;;;0.0;1.0;1.0;1
58;58010;pr;a;m;v;5;VI;116.0;77000.0;663.79;;;0.0;0.0;1.0;1
58;58011;pr;a;m;v;4;0;97.0;25000.0;257.73;;;0.0;1.0;0.0;1
58;58011;pr;a;m;v;4;D;105.0;77000.0;733.33;;;0.0;0.0;1.0;1
58;58011;pr;a;m;v;9;NS;217.0;181000.0;834.1;;;0.0;0.0;3.0;1
58;58012;pr;a;m;v;4;E;123.0;125000.0;1016.26;;;0.0;0.0;0.0;1
