type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;59;;3;480;;;0;0;0;1;VI;;47.32644;1.30335;0;1.0;;1.0;False;0;NS;;1.0;;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;41258;0000;412580000;Z;41
pr;a;l;0;82;;3;580;;;0;0;1;1;VI;;47.3913;1.25323;0;1.0;;;True;0;G;;2.0;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;41180;0000;411800000;Z;41
pr;m;l;0;145;;5;600;;;0;0;1;1;E;255;47.39137;1.25558;0;1.0;;;;0;E;;2.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;41180;0000;411800000;Z;41
pr;m;l;0;70;450.0;3;580;;;0;0;0;1;VI;;47.50316;1.1912;0;;;;;0;G;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;41167;0000;411670000;Z;41
pr;a;l;0;27;;1;200;;;0;0;0;0;E;252;47.5879;1.33603;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;41018;0501;410180501;H;41
pr;a;l;0;33;;2;460;;;0;0;0;0;NS;;47.58807;1.33244;0;;;0.0;;0;;;;;;;;;;;;;;a;n;a;2020-04;41018;0501;410180501;H;41
pr;a;l;3;27;;1;264;;;0;0;0;1;E;252;47.58755;1.33616;0;;;;False;0;C;2011.0;;;;False;;False;;;;;;a;n;a;2020-04;41018;0501;410180501;H;41
pr;a;l;0;49;;2;517;;;0;1;0;1;D;200;47.58587;1.33572;0;2.0;;1.0;True;0;B;;1.0;;;True;;True;;;Électrique;;Individuel;a;n;a;2020-04;41018;0501;410180501;H;41
pr;a;l;0;69;;3;500;;;0;0;0;1;E;249;47.58547;1.33508;0;3.0;;;True;0;F;;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;41018;0501;410180501;H;41
pr;a;l;0;85;;4;760;;;0;0;0;1;C;150;47.58585;1.33055;0;;;;False;0;B;1975.0;1.0;;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;41018;0501;410180501;H;41
pr;a;l;0;25;;1;345;;;0;0;0;1;D;160;47.58595;1.32785;0;;;;False;Sud;;;1.0;;;;;True;;;Gaz;;;a;n;a;2020-04;41018;0501;410180501;H;41
pr;a;l;0;33;;1;395;;;0;0;0;0;NS;;47.58622;1.33219;0;;;0.0;;0;;;;;;;;;;;;;;a;n;a;2020-04;41018;0501;410180501;H;41
pr;a;l;0;76;;3;595;;;0;1;0;1;D;220;47.59482;1.33027;0;4.0;;2.0;True;0;E;;1.0;;;True;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;41018;0502;410180502;H;41
pr;a;l;0;25;;1;380;;;0;0;0;0;VI;;47.59227;1.32622;0;;;;;0;VI;;;;;;;False;;;;;;a;n;a;2020-04;41018;0502;410180502;H;41
pr;a;l;0;29;;1;363;;;0;0;1;0;E;329;47.5927;1.3409;0;2.0;;;;0;C;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;41018;0602;410180602;H;41
pr;a;l;0;31;;1;405;;;0;0;0;0;C;146;47.59265;1.34088;0;2.0;;;;0;A;;;;;;;False;;;;;;a;n;a;2020-04;41018;0602;410180602;H;41
pr;a;l;1;109;;4;770;;;0;0;0;1;D;227;47.79414;1.06485;0;2.0;;2.0;;0;E;;;;;;;;;;;;Individuel;a;n;a;2020-04;41269;0107;412690107;H;41
pr;a;l;1;27;;2;365;;;0;0;1;0;VI;;47.7954;1.05969;0;;;;;0;A;;;;;False;;False;;;;;;a;n;a;2020-04;41269;0105;412690105;H;41
pr;a;l;0;37;;2;396;;;0;0;1;0;E;307;47.58098;1.33887;0;2.0;;;;0;C;;1.0;;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;41018;1202;410181202;H;41
pr;a;l;0;42;;2;480;;;0;2;1;0;E;321;47.58695;1.33015;0;3.0;;;False;0;C;;1.0;;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;41018;0503;410180503;H;41
pr;a;l;0;54;;3;551;;;0;1;0;1;C;148;47.58233;1.32711;0;3.0;;;;0;A;;;;;True;;True;;;Électrique;;;a;n;a;2020-04;41018;0503;410180503;H;41
pr;m;l;0;75;;4;600;;;0;0;0;0;C;118;47.79661;1.01498;Oui;;;;;0;D;;;;;;;;;;;;;a;;m;2020-04;41158;0000;411580000;Z;41
pr;m;l;0;127;;6;880;;;0;0;2;0;D;225;47.60053;1.35354;0;3.0;;;False;0;C;;2.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-04;41047;0000;410470000;Z;41
pr;a;l;0;54;;2;480;;;0;1;0;1;D;216;47.60745;1.3576;0;;;1.0;True;0;A;;;;;False;;True;;;Électrique;;;a;n;a;2020-04;41047;0000;410470000;Z;41
pr;a;l;0;30;;1;370;;;0;0;0;1;E;300;47.65147;1.9881;0;0.0;;1.0;;0;D;;;;;;;;;;;;Individuel;a;n;a;2020-03;41296;0000;412960000;Z;41
pr;m;l;0;92;;4;500;;;0;0;0;0;F;339;47.92412;1.19898;Oui;;;;;0;C;;;;;;;;;;;;;a;n;m;2020-03;41214;0000;412140000;Z;41
pr;a;l;0;43;;2;400;;;0;0;0;0;E;237;47.79592;1.08547;Oui;;;;;0;B;;;;;;;;;;;;;a;n;a;2020-03;41003;0000;410030000;Z;41
pr;a;l;0;24;;1;346;;;0;0;0;1;E;268;47.58197;1.37241;0;1.0;;;False;0;C;1993.0;1.0;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-03;41295;0101;412950101;H;41
pr;a;l;0;27;;2;430;;;0;0;1;0;D;210;47.58025;1.37902;0;;;;;0;E;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;a;2020-03;41295;0101;412950101;H;41
pr;a;l;2;24;;1;289;;;0;0;1;0;E;295;47.42515;2.05393;0;2.0;;0.0;;0;C;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;41232;0000;412320000;Z;41
pr;a;l;2;18;;1;255;;;0;0;1;0;0;;47.42571;2.05397;0;2.0;;0.0;;0;;;1.0;0.0;;True;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;41232;0000;412320000;Z;41
pr;m;l;0;96;330.0;4;612;;;0;0;0;2;0;;47.43282;2.0511;0;;;3.0;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-03;41232;0000;412320000;Z;41
pr;m;l;0;56;145.0;3;500;;;0;0;0;1;0;;47.41858;2.04143;0;;;;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-03;41232;0000;412320000;Z;41
pr;m;l;0;82;250.0;4;456;;;0;0;1;0;E;269;47.42406;2.05354;0;;;0.0;;0;F;;1.0;0.0;;;;;;;Gaz;;Individuel, Central;a;n;m;2020-03;41232;0000;412320000;Z;41
pr;m;l;0;78;1227.0;4;612;;;0;0;0;2;F;357.0;47.42318;2.06781;0;;;2.0;;0;G;;;;;;;;;;;;Individuel;a;n;m;2020-03;41232;0000;412320000;Z;41
pr;a;l;0;46;;2;450;;;0;0;1;0;VI;;47.61186;1.37517;0;2.0;;;False;0;VI;;1.0;;;;;;;;;;Individuel;a;n;a;2020-03;41047;0000;410470000;Z;41
pr;a;l;1;56;;3;525;;;0;1;0;1;C;139;47.60202;1.36096;0;3.0;;1.0;False;Nord;A;2010.0;1.0;;;;7.0;;;;;;;a;n;a;2020-03;41047;0000;410470000;Z;41
pr;a;l;4;85;;4;800;;;0;1;0;1;D;202;47.60799;1.3576;0;;;1.0;;Sud-Ouest;D;;;0.0;;;;True;;;Électrique;;Individuel;a;n;a;2020-03;41047;0000;410470000;Z;41
pr;a;l;0;22;;1;290;;;0;0;0;1;E;272;47.59885;1.32173;0;2.0;;;;0;C;2006.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-03;41018;0302;410180302;H;41
pr;a;l;1;22;;1;310;;;0;0;1;0;D;165;47.59887;1.32113;0;2.0;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-03;41018;0302;410180302;H;41
pr;a;l;2;22;;1;355;;;0;0;1;0;D;218;47.59867;1.32216;0;2.0;;1.0;;Sud-Est;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-03;41018;0302;410180302;H;41
pr;m;l;0;68;;3;499;;;0;0;1;0;VI;;47.40381;1.61216;0;;;;;0;G;1700.0;1.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-03;41157;0000;411570000;Z;41
