type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;6;28;;1;457;;;0;1;0;1;E;249;47.31854;5.02231;0;;;1.0;;0;F;;;0.0;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;21231;1301;212311301;H;21
pr;a;l;0;30;;1;287;;;0;0;0;0;C;95.5;47.61557;4.33673;0;;;;;0;D;;;;;;;False;;;Gaz;;Individuel;a;n;a;2020-04;21425;0103;214250103;H;21
pr;a;l;0;33;;1;540;;;0;0;0;0;F;382.0;47.29953;5.0408;0;4.0;;;;0;C;;;;;;;;;;;;;a;n;a;2020-04;21231;0804;212310804;H;21
pr;m;l;0;114;634.0;5;990;;;0;0;1;1;E;277;47.23438;5.06296;0;;;2.0;False;0;C;2011.0;2.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;21263;0000;212630000;Z;21
pr;m;l;0;106;;4;878;;;0;0;0;0;F;381;47.44743;5.06052;0;;;;;0;F;;;;;;;;;;;;;a;n;m;2020-04;21245;0000;212450000;Z;21
pr;m;l;0;83;;4;535;;;0;0;0;0;G;460;47.76565;4.57692;0;;;;;0;D;;;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;21455;0000;214550000;Z;21
pr;a;l;2;76;;4;413;;;0;0;0;0;E;288.0;47.85109;4.57538;0;;;;;0;F;;;;;;;False;;;Gaz;;Collectif;a;n;a;2020-04;21154;0102;211540102;H;21
pr;a;l;0;18;;1;397;;;0;0;1;0;F;431.0;47.30419;5.0569;0;;;1.0;;0;D;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;21231;0704;212310704;H;21
pr;a;l;0;60;;4;400;;;0;0;0;0;E;;47.30718;5.05614;Non;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;21231;0704;212310704;H;21
pr;a;l;0;64;;3;700;;;0;0;0;0;A;44;47.22596;4.96874;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;21295;0000;212950000;Z;21
pr;a;l;0;64;;3;600;;;0;0;0;0;D;222;47.02398;4.83827;Oui;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21
pr;a;l;0;23;;1;300;;;0;0;0;0;G;562;47.02398;4.83827;Oui;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21
pr;a;l;0;40;;1;500;;;0;0;0;0;E;260;47.02398;4.83827;Oui;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21
pr;a;l;0;36;;1;400;;;0;0;0;0;G;513;47.02398;4.83827;Oui;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21
pr;a;l;0;72;;3;700;;;0;0;0;0;D;162;47.02398;4.83827;Oui;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;21054;0106;210540106;H;21
pr;m;l;0;81;;5;2500;;;0;0;0;0;0;;47.02187;4.83861;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;21054;0106;210540106;H;21
pr;a;l;0;16;;1;400;;;0;0;0;0;E;;47.3343;5.0421;Non;;;;;0;F;;;;;;;;;;;;;a;;a;2020-04;21231;1602;212311602;H;21
pr;a;l;0;60;;3;600;;;0;0;0;0;E;233;47.04211;4.83603;Oui;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;21054;0109;210540109;H;21
pr;a;l;0;68;;3;500;;;0;0;0;0;C;109;46.95008;4.62659;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;21461;0000;214610000;Z;21
pr;a;l;1;43;;2;592;;;0;0;0;1;NS;;47.30687;5.0381;0;4.0;;1.0;;0;NS;;;1.0;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;21231;0802;212310802;H;21
pr;a;l;3;47;;3;330;;;0;0;0;0;C;130.0;47.29571;5.01489;0;;;;;0;D;;;;;;;False;;;Gaz;;Collectif;a;n;a;2020-04;21166;0106;211660106;H;21
pr;a;l;4;59;;3;276;;;0;0;0;0;C;128.0;47.85573;4.56728;0;;;;;0;D;;;;;;;False;;;Gaz;;Collectif;a;n;a;2020-04;21154;0101;211540101;H;21
pr;a;l;5;56;;3;681;;;0;1;0;1;NS;;47.31105;5.02656;0;5.0;;0.0;;0;NS;;;0.0;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;21231;0901;212310901;H;21
pr;a;l;0;32;;1;277;;;0;0;1;0;D;170.4;47.34158;5.02948;0;;;;;0;A;;;;;;;True;;;;;Individuel;a;n;a;2020-04;21278;0102;212780102;H;21
pr;a;l;0;85;;4;800;;;0;0;0;0;E;275;47.32712;5.04503;Oui;;;;;0;F;;;;;;;;;;;;;a;;a;2020-04;21231;0303;212310303;H;21
pr;a;l;3;85;;4;840;;;0;1;0;1;E;275;47.3274;5.04513;0;;;0.0;;Sud;F;;;0.0;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;21231;0303;212310303;H;21
pr;a;l;0;33;;1;400;;;0;0;0;0;E;250;47.3273;5.03919;Oui;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;21231;0303;212310303;H;21
pr;a;l;0;70;;4;400;;;0;0;0;0;A;;47.32608;5.03975;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;21231;0303;212310303;H;21
pr;a;l;3;93;;4;701;;;0;0;0;0;NS;;47.32679;5.03855;0;;;;;0;;;;;;;;False;;;Gaz;;Individuel;a;n;a;2020-04;21231;0303;212310303;H;21
pr;a;l;3;33;;1;467;;;0;0;0;1;E;250;47.32695;5.03916;0;3.0;;1.0;;0;E;;;;;;;;;;;;Collectif;a;n;a;2020-04;21231;0303;212310303;H;21
pr;a;l;0;68;;4;600;;;0;0;0;0;0;;47.31332;5.05787;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;21231;0702;212310702;H;21
pr;m;l;0;105;;4;700;;;0;0;0;0;D;205;47.03157;4.73618;Oui;;;;;0;F;;;;;;;;;;;;;a;;m;2020-04;21401;0000;214010000;Z;21
pr;m;l;0;90;;5;700;;;0;0;0;0;D;228;47.10407;4.92195;Oui;;;;;0;E;;;;;;;;;;;;;a;;m;2020-04;21186;0000;211860000;Z;21
pr;m;l;0;90;;5;703;;;0;0;1;0;D;228;47.10125;4.92279;0;;;;True;0;E;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;21186;0000;211860000;Z;21
pr;m;l;0;112;;5;1200;;;0;0;0;0;D;160;47.35058;4.99873;Oui;;;;;0;E;;;;;;;;;;;;;a;;m;2020-04;21223;0000;212230000;Z;21
pr;a;l;2;68;;4;668;;;0;1;0;1;0;;47.31403;5.05794;0;4.0;;0.0;;0;;;;0.0;;;;False;;;Gaz;Sol;Collectif;a;n;a;2020-04;21231;0702;212310702;H;21
pr;a;l;0;87;;4;800;;;0;0;0;0;C;114;47.28251;5.06458;Oui;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;21355;0102;213550102;H;21
pr;a;l;4;19;;1;525;;;0;0;1;0;C;92;47.33313;5.04748;0;5.0;;0.0;;0;A;;;0.0;;;;True;;;;Radiateur;Collectif;a;n;a;2020-04;21231;1703;212311703;H;21
pr;a;l;0;33;;1;410;;;0;1;0;1;D;201.0;47.3378;5.04494;0;4.0;;;False;0;B;2009.0;1.0;;;False;;True;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;21231;1703;212311703;H;21
pr;a;l;2;18;;1;516;;;0;0;1;0;C;91;47.333;5.04797;0;;;0.0;;0;A;;;0.0;;;;True;;;;Radiateur;Collectif;a;n;a;2020-04;21231;1703;212311703;H;21
pr;a;l;0;18;;1;484;;;0;0;1;0;C;91;47.33313;5.04748;0;4.0;;0.0;;0;A;;;0.0;;;;True;;;;Radiateur;Collectif;a;n;a;2020-04;21231;1703;212311703;H;21
pr;a;l;2;19;;1;516;;;0;0;1;0;C;91;47.33313;5.04748;0;5.0;;0.0;;0;A;;;0.0;;;;True;;;;Radiateur;Collectif;a;n;a;2020-04;21231;1703;212311703;H;21
pr;a;l;0;17;;1;400;;;0;0;1;0;0;;47.32199;5.03785;0;;;0.0;;0;;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;21231;0101;212310101;H;21
pr;a;l;0;30;;1;585;;;0;0;0;1;F;378;47.35251;5.04288;0;;;1.0;;0;C;2002.0;;1.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;21231;2002;212312002;H;21
pr;a;l;3;13;;1;300;;;0;0;1;0;E;280;47.32199;5.03104;0;3.0;;0.0;;0;C;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;21231;9803;212319803;A;21
pr;a;l;4;32;;1;444;;;0;1;0;1;C;108;47.34442;5.04212;0;4.0;;1.0;False;0;D;1970.0;1.0;;;;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-04;21231;1601;212311601;H;21
pr;a;l;0;56;;2;600;;;0;0;0;0;C;107;47.31703;5.06245;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;21231;0503;212310503;H;21
pr;a;l;2;18;;1;406;;;0;1;0;1;F;408;47.31733;5.06166;0;3.0;;0.0;;0;C;1993.0;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;21231;0503;212310503;H;21
