type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;36100;36088;0;72;150.0;3;80000;;;0;0;0;1;E;241.0;46.94952;2.02053;Non;2.0;;0.0;False;0;C;;;1.0;;;;;38.0;800.0;Électrique;Radiateur;Individuel;a;n;m;2020-03;36088;0106;360880106;H;36;8.14;1.0;0.088;6.12;3.0;0.066;1111.11
pr;m;v;36600;36233;0;65;737.0;4;66000;;;0;0;0;1;0;;47.24655;1.5422;Oui;;;;;0;;;;;;;;;;;;;Individuel;a;n;m;2020-03;36233;0000;362330000;Z;36;;;;;;;1015.38
pr;m;v;36600;36233;0;141;2152.0;6;159600;;;0;0;1;0;VI;;47.24933;1.54387;Oui;;;;;0;;;1.0;;;False;;;;;Bois;;Individuel;m;n;m;2020-03;36233;0000;362330000;Z;36;;;;;;;1131.91
pr;m;v;36600;36233;0;100;;5;80900;;;0;0;1;0;VI;;47.25402;1.57441;Non;1.0;;4.0;;0;VI;;1.0;;;False;;;;;Électrique;;Individuel;a;n;m;2020-03;36233;0000;362330000;Z;36;;;;;;;809.0
pr;a;v;36000;36044;2;77;;4;45000;;;0;0;0;0;D;185;46.79199;1.6947;Non;5.0;;;True;0;E;;;;;False;;False;90.0;2280.0;Gaz;;Collectif;m;n;a;2020-03;36044;0402;360440402;H;36;8.04;3.0;0.165;7.48;15.0;0.154;584.42
pr;m;v;36100;36088;0;160;934.0;4;260500;;;0;0;1;1;C;128;46.94889;1.98896;Non;;;;;0;C;;2.0;;;False;;;;;Gaz;;Individuel;m;n;m;2020-03;36088;0101;360880101;H;36;3.75;1.0;0.028;5.645;2.0;0.042;1628.12
pr;m;v;36100;36088;0;110;540.0;4;102990;;;0;0;0;0;E;314.0;46.9442;1.9832;Non;2.0;;1.0;;sud-est;B;;;;;False;;;;;;;Individuel;m;n;m;2020-03;36088;0101;360880101;H;36;3.75;1.0;0.048;5.645;2.0;0.072;936.27
pr;m;v;36220;36113;0;150;1100.0;6;146000;;;0;0;0;0;VI;;46.81623;1.05218;Non;1.0;;;;0;VI;;;;;;;;;;;;;a;n;m;2020-03;36113;0000;361130000;Z;36;;;;;;;973.33
pr;m;v;36220;36113;0;140;;6;99000;;;0;0;1;0;VI;;46.80333;1.01013;Non;1.0;;;False;0;VI;;1.0;;;;;;;;Fioul;;;m;n;m;2020-03;36113;0000;361130000;Z;36;;;;;;;707.14
pr;m;v;36210;36162;0;141;1343.0;2;128000;;;0;0;0;0;C;;47.14603;1.66276;Non;;;;;0;D;;;;;;;;;;;;;a;n;m;2020-03;36162;0000;361620000;Z;36;;;;;;;907.8
pr;m;v;36210;36162;0;89;550.0;4;76000;;;0;0;0;1;D;185;47.1581;1.64806;Non;;;;;0;B;;1.0;;;False;;;;;Bois;;Individuel;m;n;m;2020-03;36162;0000;361620000;Z;36;5.71;1.0;0.08;5.71;1.0;0.08;853.93
pr;m;v;36000;36044;0;129;361.0;6;130400;;;0;0;0;1;E;278;46.80923;1.71156;Oui;;;;;0;F;;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-03;36044;0602;360440602;H;36;;;;6.0;1.0;0.071;1010.85
pr;m;v;36000;36044;0;90;292.0;4;124375;;;0;0;1;0;VI;;46.80739;1.70905;Oui;2.0;;2.0;True;0;VI;;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-03;36044;0602;360440602;H;36;7.46;2.0;0.065;6.87;21.0;0.06;1381.94
