type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;27300;;0;80;1100.0;3;160685;125685.0;35000.0;0;0;0;0;0;;49.15059;0.5739;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27079;0000;270790000;Z;27;5.4;1.0;0.032;5.4;1.0;0.032;2008.56
pr;mn;v;27300;;0;114;1100.0;5;176670;141670.0;35000.0;0;0;0;0;0;;49.15059;0.5739;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27079;0000;270790000;Z;27;;;;;;;1549.74
pr;mn;v;27560;;0;104;1000.0;4;154500;114500.0;40000.0;0;0;0;0;0;;49.28263;0.51618;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27435;0000;274350000;Z;27;;;;;;;1485.58
pr;mn;v;27560;;0;132;1000.0;5;177600;137600.0;40000.0;0;0;0;0;0;;49.28263;0.51618;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27435;0000;274350000;Z;27;;;;;;;1345.45
pr;mn;v;27560;;0;122;1000.0;5;167600;127600.0;40000.0;0;0;0;0;0;;49.28263;0.51618;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27435;0000;274350000;Z;27;;;;;;;1373.77
pr;m;v;27530;;0;89;;4;190000;;;0;0;0;0;0;;48.84936;1.37245;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;27193;0000;271930000;Z;27;;;;;;;2134.83
pr;mn;v;27350;;0;85;1312.0;4;169125;137325.0;31800.0;0;0;0;0;0;;49.33777;0.6817;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27110;0000;271100000;Z;27;;;;;;;1989.71
pr;mn;v;27350;;0;92;1312.0;5;167445;135645.0;31800.0;0;0;0;0;0;;49.33777;0.6817;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27110;0000;271100000;Z;27;;;;;;;1820.05
pr;mn;v;27350;;0;98;1312.0;4;176695;144895.0;31800.0;0;0;0;0;0;;49.33777;0.6817;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27110;0000;271100000;Z;27;;;;;;;1803.01
pr;mn;v;27500;;0;81;1535.0;4;168690;130690.0;38000.0;0;0;0;0;0;;49.31784;0.55977;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27126;0000;271260000;Z;27;7.5;1.0;0.043;7.5;1.0;0.043;2082.59
pr;mn;v;27500;;0;65;1535.0;3;146590;108590.0;38000.0;0;0;0;0;0;;49.31784;0.55977;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27126;0000;271260000;Z;27;;;;;;;2255.23
pr;mn;v;27500;;0;74;1535.0;4;162400;124400.0;38000.0;0;0;0;0;0;;49.31784;0.55977;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27126;0000;271260000;Z;27;7.5;1.0;0.041;7.5;1.0;0.041;2194.59
pr;mn;v;27410;;0;100;2361.0;6;191025;166025.0;25000.0;0;0;0;0;0;;49.0067;0.69929;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27049;0000;270490000;Z;27;;;;;;;1910.25
pr;mn;v;27260;;0;132;650.0;5;187600;137600.0;50000.0;0;0;0;0;0;;49.27366;0.44814;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27218;0000;272180000;Z;27;;;;;;;1421.21
pr;mn;v;27260;;0;104;650.0;4;165600;115600.0;50000.0;0;0;0;0;0;;49.27366;0.44814;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27218;0000;272180000;Z;27;;;;;;;1592.31
pr;mn;v;27260;;0;122;650.0;5;170500;120500.0;50000.0;0;0;0;0;0;;49.27366;0.44814;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27218;0000;272180000;Z;27;;;;;;;1397.54
pr;mn;v;27260;;0;102;650.0;4;160200;110200.0;50000.0;0;0;0;0;0;;49.27366;0.44814;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27218;0000;272180000;Z;27;;;;;;;1570.59
pr;mn;v;27120;;0;99;400.0;6;224350;141350.0;83000.0;0;0;1;0;0;;49.0223;1.39418;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27448;0000;274480000;Z;27;;;;;;;2266.16
pr;mn;v;27930;;0;129;946.0;6;254790;194790.0;60000.0;0;0;2;0;0;;49.00241;1.26464;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27158;0000;271580000;Z;27;;;;;;;1975.12
pr;mn;v;27120;;0;119;400.0;5;256050;173050.0;83000.0;0;0;2;0;0;;49.0223;1.39418;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27448;0000;274480000;Z;27;;;;;;;2151.68
pr;mn;v;27190;;0;65;517.0;3;138500;94500.0;44000.0;0;0;0;0;0;;48.99139;0.91658;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27374;0000;273740000;Z;27;;;;;;;2130.77
pr;mn;v;27190;;0;74;517.0;4;153000;109000.0;44000.0;0;0;0;0;0;;48.99139;0.91658;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27374;0000;273740000;Z;27;;;;;;;2067.57
pr;mn;v;27190;;0;80;517.0;3;149500;105500.0;44000.0;0;0;0;0;0;;48.99139;0.91658;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27374;0000;273740000;Z;27;;;;;;;1868.75
pr;mn;v;27230;;0;80;1330.0;3;157365;122385.0;34980.0;0;0;0;0;0;;49.15164;0.53357;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27627;0000;276270000;Z;27;;;;;;;1967.06
pr;mn;v;27230;;0;100;1330.0;5;179645;144665.0;34980.0;0;0;0;0;0;;49.15164;0.53357;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27627;0000;276270000;Z;27;7.93;1.0;0.053;7.93;1.0;0.053;1796.45
pr;mn;v;27230;;0;114;1330.0;5;173345;138365.0;34980.0;0;0;0;0;0;;49.15164;0.53357;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27627;0000;276270000;Z;27;7.93;1.0;0.063;7.93;1.0;0.063;1520.57
pr;mn;v;27100;;0;76;622.0;4;229900;152900.0;77000.0;0;0;1;0;0;;49.25949;1.20197;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27528;0000;275280000;Z;27;9.35;1.0;0.037;9.35;1.0;0.037;3025.0
pr;mn;v;27100;;0;107;622.0;6;257900;180900.0;77000.0;0;0;1;0;0;;49.25949;1.20197;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27528;0000;275280000;Z;27;;;;;;;2410.28
pr;mn;v;27100;;0;110;668.0;5;251900;186900.0;65000.0;0;0;2;0;0;;49.25924;1.20775;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27528;0000;275280000;Z;27;8.25;1.0;0.043;8.25;1.0;0.043;2290.0
pr;mn;v;27100;;0;81;668.0;4;224900;159900.0;65000.0;0;0;1;0;0;;49.25924;1.20775;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27528;0000;275280000;Z;27;9.35;1.0;0.04;9.35;1.0;0.04;2776.54
pr;mn;v;27100;;0;102;312.0;5;220000;150100.0;69900.0;0;0;0;0;0;;49.25924;1.20775;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27528;0000;275280000;Z;27;8.25;1.0;0.046;8.25;1.0;0.046;2156.86
pr;mn;v;27100;;0;123;393.0;5;224000;154100.0;69900.0;0;0;0;0;0;;49.25924;1.20775;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27528;0000;275280000;Z;27;8.25;1.0;0.054;8.25;1.0;0.054;1821.14
pr;mn;v;27100;;0;127;425.0;5;235000;163000.0;72000.0;0;0;0;0;0;;49.25924;1.20775;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;27528;0000;275280000;Z;27;8.25;1.0;0.054;8.25;1.0;0.054;1850.39
