type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;104;223.0;4;246000;;;0;0;2;0;D;188;47.79805;3.55529;Non;;;2.0;;0;E;;3.0;0.0;;;;;;;Gaz;;Individuel;a;n;m;2020-04;89024;0110;890240110;H;89;27.0;;;;8.81;7.0;0.045;2365.38
pr;m;v;0;105;398.0;5;125000;;;0;0;1;0;D;186;48.3239;3.39254;Oui;;;3.0;True;Est-Ouest;F;;1.0;1.0;;False;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;89414;0000;894140000;Z;89;27.0;;;;;;;1190.48
pr;a;v;5;64;;3;73000;;;0;0;0;1;D;170;47.31778;5.01005;Non;11.0;;1.0;True;0;E;;1.0;;;;;True;730.0;1800.0;;;;a;n;a;2020-04;21231;1202;212311202;H;21;27.0;;;;11.02;638.0;0.116;1140.62
pr;a;v;0;63;;3;202000;;;0;0;0;1;A;;47.32706;5.07574;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;a;2020-04;21540;0199;215400199;A;21;27.0;13.47;5.0;0.05;12.13;11.0;0.045;3206.35
pr;m;v;0;82;6450.0;5;39000;;;0;0;0;1;NS;;46.76908;4.01249;Non;;;1.0;;0;;;2.0;;;True;;;;;;;;a;n;m;2020-04;71166;0000;711660000;Z;71;27.0;;;;;;;475.61
pr;m;v;0;85;670.0;5;155000;;;0;0;1;0;F;447.0;46.796;4.84071;Oui;;;;;0;F;1957.0;1.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;71076;0103;710760103;H;71;27.0;;;;7.66;3.0;0.05;1823.53
pr;a;v;0;79;;4;199900;;;0;0;0;0;NS;;47.25513;6.01928;Non;;;0.0;;0;;;;;;;;;101.0;2360.0;;;;a;n;a;2020-04;25056;0903;250560903;H;25;27.0;9.11;3.0;0.043;9.32;118.0;0.044;2530.38
pr;m;v;0;145;;4;190000;;;0;0;0;0;VI;;47.37881;6.87752;Non;1.0;;;;0;;;;;;;;;;;;;;a;n;m;2020-04;25615;0000;256150000;Z;25;27.0;;;;;;;1310.34
pr;m;v;0;136;200.0;4;85000;;;0;0;0;1;VI;;47.38793;6.63911;Non;1.0;;;;0;;;1.0;;;;;;;;;;;a;n;m;2020-04;25311;0000;253110000;Z;25;27.0;;;;;;;625.0
pr;m;v;0;150;;7;165000;;;0;0;0;1;D;152.0;47.38606;6.78043;Non;1.0;;;;0;D;;1.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;25463;0000;254630000;Z;25;27.0;;;;;;;1100.0
pr;m;v;0;131;;8;97000;;;0;0;1;1;F;410;47.3547;6.8025;Non;2.0;;2.0;;0;G;;2.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;25393;0000;253930000;Z;25;27.0;;;;;;;740.46
pr;m;v;0;269;1020.0;11;490000;;;0;0;1;2;VI;;47.04449;6.59957;Non;2.0;;;;0;;;3.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;25403;0000;254030000;Z;25;27.0;;;;;;;1821.56
pr;m;v;0;92;722.0;4;160000;;;0;0;0;0;0;;46.32967;4.82845;Oui;1.0;;;;Est-Ouest;;;;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;71270;0116;712700116;H;71;27.0;;;;7.14;6.0;0.049;1739.13
pr;m;v;0;150;676.0;5;243000;;;0;0;2;0;E;;47.65605;4.41601;Non;;;;;0;;;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-04;21641;0000;216410000;Z;21;27.0;;;;;;;1620.0
pr;m;v;0;127;960.0;7;148000;;;0;0;1;1;VI;;47.04554;5.18746;Non;1.0;;;;0;VI;1850.0;2.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;21475;0000;214750000;Z;21;27.0;;;;;;;1165.35
pr;m;v;0;123;143.0;5;320000;;;0;0;2;0;VI;;47.28609;4.99859;Non;1.0;;1.0;True;0;VI;1900.0;2.0;;;;;;;;Gaz;;;a;n;m;2020-04;21166;0105;211660105;H;21;27.0;;;;;;;2601.63
