DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
55;55010;pr;a;a;l;2;VI;45.0;430.0;0.0;1.0;0.0;1
55;55010;pr;a;a;l;3;D;75.0;520.0;0.0;0.0;1.0;1
55;55029;pr;a;a;l;1;0;27.0;240.0;0.0;0.33;0.67;3
55;55029;pr;a;a;l;1;C;28.0;270.0;0.0;0.0;0.0;1
55;55029;pr;a;a;l;1;D;27.0;310.0;0.0;0.0;1.0;1
55;55029;pr;a;a;l;1;F;22.5;265.5;0.0;0.5;0.5;2
55;55029;pr;a;a;l;1;G;19.0;216.0;0.0;1.0;0.0;1
55;55029;pr;a;a;l;2;0;50.0;386.0;0.0;0.14;0.86;7
55;55029;pr;a;a;l;2;C;63.0;510.0;0.0;0.5;0.5;2
55;55029;pr;a;a;l;2;E;38.5;340.0;0.0;0.38;0.62;8
55;55029;pr;a;a;l;3;0;69.5;502.5;0.0;0.5;0.5;2
55;55029;pr;a;a;l;3;D;67.0;538.0;0.0;0.67;0.33;3
55;55029;pr;a;a;l;3;E;60.0;449.0;0.0;0.33;0.67;3
55;55029;pr;a;a;l;4;E;68.0;550.0;0.0;0.0;1.0;1
55;55029;pr;a;a;l;5;C;123.0;680.0;0.0;0.0;1.0;1
55;55029;pr;a;m;l;4;0;60.0;600.0;0.0;0.0;1.0;1
55;55029;pr;a;m;l;5;F;88.0;720.0;0.0;0.0;1.0;1
55;55043;pa;a;a;l;2;E;48.0;450.0;1.0;0.0;1.0;1
55;55043;pr;a;a;l;2;E;51.0;465.0;1.0;0.0;1.0;1
55;55049;pa;a;m;l;4;E;70.0;570.0;0.0;1.0;0.0;1
55;55051;pr;a;a;l;4;C;160.0;600.0;0.0;0.0;0.0;1
55;55061;pr;a;m;l;5;0;158.0;698.0;0.0;0.0;1.0;1
55;55063;pr;a;a;l;5;E;93.0;678.0;0.0;0.0;0.0;1
55;55079;pa;a;m;l;4;C;110.0;560.0;0.0;0.0;1.0;1
55;55094;pr;a;a;l;3;E;98.0;650.0;0.0;0.0;1.0;1
55;55117;pr;a;a;l;1;VI;21.0;250.0;0.0;0.0;1.0;1
55;55117;pr;a;a;l;2;VI;31.0;295.0;0.0;1.0;0.0;1
55;55117;pr;a;m;l;7;VI;135.0;650.0;1.0;1.0;0.0;1
55;55122;pr;a;a;l;1;G;25.5;231.0;0.0;1.0;0.0;2
55;55122;pr;a;a;l;2;0;62.0;385.0;0.0;0.5;0.0;2
55;55122;pr;a;a;l;2;D;61.0;455.0;0.0;1.0;0.0;1
55;55122;pr;a;a;l;2;E;43.5;342.5;0.0;1.0;0.0;2
55;55122;pr;a;a;l;2;F;50.0;350.0;0.33;0.0;1.0;3
55;55122;pr;a;a;l;3;0;92.0;550.0;0.0;0.0;0.0;1
55;55122;pr;a;a;l;3;D;67.5;415.0;0.0;0.0;0.5;2
55;55122;pr;a;a;l;4;C;82.0;465.0;0.0;0.0;0.5;2
55;55122;pr;a;a;l;4;D;80.0;430.0;0.0;1.0;0.0;1
55;55122;pr;a;a;l;4;E;92.5;515.0;0.0;0.0;1.0;2
55;55122;pr;a;a;l;5;0;136.0;695.0;0.0;0.0;0.0;1
55;55122;pr;a;m;l;5;F;80.0;500.0;0.0;0.0;1.0;1
55;55132;pr;a;a;l;1;D;54.0;230.0;0.0;1.0;0.0;1
55;55132;pr;a;a;l;3;0;77.0;390.0;0.0;1.0;0.0;1
