DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
04;04001;pr;a;m;l;3;G;43.0;613.0;0.0;0.0;0.0;1
04;04004;pr;a;a;l;3;E;65.0;625.0;0.0;0.0;1.0;1
04;04008;pr;a;a;l;2;G;37.5;431.5;1.0;0.5;0.5;2
04;04013;pr;a;a;l;3;D;43.0;410.0;0.0;0.0;1.0;1
04;04013;pr;a;m;l;2;E;38.0;310.0;0.0;0.0;0.0;1
04;04018;pr;a;a;l;2;VI;39.0;415.0;0.0;1.0;0.0;2
04;04019;pr;a;a;l;1;E;33.0;390.0;1.0;1.0;0.0;1
04;04019;pr;a;a;l;2;0;42.0;500.0;0.0;0.0;0.0;1
04;04019;pr;a;a;l;2;C;50.0;566.0;1.0;0.0;1.0;1
04;04019;pr;a;a;l;2;D;47.0;380.0;0.0;0.0;1.0;1
04;04019;pr;a;a;l;2;E;29.0;480.0;0.4;0.4;0.4;5
04;04019;pr;a;a;l;2;F;26.0;382.5;0.75;0.0;0.75;4
04;04019;pr;a;a;l;2;VI;42.0;593.0;0.0;1.0;0.0;1
04;04019;pr;a;a;l;3;F;83.0;500.0;0.0;0.0;0.33;3
04;04019;pr;a;a;l;4;E;97.0;710.0;1.0;0.0;1.0;1
04;04019;pr;a;m;l;4;E;74.0;770.0;0.0;0.0;1.0;1
04;04033;pr;a;a;l;4;NS;66.0;440.0;0.0;0.0;1.0;1
04;04034;pr;a;a;l;4;E;105.0;750.0;0.0;0.0;2.0;1
04;04035;pr;a;a;l;3;D;90.0;690.0;0.0;0.0;1.0;1
04;04035;pr;a;a;l;4;D;115.0;798.0;0.0;0.0;1.0;1
04;04039;pa;a;m;l;3;0;60.0;500.0;0.0;0.0;0.0;1
04;04041;pr;a;m;l;2;F;46.0;465.0;0.0;1.0;0.0;1
04;04045;pr;a;a;l;3;VI;72.0;615.0;0.0;0.0;0.0;1
04;04046;pa;a;a;l;2;0;50.0;430.0;0.0;0.0;0.0;1
04;04049;pr;a;a;l;1;E;27.0;430.0;0.0;0.0;0.0;3
04;04049;pr;a;a;l;2;D;47.0;481.5;0.75;0.0;0.75;4
04;04049;pr;a;a;l;2;E;50.0;433.5;0.25;0.0;1.0;4
04;04049;pr;a;a;l;2;NS;36.0;470.0;0.0;0.0;0.0;1
04;04049;pr;a;a;l;3;0;87.5;672.0;0.0;0.0;0.0;2
04;04049;pr;a;a;l;3;C;57.0;621.5;0.0;0.0;1.0;2
04;04049;pr;a;a;l;3;D;59.0;577.0;1.0;0.0;1.0;2
04;04049;pr;a;a;l;3;E;53.0;469.0;0.0;0.0;1.0;1
04;04049;pr;a;a;l;4;0;100.0;825.0;0.0;0.0;0.0;1
04;04049;pr;a;a;l;4;C;87.0;659.0;0.0;2.0;0.0;1
04;04049;pr;a;a;l;4;G;100.0;580.0;0.0;0.0;1.0;1
04;04049;pr;a;m;l;2;E;46.0;450.0;0.0;0.0;0.0;1
04;04049;pr;a;m;l;3;NS;82.5;633.5;0.0;0.0;0.0;2
04;04049;pr;a;m;l;4;D;90.0;771.0;0.0;0.0;2.0;1
04;04049;pr;a;m;l;4;E;86.0;750.0;0.0;0.0;1.0;1
04;04053;pr;a;a;l;2;0;39.0;440.0;0.0;0.0;1.0;1
04;04053;pr;a;m;l;2;NS;50.0;550.0;0.0;0.0;0.0;1
04;04053;pr;a;m;l;3;E;74.0;590.0;0.0;0.0;0.0;1
04;04053;pr;a;m;l;3;F;50.0;550.0;0.0;0.0;0.0;1
04;04058;pr;a;m;l;3;F;55.0;505.0;0.0;0.0;1.0;1
04;04065;pr;a;m;l;3;0;56.0;400.0;0.0;0.0;1.0;1
04;04065;pr;a;m;l;4;E;59.0;490.0;0.0;0.0;1.0;1
04;04070;pa;a;a;l;1;0;28.5;397.5;0.25;0.0;0.25;4
04;04070;pa;a;a;l;1;D;23.0;330.0;0.0;0.0;0.0;1
04;04070;pa;a;a;l;2;0;34.0;400.0;0.0;0.2;0.6;5
04;04070;pa;a;a;l;4;C;107.0;620.0;0.0;1.0;0.0;1
04;04070;pa;a;a;l;4;D;90.0;820.0;1.0;0.0;0.0;1
04;04070;pr;a;a;l;1;0;26.0;325.0;0.0;0.67;0.0;3
04;04070;pr;a;a;l;1;A;42.0;450.0;0.0;0.0;0.0;1
04;04070;pr;a;a;l;1;D;21.0;300.0;0.0;0.0;0.0;1
04;04070;pr;a;a;l;1;E;23.0;348.0;0.09;0.36;0.36;11
04;04070;pr;a;a;l;1;F;27.0;402.5;0.0;0.0;0.0;2
04;04070;pr;a;a;l;2;0;75.0;725.0;0.0;0.0;0.0;2
04;04070;pr;a;a;l;2;D;41.0;495.0;0.17;0.5;0.17;6
04;04070;pr;a;a;l;2;E;43.0;423.0;0.0;0.0;0.33;3
04;04070;pr;a;a;l;2;F;32.5;365.0;0.0;0.0;0.0;2
04;04070;pr;a;a;l;3;0;73.0;540.0;0.0;0.5;0.5;2
04;04070;pr;a;a;l;3;D;56.5;477.0;0.0;0.0;0.0;2
04;04070;pr;a;a;l;3;E;67.5;607.5;0.5;0.0;0.5;2
04;04070;pr;a;a;l;3;F;53.5;497.5;0.5;0.0;0.0;2
04;04070;pr;a;a;l;4;E;69.0;700.0;0.0;0.0;0.0;1
04;04070;pr;a;m;l;3;E;66.0;600.0;0.0;0.0;0.0;1
04;04076;pr;a;a;l;2;0;60.0;500.0;0.0;0.0;1.0;1
04;04079;pr;a;a;l;1;F;24.0;360.0;0.0;0.0;0.0;1
04;04079;pr;a;a;l;2;E;35.0;485.0;0.0;0.0;0.0;1
04;04079;pr;a;a;l;3;E;58.0;680.0;0.0;0.0;0.0;1
04;04079;pr;a;m;l;2;D;20.0;500.0;0.0;0.0;1.0;1
04;04079;pr;a;m;l;2;E;45.0;492.0;0.0;0.0;1.0;1
04;04087;pr;a;m;l;3;0;49.0;585.0;0.0;0.0;1.0;1
04;04088;pa;a;a;l;2;0;32.0;385.0;0.0;1.0;0.0;1
