DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
67;67001;pr;a;a;v;2;0;37.0;144432.0;3903.57;13.29;0.041;0.0;0.0;1.0;1
67;67001;pr;a;a;v;3;0;63.0;233053.5;3700.43;11.48;0.038;0.0;0.0;1.0;2
67;67001;pr;a;a;v;3;D;61.0;229500.0;3762.3;11.48;0.037;0.0;0.0;1.0;1
67;67001;pr;a;a;v;3;NS;64.0;232107.0;3626.67;11.48;0.038;0.0;0.0;1.0;1
67;67001;pr;a;a;v;4;0;82.0;240900.0;2937.8;;;0.0;0.0;0.0;1
67;67001;pr;a;a;v;4;NS;79.0;276018.0;3493.9;;;0.0;0.0;1.0;1
67;67001;pr;a;m;v;6;E;129.0;175000.0;1356.59;;;0.0;1.0;1.0;1
67;67001;pr;ca;a;v;4;0;79.0;249447.0;3157.56;;;0.0;0.0;0.0;1
67;67001;pr;ca;an;v;4;0;79.0;249447.0;3157.56;;;0.0;0.0;0.0;1
67;67002;pr;a;m;v;4;E;100.0;84800.0;848.0;;;0.0;1.0;0.0;1
67;67004;pr;a;m;v;5;D;135.0;166420.0;1232.74;10.9;0.106;1.0;0.0;1.0;1
67;67005;pr;a;m;v;4;NS;160.0;254800.0;1592.5;;;0.0;1.0;1.0;1
67;67005;pr;m;a;v;3;NS;70.0;178078.0;2543.97;;;0.0;0.0;1.0;1
67;67005;pr;m;a;v;5;NS;112.0;222378.0;1985.52;;;0.0;0.0;0.0;1
67;67006;pr;a;m;v;3;E;80.0;145000.0;1812.5;;;0.0;1.0;0.0;1
67;67006;pr;a;m;v;7;E;145.0;249000.0;1717.24;;;1.0;1.0;1.0;1
67;67006;pr;cm;m;v;5;0;100.0;268424.0;2684.24;;;0.0;0.0;0.0;1
67;67008;pr;a;a;v;3;C;67.0;204750.0;3055.97;8.53;0.033;0.0;0.0;1.0;1
67;67008;pr;a;m;v;5;D;180.0;340000.0;1888.89;;;0.0;0.0;0.0;1
67;67010;pr;a;a;v;3;C;64.0;127000.0;1984.38;9.92;0.06;0.0;0.0;1.0;1
67;67010;pr;a;a;v;3;D;74.0;170000.0;2297.3;9.92;0.052;0.0;0.0;1.0;1
67;67010;pr;a;a;v;4;D;99.0;115000.0;1161.62;;;0.0;0.0;1.0;1
67;67010;pr;a;m;v;4;F;115.0;187500.0;1760.42;;;0.0;0.5;0.5;2
67;67010;pr;a;m;v;6;E;135.0;295400.0;2188.15;;;0.0;0.0;0.0;1
67;67010;pr;cm;m;v;4;0;92.0;258460.0;2809.35;;;0.0;0.0;0.0;1
67;67010;pr;cm;m;v;5;0;100.0;287200.0;2872.0;9.14;0.038;0.0;0.0;0.0;1
67;67010;pr;cm;mn;v;5;0;100.0;287200.0;2872.0;9.14;0.038;0.0;0.0;0.0;1
67;67011;pr;m;a;v;4;C;127.0;230000.0;1811.02;;;0.0;0.0;0.0;1
67;67016;pr;a;a;v;3;B;69.0;222084.0;3218.61;;;0.0;0.0;1.0;1
67;67019;pr;a;m;v;6;D;127.0;259500.0;2043.31;;;0.0;0.0;1.0;1
67;67019;pr;a;m;v;8;D;300.0;424000.0;1413.33;;;0.0;0.0;0.0;1
