DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
44;44001;pr;a;m;v;3;E;62.0;91000.0;1467.74;;;0.0;0.0;1.0;1
44;44001;pr;a;m;v;3;VI;60.0;122475.0;2041.25;;;0.0;1.0;0.0;1
44;44001;pr;a;m;v;5;B;149.0;229600.0;1540.94;;;0.0;1.0;1.0;1
44;44001;pr;a;m;v;5;D;135.0;210000.0;1555.56;;;0.0;0.0;1.0;1
44;44001;pr;a;m;v;5;VI;115.0;141000.0;1226.09;;;0.0;1.0;0.0;1
44;44001;pr;a;m;v;6;VI;136.0;103000.0;757.35;;;0.0;0.0;1.0;1
44;44001;pr;cm;mn;v;4;0;91.0;155250.0;1706.04;;;0.0;0.0;0.0;3
44;44001;pr;m;m;v;4;E;87.0;139000.0;1597.7;;;0.0;0.0;1.0;1
44;44001;pr;m;m;v;5;E;113.0;175700.0;1554.87;;;0.0;0.0;2.0;1
44;44001;pr;m;m;v;6;E;130.0;230000.0;1769.23;;;0.0;0.0;0.0;1
44;44002;pr;a;a;v;2;0;41.0;144000.0;3512.2;;;1.0;1.0;0.0;1
44;44002;pr;a;a;v;2;VI;39.0;113400.0;2907.69;;;0.0;1.0;0.0;1
44;44002;pr;a;a;v;3;VI;61.0;155000.0;2540.98;8.92;0.042;0.0;1.0;0.0;1
44;44002;pr;a;m;v;10;D;200.0;283500.0;1417.5;;;0.0;1.0;0.0;1
44;44002;pr;a;m;v;4;0;86.0;182000.0;2116.28;10.28;0.058;0.0;1.0;1.0;1
44;44002;pr;a;m;v;4;A;87.0;249900.0;2872.41;10.28;0.043;0.0;0.0;1.0;1
44;44002;pr;a;m;v;4;D;143.0;231800.0;1620.98;10.28;0.076;0.0;0.0;1.0;1
44;44002;pr;a;m;v;4;NS;86.0;183000.0;2127.91;10.28;0.058;0.0;1.0;1.0;1
44;44002;pr;a;m;v;4;VI;103.0;183000.0;1776.7;10.28;0.069;0.0;0.0;0.0;1
44;44002;pr;a;m;v;5;C;94.0;268500.0;2856.38;7.42;0.031;0.0;0.0;1.0;1
44;44002;pr;a;m;v;5;D;110.0;179031.0;1627.55;7.42;0.054;0.0;0.5;0.5;2
44;44002;pr;a;m;v;6;B;134.0;351950.0;2595.53;;;0.0;0.0;1.5;2
44;44002;pr;a;m;v;6;D;168.0;293500.0;1747.02;;;0.0;0.0;2.0;1
44;44002;pr;a;m;v;7;C;204.0;268500.0;1316.18;;;0.0;0.0;0.0;1
44;44002;pr;a;m;v;7;D;165.0;304125.0;1827.26;;;0.0;1.0;0.5;2
44;44002;pr;a;m;v;8;D;166.0;287800.0;1733.73;;;0.0;0.0;2.0;1
44;44002;pr;a;m;v;9;E;190.0;325000.0;1710.53;;;0.0;3.0;0.0;1
44;44002;pr;cm;mn;v;5;0;112.0;263505.0;2352.72;7.42;0.038;0.0;1.0;0.0;1
44;44003;pr;a;a;v;3;C;73.5;152100.0;2150.39;10.0;0.058;0.0;0.0;1.0;2
44;44003;pr;a;a;v;3;D;82.0;137500.0;1655.33;10.0;0.072;0.0;0.5;0.5;4
44;44003;pr;a;a;v;4;E;86.0;139200.0;1618.6;;;0.0;1.0;0.0;1
44;44003;pr;a;a;v;6;C;136.0;272500.0;2003.68;;;0.0;1.0;1.0;1
44;44003;pr;a;m;v;10;VI;250.0;438900.0;1755.6;;;0.0;1.0;1.0;1
44;44003;pr;a;m;v;3;VI;71.0;175300.0;2469.01;;;0.0;0.0;1.0;1
44;44003;pr;a;m;v;4;A;88.5;271838.5;3071.4;8.28;0.032;0.0;1.0;1.0;2
44;44003;pr;a;m;v;4;C;93.5;303500.0;3246.74;8.28;0.03;0.0;0.5;0.5;2
44;44003;pr;a;m;v;4;VI;75.0;203000.0;2706.67;8.28;0.037;0.0;1.0;0.0;1
44;44003;pr;a;m;v;5;C;89.0;330000.0;3707.87;9.39;0.03;0.0;0.0;1.0;1
44;44003;pr;a;m;v;5;E;92.0;215000.0;2336.96;9.39;0.048;0.0;0.0;1.0;1
44;44003;pr;a;m;v;5;VI;88.5;266250.0;2632.67;9.39;0.048;0.0;1.17;0.5;6
44;44003;pr;a;m;v;6;0;300.0;354900.0;1183.0;;;0.0;0.0;1.0;1
44;44003;pr;a;m;v;6;C;148.5;303750.0;2042.22;;;0.0;0.5;1.5;2
44;44003;pr;a;m;v;6;D;188.0;203962.0;1100.28;;;0.0;1.0;0.5;2
44;44003;pr;a;m;v;6;E;103.5;239325.0;2210.25;;;0.0;0.75;0.5;4
44;44003;pr;a;m;v;6;VI;139.0;324800.0;2328.75;;;0.0;0.67;0.67;3
44;44003;pr;a;m;v;7;VI;174.0;275500.0;1583.33;;;0.0;0.0;0.0;1
44;44003;pr;a;m;v;8;VI;230.0;235500.0;1150.31;;;0.0;0.5;0.5;2
44;44003;pr;cm;m;v;3;0;90.0;175000.0;1944.44;;;0.0;0.0;0.0;1
44;44003;pr;cm;m;v;4;0;82.5;165000.0;2028.2;8.28;0.05;0.0;0.0;0.0;2
44;44003;pr;cm;m;v;4;A;76.0;158080.0;2080.0;8.28;0.048;0.0;0.0;1.0;1
44;44003;pr;cm;m;v;5;0;110.0;236000.0;2087.92;9.39;0.057;0.0;0.0;0.0;3
44;44003;pr;cm;m;v;5;A;82.0;170490.0;2079.15;9.39;0.054;0.0;0.0;0.0;1
44;44003;pr;cm;m;v;6;A;118.0;216420.0;1937.88;;;0.0;0.0;1.0;4
44;44003;pr;cm;m;v;7;A;139.0;249123.0;1792.25;;;0.0;0.0;1.0;1
44;44003;pr;cm;mn;v;4;0;60.0;243000.0;4050.0;8.28;0.025;0.0;0.0;0.0;1
44;44003;pr;cm;mn;v;5;0;92.0;159400.0;1806.98;9.39;0.06;0.0;1.0;0.0;3
44;44003;pr;cm;mn;v;6;0;101.0;199170.0;1902.67;;;0.0;1.33;0.0;3
44;44003;pr;m;a;v;3;C;59.0;146000.0;2474.58;10.0;0.048;0.0;0.0;1.0;1
44;44003;pr;m;m;v;5;C;223.0;280530.0;1257.98;9.39;0.09;0.0;2.0;0.0;1
44;44003;pr;m;m;v;5;NS;100.0;182864.0;1828.64;9.39;0.062;0.0;1.0;0.0;1
44;44003;pr;m;m;v;6;C;115.0;176783.0;1537.24;;;0.0;1.0;0.0;1
44;44003;pr;m;m;v;7;C;170.0;472745.0;2780.85;;;0.0;1.0;2.0;1
44;44003;pr;m;m;v;8;C;249.5;529890.0;2117.22;;;0.5;2.0;0.5;2
44;44005;pr;a;a;v;2;VI;28.0;75600.0;2700.0;;;0.0;1.0;0.0;1
44;44005;pr;a;m;v;4;0;154.0;299900.0;1947.4;5.61;0.035;0.0;2.0;0.0;1
44;44005;pr;a;m;v;4;A;93.0;243000.0;2612.9;5.61;0.026;0.0;0.0;1.0;1
44;44005;pr;a;m;v;4;C;104.5;221175.0;2134.44;5.61;0.032;0.0;0.0;0.5;2
44;44005;pr;a;m;v;4;D;89.5;200650.0;2221.58;5.61;0.03;0.0;0.25;0.25;4
44;44005;pr;a;m;v;4;E;98.0;277000.0;2826.53;5.61;0.024;0.0;0.0;1.0;1
44;44005;pr;a;m;v;4;VI;95.0;212000.0;2231.58;5.61;0.03;0.0;0.0;0.0;1
44;44005;pr;a;m;v;5;B;175.0;450000.0;2571.43;;;0.0;2.0;0.0;1
44;44005;pr;a;m;v;5;C;127.0;305000.0;1908.0;;;0.0;1.33;0.0;3
