type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;150;1755.0;5;40000;;;0;0;0;1;VI;;48.08711;1.10052;Oui;;;;;0;G;;1.0;;;;;;;;;;Individuel;a;n;m;2020-04;28012;0000;280120000;Z;28;24.0;5.0;1.0;0.225;5.0;1.0;0.225;266.67
pr;m;v;0;150;1675.0;6;249000;;;0;0;0;1;D;;48.69947;1.17497;Non;3.0;;;;0;B;;;;;;;;;;Électrique;Radiateur;Collectif;a;n;m;2020-04;28206;0000;282060000;Z;28;24.0;;;;;;;1660.0
pr;a;v;0;70;;3;97200;;;0;0;0;1;D;230;47.36692;0.70472;Oui;7.0;;;;Nord;E;1975.0;1.0;;;;;True;111.0;2684.0;Gaz;Radiateur;Collectif;a;n;a;2020-04;37261;2102;372612102;H;37;24.0;;;;10.82;499.0;0.094;1388.57
pr;a;v;3;73;;3;170000;;;0;1;0;1;E;289.0;47.39234;0.67493;Oui;4.0;;1.0;True;0;C;;1.0;;;False;;True;60.0;1745.0;Électrique;;Individuel;a;n;a;2020-04;37261;0401;372610401;H;37;24.0;10.29;7.0;0.053;10.82;499.0;0.056;2328.77
pr;a;v;2;69;;3;165000;;;0;0;0;0;D;187.0;47.37809;0.66223;Oui;3.0;;;False;0;B;2004.0;;;;True;;False;;;Électrique;;Individuel;a;n;a;2020-04;37195;0104;371950104;H;37;24.0;13.27;5.0;0.067;11.53;24.0;0.058;2391.3
pr;m;v;0;126;528.0;6;178000;;;0;0;0;1;NS;;48.74673;1.39687;Non;1.0;;;;0;;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-04;28134;0102;281340102;A;28;24.0;;;;;;;1412.7
pr;m;v;0;98;500.0;6;238500;;;0;0;0;1;D;226;48.74614;1.39513;Oui;1.0;;;;0;B;;;;;;;;;;Électrique;Radiateur;Collectif;a;n;m;2020-04;28134;0102;281340102;A;28;24.0;;;;;;;2433.67
pr;m;v;0;110;524.0;6;190000;;;0;0;0;1;C;99;48.75508;1.35076;Oui;1.0;;;;0;D;;;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;28134;0102;281340102;A;28;24.0;;;;;;;1727.27
pr;m;v;0;144;50.0;7;64000;;;0;0;0;0;VI;;46.543;1.58391;Non;2.0;;;;0;VI;;;;;;;;;;;;;a;n;m;2020-04;36158;0000;361580000;Z;36;24.0;;;;;;;444.44
pr;m;v;0;103;1367.0;4;141990;;;0;0;1;0;C;148;47.27508;1.53235;Non;;;;;0;A;;1.0;;;False;;;;;;;Individuel;m;n;m;2020-04;41242;0000;412420000;Z;41;24.0;5.54;2.0;0.048;5.54;2.0;0.048;1378.54
