type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;45130;;0;93;613.0;6;199700;127200.0;72500.0;0;0;0;0;0;;47.86808;1.74732;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45269;0000;452690000;Z;45;;;;;;;2147.31
pr;m;v;45490;;0;150;;6;130000;;;565;0;0;0;0;;48.10639;2.69079;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;45255;0000;452550000;Z;45;;;;;;;866.67
pr;mn;v;45770;;0;97;433.0;5;252900;156900.0;96000.0;0;0;2;0;0;;47.94469;1.87802;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45302;0104;453020104;H;45;10.25;2.0;0.047;9.69;7.0;0.045;2607.22
pr;m;v;45550;;0;148;;5;250000;;;1047;0;0;0;D;215;47.88131;2.12688;Non;;;;;0;B;;;;;;;;;;;;;a;;m;2020-04;45273;0000;452730000;Z;45;8.45;3.0;0.06;8.45;3.0;0.06;1689.19
pr;m;v;45120;;0;69;;4;120000;;;504;0;0;0;B;88;48.04424;2.74009;Non;;;;;0;C;;;;;;;;;;;;;a;;m;2020-04;45061;0000;450610000;Z;45;;;;;;;1739.13
pr;a;v;45100;;0;45;;2;60000;;;281;0;0;0;E;239;47.83717;1.93761;Non;;;;;0;F;;;;;;;;140.0;;;;;a;;a;2020-04;45234;1801;452341801;H;45;11.25;2.0;0.101;12.385000000000002;788.0;0.111;1333.33
pr;m;v;45570;;0;145;;7;250000;;;1039;0;0;0;C;127;47.77986;2.4669;Oui;;;;;0;D;;;;;;;;;;;;;a;;m;2020-04;45244;0000;452440000;Z;45;;;;;;;1724.14
pr;mn;v;45380;;0;121;633.0;6;336900;196900.0;140000.0;0;0;2;0;0;;47.89233;1.83261;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45075;0102;450750102;H;45;7.705;4.0;0.033;7.705;4.0;0.033;2784.3
pr;mn;v;45260;;0;148;2955.0;5;253000;206000.0;47000.0;0;0;1;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1709.46
pr;mn;v;45260;;0;103;2955.0;4;198495;151495.0;47000.0;0;0;0;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1927.14
pr;mn;v;45260;;0;100;2955.0;4;190221;143221.0;47000.0;0;0;0;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1902.21
pr;mn;v;45260;;0;134;2955.0;5;263941;216941.0;47000.0;0;0;0;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1969.71
pr;mn;v;45260;;0;110;2955.0;4;208165;161165.0;47000.0;0;0;0;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1892.41
pr;mn;v;45260;;0;69;2955.0;4;156500;109500.0;47000.0;0;0;1;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;2268.12
pr;mn;v;45260;;0;163;2955.0;5;311938;264938.0;47000.0;0;0;0;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1913.73
pr;mn;v;45260;;0;108;2955.0;4;189500;142500.0;47000.0;0;0;0;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1754.63
pr;mn;v;45260;;0;140;2955.0;5;271598;224598.0;47000.0;0;0;0;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1939.99
pr;mn;v;45260;;0;136;2955.0;5;246914;199914.0;47000.0;0;0;0;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1815.54
pr;mn;v;45260;;0;98;2955.0;5;161161;114161.0;47000.0;0;0;1;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1644.5
pr;mn;v;45260;;0;76;2955.0;4;134656;87656.0;47000.0;0;0;1;0;0;;47.93785;2.52543;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;45066;0000;450660000;Z;45;;;;;;;1771.79
