type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;0;90;640.0;5;190000;;;0;0;0;0;0;;45.64215;4.06107;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42046;0000;420460000;Z;42;6.08;1.0;0.035;6.08;1.0;0.035;2111.11
pr;mn;v;0;85;639.0;5;205000;;;0;0;0;0;0;;45.59175;4.40556;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42062;0000;420620000;Z;42;;;;;;;2411.76
pr;mn;v;0;108;880.0;4;220100;155100.0;65000.0;0;0;0;0;0;;45.66835;4.05914;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42037;0000;420370000;Z;42;;;;;;;2037.96
pr;mn;v;0;90;1100.0;5;175000;;;0;0;0;0;0;;45.77879;4.1109;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42221;0000;422210000;Z;42;;;;;;;1944.44
pr;m;v;0;192;5000.0;6;419000;;;0;0;0;2;E;289;45.50016;4.47756;Non;;;;;0;C;;;;;False;;;;;;;;m;n;m;2020-04;42207;0202;422070202;H;42;;;;7.59;1.0;0.042;2182.29
pr;m;v;0;385;3800.0;12;382000;;;0;2;2;1;D;211;45.82772;3.82087;Non;3.0;;;False;Sud;A;;3.0;;;;;;;;;;Individuel;a;n;m;2020-04;42245;0000;422450000;Z;42;;;;;;;992.21
pr;m;v;0;110;1049.0;5;242000;;;0;0;0;1;0;;46.03904;4.2397;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;m;2020-04;42145;0000;421450000;Z;42;;;;;;;2200.0
pr;mn;v;0;110;1049.0;5;242000;202500.0;39500.0;0;0;0;0;0;;46.0315;4.22702;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42145;0000;421450000;Z;42;;;;;;;2200.0
pr;mn;v;0;65;330.0;5;154000;111500.0;42500.0;0;0;0;0;0;;45.54242;4.18022;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42304;0000;423040000;Z;42;;;;;;;2369.23
pr;mn;v;0;75;330.0;5;162000;119500.0;42500.0;0;0;0;0;0;;45.54242;4.18022;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;42304;0000;423040000;Z;42;;;;;;;2160.0
