type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;200;1131.0;8;385000;;;0;0;0;1;VI;;47.23416;6.87134;Oui;2.0;;3.0;;0;;;2.0;;;;;;;;;;;a;n;m;2020-04;25193;0000;251930000;Z;25;;;;;;;1925.0
pr;m;v;0;200;8000.0;8;60000;;;0;0;0;0;VI;;47.2985;6.77194;Non;1.0;;;;0;;;;;;;;;;;;;;a;n;m;2020-04;25244;0000;252440000;Z;25;;;;;;;300.0
pr;m;v;0;160;;7;270000;;;1142;0;0;0;E;249;47.45169;6.93276;Oui;;;;;0;F;;;;;;;;;;;;;a;;m;2020-04;25586;0000;255860000;Z;25;;;;;;;1687.5
pr;a;v;1;123;;4;549700;;;0;0;0;1;VI;;47.07861;6.692;Non;;;1.0;True;0;;;1.0;;;;;;2.0;;;;;a;n;a;2020-04;25321;0000;253210000;Z;25;;;;;;;4469.11
pr;a;v;0;123;;3;512800;;;0;0;0;1;VI;;47.07861;6.692;Non;;;1.0;True;0;;;1.0;;;;;;2.0;;;;;a;n;a;2020-04;25321;0000;253210000;Z;25;10.0;1.0;0.029;10.0;1.0;0.029;4169.11
pr;m;v;0;120;1000.0;7;98000;;;0;0;1;0;VI;;47.34899;6.66591;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;m;2020-04;25583;0000;255830000;Z;25;;;;;;;816.67
pr;m;v;0;145;;4;190000;;;0;0;0;0;VI;;47.37881;6.87752;Non;1.0;;;;0;;;;;;;;;;;;;;a;n;m;2020-04;25615;0000;256150000;Z;25;;;;;;;1310.34
pr;mn;v;0;91;771.0;6;257748;172938.0;84810.0;0;0;0;0;0;;47.27947;5.92669;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25448;0000;254480000;Z;25;;;;;;;2832.4
pr;mn;v;0;110;727.0;6;276870;196900.0;79970.0;0;0;2;0;0;;47.27947;5.92669;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25448;0000;254480000;Z;25;;;;;;;2517.0
pr;mn;v;0;90;620.0;6;210500;;;0;0;1;0;0;;47.03386;6.33809;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25029;0000;250290000;Z;25;;;;;;;2338.89
pr;mn;v;0;110;1000.0;4;228610;178610.0;50000.0;0;0;0;0;0;;47.22668;5.82798;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25164;0000;251640000;Z;25;;;;;;;2078.27
pr;m;v;0;269;1020.0;11;490000;;;0;0;1;2;VI;;47.04449;6.59957;Non;2.0;;;;0;;;3.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;25403;0000;254030000;Z;25;;;;;;;1821.56
pr;m;v;0;280;2270.0;8;45000;;;0;0;0;0;VI;;47.32014;6.53669;Non;2.0;;;;0;;;;;;;;;;;;;;a;n;m;2020-04;25145;0000;251450000;Z;25;;;;;;;160.71
pr;m;v;0;270;932.0;8;395200;;;0;0;1;1;D;164;46.68586;6.13509;Non;1.0;;;;0;D;;;;;;;;;;;;;a;n;m;2020-04;25142;0000;251420000;Z;25;;;;;;;1463.7
pr;a;v;2;74;;4;69990;;;0;1;0;1;C;148.0;47.46041;6.83383;Non;7.0;;1.0;True;0;D;;1.0;;;False;;True;;;Gaz;;Collectif;m;n;a;2020-04;25580;0101;255800101;H;25;7.22;1.0;0.092;7.89;3.0;0.1;945.81
pr;a;v;2;87;;5;219500;;;0;0;0;1;VI;;47.23424;6.01337;Oui;5.0;;0.0;;Sud-Ouest;VI;;;0.0;;;;True;0.0;0.0;Gaz;Radiateur;;a;n;a;2020-04;25056;0302;250560302;H;25;11.45;1.0;0.054;8.94;28.0;0.042;2522.99
pr;mn;v;0;99;720.0;6;253500;;;0;0;2;0;0;;47.25061;6.18;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25418;0000;254180000;Z;25;;;;;;;2560.61
pr;a;v;0;88;;4;140000;;;0;0;1;0;C;143;47.24669;6.01866;Non;6.0;;;True;0;D;1980.0;1.0;1.0;;;;True;;;Gaz;Radiateur;;a;n;a;2020-04;25056;0901;250560901;H;25;9.73;3.0;0.073;9.33;117.0;0.07;1590.91
pr;m;v;0;150;;7;165000;;;0;0;0;1;D;152.0;47.38606;6.78043;Non;1.0;;;;0;D;;1.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;25463;0000;254630000;Z;25;;;;;;;1100.0
pr;a;v;4;51;;3;43990;;;0;0;0;1;VI;;47.52763;6.81938;Non;4.0;;;;Sud;;;;;;False;;False;;;;;;m;n;a;2020-04;25284;0101;252840101;H;25;9.18;4.0;0.128;9.18;4.0;0.128;862.55
pr;a;v;4;95;;5;74990;;;0;0;0;2;VI;;47.52854;6.81427;Non;4.0;;;;0;;;2.0;;;False;;False;;;Gaz;;Collectif;m;n;a;2020-04;25284;0101;252840101;H;25;;;;;;;789.37
pr;a;v;4;43;;2;36990;;;0;0;0;1;VI;;47.52763;6.81938;Non;4.0;;;;0;;;1.0;;;False;;False;;;;;Individuel;m;n;a;2020-04;25284;0101;252840101;H;25;10.43;10.0;0.146;10.43;10.0;0.146;860.23
pr;m;v;0;124;937.0;6;249600;;;0;0;0;1;C;139;47.52428;6.66081;Oui;1.0;;1.0;;sud-ouest;E;;2.0;;;False;;;;;Fioul;;Individuel;m;n;m;2020-04;25022;0000;250220000;Z;25;;;;;;;2012.9
pr;m;v;0;140;711.0;8;88000;;;0;0;1;0;VI;;47.32124;6.82371;Non;;;2.0;;0;;;1.0;;;;;;;;;;;a;n;m;2020-04;25519;0000;255190000;Z;25;;;;;;;628.57
pr;a;v;0;75;;4;79500;;;0;0;0;1;F;;47.32197;6.82446;Non;;;;;0;;;1.0;;;;;;6.0;;;;;a;n;a;2020-04;25519;0000;255190000;Z;25;7.2;2.0;0.082;7.2;2.0;0.082;1060.0
pr;m;v;0;160;94.0;8;175000;;;0;0;2;0;D;;47.31906;6.81522;Oui;3.0;;;;0;;;;;;;;;;;;;;a;n;m;2020-04;25519;0000;255190000;Z;25;;;;;;;1093.75
pr;m;v;0;165;237.0;8;140000;;;0;0;1;1;F;;47.32124;6.82371;Non;;;1.0;;0;A;;1.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;25519;0000;255190000;Z;25;;;;;;;848.48
pr;m;v;0;114;440.0;6;364000;;;0;0;1;1;VI;;47.05027;6.59956;Non;1.0;;2.0;;0;;;2.0;;;;;;;;;;;a;n;m;2020-04;25411;0101;254110101;H;25;;;;;;;3192.98
pr;m;v;0;131;;8;97000;;;0;0;1;1;F;410;47.3547;6.8025;Non;2.0;;2.0;;0;G;;2.0;;;;;;;;Fioul;;Individuel;a;n;m;2020-04;25393;0000;253930000;Z;25;;;;;;;740.46
pr;a;v;0;74;;4;117000;;;0;0;0;0;D;;47.24952;6.03691;Oui;;;1.0;;0;;;;;;;;;309.0;2106.0;;;;a;n;a;2020-04;25056;0504;250560504;H;25;8.78;5.0;0.067;9.33;117.0;0.071;1581.08
pr;a;v;0;28;;1;61000;;;0;0;1;0;VI;;47.23394;6.03321;Non;3.0;;;False;Nord-Ouest;VI;1900.0;1.0;;;False;;False;25.0;360.0;Électrique;;Individuel;a;n;a;2020-04;25056;0104;250560104;H;25;15.79;27.0;0.087;14.52;305.0;0.08;2178.57
pr;m;v;0;90;422.0;4;155000;;;0;0;1;0;F;377.0;47.25038;6.80081;Oui;2.0;;2.0;;0;A;;1.0;;;;;;;;;;Individuel;a;n;m;2020-04;25356;0000;253560000;Z;25;;;;;;;1722.22
pr;m;v;0;114;1000.0;6;285000;;;0;0;0;1;VI;;47.2447;6.79894;Non;2.0;;4.0;;0;;;1.0;;;;;;;;;;Individuel;a;n;m;2020-04;25356;0000;253560000;Z;25;;;;;;;2500.0
pr;a;v;0;103;;5;170000;;;0;0;0;1;D;161;47.25038;6.80081;Oui;;;;;0;E;;1.0;;;;;;;;Gaz;;Individuel;a;n;a;2020-04;25356;0000;253560000;Z;25;7.0;1.0;0.051;7.0;1.0;0.051;1650.49
pr;m;v;0;187;1300.0;8;215000;;;0;0;0;2;E;291;47.25038;6.80081;Oui;;;4.0;;0;C;;3.0;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;25356;0000;253560000;Z;25;;;;;;;1149.73
pr;m;v;0;130;9500.0;4;385000;;;0;0;0;1;F;449;47.2447;6.79894;Non;1.0;;;;0;C;;1.0;;;;;;;;;;;a;n;m;2020-04;25356;0000;253560000;Z;25;;;;;;;2961.54
pr;mn;v;0;90;610.0;5;226500;;;0;0;0;0;0;;47.21576;6.10904;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25532;0000;255320000;Z;25;9.79;1.0;0.047;9.79;1.0;0.047;2516.67
pr;m;v;0;90;;4;211500;;;0;0;0;0;0;;47.2104;5.9152;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;25258;0000;252580000;Z;25;;;;;;;2350.0
pr;m;v;0;83;;4;200800;;;0;0;0;0;0;;47.2104;5.9152;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;25258;0000;252580000;Z;25;;;;;;;2419.28
pr;m;v;0;136;200.0;4;85000;;;0;0;0;1;VI;;47.38793;6.63911;Non;1.0;;;;0;;;1.0;;;;;;;;;;;a;n;m;2020-04;25311;0000;253110000;Z;25;;;;;;;625.0
pr;mn;v;0;87;610.0;5;212500;;;0;0;1;0;0;;47.19882;6.16099;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25364;0000;253640000;Z;25;;;;;;;2442.53
pr;m;v;0;160;1300.0;7;169000;;;0;0;0;1;F;;47.1415;6.34748;Non;;;;;0;;;1.0;;;;;;;;;;;a;n;m;2020-04;25578;0000;255780000;Z;25;;;;;;;1056.25
pr;mn;v;0;90;620.0;5;251500;;;0;0;1;0;0;;47.16004;6.3291;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25578;0000;255780000;Z;25;8.87;1.0;0.038;8.87;1.0;0.038;2794.44
pr;a;v;2;133;;5;460000;;;0;0;0;1;D;;47.26906;6.02717;Non;;;4.0;True;0;;;1.0;;;;;True;11.0;;Gaz;;Individuel;a;n;a;2020-04;25056;0905;250560905;H;25;7.63;2.0;0.026;8.94;28.0;0.031;3458.65
pr;m;v;0;95;108.0;7;295000;;;0;0;1;1;B;;47.27029;6.02782;Oui;1.0;;2.0;;0;C;;2.0;;;;;;;;Gaz;;Individuel;a;n;m;2020-04;25056;0905;250560905;H;25;;;;;;;3105.26
pr;m;v;0;175;800.0;6;478000;;;0;0;1;1;C;;47.26906;6.02717;Non;1.0;;4.0;;0;A;;2.0;;;;;;;;;;Individuel;a;n;m;2020-04;25056;0905;250560905;H;25;;;;9.16;1.0;0.04;2731.43
pr;m;v;0;87;;4;313600;;;0;0;0;0;0;;46.89971;6.34767;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;25462;0102;254620102;H;25;;;;;;;3604.6
pr;a;v;0;23;;1;55900;;;0;0;0;1;VI;;47.24152;6.02038;Oui;3.0;;;True;0;G;;1.0;;;True;;False;28.0;836.0;Électrique;Radiateur;Individuel;a;n;a;2020-04;25056;0402;250560402;H;25;15.22;9.0;0.075;14.52;305.0;0.072;2430.43
pr;m;v;0;77;400.0;4;154255;;;0;0;1;1;VI;;47.47372;6.85206;Non;1.0;;2.0;False;0;VI;1984.0;2.0;1.0;;;;;;;;;Individuel;m;n;m;2020-04;25031;0105;250310105;H;25;;;;8.37;1.0;0.05;2003.31
pr;m;v;0;93;;4;241000;;;0;0;0;0;C;;47.2629;6.03644;Non;;;1.0;;0;;;;;;;;;64.0;2312.0;;;;a;n;m;2020-04;25056;0505;250560505;H;25;;;;9.5;5.0;0.044;2591.4
pr;m;v;0;89;;4;216700;;;0;0;0;0;0;;47.2244;5.95107;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;25056;1210;250561210;A;25;;;;9.5;5.0;0.047;2434.83
pr;m;v;0;90;;4;216700;;;0;0;0;0;0;;47.2244;5.95107;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;25056;1210;250561210;A;25;;;;9.5;5.0;0.047;2407.78
pr;m;v;0;83;;4;199500;;;0;0;0;0;0;;47.2244;5.95107;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;25056;1210;250561210;A;25;;;;9.5;5.0;0.047;2403.61
pr;a;v;0;79;;4;199900;;;0;0;0;0;NS;;47.25513;6.01928;Non;;;0.0;;0;;;;;;;;;101.0;2360.0;;;;a;n;a;2020-04;25056;0903;250560903;H;25;9.11;3.0;0.043;9.33;117.0;0.044;2530.38
pr;mn;v;0;111;904.0;6;225100;179900.0;45200.0;0;0;2;0;0;;47.03526;5.76619;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25021;0000;250210000;Z;25;;;;;;;2027.93
pr;mn;v;0;139;904.0;7;253100;207900.0;45200.0;0;0;2;0;0;;47.03526;5.76619;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25021;0000;250210000;Z;25;;;;;;;1820.86
pr;mn;v;0;133;904.0;6;233100;187900.0;45200.0;0;0;2;0;0;;47.03526;5.76619;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;25021;0000;250210000;Z;25;;;;;;;1752.63
pr;a;v;0;28;;1;60000;;;260;0;0;0;0;;47.235;6.03193;Non;;;;;0;;;;;;;;;25.0;;;;;a;;a;2020-04;25056;0103;250560103;H;25;16.78;23.0;0.094;14.52;305.0;0.081;2142.86
pr;m;v;0;77;;4;177900;;;0;0;0;0;0;;47.54444;6.86747;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;25188;0000;251880000;Z;25;;;;;;;2310.39
