DEPCOM;LIBCOM;UU2010;REG;DEP
41262;Tour-en-Sologne;41000;24;41
06145;Tourette-du-Château;06000;93;06
14701;Tourgéville;14402;28;14
47311;Tourliac;47000;75;47
60640;Tourly;60000;32;60
59600;Tourmignies;59000;32;59
39535;Tourmont;39000;27;39
61490;Tournai-sur-Dive;61000;28;61
32451;Tournan;32000;76;32
77470;Tournan-en-Brie;77307;11;77
25567;Tournans;25000;27;25
08456;Tournavaux;08000;44;08
65447;Tournay;65000;76;65
32452;Tournecoupe;32000;76;32
27650;Tournedos-Bois-Hubert;27000;28;27
31557;Tournefeuille;31701;76;31
06146;Tournefort;06000;93;06
62827;Tournehem-sur-la-Hem;62000;32;62
12282;Tournemire;12000;76;12
15238;Tournemire;15000;84;15
08457;Tournes;08000;44;08
27652;Tourneville;27000;28;27
14705;Tournières;14000;28;14
11392;Tournissan;11000;76;11
45326;Tournoisis;45000;24;45
73297;Tournon;73401;84;73
47312;Tournon-d'Agenais;47000;75;47
36224;Tournon-Saint-Martin;36000;24;36
37259;Tournon-Saint-Pierre;37000;24;37
07324;Tournon-sur-Rhône;00457;84;07
65448;Tournous-Darré;65000;76;65
65449;Tournous-Devant;65000;76;65
71543;Tournus;71202;27;71
61491;Tourouvre au Perche;61000;28;61
11393;Tourouzelle;11000;76;11
11394;Tourreilles;11000;76;11
32453;Tourrenquets;32000;76;32
06147;Tourrette-Levens;06701;93;06
83138;Tourrettes;83301;93;83
06148;Tourrettes-sur-Loup;06701;93;06
16383;Tourriers;16000;75;16
37261;Tours;37701;24;37
73298;Tours-en-Savoie;73401;84;73
80765;Tours-en-Vimeu;80000;32;80
51576;Tours-sur-Marne;51000;44;51
63434;Tours-sur-Meymont;63000;84;63
79331;Tourtenay;79000;75;79
08458;Tourteron;08000;44;08
24555;Tourtoirac;24000;75;24
83139;Tourtour;83000;93;83
09313;Tourtouse;09000;76;09
47313;Tourtrès;47000;75;47
09314;Tourtrol;09000;76;09
83140;Tourves;83119;93;83
14706;Tourville-en-Auge;14402;28;14
27654;Tourville-la-Campagne;27000;28;27
76705;Tourville-la-Rivière;00755;28;76
76706;Tourville-les-Ifs;76000;28;76
76707;Tourville-sur-Arques;76000;28;76
14707;Tourville-sur-Odon;14601;28;14
27655;Tourville-sur-Pont-Audemer;27000;28;27
50603;Tourville-sur-Sienne;50203;28;50
28391;Toury;28103;24;28
58293;Toury-Lurcy;58000;27;58
58294;Toury-sur-Jour;58000;27;58
63435;Tourzel-Ronzières;63000;84;63
76708;Toussaint;76000;28;76
69298;Toussieu;69101;84;69
01423;Toussieux;00758;84;01
77471;Tousson;77000;11;77
78620;Toussus-le-Noble;78000;11;78
27656;Toutainville;27303;28;27
71544;Toutenant;71000;27;71
80766;Toutencourt;80000;32;80
31558;Toutens;31000;76;31
49352;Toutlemonde;49000;52;49
21642;Toutry;21000;27;21
16384;Touvérac;16000;75;16
44206;Touvois;44000;52;44
16385;Touvre;16601;75;16
46321;Touzac;46000;76;46
2B328;Tox;2B000;94;2B
19268;Toy-Viam;19000;75;19
14708;Tracy-Bocage;14000;28;14
60641;Tracy-le-Mont;60108;32;60
60642;Tracy-le-Val;60108;32;60
58295;Tracy-sur-Loire;58000;27;58
14709;Tracy-sur-Mer;14000;28;14
67492;Traenheim;67000;44;67
57676;Tragny;57000;44;57
10382;Traînel;10000;44;10
45327;Traînou;45108;24;45
70503;Traitiéfontaine;70000;27;70
73299;Traize;73000;84;73
63436;Tralaigues;63000;84;63
2B329;Tralonca;2B000;94;2B
22341;Tramain;22000;53;22
71545;Tramayes;71000;27;71
71546;Trambly;71000;27;71
62828;Tramecourt;62000;32;62
51577;Tramery;51000;44;51
65450;Tramezaïgues;65000;76;65
38512;Tramolé;38000;84;38
54529;Tramont-Émy;54000;44;54
54530;Tramont-Lassus;54000;44;54
54531;Tramont-Saint-André;54000;44;54
01424;Tramoyes;01000;84;01
88477;Trampot;88000;44;88
10383;Trancault;10000;44;10
28392;Trancrainville;28000;24;28
72360;Trangé;72103;52;72
10384;Trannes;10000;44;10
88478;Tranqueville-Graux;88000;44;88
53266;Trans;53000;52;53
83141;Trans-en-Provence;83501;93;83
35339;Trans-la-Forêt;35000;53;35
44207;Trans-sur-Erdre;44000;52;44
36226;Tranzault;36000;24;36
78621;Trappes;00851;11;78
11395;Trassanel;11000;76;11
68336;Traubach-le-Bas;68000;44;68
68337;Traubach-le-Haut;68000;44;68
11396;Trausse;11000;76;11
84134;Travaillan;84111;93;84
02746;Travecy;02000;32;02
32454;Traversères;32000;76;32
70504;Traves;70000;27;70
79332;Trayes;79000;75;79
56253;Tréal;56000;53;56
50604;Tréauville;50000;28;50
29282;Trébabu;29000;53;29
03287;Treban;03000;84;03
81302;Tréban;81000;76;81
81303;Trébas;81000;76;81
22342;Trébédan;22000;53;22
11397;Trèbes;11204;76;11
22343;Trébeurden;22113;53;22
65451;Trébons;65301;76;65
31559;Trébons-de-Luchon;31000;76;31
31560;Trébons-sur-la-Grasse;31000;76;31
22344;Trébrivan;22000;53;22
22345;Trébry;22000;53;22
21643;Tréclun;21000;27;21
51578;Trécon;51000;44;51
22346;Trédaniel;22000;53;22
22347;Trédarzec;22204;53;22
22348;Trédias;22000;53;22
56254;Trédion;56000;53;56
22349;Trédrez-Locquémeau;22000;53;22
22350;Tréduder;22000;53;22
02747;Trefcon;02000;32;02
35340;Treffendel;35000;53;35
29284;Treffiagat;29401;53;29
44208;Treffieux;44000;52;44
56255;Treffléan;56000;53;56
38513;Treffort;38000;84;38
22351;Treffrin;00271;53;22
29285;Tréflaouénan;29000;53;29
29286;Tréflévénez;29000;53;29
29287;Tréflez;29000;53;29
51579;Tréfols;51000;44;51
22352;Tréfumel;22000;53;22
29288;Trégarantec;29000;53;29
29289;Trégarvan;29000;53;29
22353;Trégastel;22403;53;22
22354;Tréglamus;22000;53;22
29290;Tréglonou;29000;53;29
22356;Trégomeur;22000;53;22
22358;Trégonneau;22000;53;22
29291;Trégourez;29000;53;29
22359;Trégrom;22000;53;22
29292;Tréguennec;29000;53;29
22360;Trégueux;22501;53;22
22361;Tréguidel;22000;53;22
22362;Tréguier;22204;53;22
29293;Trégunc;29404;53;29
56256;Tréhorenteuc;56000;53;56
19269;Treignac;19000;75;19
03288;Treignat;03000;84;03
89420;Treigny-Perreuse-Sainte-Colombe;89000;27;89
11398;Treilles;11000;76;11
45328;Treilles-en-Gâtinais;45000;24;45
44209;Treillières;44210;52;44
27516;Treis-Sants-en-Ouche;27000;28;27
52494;Treix;52000;44;52
85295;Treize-Septiers;85000;52;85
85296;Treize-Vents;85000;52;85
82183;Tréjouls;82000;76;82
48192;Trélans;48000;76;48
49353;Trélazé;49701;52;49
22363;Trélévern;22403;53;22
42313;Trelins;42201;84;42
24557;Trélissac;24501;75;24
22364;Trélivan;22402;53;22
59601;Trélon;59136;32;59
02748;Trélou-sur-Marne;02000;32;02
29295;Trémaouézan;29000;53;29
22365;Trémargat;22000;53;22
76710;Trémauville;76000;28;76
93073;Tremblay-en-France;00851;11;93
28393;Tremblay-les-Villages;28000;24;28
54532;Tremblecourt;54000;44;54
08459;Tremblois-lès-Carignan;08000;44;08
08460;Tremblois-lès-Rocroi;08000;44;08
35342;Trémeheuc;35000;53;35
22366;Trémel;22000;53;22
49355;Trémentines;49111;52;49
29296;Tréméoc;29306;53;29
22368;Tréméreuc;00458;53;22
57677;Trémery;57131;44;57
22369;Trémeur;22000;53;22
22370;Tréméven;22000;53;22
29297;Tréméven;29304;53;29
52495;Trémilly;52000;44;52
38514;Tréminis;38000;84;38
70506;Trémoins;70000;27;70
24558;Trémolat;24000;75;24
47314;Trémons;47000;75;47
61492;Trémont;61000;28;61
55514;Trémont-sur-Saulx;55000;44;55
88479;Trémonzey;88000;44;88
22371;Trémorel;22000;53;22
15240;Trémouille;15000;84;15
12283;Trémouilles;12000;76;12
63437;Trémouille-Saint-Loup;63000;84;63
09315;Trémoulet;09000;76;09
22372;Trémuson;22501;53;22
39537;Trenal;39000;27;39
40319;Trensacq;40000;75;40
47315;Trentels;47000;75;47
22373;Tréogan;22000;53;22
29298;Tréogat;29000;53;29
28394;Tréon;28000;24;28
29299;Tréouergat;29000;53;29
51580;Trépail;51000;44;51
25569;Trépot;25000;27;25
14710;Tréprel;14000;28;14
38515;Trept;38000;84;38
55515;Trésauvaux;55000;44;55
35343;Tresboeuf;35000;53;35
62830;Trescault;62000;32;62
05172;Trescléoux;05000;93;05
70507;Trésilley;70000;27;70
51581;Treslon;51000;44;51
58296;Tresnay;58000;27;58
46322;Trespoux-Rassiels;46000;76;46
30331;Tresques;30401;76;30
34313;Tressan;34000;76;34
25570;Tressandans;25000;27;25
57678;Tressange;57000;44;57
66214;Tresserre;66000;76;66
73300;Tresserve;73601;84;73
33535;Tresses;33701;75;33
22375;Tressignaux;22106;53;22
59602;Tressin;59702;32;59
72361;Tresson;72000;52;72
03289;Treteau;03000;84;03
13110;Trets;00759;93;13
80769;Treux;80000;32;80
77473;Treuzy-Levelay;77000;11;77
22376;Trévé;22000;53;22
90097;Trévenans;00169;27;90
22377;Tréveneuc;22302;53;22
55516;Tréveray;55000;44;55
22378;Trévérec;22000;53;22
35345;Trévérien;35000;53;35
30332;Trèves;30000;76;30
69252;Trèves;69000;84;69
81304;Trévien;81000;76;81
14711;Trévières;14000;28;14
73301;Trévignin;73601;84;73
66215;Trévillach;66000;76;66
11399;Tréville;11000;76;11
25571;Trévillers;25000;27;25
03290;Trévol;03000;84;03
22379;Trévou-Tréguignec;22403;53;22
01427;Trévoux;00758;84;01
22380;Trévron;22000;53;22
03291;Trézelles;03000;84;03
22381;Trézény;22000;53;22
11400;Tréziers;11000;76;11
29301;Trézilidé;29000;53;29
63438;Trézioux;63000;84;63
16387;Triac-Lautrait;16108;75;16
85297;Triaize;85000;52;85
50606;Tribehou;50000;28;50
89422;Trichey;89000;27;89
60643;Tricot;60000;32;60
60644;Trie-Château;00359;32;60
60645;Trie-la-Ville;00359;32;60
78624;Triel-sur-Seine;00851;11;78
67493;Triembach-au-Val;67116;44;67
65452;Trie-sur-Baïse;65000;76;65
54533;Trieux;54203;44;54
83142;Trigance;83000;93;83
44210;Trignac;44601;52;44
51582;Trigny;51000;44;51
45329;Triguères;45000;24;45
77474;Trilbardou;77000;11;77
66216;Trilla;66000;76;66
77475;Trilport;77501;11;77
67494;Trimbach;67000;44;67
35346;Trimer;35000;53;35
45330;Trinay;45000;24;45
26355;Triors;26000;84;26
27662;Triqueville;27000;28;27
59603;Trith-Saint-Léger;59701;32;59
57679;Tritteling-Redlach;57301;44;57
71547;Trivy;71000;27;71
15243;Trizac;15000;84;15
17453;Trizay;17000;75;17
28395;Trizay-Coutretot-Saint-Serge;28000;24;28
28396;Trizay-lès-Bonneval;28000;24;28
19270;Troche;19000;75;19
21644;Trochères;21000;27;21
77476;Trocy-en-Multien;77000;11;77
02749;Troësnes;02000;32;02
22383;Troguéry;22112;53;22
37262;Trogues;37000;24;37
23255;Trois-Fonds;23000;75;23
57680;Troisfontaines;57118;44;57
51583;Trois-Fontaines-l'Abbaye;51000;44;51
52497;Troisfontaines-la-Ville;52000;44;52
16388;Trois-Palis;16601;75;16
51584;Trois-Puits;51000;44;51
80625;Trois-Rivières;80000;32;80
97132;Trois-Rivières;9A501;01;971
60646;Troissereux;60000;32;60
51585;Troissy;51000;44;51
62831;Troisvaux;62000;32;62
58297;Trois-Vèvres;58000;27;58
59604;Troisvilles;59000;32;59
64537;Trois-Villes;64000;75;64
70509;Tromarey;70000;27;70
57681;Tromborn;57000;44;57
32455;Troncens;32000;76;32
89423;Tronchoy;89000;27;89
71548;Tronchy;71000;27;71
54534;Trondes;54000;44;54
03292;Tronget;03000;84;03
58298;Tronsanges;58000;27;58
54535;Tronville;54000;44;54
55519;Tronville-en-Barrois;55101;44;55
41265;Troo;41000;24;41
60647;Trosly-Breuil;60202;32;60
02750;Trosly-Loire;02000;32;02
10386;Trouans;10000;44;10
65453;Troubat;65000;76;65
21645;Trouhans;21000;27;21
21646;Trouhaut;21000;27;21
66217;Trouillas;66000;76;66
65454;Trouley-Labarthe;65000;76;65
60648;Troussencourt;60000;32;60
55520;Troussey;55000;44;55
25572;Trouvans;25000;27;25
76715;Trouville;76000;28;76
27665;Trouville-la-Haule;27000;28;27
14715;Trouville-sur-Mer;14402;28;14
18267;Trouy;18000;24;18
09316;Troye-d'Ariège;09000;76;09
10387;Troyes;10601;44;10
55521;Troyon;55000;44;55
67495;Truchtersheim;67118;44;67
02751;Trucy;02000;32;02
58299;Trucy-l'Orgueilleux;58000;27;58
89424;Trucy-sur-Yonne;89000;27;89
21647;Trugny;21105;27;21
26356;Truinas;26000;84;26
60650;Trumilly;60000;32;60
61494;Trun;61000;28;61
14716;Trungy;14000;28;14
37263;Truyes;37204;24;37
97617;Tsingoni;9F209;06;976
62832;Tubersent;62000;32;62
11401;Tuchan;11000;76;11
54536;Tucquegnieux;54203;44;54
19271;Tudeils;19000;75;19
32456;Tudelle;32000;76;32
49003;Tuffalun;49000;52;49
72363;Tuffé Val de la Chéronne;72000;52;72
17454;Tugéras-Saint-Maurice;17000;75;17
02752;Tugny-et-Pont;02000;32;02
26357;Tulette;26000;84;26
19272;Tulle;19401;75;19
38517;Tullins;38206;84;38
80770;Tully;80107;32;80
02753;Tupigny;02000;32;02
69253;Tupin-et-Semons;00556;84;69
21648;Turcey;21000;27;21
68338;Turckheim;68501;44;68
19273;Turenne;19000;75;19
16389;Turgon;16000;75;16
10388;Turgy;10000;44;10
89425;Turny;89000;27;89
49358;Turquant;49401;52;49
57682;Turquestein-Blancrupt;57000;44;57
50609;Turqueville;50000;28;50
76716;Turretot;76701;28;76
04222;Turriers;04000;93;04
24559;Tursac;24000;75;24
16390;Tusson;16000;75;16
65455;Tuzaguet;65000;76;65
04033;Ubaye-Serre-Ponçon;04000;93;04
88480;Ubexy;88000;44;88
04224;Ubraye;04000;93;04
2A330;Ucciani;2A000;94;2A
07325;Ucel;07402;84;07
40320;Uchacq-et-Parentis;40000;75;40
30333;Uchaud;30601;76;30
84135;Uchaux;84000;93;84
71550;Uchizy;71000;27;71
71551;Uchon;71000;27;71
57683;Uckange;57601;44;57
68340;Ueberstrass;68000;44;68
68341;Uffheim;68115;44;68
68342;Uffholtz;68402;44;68
73303;Ugine;73203;84;73
65456;Uglas;65000;76;65
65457;Ugnouas;65000;76;65
54537;Ugny;54000;44;54
02754;Ugny-le-Gay;02000;32;02
80771;Ugny-l'Équipée;80000;32;80
55522;Ugny-sur-Meuse;55000;44;55
64538;Uhart-Cize;64106;75;64
64539;Uhart-Mixe;64000;75;64
67497;Uhlwiller;67000;44;67
67498;Uhrwiller;67000;44;67
60651;Ully-Saint-Georges;60000;32;60
28397;Umpeau;28000;24;28
09318;Unac;09000;76;09
21649;Uncey-le-Franc;21000;27;21
51586;Unchair;51000;44;51
68343;Ungersheim;68207;44;68
42315;Unias;42000;84;42
10389;Unienville;10000;44;10
42316;Unieux;00753;84;42
28398;Unverre;28000;24;28
09319;Unzent;09000;76;09
05173;Upaix;05000;93;05
26358;Upie;26204;84;26
66218;Ur;66000;76;66
31562;Urau;31000;76;31
2A331;Urbalacone;2A000;94;2A
66219;Urbanya;66000;76;66
67499;Urbeis;67000;44;67
68344;Urbès;68000;44;68
42317;Urbise;42000;84;42
03293;Urçay;03000;84;03
02755;Urcel;02000;32;02
90098;Urcerey;90000;27;90
36227;Urciers;36000;24;36
64540;Urcuit;00751;75;64
21650;Urcy;21000;27;21
32457;Urdens;32000;76;32
64541;Urdès;64000;75;64
64542;Urdos;64000;75;64
64543;Urepel;64000;75;64
40321;Urgons;40000;75;40
32458;Urgosse;32000;76;32
88481;Uriménil;88000;44;88
67500;Urmatt;67000;44;67
64544;Urost;64000;75;64
64545;Urrugne;00751;75;64
09320;Urs;09000;76;09
68345;Urschenheim;68000;44;68
64546;Urt;64000;75;64
2B332;Urtaca;2B000;94;2B
25573;Urtière;25000;27;25
54538;Uruffe;54000;44;54
24560;Urval;24000;75;24
10390;Urville;10000;44;10
14719;Urville;14000;28;14
50610;Urville;50000;28;50
88482;Urville;88000;44;88
02756;Urvillers;02000;32;02
77477;Ury;77000;11;77
58300;Urzy;58000;27;58
95625;Us;95000;11;95
07326;Usclades-et-Rieutord;07000;84;07
34315;Usclas-d'Hérault;34000;76;34
34316;Usclas-du-Bosc;34000;76;34
74285;Usinens;74000;84;74
19274;Ussac;00554;75;19
09321;Ussat;09201;76;09
86275;Usseau;86000;75;86
15244;Ussel;15000;84;15
19275;Ussel;19301;75;19
46323;Ussel;46000;76;46
03294;Ussel-d'Allier;03000;84;03
63439;Usson;63000;84;63
86276;Usson-du-Poitou;86000;75;86
42318;Usson-en-Forez;42000;84;42
14720;Ussy;14000;28;14
77478;Ussy-sur-Marne;77000;11;77
64547;Ustaritz;00751;75;64
09322;Ustou;09000;76;09
06151;Utelle;06000;93;06
67501;Uttenheim;67000;44;67
67502;Uttenhoffen;67000;44;67
67503;Uttwiller;67000;44;67
04226;Uvernet-Fours;04000;93;04
71552;Uxeau;71000;27;71
88483;Uxegney;88108;44;88
39538;Uxelles;39000;27;39
59605;Uxem;59000;32;59
65458;Uz;65000;76;65
40322;Uza;40000;75;40
64548;Uzan;64000;75;64
18268;Uzay-le-Venon;18000;24;18
46324;Uzech;46000;76;46
64549;Uzein;64000;75;64
22384;Uzel;22000;53;22
25574;Uzelle;25000;27;25
88484;Uzemain;88000;44;88
07327;Uzer;07402;84;07
65459;Uzer;65000;76;65
19276;Uzerche;19103;75;19
30334;Uzès;30301;76;30
33537;Uzeste;33000;75;33
64550;Uzos;64601;75;64
72364;Vaas;72000;52;72
81305;Vabre;81000;76;81
15245;Vabres;15000;84;15
30335;Vabres;30000;76;30
12286;Vabres-l'Abbaye;12202;76;12
55523;Vacherauville;55000;44;55
04227;Vachères;04000;93;04
26359;Vachères-en-Quint;26000;84;26
74286;Vacheresse;74000;84;74
14721;Vacognes-Neuilly;14000;28;14
62833;Vacquerie-le-Boucq;62000;32;62
62834;Vacqueriette-Erquières;62000;32;62
54539;Vacqueville;54000;44;54
84136;Vacqueyras;84000;93;84
34318;Vacquières;34000;76;34
31563;Vacquiers;31000;76;31
39539;Vadans;39000;27;39
70510;Vadans;70000;27;70
55525;Vadelaincourt;55000;44;55
51587;Vadenay;51000;44;51
02757;Vadencourt;02000;32;02
80773;Vadencourt;80000;32;80
55526;Vadonville;55000;44;55
07328;Vagnas;07000;84;07
88486;Vagney;88402;44;88
57684;Vahl-Ebersing;57000;44;57
57685;Vahl-lès-Bénestroff;57000;44;57
57686;Vahl-lès-Faulquemont;57000;44;57
53267;Vaiges;53000;52;53
34319;Vailhan;34000;76;34
34320;Vailhauquès;34000;76;34
12287;Vailhourles;12000;76;12
52499;Vaillant;52000;44;52
10391;Vailly;10000;44;10
74287;Vailly;74000;84;74
02758;Vailly-sur-Aisne;02102;32;02
18269;Vailly-sur-Sauldre;18000;24;18
50612;Vains;50000;28;50
25575;Vaire;25112;27;25
85298;Vairé;85000;52;85
80774;Vaire-sous-Corbie;80000;32;80
77479;Vaires-sur-Marne;00851;11;77
44163;Vair-sur-Loire;44000;52;44
84137;Vaison-la-Romaine;84203;93;84
82184;Vaïssac;82000;76;82
70511;Vaite;70000;27;70
70513;Vaivre-et-Montoille;70401;27;70
05118;Val Buëch-Méouge;05000;93;05
35168;Val d'Anast;35000;53;35
15108;Val d'Arcomie;15000;84;15
14475;Val d'Arry;14000;28;14
54099;Val de Briey;54204;44;54
74167;Val de Chaise;74000;84;74
14672;Val de Drôme;14000;28;14
11080;Val de Lambronne;11000;76;11
51564;Val de Livre;51000;44;51
24362;Val de Louyre et Caudeau;24000;75;24
33018;Val de Virvée;33306;75;33
49183;Val d'Erdre-Auxence;49000;52;49
16175;Val des Vignes;16000;75;16
72128;Val d'Étangson;72000;52;72
87097;Val d'Issoire;87000;75;87
69024;Val d'Oingt;69207;84;69
27294;Val d'Orger;27114;28;27
04120;Val d'Oronaye;04000;93;04
56197;Val d'Oust;56000;53;56
79063;Val en Vignes;79000;75;79
39485;Val Suran;39000;27;39
12288;Valady;12000;76;12
27667;Valailles;27000;28;27
41266;Valaire;41000;24;41
14005;Valambray;14000;28;14
61484;Val-au-Perche;61102;28;61
26360;Valaurie;26000;84;26
04228;Valavoire;04000;93;04
70514;Valay;70000;27;70
63440;Valbeleix;63000;84;63
04229;Valbelle;04000;93;04
55530;Valbois;55000;44;55
38518;Valbonnais;38000;84;38
06152;Valbonne;06701;93;06
31564;Valcabrère;31000;76;31
50613;Valcanville;50000;28;50
66220;Valcebollère;66000;76;66
73290;Val-Cenis;73000;84;73
63441;Valcivières;63000;84;63
35004;Val-Couesnon;35000;53;35
52500;Valcourt;00460;44;52
25578;Valdahon;25114;27;25
30339;Val-d'Aigoual;30000;76;30
14726;Valdallière;14000;28;14
60652;Valdampierre;60000;32;60
73212;Val-d'Arc;73000;84;73
16339;Val-d'Auge;16000;75;16
10019;Val-d'Auzon;10000;44;10
06153;Valdeblore;06000;93;06
16300;Val-de-Bonnieure;16000;75;16
57270;Val-de-Bride;57000;44;57
04043;Val-de-Chalvagne;04000;93;04
11251;Val-de-Dagne;11000;76;11
76717;Val-de-la-Haye;00755;28;76
79140;Valdelaume;79000;75;79
33380;Val-de-Livenne;33000;75;33
89426;Val-de-Mercy;89000;27;89
52332;Val-de-Meuse;52000;44;52
67372;Val-de-Moder;67207;44;67
39209;Val-d'Épy;39000;27;39
27701;Val-de-Reuil;27402;28;27
81306;Valderiès;81000;76;81
25579;Val-de-Roulans;25000;27;25
06154;Valderoure;06000;93;06
76018;Val-de-Saâne;76000;28;76
76034;Val-de-Scie;76000;28;76
51158;Val-des-Marais;51000;44;51
09334;Val-de-Sos;09000;76;09
05174;Val-des-Prés;05000;93;05
51571;Val-de-Vesle;51000;44;51
14576;Val-de-Vie;14000;28;14
51218;Val-de-Vière;51000;44;51
38560;Val-de-Virieu;38000;84;38
68192;Valdieu-Lutran;68000;44;68
73304;Val-d'Isère;73000;84;73
86233;Valdivienne;86000;75;86
35347;Val-d'Izé;35000;53;35
90099;Valdoie;00555;27;90
87028;Val-d'Oire-et-Gartempe;87000;75;87
55366;Val-d'Ornain;55000;44;55
05024;Valdoule;05000;93;05
26361;Valdrôme;26000;84;26
11131;Val-du-Faby;11000;76;11
49292;Val-du-Layon;49000;52;49
53017;Val-du-Maine;53000;52;53
79334;Val-du-Mignon;79000;75;79
81307;Valdurenque;81000;76;81
42319;Valeille;42000;84;42
82185;Valeilles;82000;76;82
01428;Valeins;01000;84;01
39540;Valempoulières;39000;27;39
36228;Valençay;36102;24;36
16392;Valence;16000;75;16
26362;Valence;00651;84;26
82186;Valence;82202;76;82
81308;Valence-d'Albigeois;81000;76;81
77480;Valence-en-Brie;77000;11;77
86082;Valence-en-Poitou;86000;75;86
32459;Valence-sur-Baïse;32000;76;32
59606;Valenciennes;59701;32;59
38519;Valencin;38126;84;38
41142;Valencisse;41000;24;41
38520;Valencogne;38000;84;38
72366;Valennes;72000;52;72
04230;Valensole;04000;93;04
25580;Valentigney;25601;27;25
31565;Valentine;31302;76;31
94074;Valenton;00851;11;94
34321;Valergues;34000;76;34
04231;Valernes;04000;93;04
60653;Valescourt;60000;32;60
54540;Val-et-Châtillon;54000;44;54
15246;Valette;15000;84;15
33538;Valeyrac;33000;75;33
67504;Valff;67000;44;67
34322;Valflaunès;34000;76;34
42320;Valfleury;42000;84;42
21178;Valforêt;21000;27;21
36229;Val-Fouzon;36000;24;36
61497;Valframbert;00461;28;61
88488;Valfroicourt;88000;44;88
73215;Valgelon-La Rochette;00358;84;73
07329;Valgorge;07000;84;07
26210;Valherbasse;26000;84;26
54541;Valhey;54000;44;54
62835;Valhuon;62000;32;62
19277;Valiergues;19000;75;19
03295;Valignat;03000;84;03
03296;Valigny;03000;84;03
80775;Valines;80000;32;80
38522;Valjouffrey;38000;84;38
15247;Valjouze;15000;84;15
30336;Vallabrègues;30000;76;30
30337;Vallabrix;30000;76;30
89427;Vallan;89000;27;89
95627;Vallangoujard;95000;11;95
79335;Vallans;79000;75;79
10392;Vallant-Saint-Georges;10000;44;10
06155;Vallauris;06701;93;06
2B333;Vallecalle;2B000;94;2B
2B334;Valle-d'Alesani;2B000;94;2B
2B335;Valle-di-Campoloro;2B000;94;2B
2A336;Valle-di-Mezzana;2A000;94;2A
2B337;Valle-di-Rostino;2B000;94;2B
2B338;Valle-d'Orezza;2B000;94;2B
41070;Vallée-de-Ronsard;41000;24;41
02053;Vallées en Champagne;02000;32;02
07011;Vallées-d'Antraigues-Asperjoc;07000;84;07
31566;Vallègue;31000;76;31
74288;Valleiry;74104;84;74
18270;Vallenay;18000;24;18
10393;Vallentigny;10000;44;10
57687;Vallerange;57000;44;57
30338;Vallérargues;30000;76;30
37264;Vallères;37000;24;37
52502;Valleret;52000;44;52
24562;Vallereuil;24000;75;24
70516;Vallerois-le-Bois;70000;27;70
70517;Vallerois-Lorioz;70000;27;70
25582;Valleroy;25000;27;25
52503;Valleroy;52000;44;52
54542;Valleroy;54108;44;54
88489;Valleroy-aux-Saules;88000;44;88
88490;Valleroy-le-Sec;88000;44;88
89428;Vallery;89000;27;89
31567;Vallesvilles;31000;76;31
44212;Vallet;44212;52;44
27669;Valletot;27000;28;27
2B339;Vallica;2B000;94;2B
23257;Vallière;23000;75;23
10394;Vallières;10000;44;10
41267;Vallières-les-Grandes;41000;24;41
74289;Vallières-sur-Fier;74000;84;74
30340;Valliguières;30000;76;30
76718;Valliquerville;76301;28;76
73306;Valloire;73000;84;73
41055;Valloire-sur-Cisse;41203;24;41
54543;Vallois;54000;44;54
03297;Vallon-en-Sully;03000;84;03
07330;Vallon-Pont-d'Arc;07107;84;07
44180;Vallons-de-l'Erdre;44219;52;44
72367;Vallon-sur-Gée;72000;52;72
74290;Vallorcine;74000;84;74
05101;Vallouise-Pelvoux;05000;93;05
66221;Valmanya;66000;76;66
26136;Val-Maravel;26000;84;26
34323;Valmascle;34000;76;34
73307;Valmeinier;73000;84;73
57689;Valmestroff;57000;44;57
11402;Valmigère;11000;76;11
95628;Valmondois;00851;11;95
57690;Valmont;57402;44;57
76719;Valmont;76000;28;76
21327;Val-Mont;21000;27;21
57691;Valmunster;57000;44;57
51588;Valmy;51000;44;51
50615;Valognes;50205;28;50
24563;Valojoulx;24000;75;24
25583;Valonne;25000;27;25
14570;Valorbiquet;14000;28;14
25584;Valoreille;25000;27;25
26363;Valouse;26000;84;26
43249;Valprivas;43000;84;43
91629;Valpuiseaux;91000;11;91
34324;Valras-Plage;34303;76;34
89196;Valravillon;89000;27;89
84138;Valréas;84204;93;84
01426;Val-Revermont;01000;84;01
01036;Valromey-sur-Séran;01000;84;01
34325;Valros;34000;76;34
09323;Vals;09000;76;09
52094;Vals-des-Tilles;52000;44;52
14723;Valsemé;14000;28;14
01033;Valserhône;00357;84;01
05176;Valserres;05000;93;05
43250;Vals-le-Chastel;43000;84;43
07331;Vals-les-Bains;07402;84;07
69254;Valsonne;69000;84;69
39576;Val-Sonnette;39000;27;39
43251;Vals-près-le-Puy;43401;84;43
21651;Val-Suzon;21000;27;21
15248;Valuéjols;15000;84;15
07332;Valvignères;07000;84;07
12289;Valzergues;12000;76;12
39290;Valzin en Petite Montagne;39000;27;39
63442;Valz-sous-Châteauneuf;63000;84;63
51589;Vanault-le-Châtel;51000;44;51
51590;Vanault-les-Dames;51000;44;51
79336;Vançais;79000;75;79
72368;Vancé;72000;52;72
01429;Vandeins;01000;84;01
54544;Vandelainville;54000;44;54
70519;Vandelans;70000;27;70
54545;Vandeléville;54000;44;54
60654;Vandélicourt;60000;32;60
58301;Vandenesse;58000;27;58
