REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
11.0;75;75101;pa;a;a;l;1;0;25.0;1200.0;0.14;0.0;0.57;7
11.0;75;75101;pa;a;a;l;1;D;37.5;1325.0;0.0;0.5;0.0;2
11.0;75;75101;pa;a;a;l;1;F;34.0;1280.0;0.0;0.0;0.0;1
11.0;75;75101;pa;a;a;l;2;0;47.0;1900.0;0.14;0.29;0.71;7
11.0;75;75101;pa;a;a;l;2;D;57.0;1790.0;0.0;0.0;0.0;1
11.0;75;75101;pa;a;a;l;2;E;44.0;1690.0;0.0;0.0;1.0;1
11.0;75;75101;pa;a;a;l;2;F;39.0;1650.0;0.0;0.0;1.0;1
11.0;75;75101;pa;a;a;l;3;0;70.0;800.0;0.0;0.0;0.0;1
11.0;75;75101;pa;a;a;l;4;0;130.0;1500.0;0.0;0.0;0.0;1
11.0;75;75101;pa;a;a;l;4;B;65.0;2300.0;0.0;0.0;1.0;1
11.0;75;75101;pa;a;a;l;4;C;57.0;1160.0;0.0;0.0;0.0;1
11.0;75;75101;pa;a;a;l;5;0;117.0;6700.0;1.0;0.0;0.0;1
11.0;75;75101;pa;a;l;l;3;0;70.0;3550.0;0.0;0.0;0.0;1
11.0;75;75101;pr;a;a;l;1;0;25.5;1256.0;0.0;0.5;0.34;50
11.0;75;75101;pr;a;a;l;1;A;27.0;1305.0;0.0;1.0;0.0;2
11.0;75;75101;pr;a;a;l;1;C;27.0;1000.0;0.0;0.33;0.0;3
11.0;75;75101;pr;a;a;l;1;D;28.0;1380.0;0.0;0.67;0.22;9
11.0;75;75101;pr;a;a;l;1;E;23.0;1127.0;0.0;0.54;0.31;13
11.0;75;75101;pr;a;a;l;1;F;23.0;1130.0;0.0;0.85;0.0;13
11.0;75;75101;pr;a;a;l;1;G;22.0;1077.5;0.0;0.5;0.17;6
11.0;75;75101;pr;a;a;l;1;NS;25.0;1398.0;0.0;1.0;0.0;3
11.0;75;75101;pr;a;a;l;1;VI;31.5;1210.0;0.0;0.38;0.5;8
11.0;75;75101;pr;a;a;l;2;0;44.0;1795.0;0.05;0.49;0.36;75
11.0;75;75101;pr;a;a;l;2;B;85.0;3200.0;0.0;1.0;0.0;1
11.0;75;75101;pr;a;a;l;2;C;42.0;2000.0;0.14;0.57;0.0;7
