INSEE_COM;typedebien_lite;nb_pieces;loyer_m2_median;nb_log;cle2
02274;m;3;5.17;1;02274-m-3
02279;m;7;4.14;1;02279-m-7
02280;m;6;5.91;1;02280-m-6
02282;a;3;7.34;3;02282-a-3
02282;m;4;8.62;1;02282-m-4
02287;a;2;11.055;2;02287-a-2
02287;a;3;10.25;1;02287-a-3
02288;m;4;6.235;2;02288-m-4
02288;m;5;5.3;1;02288-m-5
02290;a;1;13.79;2;02290-a-1
02290;a;2;10.88;1;02290-a-2
02290;a;3;11.475000000000001;2;02290-a-3
02290;a;4;7.43;3;02290-a-4
02290;m;3;10.36;1;02290-m-3
02291;m;5;8.33;1;02291-m-5
02292;a;3;11.35;2;02292-a-3
02292;m;4;9.72;1;02292-m-4
02292;m;5;8.63;1;02292-m-5
02294;m;6;6.9;1;02294-m-6
02298;m;6;6.0;1;02298-m-6
02302;a;2;11.12;1;02302-a-2
02303;m;5;8.42;1;02303-m-5
02304;a;2;9.83;5;02304-a-2
02304;a;3;8.21;4;02304-a-3
02304;a;4;6.0;1;02304-a-4
02304;a;5;7.705;2;02304-a-5
02304;m;2;8.33;1;02304-m-2
02304;m;6;6.28;2;02304-m-6
02305;a;2;10.5;5;02305-a-2
02305;a;3;7.535;6;02305-a-3
02305;a;5;6.27;1;02305-a-5
02306;m;3;7.5;1;02306-m-3
02307;a;1;10.22;1;02307-a-1
02307;a;2;12.9;5;02307-a-2
02307;a;3;8.425;4;02307-a-3
02307;a;5;7.52;1;02307-a-5
02307;m;3;8.47;2;02307-m-3
02315;m;5;10.83;1;02315-m-5
02322;m;5;5.66;1;02322-m-5
02329;m;5;7.39;1;02329-m-5
02338;a;3;7.29;1;02338-a-3
02338;a;4;6.47;1;02338-a-4
02338;m;4;6.18;2;02338-m-4
02338;m;5;7.06;1;02338-m-5
02340;m;4;7.27;1;02340-m-4
02349;m;3;7.66;1;02349-m-3
02352;m;3;6.56;1;02352-m-3
02355;m;3;8.59;1;02355-m-3
02356;a;4;6.6;1;02356-a-4
02359;a;2;11.26;1;02359-a-2
02359;a;3;9.71;1;02359-a-3
02360;a;3;8.33;1;02360-a-3
02360;m;3;8.33;1;02360-m-3
02361;a;3;6.92;2;02361-a-3
02371;a;2;11.594999999999999;2;02371-a-2
02374;a;2;9.195;2;02374-a-2
02374;a;3;8.29;2;02374-a-3
02381;a;2;24.285;2;02381-a-2
02383;m;2;7.59;1;02383-m-2
02383;m;4;6.49;1;02383-m-4
02389;a;2;10.12;1;02389-a-2
02389;m;2;11.5;1;02389-m-2
02389;m;3;8.12;1;02389-m-3
02389;m;4;9.41;2;02389-m-4
02397;a;2;8.31;1;02397-a-2
02397;a;3;10.0;1;02397-a-3
02407;m;3;8.09;1;02407-m-3
02408;a;1;11.344999999999999;42;02408-a-1
02408;a;2;9.29;68;02408-a-2
02408;a;3;8.03;23;02408-a-3
02408;a;4;6.74;19;02408-a-4
02408;a;5;5.74;3;02408-a-5
02408;m;2;8.98;8;02408-m-2
02408;m;3;8.04;8;02408-m-3
02408;m;4;8.735;4;02408-m-4
02408;m;5;6.55;8;02408-m-5
02408;m;6;6.25;1;02408-m-6
02408;m;10;3.55;1;02408-m-10
02408;m;20;6.36;1;02408-m-20
02430;m;3;8.77;2;02430-m-3
02468;m;2;12.79;2;02468-m-2
02468;m;3;5.28;1;02468-m-3
02471;m;4;5.91;1;02471-m-4
02476;m;3;5.83;1;02476-m-3
02496;m;5;6.92;1;02496-m-5
02497;m;5;7.31;1;02497-m-5
02497;m;8;3.425;2;02497-m-8
02501;m;4;6.32;1;02501-m-4
02502;m;3;8.8;1;02502-m-3
02502;m;4;6.11;2;02502-m-4
02518;m;4;6.32;1;02518-m-4
02520;m;4;7.22;1;02520-m-4
02521;a;3;9.69;3;02521-a-3
02521;m;4;10.93;1;02521-m-4
02540;m;4;9.64;1;02540-m-4
02541;a;3;7.67;1;02541-a-3
02543;a;1;12.5;1;02543-a-1
02543;a;2;9.29;1;02543-a-2
02543;m;3;8.57;2;02543-m-3
02555;a;2;12.59;4;02555-a-2
02555;a;3;8.7;2;02555-a-3
02555;a;4;8.71;2;02555-a-4
02555;m;5;8.03;1;02555-m-5
02558;m;5;4.53;1;02558-m-5
02559;m;4;6.55;2;02559-m-4
02569;m;6;5.0;1;02569-m-6
02571;m;3;10.08;1;02571-m-3
02571;m;4;6.45;1;02571-m-4
02572;m;8;6.92;1;02572-m-8
02575;a;3;7.21;1;02575-a-3
02575;m;3;6.68;3;02575-m-3
02575;m;5;3.62;1;02575-m-5
02596;a;2;11.45;2;02596-a-2
02596;m;4;8.07;1;02596-m-4
02621;m;4;5.27;1;02621-m-4
02631;m;3;7.63;1;02631-m-3
02631;m;5;6.64;1;02631-m-5
02653;m;3;8.83;1;02653-m-3
02658;m;3;6.02;1;02658-m-3
02658;m;4;5.05;1;02658-m-4
02659;a;2;8.53;2;02659-a-2
02676;m;6;4.5;1;02676-m-6
02680;m;3;7.43;1;02680-m-3
02684;a;2;6.95;1;02684-a-2
02691;a;1;15.42;125;02691-a-1
02691;a;2;10.344999999999999;210;02691-a-2
02691;a;3;8.594999999999999;100;02691-a-3
02691;a;4;7.98;31;02691-a-4
02691;a;5;7.0;7;02691-a-5
02691;a;6;5.77;2;02691-a-6
02691;m;1;16.5;1;02691-m-1
02691;m;2;8.33;5;02691-m-2
02691;m;3;8.175;34;02691-m-3
02691;m;4;7.3149999999999995;22;02691-m-4
02691;m;5;5.93;6;02691-m-5
02691;m;6;6.38;6;02691-m-6
02691;m;7;8.29;1;02691-m-7
02691;m;8;5.44;1;02691-m-8
02697;m;3;9.66;1;02697-m-3
02705;m;4;5.28;1;02705-m-4
02720;a;3;6.97;1;02720-a-3
02721;m;7;6.62;1;02721-m-7
02722;a;1;16.0;7;02722-a-1
02722;a;2;11.19;15;02722-a-2
02722;a;3;9.575;12;02722-a-3
02722;a;4;6.75;5;02722-a-4
02722;a;5;8.35;1;02722-a-5
02722;m;3;10.15;3;02722-m-3
02722;m;4;9.94;2;02722-m-4
02722;m;5;8.719999999999999;2;02722-m-5
02722;m;6;7.94;3;02722-m-6
02738;a;1;19.405;4;02738-a-1
02738;a;2;8.33;5;02738-a-2
02738;a;3;6.72;6;02738-a-3
02738;a;4;5.905;2;02738-a-4
02738;m;3;7.46;5;02738-m-3
02738;m;4;7.5;3;02738-m-4
02738;m;5;8.57;1;02738-m-5
02738;m;6;6.75;1;02738-m-6
02741;m;3;7.22;1;02741-m-3
02747;m;5;4.81;1;02747-m-5
02747;m;6;6.65;1;02747-m-6
02765;m;7;4.12;1;02765-m-7
02775;m;3;9.56;1;02775-m-3
02785;a;2;9.445;2;02785-a-2
02785;m;5;6.08;1;02785-m-5
02795;a;1;11.41;2;02795-a-1
02795;a;2;11.295;2;02795-a-2
02799;a;3;6.44;1;02799-a-3
02805;a;4;8.43;1;02805-a-4
02810;a;1;15.969999999999999;6;02810-a-1
02810;a;2;12.215;8;02810-a-2
02810;a;3;10.45;9;02810-a-3
02810;a;4;8.02;1;02810-a-4
02810;m;1;21.4;1;02810-m-1
02810;m;5;8.38;1;02810-m-5
02810;m;6;8.31;1;02810-m-6
02820;m;4;8.57;1;02820-m-4
02831;a;3;11.55;1;02831-a-3
03001;m;4;9.06;1;03001-m-4
03013;m;3;9.04;1;03013-m-3
03019;a;1;22.0;1;03019-a-1
03022;m;4;5.71;1;03022-m-4
03023;a;2;9.915;2;03023-a-2
03023;a;3;8.059999999999999;2;03023-a-3
03023;m;4;8.6;1;03023-m-4
03023;m;5;8.16;1;03023-m-5
03027;m;3;5.85;1;03027-m-3
03029;a;1;8.68;1;03029-a-1
03029;m;2;9.22;1;03029-m-2
03030;m;4;7.38;1;03030-m-4
03031;m;5;5.76;1;03031-m-5
03033;m;4;8.42;1;03033-m-4
03034;a;2;8.75;1;03034-a-2
03034;a;3;8.44;1;03034-a-3
03034;m;5;5.67;1;03034-m-5
03052;a;2;5.1;1;03052-a-2
03052;a;3;4.96;1;03052-a-3
03054;m;5;5.91;1;03054-m-5
03055;m;3;8.63;1;03055-m-3
03055;m;5;5.0;1;03055-m-5
03057;m;3;5.0;1;03057-m-3
03065;m;4;5.18;1;03065-m-4
03072;m;4;6.56;1;03072-m-4
03074;a;4;5.08;1;03074-a-4
03082;a;1;7.89;1;03082-a-1
03082;a;3;6.67;3;03082-a-3
03082;m;5;6.62;1;03082-m-5
03082;m;6;4.38;1;03082-m-6
03084;a;2;4.67;1;03084-a-2
03084;m;2;7.78;1;03084-m-2
03087;m;4;4.88;1;03087-m-4
03089;a;4;5.0;1;03089-a-4
03091;m;5;7.27;1;03091-m-5
03094;a;2;11.47;5;03094-a-2
03094;a;3;10.01;4;03094-a-3
03094;m;3;9.19;1;03094-m-3
03095;a;1;11.81;6;03095-a-1
03095;a;2;9.969999999999999;16;03095-a-2
03095;a;3;8.870000000000001;8;03095-a-3
03095;a;4;7.91;1;03095-a-4
03095;m;3;11.47;1;03095-m-3
03095;m;6;1.83;1;03095-m-6
03098;a;2;9.645;2;03098-a-2
03098;a;3;5.69;3;03098-a-3
03098;a;5;5.47;1;03098-a-5
03098;m;2;9.0;1;03098-m-2
03098;m;3;7.35;2;03098-m-3
03101;a;3;8.49;7;03101-a-3
03101;a;4;5.125;2;03101-a-4
03101;a;5;4.9;1;03101-a-5
03101;m;2;8.44;1;03101-m-2
03101;m;4;5.875;2;03101-m-4
03101;m;6;7.72;1;03101-m-6
03104;m;5;6.44;1;03104-m-5
03107;a;2;8.59;1;03107-a-2
03107;m;4;5.51;1;03107-m-4
03111;m;10;5.5;1;03111-m-10
03113;m;3;5.19;1;03113-m-3
03118;a;1;11.0;3;03118-a-1
03118;a;2;7.705;2;03118-a-2
03118;a;3;6.32;4;03118-a-3
03118;a;4;6.64;1;03118-a-4
03118;m;3;3.03;1;03118-m-3
03118;m;4;6.26;1;03118-m-4
03118;m;6;6.38;1;03118-m-6
03126;a;2;9.315000000000001;2;03126-a-2
03126;a;3;8.0;1;03126-a-3
03128;a;3;6.42;3;03128-a-3
03128;m;3;8.0;1;03128-m-3
03132;a;3;5.06;1;03132-a-3
03136;m;3;7.34;1;03136-m-3
03137;m;5;5.97;1;03137-m-5
03155;a;2;6.25;1;03155-a-2
03155;a;3;6.58;1;03155-a-3
03156;a;3;5.39;1;03156-a-3
03157;m;6;4.44;1;03157-m-6
03173;a;3;7.38;1;03173-a-3
03173;m;4;5.53;1;03173-m-4
03174;m;4;5.5;1;03174-m-4
03180;m;5;4.92;1;03180-m-5
03183;a;5;3.91;1;03183-a-5
03184;a;4;5.5;1;03184-a-4
03185;a;1;10.43;65;03185-a-1
03185;a;2;9.22;117;03185-a-2
03185;a;3;6.88;111;03185-a-3
03185;a;4;5.86;37;03185-a-4
03185;a;5;5.76;11;03185-a-5
03185;a;9;4.18;1;03185-a-9
03185;l;3;7.22;1;03185-l-3
03185;m;2;10.39;2;03185-m-2
03185;m;3;8.91;3;03185-m-3
03185;m;4;7.06;7;03185-m-4
03185;m;5;6.3149999999999995;6;03185-m-5
03185;m;6;6.734999999999999;2;03185-m-6
03186;a;1;11.21;1;03186-a-1
03186;a;2;11.55;3;03186-a-2
03186;a;3;6.52;2;03186-a-3
03186;a;4;5.88;1;03186-a-4
03186;m;1;6.95;1;03186-m-1
03186;m;3;6.975;2;03186-m-3
03189;m;4;3.82;1;03189-m-4
03190;a;1;10.455;36;03190-a-1
03190;a;2;9.565000000000001;54;03190-a-2
03190;a;3;8.5;39;03190-a-3
03190;a;4;6.545;4;03190-a-4
03190;a;5;8.73;5;03190-a-5
03190;m;2;11.085;2;03190-m-2
03190;m;3;7.9;4;03190-m-3
03190;m;5;7.7;1;03190-m-5
03195;a;1;10.2;1;03195-a-1
03195;a;2;8.09;4;03195-a-2
03195;a;5;5.36;1;03195-a-5
03195;m;4;7.0;3;03195-m-4
03195;m;5;7.0;1;03195-m-5
03211;m;5;4.14;3;03211-m-5
03212;m;3;7.85;1;03212-m-3
03215;m;3;6.53;1;03215-m-3
03236;m;2;9.66;1;03236-m-2
03236;m;4;7.585;2;03236-m-4
03246;a;4;5.15;1;03246-a-4
03252;m;3;7.49;1;03252-m-3
03254;a;2;8.785;2;03254-a-2
03262;m;4;7.0;1;03262-m-4
03262;m;6;6.25;1;03262-m-6
03264;a;2;8.6;2;03264-a-2
03264;a;3;8.0;1;03264-a-3
03264;m;3;9.09;1;03264-m-3
03279;m;3;5.67;1;03279-m-3
03283;m;4;8.62;1;03283-m-4
03290;m;3;7.08;1;03290-m-3
03290;m;4;7.24;1;03290-m-4
03297;m;7;6.46;1;03297-m-7
03298;a;1;8.955;2;03298-a-1
03298;a;3;7.11;1;03298-a-3
03298;a;4;5.29;5;03298-a-4
03298;m;4;5.7;1;03298-m-4
03298;m;5;4.449999999999999;2;03298-m-5
03300;m;3;5.58;1;03300-m-3
03304;m;3;9.0;1;03304-m-3
03304;m;4;9.36;1;03304-m-4
03304;m;6;6.39;1;03304-m-6
03306;m;3;7.87;1;03306-m-3
03309;m;3;6.45;1;03309-m-3
03310;a;1;13.23;41;03310-a-1
03310;a;2;10.0;67;03310-a-2
03310;a;3;8.65;41;03310-a-3
03310;a;4;7.355;6;03310-a-4
03310;a;5;10.0;1;03310-a-5
03310;m;2;10.16;1;03310-m-2
03310;m;6;6.92;3;03310-m-6
03314;m;4;7.005000000000001;2;03314-m-4
03314;m;5;6.02;2;03314-m-5
03315;a;1;20.0;1;03315-a-1
03315;m;5;7.29;1;03315-m-5
03316;a;2;10.0;1;03316-a-2
03321;a;1;11.5;2;03321-a-1
03321;a;2;8.85;9;03321-a-2
03321;a;3;8.35;9;03321-a-3
03321;a;4;7.44;5;03321-a-4
03321;m;3;9.9;1;03321-m-3
03321;m;4;7.59;1;03321-m-4
03321;m;5;9.56;1;03321-m-5
04001;m;3;14.26;1;04001-m-3
04004;a;3;9.62;1;04004-a-3
04008;a;2;11.559999999999999;2;04008-a-2
04013;a;3;9.53;1;04013-a-3
04013;m;2;8.16;1;04013-m-2
04018;a;2;10.64;2;04018-a-2
04019;a;1;11.82;1;04019-a-1
04019;a;2;12.0;13;04019-a-2
04019;a;3;6.27;3;04019-a-3
04019;a;4;7.32;1;04019-a-4
04019;m;4;10.41;1;04019-m-4
04033;a;4;6.67;1;04033-a-4
04034;a;4;7.14;1;04034-a-4
04035;a;3;7.67;1;04035-a-3
04035;a;4;6.94;1;04035-a-4
04039;m;3;8.33;1;04039-m-3
04041;m;2;10.11;1;04041-m-2
04045;a;3;8.54;1;04045-a-3
04046;a;2;8.6;1;04046-a-2
04049;a;1;15.93;3;04049-a-1
04049;a;2;10.7;9;04049-a-2
04049;a;3;9.14;7;04049-a-3
04049;a;4;7.57;3;04049-a-4
04049;m;2;9.78;1;04049-m-2
04049;m;3;8.235;2;04049-m-3
04049;m;4;8.645;2;04049-m-4
04053;a;2;11.28;1;04053-a-2
04053;m;2;11.0;1;04053-m-2
04053;m;3;9.485;2;04053-m-3
04058;m;3;9.18;1;04058-m-3
04065;m;3;7.14;1;04065-m-3
04065;m;4;8.31;1;04065-m-4
04070;a;1;13.86;23;04070-a-1
04070;a;2;11.68;18;04070-a-2
04070;a;3;8.29;8;04070-a-3
04070;a;4;9.11;3;04070-a-4
04070;m;3;9.09;1;04070-m-3
04076;a;2;8.33;1;04076-a-2
04079;a;1;15.0;1;04079-a-1
04079;a;2;13.86;1;04079-a-2
04079;a;3;11.72;1;04079-a-3
04079;m;2;17.965;2;04079-m-2
04087;m;3;11.94;1;04087-m-3
04088;a;1;15.2;5;04088-a-1
04088;a;2;12.32;5;04088-a-2
04088;a;3;9.855;4;04088-a-3
04088;a;4;10.555;2;04088-a-4
04088;m;2;12.56;1;04088-m-2
04088;m;8;6.52;1;04088-m-8
04090;m;5;5.69;1;04090-m-5
04094;a;1;19.05;3;04094-a-1
04094;a;2;11.9;3;04094-a-2
04094;a;3;9.68;2;04094-a-3
04094;m;4;9.44;1;04094-m-4
04096;a;3;4.795;2;04096-a-3
04096;a;4;5.5600000000000005;2;04096-a-4
04111;a;2;10.23;1;04111-a-2
04111;a;4;7.92;1;04111-a-4
04112;a;1;17.86;15;04112-a-1
04112;a;2;12.7;65;04112-a-2
04112;a;3;10.36;73;04112-a-3
04112;a;4;9.345;26;04112-a-4
04112;a;5;12.24;1;04112-a-5
04112;m;2;16.83;1;04112-m-2
04112;m;3;11.56;1;04112-m-3
04112;m;4;11.094999999999999;8;04112-m-4
04112;m;5;10.79;2;04112-m-5
04112;m;7;7.04;1;04112-m-7
04116;a;2;7.685;4;04116-a-2
04116;a;3;8.81;2;04116-a-3
04116;a;4;7.74;6;04116-a-4
04116;m;2;10.27;1;04116-m-2
04116;m;3;10.5;2;04116-m-3
04116;m;4;9.51;3;04116-m-4
04118;m;3;7.27;1;04118-m-3
04128;m;3;9.83;1;04128-m-3
04128;m;4;7.72;1;04128-m-4
04132;m;4;7.45;1;04132-m-4
04138;m;4;10.76;1;04138-m-4
04139;m;5;10.38;1;04139-m-5
04141;a;2;10.0;1;04141-a-2
04143;a;1;13.75;1;04143-a-1
04143;a;2;12.335;2;04143-a-2
04143;a;3;9.65;6;04143-a-3
04143;a;4;8.0;5;04143-a-4
04143;m;2;9.3;1;04143-m-2
04143;m;3;10.535;2;04143-m-3
04143;m;4;9.82;3;04143-m-4
04143;m;5;9.325;2;04143-m-5
04143;m;6;6.79;2;04143-m-6
04145;a;3;9.02;1;04145-a-3
04148;m;3;8.33;1;04148-m-3
04149;a;1;11.53;1;04149-a-1
04149;a;2;8.08;1;04149-a-2
04149;m;2;8.8;1;04149-m-2
04149;m;3;9.39;2;04149-m-3
04151;m;4;5.8;1;04151-m-4
04152;a;3;8.52;3;04152-a-3
04152;m;4;11.68;1;04152-m-4
04152;m;5;11.06;1;04152-m-5
04152;m;6;10.18;1;04152-m-6
04157;a;3;9.15;2;04157-a-3
04157;a;4;7.39;1;04157-a-4
04160;a;1;13.33;1;04160-a-1
04160;a;2;8.71;1;04160-a-2
04160;m;6;10.98;1;04160-m-6
04166;a;1;13.03;1;04166-a-1
04166;a;2;12.62;1;04166-a-2
04166;a;3;10.235;2;04166-a-3
04166;a;4;7.78;1;04166-a-4
04166;m;4;8.565000000000001;2;04166-m-4
04167;a;2;4.05;1;04167-a-2
04172;a;3;8.12;1;04172-a-3
04176;m;3;12.5;1;04176-m-3
04178;m;3;7.34;1;04178-m-3
04178;m;4;7.5;1;04178-m-4
04188;a;3;10.43;1;04188-a-3
04188;a;4;11.32;1;04188-a-4
04189;a;1;12.33;1;04189-a-1
04189;a;2;11.32;1;04189-a-2
04192;a;1;13.5;1;04192-a-1
04192;a;3;9.57;2;04192-a-3
04195;m;3;11.9;3;04195-m-3
04197;a;3;11.190000000000001;2;04197-a-3
04197;m;3;12.67;1;04197-m-3
04200;a;1;17.73;1;04200-a-1
04209;a;1;12.5;5;04209-a-1
04209;a;2;11.2;15;04209-a-2
04209;a;3;9.04;16;04209-a-3
04209;a;4;9.315000000000001;4;04209-a-4
04209;m;2;10.68;1;04209-m-2
04209;m;3;12.46;2;04209-m-3
04209;m;4;9.745000000000001;2;04209-m-4
04209;m;5;8.91;1;04209-m-5
04217;m;3;7.07;1;04217-m-3
04220;m;5;7.15;1;04220-m-5
04226;m;4;10.41;3;04226-m-4
04227;a;3;8.43;1;04227-a-3
04227;m;4;9.215;2;04227-m-4
04229;a;1;7.73;1;04229-a-1
04229;m;3;9.45;1;04229-m-3
04229;m;4;9.7;1;04229-m-4
04230;a;1;8.21;1;04230-a-1
04230;a;2;11.56;3;04230-a-2
04230;a;3;13.02;1;04230-a-3
04230;m;3;6.99;1;04230-m-3
04231;m;6;5.86;1;04231-m-6
04234;m;8;1.64;1;04234-m-8
04242;a;3;12.67;1;04242-a-3
04242;m;1;11.76;1;04242-m-1
04242;m;3;11.04;4;04242-m-3
04242;m;4;12.64;4;04242-m-4
04242;m;6;7.89;1;04242-m-6
04244;a;1;13.04;1;04244-a-1
04244;a;2;9.42;3;04244-a-2
04244;m;2;10.79;1;04244-m-2
04244;m;3;8.27;4;04244-m-3
04245;a;2;10.75;5;04245-a-2
04245;a;3;8.08;3;04245-a-3
04245;a;4;8.63;1;04245-a-4
04245;m;4;8.16;2;04245-m-4
05003;a;4;9.08;1;05003-a-4
05004;a;1;14.17;1;05004-a-1
05004;a;3;11.17;1;05004-a-3
05004;a;5;6.529999999999999;2;05004-a-5
05004;m;3;7.69;1;05004-m-3
05006;a;2;10.375;2;05006-a-2
05010;a;1;11.36;1;05010-a-1
05010;m;2;12.5;1;05010-m-2
05011;a;3;8.6;1;05011-a-3
05012;a;2;10.42;1;05012-a-2
05012;a;4;14.63;1;05012-a-4
05017;m;3;10.0;2;05017-m-3
05017;m;4;8.6;1;05017-m-4
05023;a;1;15.41;9;05023-a-1
05023;a;2;12.095;24;05023-a-2
05023;a;3;10.605;12;05023-a-3
05023;a;4;9.715;4;05023-a-4
05023;a;5;8.635;2;05023-a-5
05023;a;6;8.9;1;05023-a-6
05023;m;3;15.31;1;05023-m-3
05023;m;4;11.74;1;05023-m-4
05036;a;3;9.25;1;05036-a-3
05040;a;1;12.035;2;05040-a-1
05040;a;2;13.149999999999999;6;05040-a-2
05040;a;3;10.1;9;05040-a-3
05040;a;4;7.89;7;05040-a-4
05040;m;4;6.85;1;05040-m-4
05040;m;5;8.12;1;05040-m-5
05045;a;1;10.38;1;05045-a-1
05045;m;4;10.41;1;05045-m-4
05046;a;1;12.93;1;05046-a-1
05046;a;2;12.16;5;05046-a-2
05046;a;3;9.4;11;05046-a-3
05046;a;4;10.65;2;05046-a-4
05049;m;5;7.39;1;05049-m-5
05059;a;2;13.08;1;05059-a-2
05059;m;3;10.22;1;05059-m-3
05059;m;4;9.97;1;05059-m-4
05061;a;1;13.1;113;05061-a-1
05061;a;2;11.3;119;05061-a-2
05061;a;3;9.325;84;05061-a-3
05061;a;4;8.29;38;05061-a-4
05061;a;5;7.93;5;05061-a-5
05061;m;2;11.73;1;05061-m-2
05061;m;3;11.09;2;05061-m-3
05061;m;4;10.085;12;05061-m-4
05061;m;5;8.7;1;05061-m-5
05061;m;7;8.37;1;05061-m-7
05070;a;2;12.8;1;05070-a-2
05070;a;3;8.57;5;05070-a-3
05070;a;4;7.705;4;05070-a-4
05070;m;4;8.43;1;05070-m-4
05071;a;3;7.94;1;05071-a-3
05071;a;4;6.6;1;05071-a-4
05072;a;2;12.905000000000001;2;05072-a-2
05072;a;3;9.17;1;05072-a-3
05074;a;1;11.11;1;05074-a-1
05079;a;2;15.0;2;05079-a-2
05079;a;4;11.52;1;05079-a-4
05100;m;4;8.95;1;05100-m-4
05101;a;2;12.67;1;05101-a-2
05101;a;3;10.1;1;05101-a-3
05103;a;3;9.33;1;05103-a-3
05103;m;4;8.37;1;05103-m-4
05106;a;5;6.92;1;05106-a-5
05108;m;4;8.45;1;05108-m-4
05109;a;1;11.29;1;05109-a-1
05109;a;3;10.655000000000001;2;05109-a-3
05113;m;5;14.63;1;05113-m-5
05115;a;3;6.45;1;05115-a-3
05118;a;1;18.18;1;05118-a-1
05118;a;2;5.82;1;05118-a-2
05118;a;3;8.33;1;05118-a-3
05123;a;1;8.62;1;05123-a-1
05123;a;3;8.75;1;05123-a-3
05123;m;7;5.13;1;05123-m-7
05124;a;2;13.57;1;05124-a-2
05132;a;1;18.5;3;05132-a-1
05132;a;2;17.42;1;05132-a-2
05132;a;3;8.79;5;05132-a-3
05133;a;2;7.83;1;05133-a-2
05133;a;4;14.16;1;05133-a-4
05133;a;6;5.0;1;05133-a-6
05136;m;5;10.67;1;05136-m-5
05145;m;3;8.67;1;05145-m-3
05156;a;2;13.81;1;05156-a-2
05161;a;1;16.93;1;05161-a-1
05161;a;3;10.32;1;05161-a-3
05162;a;2;13.16;5;05162-a-2
05162;a;3;8.690000000000001;2;05162-a-3
05162;a;4;7.66;1;05162-a-4
05162;m;4;6.36;1;05162-m-4
05164;a;2;15.36;1;05164-a-2
05166;a;2;10.065000000000001;4;05166-a-2
05166;a;3;9.45;1;05166-a-3
05166;a;4;8.46;3;05166-a-4
05167;m;2;6.82;1;05167-m-2
05167;m;3;5.91;1;05167-m-3
05168;a;2;11.0;1;05168-a-2
05168;m;3;9.21;1;05168-m-3
05170;a;1;11.350000000000001;4;05170-a-1
05170;a;2;9.45;8;05170-a-2
05170;a;3;8.865;6;05170-a-3
05174;a;1;17.53;1;05174-a-1
05174;a;2;16.21;1;05174-a-2
05174;a;4;7.08;2;05174-a-4
05174;a;5;6.37;1;05174-a-5
05176;a;4;9.81;1;05176-a-4
05177;a;2;13.75;1;05177-a-2
05179;a;2;12.03;6;05179-a-2
05179;a;3;8.095;6;05179-a-3
05179;a;4;7.8100000000000005;2;05179-a-4
05181;a;2;10.45;1;05181-a-2
05183;a;3;12.55;1;05183-a-3
06004;a;1;23.06;327;06004-a-1
06004;a;2;18.86;433;06004-a-2
06004;a;3;16.97;244;06004-a-3
06004;a;4;16.5;51;06004-a-4
06004;a;5;16.615000000000002;8;06004-a-5
06004;a;6;28.73;2;06004-a-6
06004;l;1;15.03;1;06004-l-1
06004;l;4;9.15;1;06004-l-4
06004;m;1;21.88;1;06004-m-1
06004;m;2;15.83;1;06004-m-2
06004;m;3;17.37;13;06004-m-3
06004;m;4;16.16;13;06004-m-4
06004;m;5;18.21;6;06004-m-5
06004;m;6;18.405;6;06004-m-6
06004;m;7;2.88;1;06004-m-7
06004;m;8;21.05;1;06004-m-8
06006;a;2;16.5;2;06006-a-2
06006;a;3;13.88;1;06006-a-3
06006;m;2;15.0;1;06006-m-2
06006;m;5;18.5;1;06006-m-5
06007;a;2;23.64;1;06007-a-2
06007;a;3;15.355;2;06007-a-3
06007;m;4;13.5;1;06007-m-4
06007;m;5;11.49;2;06007-m-5
06010;a;1;20.47;2;06010-a-1
06010;a;2;15.434999999999999;2;06010-a-2
06010;a;3;13.165;2;06010-a-3
06010;a;5;12.05;1;06010-a-5
06010;m;4;13.04;1;06010-m-4
06010;m;5;12.05;1;06010-m-5
06011;a;1;26.855;4;06011-a-1
06011;a;2;24.44;11;06011-a-2
06011;a;3;20.0;7;06011-a-3
06011;m;4;65.93;1;06011-m-4
06011;m;5;60.44;1;06011-m-5
06012;a;1;32.61;41;06012-a-1
06012;a;2;28.26;78;06012-a-2
06012;a;3;23.81;31;06012-a-3
06012;a;4;23.685000000000002;4;06012-a-4
06012;m;3;40.5;2;06012-m-3
06012;m;5;37.335;2;06012-m-5
06012;m;6;26.5;1;06012-m-6
06013;a;1;10.0;3;06013-a-1
06013;a;2;11.52;1;06013-a-2
06014;a;3;12.205;2;06014-a-3
06014;m;5;12.5;1;06014-m-5
06015;a;1;19.35;1;06015-a-1
06015;a;2;13.55;1;06015-a-2
06015;a;5;11.46;1;06015-a-5
06015;m;2;14.045;2;06015-m-2
06015;m;4;9.54;2;06015-m-4
06017;m;2;10.25;1;06017-m-2
06018;a;1;20.0;11;06018-a-1
06018;a;2;18.4;13;06018-a-2
06018;a;3;17.73;2;06018-a-3
06018;a;5;17.39;1;06018-a-5
06018;m;2;13.0;3;06018-m-2
06018;m;3;21.59;5;06018-m-3
06018;m;4;18.93;5;06018-m-4
06018;m;5;18.86;3;06018-m-5
06018;m;6;16.83;7;06018-m-6
06018;m;7;12.5;1;06018-m-7
06018;m;8;14.415;2;06018-m-8
06019;a;1;18.14;3;06019-a-1
06019;m;5;10.16;1;06019-m-5
06020;a;2;11.67;2;06020-a-2
06020;a;3;9.07;1;06020-a-3
06021;a;2;12.43;2;06021-a-2
06021;m;2;10.47;1;06021-m-2
06021;m;3;12.48;1;06021-m-3
06023;a;2;11.975;2;06023-a-2
06025;a;2;16.735;4;06025-a-2
