DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
45;45001;pr;a;m;v;5;C;200.5;307000.0;1530.84;;;0.0;0.0;1.0;2
45;45002;pr;a;m;v;3;0;75.0;64303.0;857.37;;;0.0;0.0;1.0;1
45;45002;pr;a;m;v;4;0;79.0;80000.0;1012.66;;;0.0;0.0;1.0;1
45;45002;pr;a;m;v;4;G;65.0;81000.0;1246.15;;;0.0;0.0;1.0;1
45;45002;pr;a;m;v;4;VI;89.0;75600.0;849.44;;;0.0;1.0;0.0;1
45;45002;pr;a;m;v;5;F;105.0;99000.0;942.86;;;0.0;0.0;1.0;1
45;45002;pr;a;m;v;5;VI;146.0;88500.0;606.16;;;0.0;1.0;0.0;1
45;45002;pr;a;m;v;6;0;123.0;135000.0;1097.56;;;0.0;0.0;2.0;1
45;45002;pr;a;m;v;6;D;133.0;149000.0;1120.3;;;0.0;0.0;2.0;1
45;45004;pr;a;a;v;1;F;26.0;49500.0;1903.85;14.04;0.088;0.0;0.0;0.0;1
45;45004;pr;a;a;v;4;E;81.0;71500.0;882.72;;;0.0;0.0;1.0;1
45;45004;pr;a;a;v;4;VI;96.0;152680.0;1590.42;;;0.0;2.0;0.0;1
45;45004;pr;a;a;v;5;C;105.0;82500.0;785.71;;;0.0;0.0;0.0;1
45;45004;pr;a;m;v;10;C;215.0;294000.0;1367.44;;;0.0;0.0;2.0;1
45;45004;pr;a;m;v;11;E;320.0;580000.0;1812.5;;;0.0;0.0;4.0;1
45;45004;pr;a;m;v;2;0;45.0;66000.0;1466.67;;;0.0;1.0;0.0;1
45;45004;pr;a;m;v;3;0;72.0;75000.0;1041.67;11.7;0.176;0.0;0.33;0.33;3
45;45004;pr;a;m;v;3;D;68.0;136000.0;2106.76;11.7;0.068;0.0;0.5;0.0;4
45;45004;pr;a;m;v;3;F;71.0;105840.0;1490.7;11.7;0.094;0.0;0.0;1.0;1
45;45004;pr;a;m;v;3;G;55.0;110000.0;2000.0;11.7;0.077;0.0;0.33;0.33;3
45;45004;pr;a;m;v;4;0;86.5;184500.0;2129.38;9.49;0.064;0.0;0.75;0.5;4
45;45004;pr;a;m;v;4;C;93.5;207700.0;2171.43;9.49;0.053;0.0;0.0;0.5;2
45;45004;pr;a;m;v;4;D;82.5;155000.0;2037.59;9.49;0.056;0.0;0.5;0.5;4
45;45004;pr;a;m;v;4;E;77.0;124000.0;1842.78;9.49;0.064;0.0;0.0;1.0;3
45;45004;pr;a;m;v;4;F;75.5;160000.0;2119.3;9.49;0.054;0.0;0.0;1.0;2
45;45004;pr;a;m;v;4;G;112.0;83000.0;741.07;9.49;0.154;0.0;1.0;0.0;1
45;45004;pr;a;m;v;4;NS;118.0;93500.0;792.37;9.49;0.144;0.0;0.0;0.0;1
45;45004;pr;a;m;v;5;0;91.0;139500.0;1532.97;8.45;0.066;1.0;1.0;0.0;1
45;45004;pr;a;m;v;5;C;128.5;238000.0;1881.7;8.45;0.054;0.0;0.5;1.0;2
45;45004;pr;a;m;v;5;D;127.5;275000.0;2076.19;8.45;0.052;0.0;0.0;0.0;2
45;45004;pr;a;m;v;5;E;111.0;171500.0;1441.44;8.45;0.07;0.0;0.4;0.4;5
45;45004;pr;a;m;v;5;F;105.0;154000.0;1466.67;8.45;0.066;0.0;0.67;0.33;3
45;45004;pr;a;m;v;5;VI;109.0;149000.0;1515.0;8.45;0.068;0.0;0.67;1.0;3
45;45004;pr;a;m;v;6;0;166.0;179000.0;1078.31;7.96;0.089;0.0;0.0;0.0;1
45;45004;pr;a;m;v;6;B;122.0;240000.0;1967.21;7.96;0.049;0.0;1.0;1.0;1
45;45004;pr;a;m;v;6;C;130.0;189990.0;1461.46;7.96;0.065;0.0;1.0;1.0;1
45;45004;pr;a;m;v;6;D;138.5;189000.0;1493.67;7.96;0.069;0.0;0.5;0.33;6
45;45004;pr;a;m;v;7;0;133.0;245000.0;1842.11;;;0.0;1.0;1.0;1
45;45004;pr;a;m;v;7;A;153.0;254600.0;1664.05;;;0.0;0.0;1.0;1
45;45004;pr;a;m;v;7;C;212.0;280000.0;1320.75;;;0.67;0.67;1.67;3
45;45004;pr;a;m;v;7;E;138.0;255000.0;1875.0;;;0.0;0.8;0.8;5
45;45004;pr;a;m;v;7;VI;204.0;280000.0;1372.55;;;0.0;2.0;1.0;1
45;45004;pr;a;m;v;8;0;200.5;185000.0;922.7;;;0.0;0.0;1.0;2
45;45004;pr;a;m;v;9;C;279.0;380000.0;1362.01;;;0.0;0.0;3.0;1
45;45004;pr;a;m;v;9;D;375.0;295000.0;786.67;;;0.0;1.0;1.0;1
45;45004;pr;a;m;vp;13;B;346.0;363000.0;1049.13;;;0.0;0.0;1.0;1
45;45004;pr;cm;mn;v;3;0;63.0;132429.0;2102.05;11.7;0.067;0.0;1.0;0.0;1
45;45004;pr;cm;mn;v;4;0;90.0;161491.0;1913.51;9.49;0.062;0.0;0.78;0.0;9
45;45004;pr;cm;mn;v;5;0;104.5;179747.0;1773.44;8.45;0.057;0.0;0.75;0.0;12
45;45004;pr;m;m;v;13;B;346.0;363000.0;1049.13;;;0.0;0.0;1.0;1
45;45004;pr;m;m;v;3;D;66.5;143500.0;2157.94;11.7;0.065;0.0;0.5;0.0;2
45;45004;pr;m;m;v;3;F;79.0;140000.0;1772.15;11.7;0.079;0.0;1.0;0.0;1
45;45004;pr;m;m;v;3;G;55.0;110000.0;2000.0;11.7;0.07;0.0;1.0;0.0;1
45;45004;pr;m;m;v;3;NS;140.0;70000.0;500.0;11.7;0.281;0.0;0.0;0.0;1
45;45004;pr;m;m;v;3;VI;60.0;148000.0;2466.67;11.7;0.057;0.0;0.0;0.0;1
45;45004;pr;m;m;v;4;C;110.0;270000.0;2454.55;9.49;0.046;0.0;1.0;0.0;1
45;45004;pr;m;m;v;4;D;78.0;189950.0;2408.69;9.49;0.048;0.0;0.5;0.0;2
45;45004;pr;m;m;v;4;E;104.0;160000.0;1538.46;9.49;0.074;0.0;1.0;0.0;1
45;45004;pr;m;m;v;4;F;75.5;160000.0;2119.3;9.49;0.054;0.0;0.0;1.0;2
45;45004;pr;m;m;v;5;B;90.0;135000.0;1500.0;8.45;0.068;0.0;0.0;0.0;1
45;45004;pr;m;m;v;5;D;110.0;190000.0;1727.27;8.45;0.053;0.0;0.33;0.0;3
45;45004;pr;m;m;v;5;E;135.0;155000.0;1148.15;8.45;0.088;0.0;0.0;0.0;1
45;45004;pr;m;m;v;5;F;86.0;141500.0;1651.24;8.45;0.063;0.0;0.0;0.5;2
45;45004;pr;m;m;v;6;D;121.0;201500.0;1668.79;7.96;0.057;0.0;0.0;0.0;2
45;45004;pr;m;m;v;6;E;227.0;260000.0;1145.37;7.96;0.083;0.0;0.0;0.0;1
45;45004;pr;m;m;v;7;D;201.0;239000.0;1189.05;;;1.0;0.0;0.0;1
45;45004;pr;m;m;v;7;E;136.5;237000.0;1737.93;;;0.0;0.5;0.5;2
45;45004;pr;m;m;v;8;D;200.0;214000.0;1070.0;;;0.0;2.0;2.0;1
45;45004;pr;m;m;v;9;D;375.0;295000.0;786.67;;;0.0;0.0;0.0;1
45;45005;pr;a;m;v;6;B;119.0;228000.0;1915.97;;;0.0;1.0;1.0;2
45;45006;pr;a;m;v;2;E;38.0;109000.0;2868.42;13.12;0.055;0.0;0.0;1.0;1
45;45006;pr;a;m;v;4;C;87.0;138500.0;1591.95;;;0.0;0.0;1.0;1
45;45006;pr;a;m;v;6;B;200.0;549000.0;2745.0;7.17;0.031;0.0;0.0;0.0;1
45;45006;pr;a;m;v;6;D;153.0;503500.0;3290.85;7.17;0.026;0.0;1.0;3.0;1
45;45006;pr;a;m;v;6;F;144.0;290750.0;2019.1;7.17;0.043;1.0;2.0;1.0;1
45;45006;pr;a;m;v;6;NS;220.0;483000.0;2195.45;7.17;0.039;1.0;1.0;1.0;1
45;45006;pr;a;m;v;7;C;220.0;486800.0;2212.73;;;0.0;0.0;1.0;1
45;45006;pr;a;m;v;7;D;245.0;720000.0;2938.78;;;1.0;1.0;1.0;1
45;45008;pr;a;a;v;3;E;63.0;90000.0;1428.57;;;0.0;1.0;0.0;1
45;45008;pr;a;m;v;2;0;98.0;54990.0;561.12;;;0.0;1.0;0.0;1
