type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;mn;v;91490;;0;90;450.0;5;214760;124760.0;90000.0;0;0;0;0;0;;48.43423;2.44403;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91408;0000;914080000;Z;91
pr;mn;v;91540;;0;135;765.0;5;489800;250000.0;239800.0;0;0;2;0;0;;48.56036;2.43319;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91386;0103;913860103;H;91
pr;mn;v;91540;;0;90;400.0;5;284500;154500.0;130000.0;0;0;0;0;0;;48.56036;2.43319;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91386;0103;913860103;H;91
pr;mn;v;91540;;0;95;530.0;5;329900;180900.0;149000.0;0;0;2;0;0;;48.56036;2.43319;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91386;0103;913860103;H;91
pr;mn;v;91540;;0;104;774.0;6;364900;134900.0;230000.0;0;0;1;0;0;;48.56036;2.43319;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91386;0103;913860103;H;91
pr;m;v;91590;;0;83;;4;289000;;;0;0;0;0;0;;48.47831;2.34543;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;91232;0000;912320000;Z;91
pr;mn;v;91590;;0;90;430.0;6;232855;112855.0;120000.0;0;0;0;0;0;;48.4815;2.35921;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91232;0000;912320000;Z;91
pr;a;l;91100;;0;45;;2;500;;;0;0;0;0;0;;48.59072;2.46937;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;91174;0301;911740301;H;91
pr;a;l;91100;;0;38;;2;500;;;0;0;0;0;0;;48.59157;2.46864;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;91174;0301;911740301;H;91
pr;m;v;91100;;0;80;;4;160000;;;670;0;0;0;0;;48.58696;2.47248;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;91174;0301;911740301;H;91
pr;mn;v;91640;;0;110;300.0;6;300900;174900.0;126000.0;0;0;2;0;0;;48.63024;2.12882;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91111;0000;911110000;Z;91
pr;mn;v;91130;;0;87;250.0;4;294900;135900.0;159000.0;0;0;1;0;0;;48.6447;2.41117;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91521;0108;915210108;H;91
pr;mn;v;91130;;0;96;250.0;5;283900;124900.0;159000.0;0;0;1;0;0;;48.6447;2.41117;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91521;0108;915210108;H;91
pr;mn;v;91130;;0;103;400.0;6;320000;160000.0;160000.0;0;0;0;0;0;;48.6447;2.41117;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91521;0108;915210108;H;91
pr;mn;v;91640;;0;87;330.0;4;343900;165900.0;178000.0;0;0;1;0;0;;48.63024;2.12882;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91111;0000;911110000;Z;91
pr;mn;v;91640;;0;90;278.0;5;225100;114600.0;110500.0;0;0;0;0;0;;48.63024;2.12882;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91111;0000;911110000;Z;91
pr;mn;v;91460;;0;130;691.0;7;414920;225920.0;189000.0;0;0;0;0;0;;48.65065;2.2079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91363;0101;913630101;H;91
pr;mn;v;91460;;0;96;691.0;5;339357;150357.0;189000.0;0;0;0;0;0;;48.65065;2.2079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91363;0101;913630101;H;91
pr;mn;v;91460;;0;167;1100.0;6;499647;259647.0;240000.0;0;0;0;0;0;;48.65065;2.2079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91363;0101;913630101;H;91
pr;mn;v;91460;;0;110;1100.0;6;420847;180847.0;240000.0;0;0;0;0;0;;48.65065;2.2079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91363;0101;913630101;H;91
pr;mn;v;91460;;0;85;550.0;5;299000;114000.0;185000.0;0;0;1;0;0;;48.65065;2.2079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91363;0101;913630101;H;91
pr;mn;v;91460;;0;95;500.0;5;321900;171900.0;150000.0;0;0;2;0;0;;48.65065;2.2079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91363;0101;913630101;H;91
pr;mn;v;91460;;0;116;1080.0;6;396311;178311.0;218000.0;0;0;0;0;0;;48.65065;2.2079;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;91363;0101;913630101;H;91
