type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;0;57;;2;420;;;0;0;0;1;F;402;48.39076;-4.48216;0;4.0;;;;0;G;1955.0;;;;;;;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;29019;0138;290190138;H;29;53
pr;a;l;0;93;;4;930;;;0;1;1;0;D;175;48.39209;-4.4804;0;7.0;;;True;0;E;;1.0;;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;29019;0139;290190139;H;29;53
pr;a;l;0;34;;2;385;;;0;0;0;1;F;368.0;48.39211;-4.47621;0;2.0;;;;0;C;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;29019;0139;290190139;H;29;53
pr;a;l;0;115;;6;800;;;0;0;0;0;C;91;48.37642;-4.53844;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;29019;0104;290190104;H;29;53
pr;a;l;0;57;;3;490;;;0;0;0;1;E;316;48.38329;-4.50429;0;4.0;;;True;0;F;;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;29019;0119;290190119;H;29;53
pr;a;l;0;43;;2;400;;;0;0;0;0;A;;48.38868;-4.49304;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;29019;0124;290190124;H;29;53
pr;a;l;0;43;;2;455;;;0;0;1;0;B;55.7;48.37849;-4.50999;0;0.0;;0.0;;0;C;;1.0;0.0;;False;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;29019;0106;290190106;H;29;53
pr;a;l;2;80;;4;540;;;0;0;0;1;D;160.7;48.39747;-4.47351;0;;;;;0;E;;;;;True;;False;;;Gaz;;Individuel;a;n;a;2020-04;29019;0142;290190142;H;29;53
pr;a;l;0;50;;2;509;;;0;0;1;0;F;345;48.40014;-4.47868;0;3.0;;;;0;F;;;;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;29019;0141;290190141;H;29;53
pr;a;l;2;68;;3;715;;;0;0;0;1;E;250.0;48.39943;-4.47663;0;3.0;;;;0;D;;;;;;;;;;;;Individuel;a;n;a;2020-04;29019;0141;290190141;H;29;53
pr;a;l;0;43;;2;470;;;0;0;1;0;E;266;48.39691;-4.47667;0;4.0;;;;Sud-Ouest;C;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;29019;0141;290190141;H;29;53
pr;a;l;0;38;;2;425;;;0;0;1;0;E;244;48.39786;-4.47888;0;3.0;;;True;0;C;1930.0;1.0;;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;29019;0141;290190141;H;29;53
pr;a;l;1;28;;2;344;;;0;0;1;0;E;244.0;48.39893;-4.46479;0;4.0;;1.0;True;0;B;;;;;True;;False;;;Électrique;;;a;n;a;2020-04;29019;0148;290190148;H;29;53
pr;a;l;0;23;;1;305;;;0;0;1;0;0;;48.40543;-4.47833;0;3.0;;;;0;;;;;;False;;False;;;Électrique;;;a;n;a;2020-04;29019;0137;290190137;H;29;53
pr;a;l;0;30;;2;460;;;0;0;0;1;E;255;48.40037;-4.48328;0;2.0;;1.0;;0;C;1990.0;;;;;;;;;Électrique;;Individuel;a;n;a;2020-04;29019;0136;290190136;H;29;53
pr;a;l;1;22;;1;368;;;0;0;1;0;D;183.0;48.3997;-4.48566;0;2.0;;0.0;;0;B;;0.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;29019;0136;290190136;H;29;53
pr;a;l;3;47;;2;479;;;0;1;1;0;A;50.0;48.38662;-4.52769;0;6.0;;;;0;B;2016.0;;;;;;True;;;;;;a;n;a;2020-04;29019;0110;290190110;H;29;53
pr;a;l;1;22;;1;375;;;0;0;0;0;G;557.0;48.38559;-4.49933;0;;;;;0;D;;;;;False;;False;;;;;;a;n;a;2020-04;29019;0116;290190116;H;29;53
pr;a;l;2;48;;2;480;;;0;0;1;0;0;;48.38712;-4.502;0;0.0;;0.0;;0;;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;29019;0116;290190116;H;29;53
pr;a;l;0;37;;2;415;;;0;0;1;0;VI;;48.38472;-4.49966;0;4.0;;;;Sud-Ouest;G;;1.0;;;;;False;;;Électrique;;Individuel;a;n;a;2020-04;29019;0116;290190116;H;29;53
pr;a;l;4;65;;3;623;;;0;2;0;1;D;225;48.40098;-4.47011;0;;;0.0;;Sud-Ouest;B;;;0.0;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;29019;0152;290190152;H;29;53
pr;a;l;1;99;;5;750;;;0;1;1;1;D;170;48.40116;-4.47037;0;;;0.0;;Sud-Ouest;B;;;1.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;29019;0152;290190152;H;29;53
pr;a;l;1;43;;2;438;;;0;1;1;0;B;64.0;48.39979;-4.49261;0;3.0;;;;0;C;1915.0;;;;;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;29019;0164;290190164;H;29;53
pr;a;l;0;57;;3;440;;;0;0;0;1;D;226;48.39962;-4.51228;0;8.0;;;;0;E;1974.0;1.0;;;False;;True;;;Gaz;Radiateur;Individuel;a;n;a;2020-04;29019;0126;290190126;H;29;53
pr;a;l;4;80;;3;300;;;0;0;0;1;D;170.0;48.40101;-4.50867;0;4.0;;;;0;E;;;;;;;;;;;;Individuel;a;n;a;2020-04;29019;0127;290190127;H;29;53
pr;a;l;3;61;;3;626;;;0;1;0;1;B;80.0;48.39054;-4.50164;0;7.0;;;;0;C;2017.0;;;;;;False;;;;Radiateur;Collectif;a;n;a;2020-04;29019;0120;290190120;A;29;53
pr;a;l;7;63;;3;691;;;0;0;0;1;0;;48.39054;-4.50164;0;7.0;;;;0;;2017.0;;1.0;;;;True;;;;Radiateur;Collectif;a;n;a;2020-04;29019;0120;290190120;A;29;53
pr;a;l;0;36;;2;480;;;0;0;1;0;D;215;48.38275;-4.51981;0;2.0;;;;Ouest;B;;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;29019;0107;290190107;H;29;53
