REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
28.0;14;14012;pr;a;m;l;5;E;155.0;1250.0;0.0;1.0;1.0;1
28.0;14;14014;pr;a;m;l;5;D;85.0;780.0;0.0;0.0;1.0;1
28.0;14;14014;pr;a;m;l;7;B;139.0;1200.0;0.0;1.0;1.0;1
28.0;14;14020;pr;a;m;l;3;0;58.0;500.0;0.0;0.0;0.0;1
28.0;14;14020;pr;a;m;l;4;A;81.0;600.0;0.0;0.0;0.0;1
28.0;14;14021;pr;a;a;l;2;F;42.0;4200.0;0.0;0.0;1.0;1
28.0;14;14027;pr;a;a;l;3;D;56.0;330.0;0.0;0.0;0.0;1
28.0;14;14027;pr;a;a;l;4;D;84.0;423.0;0.0;0.0;0.0;1
28.0;14;14027;pr;a;a;l;5;D;80.0;413.0;0.0;0.0;0.0;1
28.0;14;14027;pr;a;m;l;4;0;80.0;750.0;0.0;0.0;1.0;1
28.0;14;14027;pr;a;m;l;4;C;86.5;603.5;0.0;0.0;0.0;2
28.0;14;14027;pr;a;m;l;4;D;80.0;607.0;0.0;0.0;0.0;1
28.0;14;14027;pr;a;m;l;5;C;94.0;595.0;0.0;0.0;0.0;1
28.0;14;14030;pr;a;m;l;4;E;81.0;820.5;0.0;0.0;1.0;2
28.0;14;14030;pr;a;m;l;5;C;116.0;1000.0;0.0;0.0;1.0;1
28.0;14;14030;pr;a;m;l;5;D;80.0;795.0;0.0;0.0;1.0;1
28.0;14;14030;pr;a;m;l;6;VI;126.0;1090.0;0.0;0.0;2.0;1
28.0;14;14039;pr;a;m;l;5;VI;158.0;712.0;0.0;0.0;0.0;1
28.0;14;14046;pr;a;m;l;7;A;145.0;1200.0;0.0;1.0;1.0;1
28.0;14;14047;pr;a;a;l;1;C;32.0;410.0;0.0;0.0;0.0;1
28.0;14;14047;pr;a;a;l;1;D;20.5;297.5;0.0;1.0;0.0;2
28.0;14;14047;pr;a;a;l;1;E;26.0;345.0;0.0;0.4;0.6;5
28.0;14;14047;pr;a;a;l;1;F;26.5;337.5;0.0;0.5;0.5;2
28.0;14;14047;pr;a;a;l;1;G;28.0;350.0;0.0;0.0;1.0;1
28.0;14;14047;pr;a;a;l;2;0;52.5;502.5;0.25;0.75;0.25;4
28.0;14;14047;pr;a;a;l;2;C;79.0;640.0;0.0;0.0;1.0;1
28.0;14;14047;pr;a;a;l;2;D;46.0;415.0;0.0;0.0;0.5;2
28.0;14;14047;pr;a;a;l;2;E;45.0;475.0;0.09;0.64;0.27;11
28.0;14;14047;pr;a;a;l;2;F;38.0;435.0;0.0;0.33;0.33;3
28.0;14;14047;pr;a;a;l;3;0;59.0;630.0;0.0;0.33;0.67;3
28.0;14;14047;pr;a;a;l;3;D;64.5;660.0;0.0;0.0;1.0;2
28.0;14;14047;pr;a;a;l;3;E;67.5;607.5;0.0;0.4;0.5;10
28.0;14;14047;pr;a;a;l;3;F;64.0;630.0;0.0;0.0;0.33;3
28.0;14;14047;pr;a;a;l;4;C;85.0;602.5;0.0;1.0;1.0;2
28.0;14;14047;pr;a;a;l;4;E;73.0;640.0;0.0;1.0;0.0;1
28.0;14;14047;pr;a;a;l;5;D;70.0;750.0;0.0;1.0;1.0;1
28.0;14;14047;pr;a;m;l;4;C;75.0;680.0;0.0;0.0;1.0;1
28.0;14;14047;pr;a;m;l;6;VI;96.0;860.0;0.0;0.0;0.0;1
28.0;14;14055;pr;a;a;l;3;E;42.0;650.0;0.0;0.0;1.0;1
28.0;14;14055;pr;a;m;l;5;0;125.0;900.0;0.0;0.0;0.0;1
28.0;14;14059;pr;a;a;l;1;D;21.0;395.0;0.0;1.0;0.0;1
28.0;14;14059;pr;a;a;l;1;F;26.0;490.0;0.0;0.0;1.0;1
28.0;14;14059;pr;a;a;l;2;0;50.0;600.0;1.0;0.0;0.0;1
28.0;14;14059;pr;a;a;l;2;D;32.0;600.0;0.0;0.0;0.0;1
28.0;14;14060;pa;a;m;l;2;0;60.0;770.0;0.0;0.0;0.0;1
28.0;14;14061;pa;a;m;l;4;E;84.0;430.0;0.0;0.0;1.0;1
28.0;14;14061;pr;a;m;l;4;D;91.0;560.0;0.0;0.0;1.0;1
28.0;14;14061;pr;a;m;l;5;C;183.0;780.0;0.0;1.0;1.0;1
28.0;14;14061;pr;a;m;l;5;VI;117.0;775.0;0.0;0.5;0.5;2
28.0;14;14066;pr;a;m;l;5;E;70.0;780.0;0.0;0.0;1.0;1
28.0;14;14066;pr;a;m;l;6;F;90.0;815.0;0.0;0.0;0.0;1
28.0;14;14068;pr;a;a;l;2;B;51.0;520.0;0.0;1.0;0.0;1
28.0;14;14068;pr;a;a;l;4;0;88.0;807.5;0.0;0.0;0.0;2
28.0;14;14068;pr;a;m;l;4;NS;94.0;950.0;0.0;0.0;0.0;1
28.0;14;14068;pr;a;m;l;5;0;97.0;825.0;0.0;1.0;1.0;1
28.0;14;14068;pr;a;m;l;6;B;108.0;915.0;0.0;0.0;1.0;2
28.0;14;14068;pr;a;m;l;6;E;160.0;1115.0;0.0;0.0;1.0;1
28.0;14;14076;pa;a;a;l;2;C;42.0;590.0;0.0;1.0;1.0;1
28.0;14;14076;pr;a;a;l;2;B;44.0;500.0;0.0;0.8;0.0;5
28.0;14;14076;pr;a;a;l;2;C;42.0;500.0;1.0;1.0;0.0;1
28.0;14;14076;pr;a;a;l;2;D;41.0;539.5;0.0;0.0;1.0;2
28.0;14;14076;pr;a;a;l;2;F;49.0;518.0;0.0;0.0;1.0;1
28.0;14;14076;pr;a;a;l;3;0;63.0;665.0;1.0;0.0;1.0;1
28.0;14;14076;pr;a;a;l;3;A;63.0;664.0;0.0;0.0;0.0;1
28.0;14;14076;pr;a;a;l;3;B;57.0;598.0;0.0;0.5;0.25;4
28.0;14;14076;pr;a;a;l;3;D;65.0;682.0;0.5;0.0;1.0;2
28.0;14;14076;pr;a;a;l;3;E;37.0;516.0;1.0;0.0;1.0;1
28.0;14;14076;pr;a;a;l;3;F;57.0;500.0;0.0;0.0;0.0;1
28.0;14;14076;pr;a;a;l;5;C;84.0;578.0;0.0;0.0;0.0;1
28.0;14;14076;pr;a;m;l;6;C;141.0;1150.0;0.0;1.0;1.0;1
28.0;14;14077;pa;a;m;l;7;C;150.0;970.0;0.0;1.0;1.0;1
28.0;14;14079;pa;a;a;l;2;E;31.0;480.0;1.0;0.0;1.0;1
28.0;14;14079;pr;a;a;l;1;0;19.0;370.0;2.0;1.0;0.0;1
28.0;14;14079;pr;a;a;l;1;F;21.0;400.0;1.0;0.0;1.0;1
28.0;14;14079;pr;a;a;l;2;0;33.0;450.0;1.0;0.0;1.0;1
28.0;14;14079;pr;a;a;l;2;F;27.5;477.5;0.0;1.0;0.0;2
28.0;14;14085;pr;a;m;l;3;E;44.0;495.0;0.0;0.0;1.0;1
28.0;14;14086;pr;a;a;l;2;E;41.0;502.5;0.5;0.5;0.5;2
28.0;14;14088;pr;a;m;l;5;D;82.0;800.0;0.0;0.5;0.0;2
28.0;14;14092;pr;a;m;l;4;B;100.0;850.0;0.0;0.0;0.0;1
28.0;14;14098;pa;a;m;l;6;C;150.0;1000.0;0.0;0.0;1.0;1
28.0;14;14098;pr;a;m;l;6;E;135.0;1020.0;0.0;1.0;1.0;1
28.0;14;14100;pr;a;m;l;3;E;60.0;700.0;0.0;1.0;0.0;1
28.0;14;14101;pr;a;a;l;2;0;39.0;543.0;1.0;1.0;0.0;1
28.0;14;14101;pr;a;a;l;2;B;41.0;521.0;1.0;1.0;0.0;1
28.0;14;14101;pr;a;a;l;2;D;33.0;406.0;0.0;0.0;1.0;1
28.0;14;14101;pr;a;a;l;2;E;43.0;479.0;0.0;0.0;1.0;1
28.0;14;14101;pr;a;a;l;2;F;43.0;593.0;0.0;0.0;0.67;3
28.0;14;14101;pr;a;a;l;3;B;61.0;684.0;0.0;0.33;0.33;3
28.0;14;14101;pr;a;a;l;3;E;58.0;545.0;0.0;0.0;0.0;1
28.0;14;14101;pr;a;a;l;3;F;43.0;590.0;0.0;1.0;0.0;1
28.0;14;14101;pr;a;a;l;4;D;97.0;944.0;0.0;1.0;1.0;1
28.0;14;14101;pr;a;a;l;4;E;59.0;728.0;0.0;0.0;1.0;1
28.0;14;14101;pr;a;m;l;4;D;90.0;850.0;0.0;0.0;0.0;1
28.0;14;14101;pr;a;m;l;5;C;137.0;1070.0;0.0;1.0;1.0;1
28.0;14;14101;pr;a;m;l;5;D;105.0;850.0;0.0;0.0;1.0;1
28.0;14;14101;pr;a;m;l;6;E;88.0;850.0;0.0;1.0;0.0;1
28.0;14;14102;pr;a;m;l;6;D;85.0;890.0;0.0;0.0;2.0;1
28.0;14;14117;pa;a;a;l;2;0;35.0;595.0;1.0;0.0;1.0;1
28.0;14;14117;pr;a;a;l;1;0;38.0;417.0;1.0;1.0;1.0;1
28.0;14;14117;pr;a;a;l;1;E;22.0;420.0;0.5;0.5;0.5;2
28.0;14;14117;pr;a;a;l;1;F;23.0;360.0;0.0;1.0;0.0;1
28.0;14;14117;pr;a;a;l;1;NS;37.0;472.0;0.0;0.0;1.0;1
28.0;14;14117;pr;a;a;l;2;0;41.0;444.0;1.0;1.0;0.0;1
28.0;14;14117;pr;a;a;l;2;B;44.0;720.0;1.0;1.0;0.0;1
28.0;14;14117;pr;a;a;l;2;D;31.0;499.0;1.0;0.0;1.0;1
28.0;14;14117;pr;a;a;l;2;E;28.0;480.0;0.29;0.14;0.86;7
28.0;14;14117;pr;a;a;l;2;F;28.0;460.0;0.4;0.2;0.8;5
28.0;14;14117;pr;a;a;l;2;G;29.0;420.0;0.33;0.0;1.0;3
28.0;14;14117;pr;a;a;l;2;NS;44.0;532.0;0.0;0.8;0.2;5
28.0;14;14117;pr;a;a;l;3;0;62.0;593.0;1.0;1.0;0.0;1
28.0;14;14117;pr;a;a;l;3;E;55.5;627.5;0.0;0.0;1.0;2
28.0;14;14117;pr;a;a;l;3;F;44.0;548.0;0.0;0.0;1.0;1
28.0;14;14117;pr;a;a;l;3;NS;65.0;667.5;0.0;0.0;1.0;2
28.0;14;14118;pa;a;a;l;1;0;24.0;430.0;0.0;0.29;0.43;7
28.0;14;14118;pa;a;a;l;1;C;25.0;400.0;0.0;0.0;0.0;1
28.0;14;14118;pa;a;a;l;1;D;35.0;570.0;1.0;0.0;0.0;1
28.0;14;14118;pa;a;a;l;2;0;46.5;582.5;0.33;0.17;0.67;12
28.0;14;14118;pa;a;a;l;2;A;35.0;520.0;0.0;1.0;0.0;1
28.0;14;14118;pa;a;a;l;2;B;31.0;595.0;0.0;0.0;1.0;1
28.0;14;14118;pa;a;a;l;2;C;53.5;724.5;0.0;0.0;1.0;4
28.0;14;14118;pa;a;a;l;2;D;40.5;400.0;0.25;0.25;0.75;4
28.0;14;14118;pa;a;a;l;2;E;50.0;690.0;0.33;0.33;0.67;3
28.0;14;14118;pa;a;a;l;2;F;37.0;555.0;0.0;0.0;0.0;1
