type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;14100;;0;80;500.0;4;160000;;;0;0;1;0;0;;49.14527;0.1956;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14574;0000;145740000;Z;14;;;;;;;2000.0
pr;a;v;14800;;0;60;;3;270000;;;1155;0;0;0;B;55;49.35398;0.07512;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;14220;0000;142200000;Z;14;16.265;6.0;0.043;16.265;6.0;0.043;4500.0
pr;m;v;14800;;0;88;;4;690000;;;0;0;0;0;0;;49.36047;0.08255;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;14220;0000;142200000;Z;14;16.34;3.0;0.025;16.34;3.0;0.025;7840.91
pr;a;v;14800;;0;45;;2;190000;;;825;0;0;0;B;55;49.35398;0.07512;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;14220;0000;142200000;Z;14;18.75;29.0;0.053;18.75;29.0;0.053;4222.22
pr;mn;v;14100;;0;80;;5;140000;;;0;0;0;0;0;;49.1481;0.24002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14366;0202;143660202;H;14;8.05;3.0;0.055;8.05;3.0;0.055;1750.0
pr;mn;v;14100;;0;126;350.0;5;159400;121400.0;38000.0;0;0;0;0;0;;49.1481;0.24002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14366;0202;143660202;H;14;8.05;3.0;0.076;8.05;3.0;0.076;1265.08
pr;mn;v;14100;;0;78;350.0;4;138700;101200.0;37500.0;0;0;0;0;0;;49.1481;0.24002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14366;0202;143660202;H;14;7.38;3.0;0.05;7.61;5.0;0.051;1778.21
pr;mn;v;14100;;0;105;365.0;4;160500;122500.0;38000.0;0;0;0;0;0;;49.1481;0.24002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14366;0202;143660202;H;14;7.38;3.0;0.058;7.61;5.0;0.06;1528.57
pr;mn;v;14100;;0;84;350.0;4;142000;104500.0;37500.0;0;0;0;0;0;;49.1481;0.24002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14366;0202;143660202;H;14;7.38;3.0;0.052;7.61;5.0;0.054;1690.48
pr;mn;v;14100;;0;65;350.0;3;122295;84795.0;37500.0;0;0;0;0;0;;49.1481;0.24002;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14366;0202;143660202;H;14;;;;6.97;1.0;0.044;1881.46
pr;mn;v;14130;;0;100;400.0;4;180000;;;0;0;1;0;0;;49.28043;0.1884;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14514;0000;145140000;Z;14;;;;;;;1800.0
pr;mn;v;14130;;0;98;400.0;5;170000;;;0;0;1;0;0;;49.28043;0.1884;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14514;0000;145140000;Z;14;9.59;2.0;0.066;9.59;2.0;0.066;1734.69
pr;mn;v;14130;;0;85;400.0;4;170000;;;0;0;1;0;0;;49.28043;0.1884;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14514;0000;145140000;Z;14;;;;;;;2000.0
pr;m;v;14360;;0;92;;4;249500;;;0;0;0;0;0;;49.37776;0.10876;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;14715;0103;147150103;H;14;;;;;;;2711.96
pr;a;v;14640;;0;23;;2;70000;;;311;0;0;0;E;243;49.32788;0.00839;Non;;;;;0;B;;;;;;;;680.0;;;;;a;;a;2020-04;14754;0000;147540000;Z;14;16.72;5.0;0.066;16.72;5.0;0.066;3043.48
pr;m;v;14600;;0;66;;5;420000;;;1740;0;0;0;0;;49.40542;0.23943;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-04;14333;0103;143330103;H;14;9.184999999999999;6.0;0.017;9.184999999999999;6.0;0.017;6363.64
pr;mn;v;14600;;0;110;830.0;5;241717;163597.0;78120.0;0;0;0;0;0;;49.39164;0.2805;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14001;0000;140010000;Z;14;;;;;;;2197.43
pr;mn;v;14600;;0;102;830.0;5;238102;159982.0;78120.0;0;0;0;0;0;;49.39164;0.2805;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14001;0000;140010000;Z;14;;;;;;;2334.33
pr;mn;v;14600;;0;123;830.0;5;257212;179092.0;78120.0;0;0;0;0;0;;49.39164;0.2805;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;14001;0000;140010000;Z;14;;;;;;;2091.15
pr;mn;v;14430;;0;130;1190.0;6;231760;168760.0;63000.0;0;0;0;0;0;;49.26719;0.02239;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;14093;0000;140930000;Z;14;;;;;;;1782.77
pr;mn;v;14430;;0;118;690.0;5;200000;137000.0;63000.0;0;0;0;0;0;;49.26719;0.02239;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;14093;0000;140930000;Z;14;;;;;;;1694.92
pr;mn;v;14430;;0;76;690.0;4;165000;102000.0;63000.0;0;0;0;0;0;;49.26719;0.02239;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;14093;0000;140930000;Z;14;;;;;;;2171.05
pr;mn;v;14430;;0;90;1182.0;4;188400;119400.0;69000.0;0;0;0;0;0;;49.26719;0.02239;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;14093;0000;140930000;Z;14;;;;;;;2093.33
pr;mn;v;14430;;0;100;690.0;5;180000;;;0;0;1;0;0;;49.26719;0.02239;0;;;;;0;;;;;;;;;;;;;;cm;o;m;2020-03;14093;0000;140930000;Z;14;;;;;;;1800.0
pr;a;v;14430;14093;0;26;;2;62325;;;0;1;0;1;E;271;49.26967;0.01857;Non;1.0;;;;0;D;1980.0;1.0;;;;;False;50.0;122.0;Électrique;;Individuel;a;n;a;2020-03;14093;0000;140930000;Z;14;;;;;;;2397.12
pr;a;v;14100;14366;0;68;;3;96900;;;0;0;0;1;D;223.0;49.1432;0.21721;Oui;0.0;;0.0;;0;E;;1.0;0.0;;False;;False;;;;;;a;n;a;2020-03;14366;0601;143660601;H;14;10.03;1.0;0.084;8.81;21.0;0.074;1425.0
pr;a;v;14100;14366;0;145;;5;149900;;;0;0;3;0;0;;49.14192;0.21075;Oui;1.0;;2.0;;0;;1950.0;3.0;0.0;;False;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-03;14366;0601;143660601;H;14;;;;;;;1033.79
pr;a;v;14910;;0;66;;3;293000;;;0;0;0;0;0;;49.34721;0.04942;Non;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-03;14059;0000;140590000;Z;14;;;;;;;4439.39
pr;a;v;14910;;0;64;;3;291000;;;0;0;0;0;0;;49.34721;0.04942;Non;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-03;14059;0000;140590000;Z;14;;;;;;;4546.88
