type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;0;63;;3;530;;;0;0;0;1;D;208.0;46.58811;0.37857;0;3.0;;;;0;B;;;;;True;;True;;;Électrique;;Individuel;a;n;a;2020-04;86194;0605;861940605;H;86;75.0
pr;a;l;2;59;;3;577;;;0;1;0;1;D;190;46.58848;0.38129;0;2.0;;1.0;;0;B;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;86194;0605;861940605;H;86;75.0
pr;a;l;3;52;;3;545;;;0;1;0;1;E;255;46.5887;0.37924;0;5.0;;;;0;C;;;;;True;;True;;;Électrique;;Individuel;a;n;a;2020-04;86194;0605;861940605;H;86;75.0
pr;a;l;0;63;;3;737;;;0;0;0;1;D;170.0;44.82917;-0.5687;0;1.0;;;;0;B;;;;;;;;;;;;Individuel;a;n;a;2020-04;33063;1108;330631108;H;33;75.0
pr;a;l;0;71;;3;800;;;0;0;0;0;C;93;44.85748;-0.53254;Oui;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;33119;0109;331190109;H;33;75.0
pr;a;l;1;71;;3;810;;;0;1;0;1;C;93;44.85682;-0.53308;0;4.0;;1.0;;0;A;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;33119;0109;331190109;H;33;75.0
pr;a;l;0;21;;1;500;;;0;0;0;0;0;;44.85401;-0.53782;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;33119;0109;331190109;H;33;75.0
pr;a;l;4;21;;1;540;;;0;0;1;1;0;;44.85424;-0.53759;0;;;0.0;;0;;1901.0;;0.0;;;;True;;;Gaz;Radiateur;;a;n;a;2020-04;33119;0109;331190109;H;33;75.0
pr;a;l;0;74;;3;900;;;0;0;0;0;0;;44.82829;-0.5633;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;33063;1108;330631108;H;33;75.0
pr;a;l;0;37;;1;586;;;0;0;0;0;VI;;44.82698;-0.56928;0;1.0;;;;0;VI;;;;;;;;;;;;;a;n;a;2020-04;33063;1108;330631108;H;33;75.0
pr;a;l;0;92;;3;462;;;0;0;0;0;0;;45.67752;0.2219;0;;;;;0;;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;16291;0102;162910102;H;16;75.0
pr;a;l;0;23;;1;325;;;0;0;1;0;E;258;46.59167;0.3688;0;1.0;;;;0;C;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-04;86041;0104;860410104;H;86;75.0
