type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;v;54520;;0;42;;2;157000;;;0;0;0;0;0;;48.6922;6.13626;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;54304;0102;543040102;A;54
pr;a;v;54520;;0;41;;2;152000;;;0;0;0;0;0;;48.69214;6.13618;Non;;;;;0;;;;;;;;;;;;;;ca;;a;2020-04;54304;0102;543040102;A;54
pr;a;l;54190;;0;33;;2;600;;;0;0;0;0;E;309;49.46848;5.93184;Oui;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;54580;0102;545800102;H;54
pr;a;l;54500;;0;55;;3;700;;;0;0;0;0;E;256;48.65979;6.16721;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;54547;0104;545470104;H;54
pr;a;l;54500;;0;26;;1;300;;;0;0;0;0;C;111;48.65979;6.16721;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-04;54547;0104;545470104;H;54
pr;a;l;54000;;0;30;;2;500;;;0;0;0;0;0;;48.68846;6.192;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;54395;0901;543950901;H;54
pr;a;l;54000;;0;35;;2;500;;;0;0;0;0;0;;48.68965;6.17372;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;54395;0404;543950404;H;54
pr;a;l;54000;;0;33;;1;400;;;0;0;0;0;A;;48.68965;6.17372;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;54395;0404;543950404;H;54
pr;a;l;54000;;0;42;;2;400;;;0;0;0;0;A;;48.68965;6.17372;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;54395;0404;543950404;H;54
pr;a;l;54000;;0;38;;2;500;;;0;0;0;0;0;;48.68965;6.17372;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;54395;0404;543950404;H;54
pr;a;l;54000;;0;30;;1;400;;;0;0;0;0;E;242;48.68965;6.17372;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;54395;0404;543950404;H;54
pr;a;l;54000;;0;47;;2;500;;;0;0;0;0;F;345;48.68965;6.17372;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;54395;0404;543950404;H;54
