DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
42;42003;pr;a;m;v;10;D;210.0;272000.0;1295.24;;;0.0;1.0;1.0;1
42;42003;pr;a;m;v;10;F;250.0;150000.0;600.0;;;0.0;0.0;1.0;1
42;42003;pr;a;m;v;4;E;95.0;158500.0;1633.89;;;0.0;0.5;1.0;2
42;42003;pr;a;m;v;5;E;158.5;324500.0;1884.85;7.21;0.101;0.0;1.5;1.5;2
42;42003;pr;a;m;v;6;C;190.0;269000.0;1415.79;;;0.0;0.0;0.0;1
42;42003;pr;a;m;v;6;NS;160.0;199000.0;1243.75;;;1.0;3.0;0.0;1
42;42005;pr;a;a;v;2;D;47.0;72000.0;1531.91;8.76;0.069;0.0;1.0;0.0;1
42;42005;pr;a;a;v;3;0;70.0;169900.0;2427.14;9.35;0.046;0.0;0.0;0.0;1
42;42005;pr;a;a;v;3;C;89.0;89000.0;1000.0;9.35;0.112;0.0;0.0;0.0;1
42;42005;pr;a;a;v;3;D;54.0;40000.0;740.74;9.35;0.155;0.33;0.0;0.33;3
42;42005;pr;a;a;v;4;D;79.0;76500.0;968.91;7.42;0.092;0.0;0.0;0.0;2
42;42005;pr;a;m;v;5;D;147.5;227500.0;1554.05;9.58;0.074;0.0;0.0;0.0;2
42;42005;pr;a;m;v;8;D;205.0;255000.0;1243.9;;;0.5;0.0;0.0;2
42;42005;pr;ca;a;v;3;0;96.0;480000.0;5000.0;9.35;0.022;0.0;0.0;0.0;1
42;42005;pr;ca;an;v;2;0;53.0;177500.0;3376.82;8.76;0.031;0.0;0.0;0.0;2
42;42005;pr;ca;an;v;3;0;64.0;230000.0;3457.14;9.35;0.033;0.0;0.0;0.0;3
42;42005;pr;ca;an;v;4;0;93.0;305000.0;3199.06;7.42;0.027;0.0;0.0;0.0;4
42;42005;pr;cm;m;v;4;0;83.0;205500.0;2475.9;10.15;0.049;0.0;0.0;1.0;1
42;42005;pr;cm;m;v;4;B;93.0;209500.0;2252.69;10.15;0.054;0.0;0.0;1.0;1
42;42005;pr;cm;m;v;5;0;102.5;311244.0;3015.01;9.58;0.039;0.0;0.0;1.0;2
42;42005;pr;cm;mn;v;4;0;100.5;211500.0;2109.18;10.15;0.059;0.0;0.0;0.0;2
42;42005;pr;m;m;v;5;D;185.0;279000.0;1508.11;9.58;0.076;0.0;0.0;0.0;1
42;42006;pr;a;m;v;10;C;235.0;495000.0;2106.38;;;0.0;2.0;2.0;1
