INSEE_COM;CODE_IRIS;typedebien_lite;nb_pieces;loyer_m2_median;nb_log;cle1
01001;010010000;m;4;9.315000000000001;2;01001-010010000-m-4
01004;010040101;m;4;9.39;1;01004-010040101-m-4
01004;010040102;a;2;10.87;5;01004-010040102-a-2
01004;010040102;a;3;8.575;6;01004-010040102-a-3
01004;010040102;a;4;9.87;2;01004-010040102-a-4
01004;010040201;a;1;12.405000000000001;2;01004-010040201-a-1
01004;010040201;a;2;11.32;5;01004-010040201-a-2
01004;010040201;a;3;9.36;6;01004-010040201-a-3
01004;010040201;a;4;8.24;3;01004-010040201-a-4
01004;010040201;m;4;8.49;1;01004-010040201-m-4
01004;010040201;m;6;2.53;1;01004-010040201-m-6
01004;010040202;a;1;8.31;1;01004-010040202-a-1
01004;010040202;a;2;10.06;1;01004-010040202-a-2
01004;010040202;a;3;9.885;2;01004-010040202-a-3
01004;010040202;m;2;6.98;1;01004-010040202-m-2
01004;010040202;m;3;12.79;1;01004-010040202-m-3
01004;010040202;m;4;9.45;2;01004-010040202-m-4
01005;010050000;a;1;11.21;1;01005-010050000-a-1
01005;010050000;a;4;8.65;1;01005-010050000-a-4
01005;010050000;m;3;12.06;1;01005-010050000-m-3
01005;010050000;m;4;6.71;1;01005-010050000-m-4
01007;010070000;m;5;6.54;1;01007-010070000-m-5
01014;010140000;a;1;12.0;1;01014-010140000-a-1
01014;010140000;m;5;7.5;1;01014-010140000-m-5
01021;010210000;a;2;12.21;1;01021-010210000-a-2
01021;010210000;a;3;11.08;1;01021-010210000-a-3
01021;010210000;m;4;9.475;2;01021-010210000-m-4
01022;010220000;a;1;8.82;1;01022-010220000-a-1
01022;010220000;a;3;7.97;1;01022-010220000-a-3
01024;010240000;a;1;10.26;1;01024-010240000-a-1
01024;010240000;a;2;13.02;1;01024-010240000-a-2
01024;010240000;a;3;8.3;3;01024-010240000-a-3
01024;010240000;a;4;7.15;3;01024-010240000-a-4
01024;010240000;m;3;8.06;1;01024-010240000-m-3
01024;010240000;m;4;6.914999999999999;2;01024-010240000-m-4
01024;010240000;m;5;7.81;1;01024-010240000-m-5
01025;010250000;a;1;10.5;1;01025-010250000-a-1
01025;010250000;a;4;8.14;1;01025-010250000-a-4
01027;010270000;a;3;10.3;1;01027-010270000-a-3
01029;010290000;m;3;5.96;1;01029-010290000-m-3
01030;010300000;a;1;10.71;1;01030-010300000-a-1
01030;010300000;a;2;8.83;2;01030-010300000-a-2
01030;010300000;a;3;9.68;1;01030-010300000-a-3
01030;010300000;a;4;7.585;2;01030-010300000-a-4
01030;010300000;m;5;10.24;1;01030-010300000-m-5
01031;010310000;a;1;11.25;1;01031-010310000-a-1
01031;010310000;a;2;8.82;7;01031-010310000-a-2
01031;010310000;a;3;8.52;2;01031-010310000-a-3
01031;010310000;a;4;8.62;1;01031-010310000-a-4
01032;010320000;a;1;14.52;1;01032-010320000-a-1
01032;010320000;a;2;10.11;3;01032-010320000-a-2
01032;010320000;a;3;10.92;2;01032-010320000-a-3
01032;010320000;m;4;8.48;1;01032-010320000-m-4
01033;010330101;a;2;14.545;4;01033-010330101-a-2
01033;010330101;a;3;11.190000000000001;2;01033-010330101-a-3
01033;010330101;m;5;9.76;1;01033-010330101-m-5
01033;010330102;a;2;11.93;17;01033-010330102-a-2
01033;010330102;a;3;11.33;19;01033-010330102-a-3
01033;010330102;a;4;12.620000000000001;2;01033-010330102-a-4
01033;010330102;a;5;10.28;1;01033-010330102-a-5
01033;010330102;m;7;6.26;1;01033-010330102-m-7
01033;010330201;a;2;13.78;5;01033-010330201-a-2
01033;010330201;a;3;11.725;2;01033-010330201-a-3
01033;010330201;a;4;11.86;3;01033-010330201-a-4
01033;010330202;a;2;15.15;5;01033-010330202-a-2
01033;010330202;a;4;11.27;1;01033-010330202-a-4
01033;010330301;a;2;14.475;2;01033-010330301-a-2
01033;010330301;a;3;10.989999999999998;2;01033-010330301-a-3
01033;010330301;m;3;5.49;1;01033-010330301-m-3
01034;010340101;a;2;10.29;10;01034-010340101-a-2
01034;010340101;a;4;8.29;1;01034-010340101-a-4
01034;010340101;m;3;9.35;1;01034-010340101-m-3
01034;010340101;m;4;8.74;3;01034-010340101-m-4
01034;010340102;a;1;7.31;1;01034-010340102-a-1
01034;010340102;a;2;11.77;3;01034-010340102-a-2
01034;010340102;a;3;8.379999999999999;2;01034-010340102-a-3
01034;010340102;a;4;6.465;2;01034-010340102-a-4
01034;010340102;m;3;8.57;1;01034-010340102-m-3
01039;010390000;m;3;7.66;2;01039-010390000-m-3
01041;010410000;m;2;10.87;1;01041-010410000-m-2
01041;010410000;m;3;5.89;1;01041-010410000-m-3
01043;010430000;a;1;17.5;1;01043-010430000-a-1
01043;010430000;a;2;17.5;1;01043-010430000-a-2
01043;010430000;a;3;10.335;2;01043-010430000-a-3
01043;010430000;a;5;11.805;2;01043-010430000-a-5
01043;010430000;m;3;6.99;1;01043-010430000-m-3
01043;010430000;m;4;11.57;1;01043-010430000-m-4
01043;010430000;m;5;9.52;1;01043-010430000-m-5
01043;010430000;m;6;11.81;1;01043-010430000-m-6
01043;010430000;m;7;9.44;1;01043-010430000-m-7
01043;010430000;m;8;8.11;1;01043-010430000-m-8
01047;010470000;m;4;8.81;1;01047-010470000-m-4
01049;010490000;m;4;11.67;1;01049-010490000-m-4
01053;010530101;a;1;13.12;35;01053-010530101-a-1
01053;010530101;a;2;9.34;30;01053-010530101-a-2
01053;010530101;a;3;7.04;27;01053-010530101-a-3
01053;010530101;a;4;6.95;13;01053-010530101-a-4
01053;010530101;a;5;6.779999999999999;2;01053-010530101-a-5
01053;010530101;a;6;4.81;1;01053-010530101-a-6
01053;010530101;m;4;9.17;2;01053-010530101-m-4
01053;010530102;a;1;13.48;7;01053-010530102-a-1
01053;010530102;a;2;9.4;18;01053-010530102-a-2
01053;010530102;a;3;7.92;7;01053-010530102-a-3
01053;010530102;a;4;8.4;3;01053-010530102-a-4
01053;010530102;a;5;5.29;3;01053-010530102-a-5
01053;010530103;a;1;11.585;6;01053-010530103-a-1
01053;010530103;a;2;16.27;5;01053-010530103-a-2
01053;010530103;a;3;7.54;9;01053-010530103-a-3
01053;010530103;a;4;8.11;5;01053-010530103-a-4
01053;010530103;a;5;6.76;2;01053-010530103-a-5
01053;010530103;a;6;5.09;1;01053-010530103-a-6
01053;010530201;a;1;12.5;11;01053-010530201-a-1
01053;010530201;a;2;11.405;10;01053-010530201-a-2
01053;010530201;a;3;9.93;3;01053-010530201-a-3
01053;010530201;a;4;8.71;6;01053-010530201-a-4
01053;010530202;a;1;18.96;12;01053-010530202-a-1
01053;010530202;a;2;11.33;5;01053-010530202-a-2
01053;010530202;a;3;9.954999999999998;2;01053-010530202-a-3
01053;010530202;a;5;9.02;1;01053-010530202-a-5
01053;010530203;a;1;16.95;10;01053-010530203-a-1
01053;010530203;a;2;10.89;5;01053-010530203-a-2
01053;010530203;a;3;7.83;4;01053-010530203-a-3
01053;010530203;a;4;7.54;5;01053-010530203-a-4
01053;010530203;a;5;2.885;2;01053-010530203-a-5
01053;010530203;m;4;9.555;2;01053-010530203-m-4
01053;010530301;a;1;14.21;13;01053-010530301-a-1
01053;010530301;a;2;10.0;15;01053-010530301-a-2
01053;010530301;a;3;8.15;15;01053-010530301-a-3
01053;010530301;a;4;9.09;3;01053-010530301-a-4
01053;010530301;m;3;8.48;1;01053-010530301-m-3
01053;010530302;a;1;10.975;4;01053-010530302-a-1
01053;010530302;a;2;10.84;7;01053-010530302-a-2
01053;010530302;a;3;8.545000000000002;4;01053-010530302-a-3
01053;010530302;a;4;7.41;1;01053-010530302-a-4
01053;010530302;a;5;8.75;1;01053-010530302-a-5
01053;010530302;a;7;3.91;1;01053-010530302-a-7
01053;010530302;l;2;6.94;1;01053-010530302-l-2
01053;010530302;m;5;8.255;2;01053-010530302-m-5
01053;010530401;a;1;8.67;1;01053-010530401-a-1
01053;010530401;a;2;8.69;1;01053-010530401-a-2
01053;010530401;a;3;7.325;4;01053-010530401-a-3
01053;010530401;a;4;9.06;1;01053-010530401-a-4
01053;010530401;m;5;8.42;1;01053-010530401-m-5
01053;010530402;a;1;13.46;2;01053-010530402-a-1
01053;010530402;a;2;12.15;7;01053-010530402-a-2
01053;010530402;a;3;8.82;3;01053-010530402-a-3
01053;010530402;a;4;7.99;3;01053-010530402-a-4
01053;010530402;m;4;9.94;1;01053-010530402-m-4
01053;010530501;a;1;12.55;3;01053-010530501-a-1
01053;010530501;a;2;14.43;1;01053-010530501-a-2
01053;010530501;a;3;10.71;1;01053-010530501-a-3
01053;010530501;a;4;7.545;2;01053-010530501-a-4
01053;010530502;a;2;10.61;1;01053-010530502-a-2
01053;010530502;a;3;10.47;3;01053-010530502-a-3
01053;010530502;a;4;8.67;2;01053-010530502-a-4
01053;010530502;m;6;7.97;1;01053-010530502-m-6
01053;010530503;a;1;13.44;1;01053-010530503-a-1
01053;010530503;a;2;9.835;2;01053-010530503-a-2
01053;010530503;a;3;9.52;1;01053-010530503-a-3
01053;010530601;a;1;14.67;1;01053-010530601-a-1
01053;010530601;a;2;9.719999999999999;2;01053-010530601-a-2
01053;010530601;a;3;9.91;1;01053-010530601-a-3
01053;010530601;a;4;8.27;5;01053-010530601-a-4
01053;010530602;a;1;11.28;3;01053-010530602-a-1
01053;010530602;a;2;11.335;6;01053-010530602-a-2
01053;010530602;a;3;9.26;5;01053-010530602-a-3
01053;010530602;a;4;8.17;2;01053-010530602-a-4
01053;010530602;m;4;7.27;3;01053-010530602-m-4
01053;010530604;a;4;7.98;1;01053-010530604-a-4
01053;010530604;m;4;9.17;3;01053-010530604-m-4
01053;010530701;a;2;12.205;4;01053-010530701-a-2
01053;010530701;a;3;10.39;5;01053-010530701-a-3
01053;010530701;a;4;10.14;1;01053-010530701-a-4
01058;010580000;m;5;10.11;1;01058-010580000-m-5
01060;010600000;m;4;6.91;2;01060-010600000-m-4
01062;010620000;m;4;12.58;1;01062-010620000-m-4
01067;010670000;m;4;6.21;1;01067-010670000-m-4
01068;010680000;m;3;7.86;1;01068-010680000-m-3
01068;010680000;m;6;6.4;1;01068-010680000-m-6
01069;010690000;a;3;8.22;1;01069-010690000-a-3
01071;010710000;a;1;18.57;2;01071-010710000-a-1
01071;010710000;a;2;19.88;13;01071-010710000-a-2
01071;010710000;a;3;17.895;8;01071-010710000-a-3
01071;010710000;a;30;17.73;1;01071-010710000-a-30
01071;010710000;m;6;12.695;2;01071-010710000-m-6
01071;010710000;m;8;9.735;2;01071-010710000-m-8
01072;010720000;a;2;9.55;2;01072-010720000-a-2
01072;010720000;a;3;7.29;2;01072-010720000-a-3
01072;010720000;a;4;8.42;1;01072-010720000-a-4
01072;010720000;m;5;7.69;1;01072-010720000-m-5
01073;010730000;m;3;10.86;1;01073-010730000-m-3
01074;010740000;a;3;6.3;1;01074-010740000-a-3
01075;010750000;m;5;7.54;3;01075-010750000-m-5
01078;010780000;a;2;22.675;4;01078-010780000-a-2
01080;010800000;m;4;8.370000000000001;2;01080-010800000-m-4
01081;010810000;a;4;6.52;1;01081-010810000-a-4
01082;010820000;a;3;9.04;1;01082-010820000-a-3
01082;010820000;a;4;7.15;1;01082-010820000-a-4
01083;010830000;m;3;5.45;1;01083-010830000-m-3
01091;010910000;a;1;9.36;1;01091-010910000-a-1
01091;010910000;a;2;8.36;1;01091-010910000-a-2
01091;010910000;a;3;7.0;1;01091-010910000-a-3
01091;010910000;a;4;9.14;1;01091-010910000-a-4
01091;010910000;a;5;11.51;2;01091-010910000-a-5
01092;010920000;m;1;10.37;1;01092-010920000-m-1
01092;010920000;m;6;8.5;1;01092-010920000-m-6
01093;010930000;a;1;16.365000000000002;2;01093-010930000-a-1
01093;010930000;a;2;9.155000000000001;6;01093-010930000-a-2
01093;010930000;a;3;8.030000000000001;4;01093-010930000-a-3
01093;010930000;a;4;8.07;2;01093-010930000-a-4
01093;010930000;m;3;9.13;3;01093-010930000-m-3
01093;010930000;m;4;9.26;1;01093-010930000-m-4
01093;010930000;m;5;10.3;1;01093-010930000-m-5
01096;010960000;m;4;4.21;1;01096-010960000-m-4
01102;011020000;m;4;5.38;1;01102-011020000-m-4
01103;011030000;a;1;24.82;2;01103-011030000-a-1
01103;011030000;a;2;15.96;3;01103-011030000-a-2
01103;011030000;a;3;14.06;7;01103-011030000-a-3
01103;011030000;a;4;19.88;1;01103-011030000-a-4
01104;011040000;a;2;5.98;1;01104-011040000-a-2
01105;011050000;m;5;12.02;1;01105-011050000-m-5
01108;011080000;a;3;7.04;2;01108-011080000-a-3
01108;011080000;a;4;6.93;1;01108-011080000-a-4
01109;011090000;a;2;22.0;3;01109-011090000-a-2
01109;011090000;a;3;15.96;4;01109-011090000-a-3
01109;011090000;a;4;17.04;2;01109-011090000-a-4
01109;011090000;m;2;12.02;1;01109-011090000-m-2
01109;011090000;m;4;16.02;1;01109-011090000-m-4
01115;011150000;a;2;6.96;2;01115-011150000-a-2
01115;011150000;a;3;8.3;1;01115-011150000-a-3
01123;011230000;m;4;7.02;1;01123-011230000-m-4
01123;011230000;m;5;5.68;2;01123-011230000-m-5
01125;011250000;a;4;5.28;1;01125-011250000-a-4
01127;011270000;a;1;17.6;1;01127-011270000-a-1
01130;011300000;m;4;8.62;1;01130-011300000-m-4
01134;011340000;a;2;8.95;1;01134-011340000-a-2
01134;011340000;a;4;7.31;1;01134-011340000-a-4
01134;011340000;m;7;5.57;1;01134-011340000-m-7
01138;011380000;a;2;12.5;4;01138-011380000-a-2
01138;011380000;a;3;7.7;1;01138-011380000-a-3
01138;011380000;a;4;7.52;1;01138-011380000-a-4
01141;011410000;m;5;6.15;1;01141-011410000-m-5
01142;011420000;a;3;10.56;3;01142-011420000-a-3
01143;011430101;a;1;28.33;3;01143-011430101-a-1
01143;011430101;a;2;25.88;8;01143-011430101-a-2
01143;011430101;a;3;21.465;6;01143-011430101-a-3
01143;011430101;a;4;15.93;1;01143-011430101-a-4
01143;011430101;m;6;20.0;1;01143-011430101-m-6
01143;011430102;a;2;23.310000000000002;4;01143-011430102-a-2
01143;011430102;a;3;21.275;2;01143-011430102-a-3
01143;011430102;m;4;20.0;1;01143-011430102-m-4
01143;011430102;m;6;22.31;1;01143-011430102-m-6
01143;011430103;a;2;27.785;2;01143-011430103-a-2
01143;011430103;a;3;26.15;5;01143-011430103-a-3
01143;011430103;a;4;24.56;1;01143-011430103-a-4
01143;011430103;a;5;16.25;1;01143-011430103-a-5
01143;011430103;m;4;24.53;1;01143-011430103-m-4
01143;011430103;m;6;20.09;5;01143-011430103-m-6
01145;011450000;a;2;8.105;2;01145-011450000-a-2
01145;011450000;a;3;7.12;3;01145-011450000-a-3
01145;011450000;m;3;9.24;1;01145-011450000-m-3
01146;011460000;a;1;17.0;1;01146-011460000-a-1
01146;011460000;a;2;11.33;1;01146-011460000-a-2
01146;011460000;a;4;7.59;1;01146-011460000-a-4
01146;011460000;m;7;6.41;1;01146-011460000-m-7
01148;011480000;a;3;5.83;1;01148-011480000-a-3
01150;011500000;m;3;6.39;1;01150-011500000-m-3
01152;011520000;a;4;5.75;1;01152-011520000-a-4
01152;011520000;m;5;6.62;1;01152-011520000-m-5
01153;011530000;a;1;22.86;1;01153-011530000-a-1
01153;011530000;a;2;16.795;4;01153-011530000-a-2
01153;011530000;a;3;18.64;2;01153-011530000-a-3
01153;011530000;m;4;19.89;1;01153-011530000-m-4
01153;011530000;m;6;13.96;1;01153-011530000-m-6
01157;011570000;a;2;8.1;2;01157-011570000-a-2
01157;011570000;a;4;8.93;1;01157-011570000-a-4
01157;011570000;a;5;5.94;1;01157-011570000-a-5
01157;011570000;m;4;8.29;1;01157-011570000-m-4
01158;011580000;m;5;14.4;1;01158-011580000-m-5
01159;011590000;a;2;8.24;3;01159-011590000-a-2
01159;011590000;a;3;9.405000000000001;8;01159-011590000-a-3
01159;011590000;a;4;9.64;1;01159-011590000-a-4
01159;011590000;a;5;12.46;1;01159-011590000-a-5
01159;011590000;m;3;11.455;2;01159-011590000-m-3
01159;011590000;m;4;9.535;6;01159-011590000-m-4
01159;011590000;m;5;7.545;2;01159-011590000-m-5
01160;011600101;a;1;21.77;5;01160-011600101-a-1
01160;011600101;a;2;21.18;3;01160-011600101-a-2
01160;011600101;a;3;19.535;6;01160-011600101-a-3
01160;011600101;a;4;20.45;4;01160-011600101-a-4
01160;011600101;a;5;23.6;1;01160-011600101-a-5
01160;011600102;a;1;24.83;14;01160-011600102-a-1
01160;011600102;a;2;24.53;15;01160-011600102-a-2
01160;011600102;a;3;18.715;24;01160-011600102-a-3
01160;011600102;a;4;14.99;1;01160-011600102-a-4
01160;011600102;a;5;23.174999999999997;2;01160-011600102-a-5
01160;011600102;m;2;10.09;1;01160-011600102-m-2
01160;011600102;m;5;17.09;2;01160-011600102-m-5
01160;011600103;a;1;27.215;8;01160-011600103-a-1
01160;011600103;a;2;22.235;22;01160-011600103-a-2
01160;011600103;a;3;21.025;22;01160-011600103-a-3
01160;011600103;a;4;23.395000000000003;8;01160-011600103-a-4
01163;011630000;a;1;7.92;1;01163-011630000-a-1
01163;011630000;a;4;6.75;1;01163-011630000-a-4
01165;011650000;m;3;9.12;1;01165-011650000-m-3
01166;011660000;m;5;8.93;1;01166-011660000-m-5
01173;011730101;a;1;21.54;6;01173-011730101-a-1
01173;011730101;a;2;19.015;20;01173-011730101-a-2
01173;011730101;a;3;17.95;32;01173-011730101-a-3
01173;011730101;a;4;17.0;25;01173-011730101-a-4
01173;011730101;a;5;17.21;7;01173-011730101-a-5
01173;011730101;m;4;18.69;1;01173-011730101-m-4
01173;011730101;m;6;12.5;1;01173-011730101-m-6
01173;011730101;m;7;7.6;1;01173-011730101-m-7
01173;011730102;a;1;21.505;2;01173-011730102-a-1
01173;011730102;a;2;18.16;23;01173-011730102-a-2
01173;011730102;a;3;17.700000000000003;14;01173-011730102-a-3
01173;011730102;a;4;18.13;5;01173-011730102-a-4
01173;011730102;m;4;19.75;1;01173-011730102-m-4
01173;011730102;m;5;15.01;4;01173-011730102-m-5
01173;011730103;a;1;22.67;5;01173-011730103-a-1
01173;011730103;a;2;20.0;26;01173-011730103-a-2
01173;011730103;a;3;17.03;14;01173-011730103-a-3
01173;011730103;a;4;17.22;3;01173-011730103-a-4
01173;011730103;a;30;18.78;1;01173-011730103-a-30
01175;011750000;m;4;8.05;1;01175-011750000-m-4
01175;011750000;m;6;7.89;1;01175-011750000-m-6
01179;011790000;m;3;4.39;1;01179-011790000-m-3
01179;011790000;m;5;7.5;1;01179-011790000-m-5
01180;011800000;a;2;20.92;1;01180-011800000-a-2
01181;011810000;a;1;14.33;3;01181-011810000-a-1
01183;011830000;m;4;8.3;2;01183-011830000-m-4
01184;011840000;a;4;7.26;1;01184-011840000-a-4
01185;011850000;a;1;8.0;3;01185-011850000-a-1
01185;011850000;a;2;8.17;2;01185-011850000-a-2
01185;011850000;a;3;7.07;5;01185-011850000-a-3
01185;011850000;a;4;5.3;1;01185-011850000-a-4
01188;011880000;m;4;7.76;1;01188-011880000-m-4
01189;011890000;a;3;9.33;1;01189-011890000-a-3
01192;011920000;a;5;5.2;1;01192-011920000-a-5
01194;011940101;a;2;15.0;13;01194-011940101-a-2
01194;011940101;a;3;12.085;16;01194-011940101-a-3
01194;011940101;a;4;10.85;5;01194-011940101-a-4
01194;011940101;m;5;9.745000000000001;2;01194-011940101-m-5
01194;011940102;a;4;7.535;2;01194-011940102-a-4
01196;011960000;a;3;10.22;1;01196-011960000-a-3
01199;011990000;a;1;11.0;1;01199-011990000-a-1
01199;011990000;a;2;8.49;3;01199-011990000-a-2
01199;011990000;a;3;6.92;2;01199-011990000-a-3
01199;011990000;m;1;5.19;1;01199-011990000-m-1
01199;011990000;m;4;3.23;2;01199-011990000-m-4
01199;011990000;m;5;5.57;1;01199-011990000-m-5
01202;012020101;a;2;10.58;5;01202-012020101-a-2
01202;012020101;a;3;11.28;1;01202-012020101-a-3
01202;012020101;a;5;13.18;1;01202-012020101-a-5
01202;012020101;m;5;9.16;1;01202-012020101-m-5
01202;012020102;a;1;8.6;3;01202-012020102-a-1
01202;012020102;a;2;12.91;3;01202-012020102-a-2
01202;012020102;a;3;8.254999999999999;2;01202-012020102-a-3
01202;012020102;a;4;7.41;7;01202-012020102-a-4
01202;012020102;a;5;6.949999999999999;2;01202-012020102-a-5
01203;012030000;m;4;9.18;1;01203-012030000-m-4
01203;012030000;m;5;7.26;1;01203-012030000-m-5
01204;012040000;m;4;5.25;1;01204-012040000-m-4
01207;012070000;m;5;6.72;1;01207-012070000-m-5
01209;012090000;m;6;13.01;1;01209-012090000-m-6
01211;012110000;a;1;11.765;4;01211-012110000-a-1
01211;012110000;a;2;8.425;2;01211-012110000-a-2
01211;012110000;a;4;7.75;1;01211-012110000-a-4
01211;012110000;a;6;5.19;1;01211-012110000-a-6
01211;012110000;m;4;8.65;1;01211-012110000-m-4
01211;012110000;m;5;5.99;2;01211-012110000-m-5
01212;012120000;a;3;4.92;1;01212-012120000-a-3
01213;012130000;m;5;9.9;1;01213-012130000-m-5
01216;012160000;a;2;7.91;1;01216-012160000-a-2
01216;012160000;m;4;8.7;1;01216-012160000-m-4
01224;012240000;a;1;12.23;1;01224-012240000-a-1
01224;012240000;a;2;10.0;3;01224-012240000-a-2
01224;012240000;a;3;7.824999999999999;2;01224-012240000-a-3
01224;012240000;m;4;10.2;1;01224-012240000-m-4
01229;012290000;m;3;10.18;1;01229-012290000-m-3
01229;012290000;m;5;8.0;1;01229-012290000-m-5
01231;012310000;a;2;9.15;1;01231-012310000-a-2
01231;012310000;a;3;7.625;2;01231-012310000-a-3
01231;012310000;a;4;5.21;1;01231-012310000-a-4
01231;012310000;m;3;8.19;1;01231-012310000-m-3
01235;012350000;m;4;7.07;1;01235-012350000-m-4
01236;012360000;a;3;9.08;1;01236-012360000-a-3
01238;012380000;a;1;11.44;1;01238-012380000-a-1
01238;012380000;m;4;10.91;1;01238-012380000-m-4
01241;012410000;a;3;7.57;1;01241-012410000-a-3
01241;012410000;m;3;5.96;2;01241-012410000-m-3
01241;012410000;m;4;8.295;2;01241-012410000-m-4
01244;012440101;a;2;13.89;3;01244-012440101-a-2
01244;012440101;a;3;10.045;2;01244-012440101-a-3
01244;012440101;a;4;10.434999999999999;2;01244-012440101-a-4
01244;012440102;a;2;8.385;2;01244-012440102-a-2
01244;012440102;a;3;8.57;3;01244-012440102-a-3
01244;012440102;a;4;10.98;1;01244-012440102-a-4
01247;012470000;a;1;14.58;1;01247-012470000-a-1
01248;012480000;a;2;13.6;1;01248-012480000-a-2
01248;012480000;a;3;12.34;1;01248-012480000-a-3
01248;012480000;m;4;11.85;1;01248-012480000-m-4
01249;012490101;a;2;12.940000000000001;8;01249-012490101-a-2
01249;012490101;a;3;11.84;9;01249-012490101-a-3
01249;012490101;a;4;11.63;1;01249-012490101-a-4
01249;012490101;m;4;13.65;1;01249-012490101-m-4
01249;012490102;a;1;14.65;1;01249-012490102-a-1
01249;012490102;a;2;11.24;1;01249-012490102-a-2
01249;012490102;a;3;11.11;1;01249-012490102-a-3
01249;012490102;a;4;9.19;1;01249-012490102-a-4
01249;012490102;m;3;9.07;1;01249-012490102-m-3
01249;012490102;m;4;10.34;1;01249-012490102-m-4
01249;012490103;a;2;13.5;5;01249-012490103-a-2
01249;012490103;a;3;12.39;1;01249-012490103-a-3
01250;012500000;a;1;14.25;1;01250-012500000-a-1
01250;012500000;m;4;9.44;1;01250-012500000-m-4
01254;012540000;m;6;8.47;1;01254-012540000-m-6
01254;012540000;m;7;6.52;1;01254-012540000-m-7
01258;012580000;m;4;9.52;1;01258-012580000-m-4
01262;012620101;a;1;14.5;1;01262-012620101-a-1
01262;012620101;a;2;9.92;3;01262-012620101-a-2
01262;012620101;a;3;8.495;2;01262-012620101-a-3
01262;012620101;m;3;9.83;1;01262-012620101-m-3
01262;012620102;a;1;15.06;3;01262-012620102-a-1
01262;012620102;a;2;13.05;4;01262-012620102-a-2
01262;012620102;a;3;12.23;3;01262-012620102-a-3
01262;012620102;m;5;6.69;1;01262-012620102-m-5
01263;012630000;a;1;13.46;3;01263-012630000-a-1
01263;012630000;a;2;9.81;3;01263-012630000-a-2
01263;012630000;a;3;8.21;5;01263-012630000-a-3
01263;012630000;a;4;7.61;1;01263-012630000-a-4
01263;012630000;a;5;8.17;1;01263-012630000-a-5
01263;012630000;m;4;10.62;1;01263-012630000-m-4
01265;012650000;a;1;9.0;3;01265-012650000-a-1
01265;012650000;a;2;8.44;2;01265-012650000-a-2
01265;012650000;a;3;7.02;1;01265-012650000-a-3
01265;012650000;a;4;5.45;1;01265-012650000-a-4
01265;012650000;m;4;5.88;1;01265-012650000-m-4
01266;012660000;a;3;7.605;4;01266-012660000-a-3
01266;012660000;a;4;8.54;2;01266-012660000-a-4
01266;012660000;m;2;11.059999999999999;2;01266-012660000-m-2
01266;012660000;m;3;7.93;1;01266-012660000-m-3
01266;012660000;m;4;8.09;2;01266-012660000-m-4
01267;012670000;m;4;11.76;1;01267-012670000-m-4
01269;012690000;a;1;7.76;13;01269-012690000-a-1
01269;012690000;a;2;7.52;16;01269-012690000-a-2
01269;012690000;a;3;6.475;20;01269-012690000-a-3
01269;012690000;a;4;7.4399999999999995;2;01269-012690000-a-4
01269;012690000;a;5;6.25;3;01269-012690000-a-5
01272;012720000;a;4;6.11;1;01272-012720000-a-4
01273;012730000;a;4;8.82;1;01273-012730000-a-4
01274;012740000;a;3;9.11;1;01274-012740000-a-3
01275;012750000;a;1;11.68;1;01275-012750000-a-1
01275;012750000;a;2;8.6;1;01275-012750000-a-2
01275;012750000;a;3;9.995;2;01275-012750000-a-3
01275;012750000;a;4;11.045;2;01275-012750000-a-4
01275;012750000;m;3;11.82;2;01275-012750000-m-3
01281;012810000;a;1;37.32;2;01281-012810000-a-1
01281;012810000;a;2;19.84;5;01281-012810000-a-2
01281;012810000;a;3;21.43;11;01281-012810000-a-3
01281;012810000;a;4;19.08;3;01281-012810000-a-4
01281;012810000;a;5;13.28;1;01281-012810000-a-5
01281;012810000;a;6;11.0;1;01281-012810000-a-6
01281;012810000;m;4;16.18;2;01281-012810000-m-4
01281;012810000;m;5;19.2;3;01281-012810000-m-5
01281;012810000;m;6;12.5;11;01281-012810000-m-6
01281;012810000;m;7;13.765;2;01281-012810000-m-7
01283;012830102;a;4;7.62;1;01283-012830102-a-4
01283;012830103;a;2;8.285;2;01283-012830103-a-2
01283;012830201;a;1;13.32;4;01283-012830201-a-1
01283;012830201;a;2;7.015000000000001;2;01283-012830201-a-2
01283;012830201;a;3;7.995;2;01283-012830201-a-3
01283;012830201;a;4;7.885;2;01283-012830201-a-4
01283;012830202;a;1;10.635;8;01283-012830202-a-1
01283;012830202;a;2;11.295;8;01283-012830202-a-2
01283;012830202;a;3;8.04;3;01283-012830202-a-3
01283;012830202;a;4;7.48;1;01283-012830202-a-4
01283;012830301;a;2;9.22;5;01283-012830301-a-2
01283;012830301;a;3;8.62;1;01283-012830301-a-3
01283;012830301;a;4;7.859999999999999;4;01283-012830301-a-4
01283;012830303;a;1;12.81;3;01283-012830303-a-1
01283;012830303;a;2;8.58;3;01283-012830303-a-2
01283;012830303;a;3;6.68;1;01283-012830303-a-3
01283;012830304;a;1;10.3;1;01283-012830304-a-1
01283;012830304;a;3;5.67;1;01283-012830304-a-3
01285;012850000;m;3;10.4;1;01285-012850000-m-3
01285;012850000;m;4;12.440000000000001;2;01285-012850000-m-4
01285;012850000;m;5;10.295;2;01285-012850000-m-5
01288;012880000;a;1;29.95;1;01288-012880000-a-1
01288;012880000;a;2;20.71;4;01288-012880000-a-2
01288;012880000;a;3;16.17;2;01288-012880000-a-3
01288;012880000;a;4;12.63;1;01288-012880000-a-4
