INSEE_COM;CODE_IRIS;typedebien_lite;nb_pieces;loyer_m2_median;nb_log;cle1
22050;220500106;a;1;13.86;8;22050-220500106-a-1
22050;220500106;a;2;10.985;16;22050-220500106-a-2
22050;220500106;a;3;9.08;7;22050-220500106-a-3
22050;220500107;a;1;21.67;1;22050-220500107-a-1
22050;220500107;a;2;10.82;4;22050-220500107-a-2
22050;220500107;a;3;8.53;1;22050-220500107-a-3
22050;220500107;a;4;6.3149999999999995;2;22050-220500107-a-4
22050;220500107;m;3;9.11;2;22050-220500107-m-3
22050;220500107;m;4;7.97;1;22050-220500107-m-4
22050;220500201;m;3;8.82;1;22050-220500201-m-3
22050;220500201;m;4;7.665;2;22050-220500201-m-4
22050;220500201;m;5;8.7;1;22050-220500201-m-5
22054;220540000;a;2;11.88;1;22054-220540000-a-2
22055;220550000;a;2;15.65;1;22055-220550000-a-2
22055;220550000;a;3;9.68;1;22055-220550000-a-3
22056;220560000;m;4;8.97;1;22056-220560000-m-4
22067;220670000;m;5;7.94;1;22067-220670000-m-5
22070;220700101;a;1;12.05;5;22070-220700101-a-1
22070;220700101;a;2;9.81;15;22070-220700101-a-2
22070;220700101;a;3;8.54;10;22070-220700101-a-3
22070;220700101;a;5;5.38;1;22070-220700101-a-5
22070;220700101;m;4;4.88;1;22070-220700101-m-4
22070;220700102;a;1;11.71;6;22070-220700102-a-1
22070;220700102;a;2;10.29;3;22070-220700102-a-2
22070;220700102;a;3;9.54;3;22070-220700102-a-3
22070;220700102;m;3;8.83;1;22070-220700102-m-3
22070;220700104;a;1;13.055;2;22070-220700104-a-1
22070;220700104;a;2;10.02;4;22070-220700104-a-2
22070;220700104;m;2;8.17;1;22070-220700104-m-2
22076;220760000;a;3;7.12;1;22076-220760000-a-3
22076;220760000;m;5;6.35;1;22076-220760000-m-5
22084;220840000;a;2;10.71;1;22084-220840000-a-2
22086;220860000;a;4;6.67;1;22086-220860000-a-4
22087;220870000;m;5;7.115;2;22087-220870000-m-5
22091;220910000;m;5;4.93;1;22091-220910000-m-5
22092;220920000;m;5;5.18;1;22092-220920000-m-5
22093;220930101;a;1;9.8;1;22093-220930101-a-1
22093;220930101;a;2;10.05;2;22093-220930101-a-2
22093;220930103;a;3;8.885;2;22093-220930103-a-3
22105;221050000;m;6;4.65;1;22105-221050000-m-6
22106;221060101;a;2;10.45;1;22106-221060101-a-2
22106;221060101;m;4;7.95;1;22106-221060101-m-4
22106;221060104;a;2;10.25;1;22106-221060104-a-2
22113;221130101;a;1;14.5;2;22113-221130101-a-1
22113;221130101;a;2;10.14;2;22113-221130101-a-2
22113;221130101;a;3;7.7;3;22113-221130101-a-3
22113;221130101;m;6;7.18;1;22113-221130101-m-6
22113;221130102;a;1;15.115;6;22113-221130102-a-1
22113;221130102;a;2;10.04;4;22113-221130102-a-2
22113;221130102;a;3;8.219999999999999;4;22113-221130102-a-3
22113;221130102;m;5;7.67;1;22113-221130102-m-5
22113;221130103;a;1;15.7;2;22113-221130103-a-1
22113;221130103;a;2;8.92;1;22113-221130103-a-2
22113;221130104;a;1;18.6;4;22113-221130104-a-1
22113;221130104;a;2;17.86;7;22113-221130104-a-2
22113;221130104;a;3;13.73;4;22113-221130104-a-3
22113;221130104;a;4;7.65;1;22113-221130104-a-4
22113;221130105;a;1;12.58;1;22113-221130105-a-1
22113;221130105;m;5;7.34;2;22113-221130105-m-5
22113;221130106;a;1;20.205;2;22113-221130106-a-1
22113;221130106;a;2;10.615;6;22113-221130106-a-2
22113;221130106;a;3;9.31;1;22113-221130106-a-3
22113;221130106;m;4;7.82;1;22113-221130106-m-4
22113;221130107;a;2;8.33;1;22113-221130107-a-2
22113;221130107;a;3;9.13;1;22113-221130107-a-3
22113;221130107;m;3;7.1;1;22113-221130107-m-3
22113;221130108;a;1;16.1;1;22113-221130108-a-1
22113;221130108;a;2;9.45;5;22113-221130108-a-2
22113;221130108;a;3;8.17;2;22113-221130108-a-3
22113;221130108;m;2;8.52;1;22113-221130108-m-2
22113;221130108;m;3;8.64;1;22113-221130108-m-3
22118;221180000;a;1;14.52;1;22118-221180000-a-1
22118;221180000;a;2;9.705;6;22118-221180000-a-2
22118;221180000;a;3;9.030000000000001;2;22118-221180000-a-3
22118;221180000;m;4;8.305;2;22118-221180000-m-4
22121;221210000;a;3;8.5;1;22121-221210000-a-3
22121;221210000;a;4;7.25;1;22121-221210000-a-4
22127;221270000;m;1;13.04;1;22127-221270000-m-1
22133;221330000;m;4;4.67;1;22133-221330000-m-4
22135;221350000;m;4;6.51;1;22135-221350000-m-4
22136;221360105;a;2;9.36;8;22136-221360105-a-2
22136;221360105;a;3;8.42;2;22136-221360105-a-3
22137;221370000;m;4;5.0;1;22137-221370000-m-4
22143;221430000;a;3;8.33;3;22143-221430000-a-3
22143;221430000;a;4;8.81;1;22143-221430000-a-4
22143;221430000;m;4;7.63;2;22143-221430000-m-4
22147;221470000;m;2;8.37;1;22147-221470000-m-2
22150;221500000;m;3;6.84;1;22150-221500000-m-3
22150;221500000;m;4;6.74;1;22150-221500000-m-4
22161;221610000;a;2;10.75;1;22161-221610000-a-2
22161;221610000;m;3;9.38;1;22161-221610000-m-3
22162;221620101;a;1;19.95;2;22162-221620101-a-1
22162;221620101;a;2;13.12;5;22162-221620101-a-2
22162;221620101;a;3;10.135;4;22162-221620101-a-3
22162;221620101;a;4;8.09;1;22162-221620101-a-4
22162;221620102;a;3;8.33;1;22162-221620102-a-3
22162;221620103;a;3;8.485;2;22162-221620103-a-3
22162;221620103;m;3;7.25;1;22162-221620103-m-3
22164;221640000;a;3;6.0;1;22164-221640000-a-3
22164;221640000;a;7;2.4;1;22164-221640000-a-7
22166;221660000;a;5;6.37;2;22166-221660000-a-5
22166;221660000;m;3;11.57;1;22166-221660000-m-3
22166;221660000;m;4;9.03;1;22166-221660000-m-4
22168;221680101;a;2;11.485;2;22168-221680101-a-2
22168;221680101;a;3;10.0;3;22168-221680101-a-3
22168;221680101;m;5;10.64;1;22168-221680101-m-5
22168;221680102;a;2;10.06;2;22168-221680102-a-2
22168;221680102;a;3;9.42;2;22168-221680102-a-3
22168;221680102;m;4;9.57;1;22168-221680102-m-4
22172;221720000;a;2;9.745000000000001;2;22172-221720000-a-2
22172;221720000;a;3;9.61;2;22172-221720000-a-3
22172;221720000;m;3;7.65;1;22172-221720000-m-3
22172;221720000;m;4;4.48;1;22172-221720000-m-4
22176;221760101;a;2;9.98;3;22176-221760101-a-2
22176;221760101;m;4;4.67;1;22176-221760101-m-4
22177;221770000;m;4;7.8;1;22177-221770000-m-4
22178;221780000;m;5;5.0;1;22178-221780000-m-5
22179;221790000;a;1;10.1;1;22179-221790000-a-1
22179;221790000;a;2;10.475000000000001;2;22179-221790000-a-2
22180;221800000;m;3;8.93;1;22180-221800000-m-3
22180;221800000;m;4;8.96;1;22180-221800000-m-4
22185;221850000;m;5;6.82;1;22185-221850000-m-5
22186;221860000;a;1;13.47;1;22186-221860000-a-1
22186;221860000;a;2;10.45;1;22186-221860000-a-2
22187;221870101;a;1;18.53;3;22187-221870101-a-1
22187;221870101;a;2;14.66;1;22187-221870101-a-2
22187;221870101;m;6;6.92;1;22187-221870101-m-6
22187;221870102;a;3;8.65;1;22187-221870102-a-3
22187;221870102;m;7;6.6;1;22187-221870102-m-7
22187;221870103;a;3;9.0;1;22187-221870103-a-3
22187;221870104;a;1;18.57;1;22187-221870104-a-1
22187;221870104;a;2;13.325;2;22187-221870104-a-2
22187;221870104;a;3;8.97;3;22187-221870104-a-3
22187;221870104;m;5;7.645;4;22187-221870104-m-5
22187;221870106;a;3;9.09;1;22187-221870106-a-3
22187;221870106;m;3;8.75;1;22187-221870106-m-3
22187;221870106;m;4;10.0;1;22187-221870106-m-4
22188;221880000;m;5;5.04;1;22188-221880000-m-5
22193;221930000;m;2;8.305;2;22193-221930000-m-2
22193;221930000;m;3;7.92;1;22193-221930000-m-3
22194;221940000;a;1;8.75;1;22194-221940000-a-1
22194;221940000;a;2;9.49;1;22194-221940000-a-2
22196;221960000;a;2;9.37;1;22196-221960000-a-2
22198;221980000;a;2;10.29;1;22198-221980000-a-2
22198;221980000;a;3;9.09;1;22198-221980000-a-3
22199;221990000;m;3;9.5;1;22199-221990000-m-3
22204;222040000;m;5;4.96;1;22204-222040000-m-5
22206;222060000;a;4;7.2;1;22206-222060000-a-4
22207;222070000;a;2;9.835;2;22207-222070000-a-2
22207;222070000;a;3;8.335;2;22207-222070000-a-3
22207;222070000;m;7;9.05;1;22207-222070000-m-7
22208;222080000;m;3;7.47;1;22208-222080000-m-3
22209;222090000;m;4;6.32;1;22209-222090000-m-4
22209;222090000;m;5;8.33;4;22209-222090000-m-5
22210;222100000;m;2;11.75;1;22210-222100000-m-2
22211;222110000;a;1;9.66;9;22211-222110000-a-1
22211;222110000;a;2;8.56;7;22211-222110000-a-2
22211;222110000;a;3;8.24;4;22211-222110000-a-3
22211;222110000;a;4;7.02;1;22211-222110000-a-4
22212;222120000;m;6;4.15;1;22212-222120000-m-6
22213;222130000;m;3;5.84;1;22213-222130000-m-3
22214;222140000;m;3;6.37;2;22214-222140000-m-3
22214;222140000;m;4;6.005;2;22214-222140000-m-4
22215;222150102;a;2;11.21;1;22215-222150102-a-2
22215;222150102;m;4;6.51;1;22215-222150102-m-4
22215;222150102;m;5;7.18;1;22215-222150102-m-5
22215;222150103;a;1;12.4;1;22215-222150103-a-1
22215;222150103;a;3;8.365;2;22215-222150103-a-3
22215;222150103;m;6;6.29;1;22215-222150103-m-6
22215;222150105;a;2;10.54;2;22215-222150105-a-2
22215;222150105;m;4;6.890000000000001;2;22215-222150105-m-4
22216;222160000;a;2;5.8;1;22216-222160000-a-2
22218;222180000;m;1;7.04;1;22218-222180000-m-1
22221;222210000;m;5;5.705;2;22221-222210000-m-5
22222;222220000;a;2;8.94;1;22222-222220000-a-2
22223;222230000;m;5;6.17;1;22223-222230000-m-5
22223;222230000;m;7;4.73;1;22223-222230000-m-7
22224;222240000;m;5;8.33;3;22224-222240000-m-5
22225;222250000;a;1;11.165;2;22225-222250000-a-1
22225;222250000;a;2;9.19;1;22225-222250000-a-2
22225;222250000;a;3;7.64;1;22225-222250000-a-3
22226;222260000;m;3;10.81;1;22226-222260000-m-3
22226;222260000;m;6;4.64;1;22226-222260000-m-6
22227;222270000;m;5;5.59;1;22227-222270000-m-5
22228;222280000;m;6;4.68;1;22228-222280000-m-6
22233;222330000;m;3;8.83;1;22233-222330000-m-3
22239;222390000;m;5;5.85;1;22239-222390000-m-5
22242;222420000;a;3;7.78;1;22242-222420000-a-3
22242;222420000;m;2;5.91;1;22242-222420000-m-2
22242;222420000;m;4;5.6;1;22242-222420000-m-4
22248;222480000;a;2;11.61;1;22248-222480000-a-2
22248;222480000;m;2;8.09;1;22248-222480000-m-2
22250;222500000;a;1;8.46;1;22250-222500000-a-1
22250;222500000;a;2;8.1;3;22250-222500000-a-2
22250;222500000;a;3;6.245;2;22250-222500000-a-3
22251;222510101;a;3;8.25;1;22251-222510101-a-3
22251;222510101;m;3;9.39;2;22251-222510101-m-3
22251;222510101;m;4;7.6;1;22251-222510101-m-4
22251;222510101;m;5;7.63;1;22251-222510101-m-5
22251;222510101;m;6;6.895;2;22251-222510101-m-6
22251;222510102;a;2;12.5;1;22251-222510102-a-2
22251;222510102;m;5;8.05;1;22251-222510102-m-5
22251;222510102;m;6;7.97;1;22251-222510102-m-6
22251;222510201;m;4;5.31;1;22251-222510201-m-4
22256;222560000;a;2;6.67;1;22256-222560000-a-2
22256;222560000;a;3;5.76;1;22256-222560000-a-3
22257;222570000;m;4;5.16;1;22257-222570000-m-4
22257;222570000;m;5;4.35;1;22257-222570000-m-5
22259;222590000;m;3;4.34;1;22259-222590000-m-3
22259;222590000;m;4;8.8;1;22259-222590000-m-4
22259;222590000;m;5;8.24;1;22259-222590000-m-5
22262;222620000;a;2;6.595000000000001;2;22262-222620000-a-2
22264;222640000;m;4;7.32;1;22264-222640000-m-4
22265;222650000;m;4;8.22;1;22265-222650000-m-4
22266;222660000;m;3;6.49;1;22266-222660000-m-3
22268;222680000;m;3;9.13;1;22268-222680000-m-3
22272;222720000;a;2;10.28;1;22272-222720000-a-2
22272;222720000;m;3;6.56;1;22272-222720000-m-3
22278;222780101;a;2;9.25;5;22278-222780101-a-2
22278;222780101;a;3;8.719999999999999;2;22278-222780101-a-3
22278;222780102;m;3;9.61;1;22278-222780102-m-3
22278;222780103;a;1;13.21;3;22278-222780103-a-1
22278;222780103;a;2;11.14;5;22278-222780103-a-2
22278;222780103;a;3;9.05;1;22278-222780103-a-3
22278;222780103;a;4;7.59;2;22278-222780103-a-4
22278;222780104;a;1;12.075;10;22278-222780104-a-1
22278;222780104;a;2;12.08;11;22278-222780104-a-2
22278;222780104;a;3;9.91;7;22278-222780104-a-3
22278;222780105;a;1;10.315000000000001;4;22278-222780105-a-1
22278;222780105;a;2;8.120000000000001;4;22278-222780105-a-2
22278;222780105;a;3;7.51;4;22278-222780105-a-3
22278;222780106;a;1;11.93;4;22278-222780106-a-1
22278;222780106;a;2;10.12;9;22278-222780106-a-2
22278;222780106;a;3;9.53;5;22278-222780106-a-3
22278;222780106;a;4;7.3;1;22278-222780106-a-4
22278;222780106;l;2;2.71;1;22278-222780106-l-2
22278;222780106;m;5;6.26;1;22278-222780106-m-5
22278;222780107;a;1;14.875;8;22278-222780107-a-1
22278;222780107;a;2;10.0;8;22278-222780107-a-2
22278;222780107;a;3;8.73;6;22278-222780107-a-3
22278;222780107;m;7;6.0;1;22278-222780107-m-7
22278;222780108;a;1;11.59;7;22278-222780108-a-1
22278;222780108;a;2;9.114999999999998;24;22278-222780108-a-2
22278;222780108;a;3;7.24;17;22278-222780108-a-3
22278;222780108;a;4;7.56;4;22278-222780108-a-4
22278;222780108;a;5;6.4;3;22278-222780108-a-5
22278;222780109;a;1;15.62;1;22278-222780109-a-1
22278;222780109;a;2;11.115;4;22278-222780109-a-2
22278;222780109;a;3;7.31;3;22278-222780109-a-3
22278;222780109;a;4;8.21;1;22278-222780109-a-4
22278;222780109;m;5;7.015;2;22278-222780109-m-5
22278;222780110;a;1;12.485;4;22278-222780110-a-1
22278;222780110;a;2;11.62;3;22278-222780110-a-2
22278;222780110;a;3;8.63;1;22278-222780110-a-3
22278;222780110;m;4;0.77;1;22278-222780110-m-4
22278;222780110;m;7;5.62;1;22278-222780110-m-7
22278;222780111;a;2;7.67;1;22278-222780111-a-2
22278;222780111;a;4;10.13;1;22278-222780111-a-4
22278;222780112;a;1;5.15;1;22278-222780112-a-1
22278;222780112;a;3;9.65;1;22278-222780112-a-3
22278;222780112;a;4;8.9;1;22278-222780112-a-4
22278;222780113;a;1;14.0;3;22278-222780113-a-1
22278;222780113;a;2;10.024999999999999;10;22278-222780113-a-2
22278;222780113;a;3;8.33;7;22278-222780113-a-3
22278;222780114;a;1;8.78;1;22278-222780114-a-1
22278;222780114;a;2;9.83;2;22278-222780114-a-2
22278;222780114;a;3;8.3;1;22278-222780114-a-3
22278;222780114;m;4;7.29;1;22278-222780114-m-4
22278;222780114;m;5;5.78;1;22278-222780114-m-5
22278;222780115;a;1;9.34;1;22278-222780115-a-1
22278;222780115;a;2;9.09;5;22278-222780115-a-2
22278;222780115;a;3;8.705;4;22278-222780115-a-3
22278;222780117;a;2;9.785;4;22278-222780117-a-2
22278;222780117;a;3;19.79;1;22278-222780117-a-3
22278;222780119;a;3;7.84;2;22278-222780119-a-3
22278;222780120;a;2;9.57;1;22278-222780120-a-2
22282;222820000;a;2;9.54;4;22282-222820000-a-2
22282;222820000;a;3;8.93;7;22282-222820000-a-3
22282;222820000;m;3;8.285;2;22282-222820000-m-3
22302;223020000;a;4;10.75;1;22302-223020000-a-4
22302;223020000;m;4;12.0;1;22302-223020000-m-4
22302;223020000;m;5;10.77;1;22302-223020000-m-5
22319;223190000;a;2;8.14;2;22319-223190000-a-2
22319;223190000;a;4;4.62;1;22319-223190000-a-4
22325;223250000;a;1;14.5;2;22325-223250000-a-1
22325;223250000;a;2;12.65;3;22325-223250000-a-2
22325;223250000;a;3;8.92;3;22325-223250000-a-3
22328;223280000;m;4;6.94;1;22328-223280000-m-4
22338;223380000;m;3;8.16;1;22338-223380000-m-3
22339;223390000;a;3;7.52;2;22339-223390000-a-3
22339;223390000;m;3;8.14;2;22339-223390000-m-3
22339;223390000;m;4;7.66;1;22339-223390000-m-4
22339;223390000;m;5;7.22;1;22339-223390000-m-5
22341;223410000;m;3;5.68;1;22341-223410000-m-3
22342;223420000;m;4;6.44;1;22342-223420000-m-4
22343;223430000;a;2;12.185;2;22343-223430000-a-2
22343;223430000;a;3;9.27;2;22343-223430000-a-3
22343;223430000;a;4;7.0;1;22343-223430000-a-4
22344;223440000;m;3;4.46;1;22344-223440000-m-3
22349;223490000;m;3;11.05;1;22349-223490000-m-3
22354;223540000;m;3;4.8;1;22354-223540000-m-3
22359;223590000;m;2;9.41;1;22359-223590000-m-2
22360;223600103;a;1;14.05;1;22360-223600103-a-1
22360;223600103;a;2;9.75;3;22360-223600103-a-2
22360;223600103;a;3;9.32;1;22360-223600103-a-3
22362;223620000;a;2;9.870000000000001;6;22362-223620000-a-2
22362;223620000;a;3;11.04;1;22362-223620000-a-3
22364;223640000;a;2;9.965;2;22364-223640000-a-2
22364;223640000;m;4;8.375;2;22364-223640000-m-4
22371;223710000;m;4;6.75;1;22371-223710000-m-4
22379;223790000;a;2;10.75;1;22379-223790000-a-2
22383;223830000;m;3;12.0;1;22383-223830000-m-3
22385;223850000;m;3;11.7;1;22385-223850000-m-3
22388;223880000;m;4;6.42;1;22388-223880000-m-4
22389;223890000;a;1;12.5;1;22389-223890000-a-1
22389;223890000;a;2;11.04;1;22389-223890000-a-2
22389;223890000;a;3;7.06;1;22389-223890000-a-3
22391;223910000;m;3;6.67;1;22391-223910000-m-3
23001;230010000;a;2;6.0;3;23001-230010000-a-2
23004;230040000;m;4;5.95;1;23004-230040000-m-4
23008;230080101;a;1;9.055;6;23008-230080101-a-1
23008;230080101;a;2;7.07;15;23008-230080101-a-2
23008;230080101;a;3;6.77;5;23008-230080101-a-3
23008;230080101;a;4;6.02;4;23008-230080101-a-4
23008;230080101;a;5;4.23;1;23008-230080101-a-5
23008;230080101;a;6;4.96;1;23008-230080101-a-6
23008;230080101;m;3;6.75;1;23008-230080101-m-3
23008;230080101;m;4;4.85;1;23008-230080101-m-4
23008;230080102;a;1;8.11;3;23008-230080102-a-1
23008;230080102;a;2;8.25;9;23008-230080102-a-2
23008;230080102;a;3;6.91;1;23008-230080102-a-3
23008;230080102;a;4;6.08;3;23008-230080102-a-4
23008;230080102;a;6;4.96;1;23008-230080102-a-6
23008;230080102;m;5;6.11;1;23008-230080102-m-5
23018;230180000;m;4;4.47;1;23018-230180000-m-4
23028;230280000;a;3;4.45;1;23028-230280000-a-3
23030;230300000;a;2;7.55;1;23030-230300000-a-2
23031;230310000;m;5;5.45;2;23031-230310000-m-5
23032;230320000;m;4;7.14;1;23032-230320000-m-4
23067;230670000;a;4;5.28;2;23067-230670000-a-4
23071;230710000;m;5;4.08;1;23071-230710000-m-5
23075;230750000;a;1;12.125;2;23075-230750000-a-1
23075;230750000;a;2;12.67;1;23075-230750000-a-2
23079;230790000;a;2;11.57;2;23079-230790000-a-2
23079;230790000;a;3;4.69;3;23079-230790000-a-3
23079;230790000;a;4;6.86;1;23079-230790000-a-4
23089;230890000;a;2;6.39;1;23089-230890000-a-2
23089;230890000;a;3;5.47;1;23089-230890000-a-3
23089;230890000;a;4;4.58;1;23089-230890000-a-4
23092;230920000;m;1;17.63;1;23092-230920000-m-1
23093;230930000;a;3;5.19;1;23093-230930000-a-3
23093;230930000;m;2;7.5;1;23093-230930000-m-2
23093;230930000;m;4;7.31;1;23093-230930000-m-4
23095;230950000;m;6;4.93;1;23095-230950000-m-6
23096;230960101;a;2;9.9;1;23096-230960101-a-2
23096;230960101;m;5;5.24;1;23096-230960101-m-5
23096;230960102;a;1;11.67;13;23096-230960102-a-1
23096;230960102;a;2;8.78;9;23096-230960102-a-2
23096;230960102;a;3;7.31;11;23096-230960102-a-3
23096;230960102;a;5;6.78;1;23096-230960102-a-5
23096;230960102;m;2;8.49;1;23096-230960102-m-2
23096;230960102;m;3;8.68;1;23096-230960102-m-3
23096;230960103;a;1;12.32;2;23096-230960103-a-1
23096;230960103;a;2;8.48;5;23096-230960103-a-2
23096;230960103;a;3;9.17;1;23096-230960103-a-3
23096;230960103;a;5;6.8;1;23096-230960103-a-5
23096;230960201;a;2;9.585;4;23096-230960201-a-2
23096;230960201;a;3;9.55;1;23096-230960201-a-3
23096;230960202;a;1;10.94;1;23096-230960202-a-1
23096;230960202;m;4;7.87;1;23096-230960202-m-4
23105;231050000;a;2;5.85;1;23105-231050000-a-2
23116;231160000;m;4;4.09;2;23116-231160000-m-4
23131;231310000;m;4;4.49;1;23131-231310000-m-4
23151;231510000;m;4;7.87;1;23151-231510000-m-4
23154;231540000;m;5;3.9;1;23154-231540000-m-5
23168;231680000;m;4;6.03;1;23168-231680000-m-4
23176;231760101;a;3;7.39;3;23176-231760101-a-3
23176;231760101;a;4;6.359999999999999;4;23176-231760101-a-4
23176;231760101;a;6;4.71;1;23176-231760101-a-6
23176;231760101;m;6;4.32;1;23176-231760101-m-6
23177;231770000;m;3;6.65;1;23177-231770000-m-3
23193;231930000;m;3;7.14;1;23193-231930000-m-3
23195;231950000;a;4;6.18;1;23195-231950000-a-4
23196;231960000;m;3;6.32;1;23196-231960000-m-3
23219;232190000;m;4;5.45;1;23219-232190000-m-4
23235;232350000;m;6;3.97;1;23235-232350000-m-6
23242;232420000;m;3;8.58;2;23242-232420000-m-3
23246;232460000;m;3;6.17;1;23246-232460000-m-3
23247;232470000;a;2;7.9;1;23247-232470000-a-2
23248;232480000;m;5;5.5;1;23248-232480000-m-5
23257;232570000;a;2;5.91;1;23257-232570000-a-2
24001;240010000;m;3;8.33;1;24001-240010000-m-3
24006;240060000;a;2;7.76;3;24006-240060000-a-2
24006;240060000;a;3;7.03;3;24006-240060000-a-3
24006;240060000;m;5;6.67;1;24006-240060000-m-5
24010;240100000;a;2;8.07;1;24010-240100000-a-2
24010;240100000;m;4;8.56;2;24010-240100000-m-4
24011;240110000;m;3;5.4;1;24011-240110000-m-3
24012;240120000;m;3;6.720000000000001;2;24012-240120000-m-3
24037;240370102;a;2;9.36;1;24037-240370102-a-2
24037;240370102;m;3;11.13;1;24037-240370102-m-3
24037;240370102;m;4;7.98;1;24037-240370102-m-4
24037;240370105;m;4;6.82;1;24037-240370105-m-4
24037;240370107;a;2;8.969999999999999;14;24037-240370107-a-2
24037;240370107;a;3;8.215;6;24037-240370107-a-3
24037;240370107;m;4;7.0;1;24037-240370107-m-4
24037;240370108;m;4;4.89;3;24037-240370108-m-4
24037;240370108;m;5;7.78;1;24037-240370108-m-5
24037;240370109;m;4;8.36;2;24037-240370109-m-4
24037;240370110;a;1;12.5;3;24037-240370110-a-1
24037;240370110;a;2;8.905000000000001;6;24037-240370110-a-2
24037;240370110;a;3;8.33;9;24037-240370110-a-3
24037;240370110;a;4;6.405;2;24037-240370110-a-4
24037;240370110;a;6;5.36;1;24037-240370110-a-6
24037;240370110;m;4;7.484999999999999;4;24037-240370110-m-4
24037;240370110;m;5;5.9;1;24037-240370110-m-5
24037;240370111;a;3;9.44;1;24037-240370111-a-3
24037;240370111;m;4;8.1;1;24037-240370111-m-4
24037;240370112;a;1;10.0;1;24037-240370112-a-1
24037;240370112;a;5;7.71;1;24037-240370112-a-5
24037;240370113;a;2;10.0;3;24037-240370113-a-2
24037;240370113;a;4;9.84;1;24037-240370113-a-4
24037;240370113;m;4;5.81;1;24037-240370113-m-4
24050;240500000;m;3;7.57;1;24050-240500000-m-3
24053;240530101;a;3;7.175;4;24053-240530101-a-3
24053;240530101;m;4;7.0;2;24053-240530101-m-4
24053;240530102;a;1;10.91;1;24053-240530102-a-1
24053;240530102;a;2;9.885000000000002;8;24053-240530102-a-2
24053;240530102;a;3;8.64;2;24053-240530102-a-3
24053;240530102;a;4;9.83;1;24053-240530102-a-4
24053;240530102;m;4;9.1;1;24053-240530102-m-4
24053;240530102;m;6;5.29;1;24053-240530102-m-6
24053;240530103;a;2;11.07;1;24053-240530103-a-2
24053;240530103;m;4;8.45;2;24053-240530103-m-4
24053;240530103;m;5;9.11;1;24053-240530103-m-5
24056;240560000;m;5;3.76;2;24056-240560000-m-5
24064;240640000;a;3;8.32;2;24064-240640000-a-3
24064;240640000;m;3;7.13;1;24064-240640000-m-3
24064;240640000;m;6;6.1;1;24064-240640000-m-6
24067;240670000;a;2;9.68;2;24067-240670000-a-2
24067;240670000;a;3;7.67;1;24067-240670000-a-3
24067;240670000;a;5;9.26;1;24067-240670000-a-5
24074;240740000;m;3;7.89;1;24074-240740000-m-3
24075;240750000;m;3;7.7;1;24075-240750000-m-3
24080;240800000;m;4;5.6;1;24080-240800000-m-4
24081;240810000;m;4;7.05;1;24081-240810000-m-4
24082;240820000;a;1;12.08;1;24082-240820000-a-1
24082;240820000;a;2;8.91;7;24082-240820000-a-2
24082;240820000;a;3;6.715;2;24082-240820000-a-3
24082;240820000;a;4;6.88;3;24082-240820000-a-4
24082;240820000;m;4;6.455;2;24082-240820000-m-4
24082;240820000;m;5;7.65;1;24082-240820000-m-5
24088;240880000;m;5;6.2;1;24088-240880000-m-5
24098;240980000;a;1;12.69;12;24098-240980000-a-1
24098;240980000;a;2;10.41;1;24098-240980000-a-2
24098;240980000;a;3;9.07;2;24098-240980000-a-3
24098;240980000;m;4;5.44;1;24098-240980000-m-4
24098;240980000;m;5;6.550000000000001;4;24098-240980000-m-5
24101;241010000;a;3;10.75;1;24101-241010000-a-3
24102;241020000;a;2;10.025;4;24102-241020000-a-2
24102;241020000;a;3;10.39;2;24102-241020000-a-3
24102;241020000;m;3;8.0;2;24102-241020000-m-3
24102;241020000;m;4;8.03;3;24102-241020000-m-4
24102;241020000;m;5;6.36;1;24102-241020000-m-5
24102;241020000;m;6;9.41;1;24102-241020000-m-6
24102;241020000;m;7;7.3;1;24102-241020000-m-7
24108;241080000;m;3;6.83;1;24108-241080000-m-3
24116;241160000;m;3;7.8;1;24116-241160000-m-3
24126;241260000;m;5;4.21;1;24126-241260000-m-5
24138;241380101;m;3;8.4;1;24138-241380101-m-3
24138;241380101;m;5;7.34;1;24138-241380101-m-5
24138;241380102;a;3;9.6;1;24138-241380102-a-3
24138;241380102;m;3;9.04;1;24138-241380102-m-3
24138;241380102;m;4;7.699999999999999;2;24138-241380102-m-4
24138;241380102;m;6;6.14;1;24138-241380102-m-6
24138;241380103;a;2;10.605;6;24138-241380103-a-2
24138;241380103;a;3;8.62;3;24138-241380103-a-3
24138;241380103;m;4;7.96;1;24138-241380103-m-4
24138;241380104;a;2;10.11;3;24138-241380104-a-2
24138;241380104;a;3;8.79;3;24138-241380104-a-3
24138;241380104;a;4;9.89;1;24138-241380104-a-4
24138;241380104;m;4;8.5;1;24138-241380104-m-4
24138;241380104;m;5;8.01;2;24138-241380104-m-5
24139;241390000;m;4;8.83;2;24139-241390000-m-4
24152;241520000;m;2;18.66;1;24152-241520000-m-2
24152;241520000;m;3;10.38;1;24152-241520000-m-3
24152;241520000;m;4;7.47;1;24152-241520000-m-4
24157;241570000;m;4;6.25;1;24157-241570000-m-4
24162;241620000;m;3;8.7;2;24162-241620000-m-3
24164;241640000;a;4;5.38;1;24164-241640000-a-4
24167;241670000;a;2;7.98;1;24167-241670000-a-2
24167;241670000;a;3;7.41;2;24167-241670000-a-3
24167;241670000;a;5;6.58;1;24167-241670000-a-5
24171;241710000;m;5;5.17;1;24171-241710000-m-5
24179;241790000;a;2;10.16;2;24179-241790000-a-2
