type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;80170;;0;102;900.0;5;130400;113400.0;17000.0;0;0;0;0;0;;49.7906;2.7525;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80520;0000;805200000;Z;80;;;;;;;1278.43
pr;mn;v;80430;;0;75;739.0;3;138986;112686.0;26300.0;0;0;0;0;0;;49.84444;1.78192;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80062;0000;800620000;Z;80;;;;;;;1853.15
pr;mn;v;80430;;0;105;739.0;5;143627;117327.0;26300.0;0;0;0;0;0;;49.84444;1.78192;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80062;0000;800620000;Z;80;;;;;;;1367.88
pr;mn;v;80430;;0;85;739.0;4;138942;112642.0;26300.0;0;0;0;0;0;;49.84444;1.78192;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80062;0000;800620000;Z;80;;;;;;;1634.61
pr;mn;v;80430;;0;86;739.0;5;140570;114270.0;26300.0;0;0;0;0;0;;49.84444;1.78192;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80062;0000;800620000;Z;80;;;;;;;1634.53
pr;mn;v;80480;;0;89;571.0;5;235900;117900.0;118000.0;0;0;1;0;0;;49.85346;2.28025;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80261;0000;802610000;Z;80;;;;;;;2650.56
pr;mn;v;80130;;0;84;515.0;4;165038;134038.0;31000.0;0;0;0;0;0;;50.08374;1.54084;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80368;0000;803680000;Z;80;;;;;;;1964.74
pr;mn;v;80136;;0;133;283.0;6;251900;171900.0;80000.0;0;0;2;0;0;;49.90426;2.33118;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80674;0000;806740000;Z;80;;;;;;;1893.98
pr;mn;v;80250;;0;93;530.0;5;188900;118900.0;70000.0;0;0;2;0;0;;49.7816;2.34134;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80291;0000;802910000;Z;80;;;;;;;2031.18
pr;mn;v;80470;;0;133;367.0;6;241900;171900.0;70000.0;0;0;2;0;0;;49.9183;2.18633;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;80011;0000;800110000;Z;80;;;;;;;1818.8
