REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
76.0;09;09032;pr;a;a;l;2;E;32.0;390.0;0.0;1.0;0.0;1
76.0;09;09032;pr;a;a;l;3;C;88.0;650.0;0.0;1.0;0.0;1
76.0;09;09032;pr;a;a;l;3;D;50.0;489.0;1.0;1.0;0.0;1
76.0;09;09041;pr;a;a;l;4;B;140.0;920.0;0.0;1.0;1.0;1
76.0;09;09042;pr;a;m;l;4;0;110.0;700.0;1.0;2.0;0.0;1
76.0;09;09043;pr;a;a;l;4;0;71.0;410.0;0.0;1.0;0.0;1
76.0;09;09043;pr;a;m;l;2;0;63.0;350.0;0.0;1.0;0.0;1
76.0;09;09050;pr;a;m;l;3;D;46.0;570.0;1.0;1.0;0.0;1
76.0;09;09054;pr;a;m;l;4;F;98.0;570.0;0.0;0.0;1.0;1
76.0;09;09060;pr;a;m;l;3;D;68.0;440.0;0.0;1.0;0.0;1
76.0;09;09074;pr;a;m;l;3;0;82.5;450.0;0.0;1.0;0.0;2
76.0;09;09086;pr;a;a;l;4;D;85.0;548.0;0.0;0.0;0.0;1
76.0;09;09099;pr;a;a;l;1;VI;25.0;510.0;1.0;1.0;0.0;1
76.0;09;09104;pr;a;m;l;4;D;82.0;600.0;0.0;0.0;0.0;1
76.0;09;09107;pr;a;m;l;3;F;63.0;440.0;0.0;1.0;0.0;1
76.0;09;09113;pr;a;m;l;3;D;60.0;500.0;0.0;1.0;0.0;1
76.0;09;09116;pr;a;m;l;3;VI;115.0;510.0;0.0;1.0;0.0;1
76.0;09;09122;pa;a;a;l;1;0;43.0;375.0;0.0;0.0;0.5;2
76.0;09;09122;pa;a;a;l;2;B;43.0;450.0;0.0;1.0;0.0;1
76.0;09;09122;pr;a;a;l;1;0;32.0;355.0;0.0;0.67;0.17;6
76.0;09;09122;pr;a;a;l;1;D;33.0;303.0;0.0;0.67;0.33;3
76.0;09;09122;pr;a;a;l;1;F;18.0;357.0;0.0;1.0;0.0;1
76.0;09;09122;pr;a;a;l;1;G;25.0;350.0;0.0;1.0;0.0;1
76.0;09;09122;pr;a;a;l;1;VI;20.0;375.0;0.0;1.0;0.0;1
76.0;09;09122;pr;a;a;l;2;0;39.0;379.0;0.17;0.92;0.17;12
76.0;09;09122;pr;a;a;l;2;A;40.0;405.0;1.0;0.0;0.0;1
76.0;09;09122;pr;a;a;l;2;C;36.0;340.0;0.0;1.0;0.0;1
76.0;09;09122;pr;a;a;l;2;D;41.0;422.0;0.55;0.36;0.64;11
76.0;09;09122;pr;a;a;l;2;E;33.0;390.0;0.5;0.5;0.5;2
