type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;97490;;0;71;;2;80000;;;372;0;0;0;0;;-20.88831;55.45909;Non;;;;;0;;;;;;;;;25.0;;;;;a;;a;2020-04;97411;0109;974110109;H;974;;;;12.78;84.0;0.136;1126.76
pr;m;v;97419;;0;80;;4;299000;;;0;0;0;0;0;;-20.945;55.33846;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;97408;0201;974080201;H;974;;;;13.605;2.0;0.044;3737.5
pr;m;v;97419;;0;113;;4;360000;;;0;0;0;0;0;;-20.945;55.33846;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;97408;0201;974080201;H;974;;;;13.605;2.0;0.051;3185.84
pr;m;v;97419;;0;136;;4;477000;;;0;0;0;0;0;;-20.945;55.33846;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;97408;0201;974080201;H;974;;;;13.605;2.0;0.047;3507.35
pr;m;v;97419;;0;149;;4;508000;;;0;0;0;0;0;;-20.945;55.33846;Non;;;;;0;;;;;;;;;;;;;;ca;;m;2020-04;97408;0201;974080201;H;974;;;;13.605;2.0;0.048;3409.4
pr;a;v;97438;;0;64;;3;240000;;;0;0;0;0;0;;-20.91958;55.51545;Non;;;;;0;;;;;;;;;;;;;;ca;o;a;2020-03;97418;0401;974180401;H;974;;;;11.94;1.0;0.038;3750.0
pr;a;v;97490;;0;57;;3;90000;;;417;0;0;0;0;;-20.90652;55.48804;Non;;;;;0;;;;;;;;;80.0;;;;;a;n;a;2020-03;97411;0805;974110805;H;974;10.67;3.0;0.081;11.975000000000001;94.0;0.091;1578.95
pr;a;v;97490;97411;0;38;;2;98100;;;0;0;0;1;NS;;-20.90521;55.48979;Oui;3.0;;0.0;;0;;2009.0;1.0;0.0;;True;;False;;;Électrique;Climatisation révérsible;;a;n;a;2020-03;97411;0805;974110805;H;974;12.525;2.0;0.058;12.78;84.0;0.059;2581.58
pr;a;v;97490;97411;0;57;;3;99000;;;0;0;0;1;VI;;-20.90616;55.49256;Oui;4.0;;1.0;False;0;VI;2008.0;1.0;1.0;;False;;True;80.0;791.0;;;;a;n;a;2020-03;97411;0805;974110805;H;974;10.67;3.0;0.074;11.975000000000001;94.0;0.083;1736.84
pr;m;v;97424;;0;60;;3;220000;;;916;0;0;0;0;;-21.19853;55.30988;Non;;;;;0;;;;;;;;;;;;;;a;n;m;2020-03;97413;0302;974130302;H;974;;;;;;;3666.67
pr;a;v;97400;97411;0;40;;2;126000;;;0;0;0;0;0;;-20.88121;55.45222;Non;;;;;0;G;;;;;;;;;;;;;a;n;a;2020-03;97411;0104;974110104;H;974;11.235;2.0;0.043;12.78;84.0;0.049;3150.0
pr;m;v;97400;97411;0;142;;5;315000;;;0;0;0;0;NS;;-20.89718;55.45974;Oui;;;;False;0;NS;;;;;False;;;;;;;;m;n;m;2020-03;97411;0503;974110503;H;974;;;;13.0;5.0;0.07;2218.31
pr;a;v;97435;;0;31;;1;110000;;;503;0;0;0;0;;-21.03909;55.2195;Non;;;;;0;;;;;;;;;92.0;;;;;a;n;a;2020-03;97415;1203;974151203;H;974;;;;;;;3548.39
pr;m;v;97460;;0;120;;4;370000;;;1538;0;0;0;0;;-20.97864;55.32837;Oui;;;;;0;;;;;;;;;;;;;;a;n;m;2020-03;97415;0401;974150401;H;974;;;;8.99;1.0;0.035;3083.33
pr;a;v;97490;97411;0;23;;1;44500;;;0;0;0;1;NS;;-20.92558;55.48796;Oui;1.0;;1.0;;0;NS;2008.0;;0.0;;;;False;363.0;652.0;;;;a;n;a;2020-03;97411;1002;974111002;H;974;17.96;3.0;0.111;17.445;88.0;0.108;1934.78
pr;a;v;97490;97411;0;30;;1;53000;;;0;0;1;0;0;;-20.90315;55.47637;Non;3.0;;;False;0;;2008.0;1.0;;;;;True;;;;;;a;n;a;2020-03;97411;0606;974110606;H;974;18.375;18.0;0.125;17.445;88.0;0.118;1766.67
pr;a;v;97400;97411;0;40;;2;104000;;;0;0;1;0;VI;;-20.92078;55.49562;Oui;3.0;;1.0;;0;VI;2013.0;1.0;1.0;;;;True;40.0;917.64;;;;a;n;a;2020-03;97411;1002;974111002;H;974;13.43;3.0;0.062;12.78;84.0;0.059;2600.0
pr;a;v;97490;97411;0;120;115.0;5;325000;;;0;0;0;3;0;;-20.92484;55.49747;Oui;0.0;;1.0;;0;;;;;;;;;24.0;1524.0;;;Collectif;a;n;a;2020-03;97411;1002;974111002;H;974;;;;10.19;3.0;0.045;2708.33
pr;a;v;97490;97411;1;34;;2;70000;;;0;0;1;0;NS;;-20.92558;55.48796;Oui;2.0;;0.0;;0;NS;2009.0;;0.0;;;;False;363.0;1100.0;;;;a;n;a;2020-03;97411;1002;974111002;H;974;13.43;3.0;0.078;12.78;84.0;0.074;2058.82
pr;a;v;97400;97411;1;67;;3;120000;;;0;0;0;1;NS;;-20.90066;55.47748;Non;4.0;;1.0;;0;NS;1988.0;;0.0;;;;False;0.0;988.24;;;;a;n;a;2020-03;97411;0606;974110606;H;974;13.39;5.0;0.09;11.975000000000001;94.0;0.08;1791.04
pr;a;v;97434;;0;110;;4;460000;;;1905;0;0;0;0;;-21.05312;55.22774;Oui;;;;;0;;;;;;;;;;;;;;a;n;a;2020-03;97415;1204;974151204;H;974;;;;10.26;1.0;0.029;4181.82
pr;a;v;97490;97411;0;61;;3;135000;;;0;0;0;1;0;;-20.90599;55.47874;Non;5.0;;1.0;;0;;;;;;;;True;31.0;1643.0;;;;a;n;a;2020-03;97411;0606;974110606;H;974;13.39;5.0;0.073;11.975000000000001;94.0;0.065;2213.11
pr;a;v;97490;97411;0;62;;3;124200;;;0;0;0;1;0;;-20.90092;55.47783;Non;;;;;0;;;;;;;;False;;;;;;a;n;a;2020-03;97411;0606;974110606;H;974;13.39;5.0;0.08;11.975000000000001;94.0;0.072;2003.23
pr;m;v;97490;97411;0;115;303.0;5;350000;;;0;0;0;2;0;;-20.90459;55.47552;Oui;;;3.0;;0;;;;;;;;;;;;;;a;n;m;2020-03;97411;0606;974110606;H;974;;;;13.0;5.0;0.051;3043.48
pr;a;v;97490;97411;1;18;;1;49500;;;0;0;1;0;NS;;-20.90243;55.49012;Oui;5.0;;1.0;;0;NS;2008.0;;0.0;;;;True;162.0;521.4;;;;a;n;a;2020-03;97411;0806;974110806;H;974;17.645;8.0;0.077;17.445;88.0;0.076;2750.0
pr;a;v;97490;97411;3;33;;2;57800;;;0;0;1;0;NS;;-20.90335;55.4914;Oui;5.0;;1.0;;0;NS;2008.0;;0.0;;;;True;162.0;828.24;;;;a;n;a;2020-03;97411;0806;974110806;H;974;13.97;5.0;0.096;12.78;84.0;0.088;1751.52
pr;a;v;97490;97411;3;31;;2;66600;;;0;0;1;0;NS;;-20.90243;55.49012;Oui;5.0;;1.0;;0;NS;2008.0;;0.0;;;;True;162.0;889.4;;;;a;n;a;2020-03;97411;0806;974110806;H;974;13.97;5.0;0.078;12.78;84.0;0.071;2148.39
pr;a;v;97490;97411;4;20;;1;44500;;;0;0;1;0;NS;;-20.90335;55.4914;Oui;5.0;;0.0;;0;NS;2008.0;;0.0;;;;True;162.0;521.36;;;;a;n;a;2020-03;97411;0806;974110806;H;974;17.645;8.0;0.095;17.445;88.0;0.094;2225.0
pr;a;v;97400;97411;3;22;;1;55000;;;0;0;1;0;NS;;-20.90244;55.48987;Oui;5.0;;1.0;;0;;2007.0;1.0;0.0;;False;;True;;;;;;a;n;a;2020-03;97411;0806;974110806;H;974;17.645;8.0;0.085;17.445;88.0;0.084;2500.0
pr;a;v;97400;;0;40;;2;100000;;;438;0;0;0;0;;-20.9168;55.49446;Non;;;;;0;;;;;;;;;40.0;;;;;a;n;a;2020-03;97411;1001;974111001;H;974;11.55;1.0;0.055;12.78;84.0;0.061;2500.0
pr;m;v;97490;97411;0;200;;8;524700;;;0;0;1;1;NS;;-20.91472;55.49485;Non;;;0.0;;0;;1981.0;0.0;0.0;;;;;;;;;;a;n;m;2020-03;97411;1001;974111001;H;974;;;;;;;2623.5
pr;m;v;97490;97411;0;200;500.0;8;385000;;;0;0;1;1;NS;;-20.91374;55.49402;Non;;;;;0;;;2.0;;;False;;;;;;;;m;n;m;2020-03;97411;1001;974111001;H;974;;;;;;;1925.0
pr;a;v;97490;97411;6;42;;2;88000;;;0;0;0;1;NS;;-20.90111;55.50045;Oui;6.0;;0.0;;0;NS;2009.0;;0.0;;;;True;102.0;844.0;;;;a;n;a;2020-03;97411;1001;974111001;H;974;11.55;1.0;0.066;12.78;84.0;0.073;2095.24
