type_annonceur;typedebien;typedetransaction;codepostal;codeinsee;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;mn;v;12220;;0;90;1313.0;4;150991;122105.0;28886.0;0;0;0;0;0;;44.45222;2.18909;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12290;0000;122900000;Z;12;;;;;;;1677.68
pr;mn;v;12220;;0;80;1108.0;4;133617;115617.0;18000.0;0;0;0;0;0;;44.45222;2.18909;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12290;0000;122900000;Z;12;;;;;;;1670.21
pr;mn;v;12220;;0;90;1313.0;4;150991;122105.0;28886.0;0;0;0;0;0;;44.44674;2.251;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12206;0000;122060000;Z;12;5.65;1.0;0.04;5.65;1.0;0.04;1677.68
pr;mn;v;12200;;0;83;970.0;4;132717;110407.0;22310.0;0;0;0;0;0;;44.28151;2.03954;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12259;0000;122590000;Z;12;;;;;;;1599.0
pr;mn;v;12220;;0;80;1108.0;4;133617;115617.0;18000.0;0;0;0;0;0;;44.47978;2.21408;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12148;0000;121480000;Z;12;;;;;;;1670.21
pr;mn;v;12200;;0;83;717.0;4;122355;105183.0;17172.0;0;0;0;0;0;;44.35135;2.03571;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12300;0101;123000101;H;12;;;;9.004999999999999;2.0;0.073;1474.16
pr;mn;v;12240;;0;83;1508.0;4;158101;136989.0;21112.0;0;0;0;0;0;;44.30583;2.225;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12198;0000;121980000;Z;12;;;;;;;1904.83
pr;mn;v;12350;;0;83;717.0;4;122355;105183.0;17172.0;0;0;0;0;0;;44.39609;2.1081;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12136;0000;121360000;Z;12;;;;;;;1474.16
pr;mn;v;12350;;0;83;717.0;4;122355;105183.0;17172.0;0;0;0;0;0;;44.42325;2.1609;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12121;0000;121210000;Z;12;;;;;;;1474.16
pr;mn;v;12510;;0;90;895.0;4;220569;164184.0;56385.0;0;0;0;0;0;;44.33713;2.54962;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;12174;0000;121740000;Z;12;;;;;;;2450.77
