INSEE_COM;LIBCOM;DEP;REG;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020
59569;Sin-le-Noble;59;32;593;5935;200044618;CA;3212;00756
59570;Socx;59;32;594;5941;200040954;CC;3213;59000
59571;Solesmes;59;32;592;5911;245901038;CC;3208;59202
59572;Solre-le-Château;59;32;591;5919;200043263;CC;3217;59000
59573;Solrinnes;59;32;591;5919;200043263;CC;3217;59000
59574;Somain;59;32;593;5935;245901152;CC;3212;59701
59575;Sommaing;59;32;592;5911;245901038;CC;3222;59000
59576;Spycker;59;32;594;5912;245900428;CU;3213;59123
59577;Staple;59;32;594;5908;200040947;CC;3219;59000
59578;Steenbecque;59;32;594;5921;200040947;CC;3219;59115
59579;Steene;59;32;594;5912;200040954;CC;3213;59123
59580;Steenvoorde;59;32;594;5941;200040947;CC;3213;59136
59581;Steenwerck;59;32;594;5908;200040947;CC;3216;59501
59582;Strazeele;59;32;594;5908;200040947;CC;3216;59000
59583;Taisnières-en-Thiérache;59;32;591;5907;200043263;CC;3217;59000
59584;Taisnières-sur-Hon;59;32;591;5905;200043321;CC;3217;59000
59585;Templemars;59;32;595;5918;200093201;ME;3216;59702
59586;Templeuve-en-Pévèle;59;32;595;5936;200041960;CC;3216;59307
59587;Terdeghem;59;32;594;5941;200040947;CC;3213;59000
59588;Téteghem-Coudekerque-Village;59;32;594;5912;245900428;CU;3213;59212
59589;Thiant;59;32;596;5906;200042190;CA;3222;59701
59590;Thiennes;59;32;594;5921;200040947;CC;3219;59115
59591;Thivencelle;59;32;596;5929;245901160;CA;3222;59000
59592;Thumeries;59;32;595;5936;200041960;CC;3216;00756
59593;Thun-l'Évêque;59;32;592;5909;200068500;CA;3208;59000
59594;Thun-Saint-Amand;59;32;596;5934;200042190;CA;3222;59203
59595;Thun-Saint-Martin;59;32;592;5909;200068500;CA;3208;59000
59596;Tilloy-lez-Marchiennes;59;32;593;5935;245901152;CC;3222;59402
59597;Tilloy-lez-Cambrai;59;32;592;5909;200068500;CA;3208;59403
59598;Toufflers;59;32;595;5940;200093201;ME;3218;59702
59599;Tourcoing;59;32;595;5999;200093201;ME;3218;59702
59600;Tourmignies;59;32;595;5936;200041960;CC;3216;59000
59601;Trélon;59;32;591;5919;200043404;CC;3217;59138
59602;Tressin;59;32;595;5936;200093201;ME;3216;59702
59603;Trith-Saint-Léger;59;32;596;5906;200042190;CA;3222;59701
59604;Troisvilles;59;32;592;5910;200030633;CA;3208;59000
59605;Uxem;59;32;594;5912;200040954;CC;3213;59000
59606;Valenciennes;59;32;596;5939;245901160;CA;3222;59701
59607;Vendegies-au-Bois;59;32;591;5907;200043321;CC;3222;59000
59608;Vendegies-sur-Écaillon;59;32;592;5911;245901038;CC;3222;59000
59609;Vendeville;59;32;595;5918;200093201;ME;3216;59702
59610;Verchain-Maugré;59;32;596;5906;245901160;CA;3222;59000
59611;Verlinghem;59;32;595;5922;200093201;ME;3216;59702
59612;Vertain;59;32;592;5911;245901038;CC;3222;59000
59613;Vicq;59;32;596;5929;245901160;CA;3222;59701
59614;Viesly;59;32;592;5911;245901038;CC;3208;59000
59615;Vieux-Berquin;59;32;594;5908;200040947;CC;3216;00752
59616;Vieux-Condé;59;32;596;5929;245901160;CA;3222;59701
59617;Vieux-Mesnil;59;32;591;5905;200043396;CA;3217;59000
59618;Vieux-Reng;59;32;591;5930;200043396;CA;3217;59000
59619;Villereau;59;32;591;5905;200043321;CC;3222;59131
59620;Villers-au-Tertre;59;32;593;5901;200044618;CA;3212;59000
59622;Villers-en-Cauchies;59;32;592;5911;200068500;CA;3208;59000
59623;Villers-Guislain;59;32;592;5910;200068500;CA;3208;59000
59624;Villers-Outréaux;59;32;592;5910;200030633;CA;3208;59101
59625;Villers-Plouich;59;32;592;5910;200068500;CA;3208;59000
59626;Villers-Pol;59;32;591;5907;200043321;CC;3222;59210
59627;Villers-Sire-Nicole;59;32;591;5930;200043396;CA;3217;59000
59628;Volckerinckhove;59;32;594;5941;200040954;CC;3213;59000
59629;Vred;59;32;593;5935;245901152;CC;3212;59000
59630;Wahagnies;59;32;595;5902;200041960;CC;3216;00756
59631;Walincourt-Selvigny;59;32;592;5910;200030633;CA;3208;59104
59632;Wallers;59;32;596;5934;200042190;CA;3222;59701
59633;Wallers-en-Fagne;59;32;591;5919;200043404;CC;3217;59000
59634;Wallon-Cappel;59;32;594;5921;200040947;CC;3219;59000
59635;Wambaix;59;32;592;5910;200068500;CA;3208;59000
59636;Wambrechies;59;32;595;5923;200093201;ME;3216;59702
59637;Wandignies-Hamage;59;32;593;5935;245901152;CC;3222;59206
59638;Wannehain;59;32;595;5936;200041960;CC;3216;59000
59639;Wargnies-le-Grand;59;32;591;5905;200043321;CC;3222;59000
59640;Wargnies-le-Petit;59;32;591;5905;200043321;CC;3222;59000
59641;Warhem;59;32;594;5941;200040954;CC;3213;59302
59642;Warlaing;59;32;593;5935;245901152;CC;3222;59000
59643;Warneton;59;32;595;5904;200093201;ME;3218;59702
59645;Wasnes-au-Bac;59;32;596;5914;200042190;CA;3208;59000
59646;Wasquehal;59;32;595;5913;200093201;ME;3216;59702
59647;Watten;59;32;594;5941;200040954;CC;3219;00556
59648;Wattignies;59;32;595;5918;200093201;ME;3216;59702
59649;Wattignies-la-Victoire;59;32;591;5919;200043263;CC;3217;59000
59650;Wattrelos;59;32;595;5933;200093201;ME;3218;59702
59651;Wavrechain-sous-Denain;59;32;596;5914;200042190;CA;3222;59701
59652;Wavrechain-sous-Faulx;59;32;596;5914;200042190;CA;3222;59000
59653;Wavrin;59;32;595;5902;200093201;ME;3216;59305
59654;Waziers;59;32;593;5935;200044618;CA;3212;00756
59655;Wemaers-Cappel;59;32;594;5941;200040947;CC;3213;59000
59656;Wervicq-Sud;59;32;595;5922;200093201;ME;3218;59702
59657;West-Cappel;59;32;594;5941;200040954;CC;3213;59000
59658;Wicres;59;32;595;5902;200093201;ME;3216;59132
59659;Wignehies;59;32;591;5919;200043404;CC;3217;59306
59660;Willems;59;32;595;5940;200093201;ME;3218;59702
59661;Willies;59;32;591;5919;200043404;CC;3217;59000
59662;Winnezeele;59;32;594;5941;200040947;CC;3213;59000
59663;Wormhout;59;32;594;5941;200040954;CC;3213;59205
59664;Wulverdinghe;59;32;594;5941;200040954;CC;3219;59000
59665;Wylder;59;32;594;5941;200040954;CC;3213;59000
59666;Zegerscappel;59;32;594;5941;200040954;CC;3213;59000
59667;Zermezeele;59;32;594;5941;200040947;CC;3213;59000
59668;Zuydcoote;59;32;594;5917;245900428;CU;3213;59301
59669;Zuytpeene;59;32;594;5941;200040947;CC;3219;59000
59670;Don;59;32;595;5902;200093201;ME;3216;59305
60001;Abancourt;60;32;601;6011;246000848;CC;0054;60000
60002;Abbecourt;60;32;601;6004;200067973;CC;0054;60000
60003;Abbeville-Saint-Lucien;60;32;602;6019;200068005;CC;0054;60000
60004;Achy;60;32;601;6011;246000848;CC;0054;60000
60005;Acy-en-Multien;60;32;604;6015;246000871;CC;3221;60000
60006;Les Ageux;60;32;602;6018;246000921;CC;3211;60306
60007;Agnetz;60;32;602;6005;246000376;CC;3211;60401
60008;Airion;60;32;602;6019;246000566;CC;3211;60000
60009;Allonne;60;32;601;6002;200067999;CA;0054;60501
60010;Amblainville;60;32;601;6012;246000582;CC;0054;60000
60011;Amy;60;32;603;6021;246000855;CC;3210;60000
60012;Andeville;60;32;601;6012;246000582;CC;0054;60112
60013;Angicourt;60;32;602;6018;246000921;CC;3211;60601
60014;Angivillers;60;32;602;6019;246000566;CC;3211;60000
60015;Angy;60;32;602;6014;200067973;CC;3211;60301
60016;Ansacq;60;32;602;6014;200067973;CC;3211;60000
60017;Ansauvillers;60;32;602;6019;200068005;CC;0054;60000
60019;Antheuil-Portes;60;32;603;6010;246000855;CC;3210;60000
60020;Antilly;60;32;604;6015;246000871;CC;3221;60000
60021;Appilly;60;32;603;6017;246000756;CC;3210;60000
60022;Apremont;60;32;604;6003;246000764;CC;3211;60000
60023;Armancourt;60;32;603;6007;200067965;CA;3210;60502
60024;Arsy;60;32;603;6010;246000897;CC;3210;60000
60025;Attichy;60;32;603;6006;246000749;CC;3210;60000
60026;Auchy-la-Montagne;60;32;601;6019;200067999;CA;0054;60000
60027;Auger-Saint-Vincent;60;32;604;6009;246000871;CC;3221;60000
60028;Aumont-en-Halatte;60;32;604;6020;200066975;CC;3211;60000
60029;Auneuil;60;32;601;6002;200067999;CA;0054;60111
60030;Auteuil;60;32;601;6002;200067999;CA;0054;60000
60031;Autheuil-en-Valois;60;32;604;6015;246000871;CC;3221;60000
60032;Autrêches;60;32;603;6006;246000749;CC;3210;60000
60033;Avilly-Saint-Léonard;60;32;604;6020;246000764;CC;3211;60402
60034;Avrechy;60;32;602;6019;246000566;CC;3211;60000
60035;Avricourt;60;32;603;6021;246000855;CC;3210;60000
60036;Avrigny;60;32;602;6010;246000897;CC;3211;60000
60037;Babœuf;60;32;603;6017;246000756;CC;3210;60000
60039;Bacouël;60;32;602;6019;200068005;CC;0054;60000
60040;Bailleul-le-Soc;60;32;602;6010;246000897;CC;3210;60000
60041;Bailleul-sur-Thérain;60;32;601;6014;200067999;CA;0054;60101
60042;Bailleval;60;32;602;6005;246000129;CC;3211;60000
60043;Bailly;60;32;603;6021;246000772;CC;3210;60000
60044;Balagny-sur-Thérain;60;32;604;6013;200067973;CC;3211;60301
60045;Barbery;60;32;604;6018;200066975;CC;3211;60000
60046;Bargny;60;32;604;6015;246000871;CC;3221;60000
60047;Baron;60;32;604;6015;246000871;CC;3221;60000
60048;Baugy;60;32;603;6010;246000855;CC;3210;60000
60049;Bazancourt;60;32;601;6011;246000848;CC;0054;60000
60050;Bazicourt;60;32;602;6018;246000921;CC;3211;60000
60051;Beaudéduit;60;32;601;6011;246000848;CC;0054;60000
60052;Beaugies-sous-Bois;60;32;603;6017;246000756;CC;3210;60000
60053;Beaulieu-les-Fontaines;60;32;603;6021;246000855;CC;3210;60000
60054;Les Hauts-Talican;60;32;601;6004;246000582;CC;0054;60000
60055;Beaurains-lès-Noyon;60;32;603;6017;246000756;CC;3210;60000
60056;Beaurepaire;60;32;604;6018;246000921;CC;3211;60306
60057;Beauvais;60;32;601;6098;200067999;CA;0054;60501
60058;Beauvoir;60;32;602;6019;200068005;CC;0054;60000
60059;Béhéricourt;60;32;603;6017;246000756;CC;3210;60000
60060;Belle-Église;60;32;604;6012;200067973;CC;0054;60202
60061;Belloy;60;32;603;6010;246000855;CC;3210;60000
60062;Berlancourt;60;32;603;6017;246000756;CC;3210;60000
60063;Berneuil-en-Bray;60;32;601;6002;200067999;CA;0054;60000
60064;Berneuil-sur-Aisne;60;32;603;6006;246000749;CC;3210;60205
60065;Berthecourt;60;32;601;6004;200067973;CC;0054;60201
60066;Béthancourt-en-Valois;60;32;604;6009;246000871;CC;3221;60000
60067;Béthisy-Saint-Martin;60;32;604;6009;200067965;CA;3210;60118
60068;Béthisy-Saint-Pierre;60;32;604;6009;200067965;CA;3210;60118
60069;Betz;60;32;604;6015;246000871;CC;3221;60000
60070;Bienville;60;32;603;6006;200067965;CA;3210;60502
60071;Biermont;60;32;603;6010;246000855;CC;3210;60000
60072;Bitry;60;32;603;6006;246000749;CC;3210;60000
60073;Blacourt;60;32;601;6011;246000913;CC;0054;60000
60074;Blaincourt-lès-Précy;60;32;604;6013;200067973;CC;3211;60601
60075;Blancfossé;60;32;601;6019;200068005;CC;0054;60000
60076;Blargies;60;32;601;6011;246000848;CC;0054;60000
60077;Blicourt;60;32;601;6011;246000848;CC;0054;60000
60078;Blincourt;60;32;602;6010;246000897;CC;3210;60000
60079;Boissy-Fresnoy;60;32;604;6015;246000871;CC;3221;60000
60081;Bonlier;60;32;601;6014;200067999;CA;0054;60000
60082;Bonneuil-les-Eaux;60;32;602;6019;200068005;CC;0054;60000
60083;Bonneuil-en-Valois;60;32;604;6009;246000871;CC;3221;60000
60084;Bonnières;60;32;601;6011;246000848;CC;0054;60000
60085;Bonvillers;60;32;602;6019;200068005;CC;0054;60000
60086;Boran-sur-Oise;60;32;604;6003;200067973;CC;3211;60402
60087;Borest;60;32;604;6015;200066975;CC;3211;60000
60088;Bornel;60;32;601;6012;246000582;CC;0054;60202
60089;Boubiers;60;32;601;6004;246000707;CC;0054;60000
60090;Bouconvillers;60;32;601;6004;246000707;CC;0054;60000
60091;Bouillancy;60;32;604;6015;246000871;CC;3221;60000
60092;Boullarre;60;32;604;6015;246000871;CC;3221;60000
60093;Boulogne-la-Grasse;60;32;603;6010;246000855;CC;3210;60000
60094;Boursonne;60;32;604;6015;246000871;CC;3221;60000
60095;Boury-en-Vexin;60;32;601;6004;246000707;CC;0054;60000
60097;Boutencourt;60;32;601;6004;246000707;CC;0054;60000
60098;Bouvresse;60;32;601;6011;246000848;CC;0054;60000
60099;Braisnes-sur-Aronde;60;32;603;6010;246000855;CC;3210;60000
60100;Brasseuse;60;32;604;6018;200066975;CC;3211;60000
60101;Brégy;60;32;604;6015;246000871;CC;3221;60000
60102;Brenouille;60;32;602;6018;246000921;CC;3211;60601
60103;Bresles;60;32;601;6014;200067999;CA;0054;60119
60104;Breteuil;60;32;602;6019;200068005;CC;0054;60122
60105;Brétigny;60;32;603;6017;246000756;CC;3210;60000
60106;Breuil-le-Sec;60;32;602;6005;246000376;CC;3211;60401
60107;Breuil-le-Vert;60;32;602;6005;246000376;CC;3211;60401
60108;Briot;60;32;601;6011;246000848;CC;0054;60117
60109;Brombos;60;32;601;6011;246000848;CC;0054;60000
60110;Broquiers;60;32;601;6011;246000848;CC;0054;60106
60111;Broyes;60;32;602;6019;200068005;CC;0054;60000
60112;Brunvillers-la-Motte;60;32;602;6019;246000566;CC;3211;60000
60113;Bucamps;60;32;602;6019;200068005;CC;0054;60000
60114;Buicourt;60;32;601;6011;246000848;CC;0054;60000
60115;Bulles;60;32;602;6019;246000566;CC;0054;60000
60116;Bury;60;32;602;6014;246000376;CC;3211;60301
60117;Bussy;60;32;603;6017;246000756;CC;3210;60000
60118;Caisnes;60;32;603;6017;246000756;CC;3210;60000
60119;Cambronne-lès-Ribécourt;60;32;603;6021;246000772;CC;3210;60204
60120;Cambronne-lès-Clermont;60;32;602;6014;246000376;CC;3211;60000
60121;Campagne;60;32;603;6017;246000756;CC;3210;60000
60122;Campeaux;60;32;601;6011;246000848;CC;0054;60000
60123;Campremy;60;32;602;6019;200068005;CC;0054;60000
60124;Candor;60;32;603;6021;246000855;CC;3210;60000
60125;Canly;60;32;603;6010;246000897;CC;3210;60000
60126;Cannectancourt;60;32;603;6021;246000855;CC;3210;60000
60127;Canny-sur-Matz;60;32;603;6021;246000855;CC;3210;60000
60128;Canny-sur-Thérain;60;32;601;6011;246000848;CC;0054;60000
60129;Carlepont;60;32;603;6017;246000756;CC;3210;60000
60130;Catenoy;60;32;602;6005;246000376;CC;3211;60000
60131;Catheux;60;32;601;6019;200068005;CC;0054;60000
60132;Catigny;60;32;603;6017;246000756;CC;3210;60000
60133;Catillon-Fumechon;60;32;602;6019;246000566;CC;0054;60000
60134;Cauffry;60;32;602;6016;246000129;CC;3211;60601
60135;Cauvigny;60;32;601;6004;200067973;CC;0054;60000
60136;Cempuis;60;32;601;6011;246000848;CC;0054;60000
60137;Cernoy;60;32;602;6010;246000566;CC;3211;60000
60138;Chamant;60;32;604;6020;200066975;CC;3211;60304
60139;Chambly;60;32;604;6012;200067973;CC;0054;00463
60140;Chambors;60;32;601;6004;246000707;CC;0054;60000
60141;Chantilly;60;32;604;6003;246000764;CC;3211;60402
60142;La Chapelle-en-Serval;60;32;604;6020;246000764;CC;3211;60206
60143;Chaumont-en-Vexin;60;32;601;6004;246000707;CC;0054;60114
60144;Chavençon;60;32;601;6004;246000582;CC;0054;60000
60145;Chelles;60;32;603;6007;246000749;CC;3210;60000
60146;Chepoix;60;32;602;6019;200068005;CC;0054;60000
60147;Chevincourt;60;32;603;6021;246000772;CC;3210;60000
60148;Chèvreville;60;32;604;6015;246000871;CC;3221;60000
60149;Chevrières;60;32;603;6010;246000897;CC;3210;60000
60150;Chiry-Ourscamp;60;32;603;6021;246000772;CC;3210;60000
60151;Choisy-au-Bac;60;32;603;6006;200067965;CA;3210;60502
60152;Choisy-la-Victoire;60;32;602;6010;246000897;CC;3211;60000
60153;Choqueuse-les-Bénards;60;32;601;6019;200068005;CC;0054;60000
60154;Cinqueux;60;32;602;6018;246000921;CC;3211;60601
60155;Cires-lès-Mello;60;32;604;6013;200067973;CC;3211;60125
60156;Clairoix;60;32;603;6006;200067965;CA;3210;60502
60157;Clermont;60;32;602;6005;246000376;CC;3211;60401
60158;Coivrel;60;32;602;6010;246000566;CC;3210;60000
60159;Compiègne;60;32;603;6099;200067965;CA;3210;60502
60160;Conchy-les-Pots;60;32;603;6010;246000855;CC;3210;60000
60161;Conteville;60;32;601;6019;200068005;CC;0054;60000
60162;Corbeil-Cerf;60;32;601;6004;246000582;CC;0054;60000
60163;Cormeilles;60;32;601;6019;200068005;CC;0054;60000
60164;Le Coudray-Saint-Germer;60;32;601;6011;246000913;CC;0054;60000
60165;Le Coudray-sur-Thelle;60;32;601;6004;200067973;CC;0054;60000
60166;Coudun;60;32;603;6010;246000855;CC;3210;60000
60167;Couloisy;60;32;603;6006;246000749;CC;3210;60205
60168;Courcelles-Epayelles;60;32;602;6010;246000566;CC;3210;60000
60169;Courcelles-lès-Gisors;60;32;601;6004;246000707;CC;0054;60000
60170;Courteuil;60;32;604;6020;200066975;CC;3211;60000
60171;Courtieux;60;32;603;6006;246000749;CC;3210;60000
60172;Coye-la-Forêt;60;32;604;6003;246000764;CC;3211;60402
60173;Cramoisy;60;32;604;6013;200068047;CA;3211;60601
60174;Crapeaumesnil;60;32;603;6021;246000855;CC;3210;60000
60175;Creil;60;32;604;6008;200068047;CA;3211;60601
60176;Crépy-en-Valois;60;32;604;6009;246000871;CC;3221;60303
60177;Cressonsacq;60;32;602;6010;246000566;CC;3210;60000
60178;Crèvecœur-le-Grand;60;32;601;6019;200067999;CA;0054;60115
60179;Crèvecœur-le-Petit;60;32;602;6010;246000566;CC;3211;60000
60180;Crillon;60;32;601;6011;246000848;CC;0054;60000
60181;Crisolles;60;32;603;6017;246000756;CC;3210;60000
60182;Le Crocq;60;32;601;6019;200068005;CC;0054;60000
60183;Croissy-sur-Celle;60;32;601;6019;200068005;CC;0054;60000
60184;Croutoy;60;32;603;6007;246000749;CC;3210;60000
60185;Crouy-en-Thelle;60;32;604;6003;200067973;CC;3211;60000
60186;Cuignières;60;32;602;6019;246000566;CC;3211;60000
60187;Cuigy-en-Bray;60;32;601;6011;246000913;CC;0054;60000
60188;Cuise-la-Motte;60;32;603;6007;246000749;CC;3210;60205
60189;Cuts;60;32;603;6017;246000756;CC;3210;60000
60190;Cuvergnon;60;32;604;6015;246000871;CC;3221;60000
60191;Cuvilly;60;32;603;6010;246000855;CC;3210;60000
60192;Cuy;60;32;603;6021;246000855;CC;3210;60000
60193;Daméraucourt;60;32;601;6011;246000848;CC;0054;60000
60194;Dargies;60;32;601;6011;246000848;CC;0054;60000
60195;Delincourt;60;32;601;6004;246000707;CC;0054;60000
60196;La Drenne;60;32;601;6004;246000582;CC;0054;60000
60197;Dieudonné;60;32;604;6012;200067973;CC;0054;60000
60198;Dives;60;32;603;6021;246000855;CC;3210;60000
60199;Doméliers;60;32;601;6019;200068005;CC;0054;60000
60200;Domfront;60;32;602;6010;246000566;CC;3211;60000
60201;Dompierre;60;32;602;6010;246000566;CC;3211;60000
60203;Duvy;60;32;604;6009;246000871;CC;3221;60000
60204;Écuvilly;60;32;603;6021;246000855;CC;3210;60000
60205;Élencourt;60;32;601;6011;246000848;CC;0054;60000
60206;Élincourt-Sainte-Marguerite;60;32;603;6021;246000855;CC;3210;60000
60207;Éméville;60;32;604;6009;246000871;CC;3221;60000
60208;Énencourt-Léage;60;32;601;6004;246000707;CC;0054;60000
60209;La Corne-en-Vexin;60;32;601;6004;246000707;CC;0054;60000
60210;Épineuse;60;32;602;6010;246000897;CC;3211;60000
60211;Éragny-sur-Epte;60;32;601;6004;246000707;CC;0054;60000
60212;Ercuis;60;32;604;6012;200067973;CC;3211;60000
60213;Ermenonville;60;32;604;6015;246000871;CC;3221;60000
60214;Ernemont-Boutavent;60;32;601;6011;246000848;CC;0054;60000
60215;Erquery;60;32;602;6005;246000376;CC;3211;60000
60216;Erquinvillers;60;32;602;6019;246000566;CC;3211;60000
60217;Escames;60;32;601;6011;246000848;CC;0054;60000
60218;Esches;60;32;601;6012;246000582;CC;0054;60000
60219;Escles-Saint-Pierre;60;32;601;6011;246000848;CC;0054;60000
60220;Espaubourg;60;32;601;6011;246000913;CC;0054;60000
60221;Esquennoy;60;32;602;6019;200068005;CC;0054;60000
60222;Essuiles;60;32;602;6019;246000566;CC;0054;60000
60223;Estrées-Saint-Denis;60;32;603;6010;246000897;CC;3210;60123
60224;Étavigny;60;32;604;6015;246000871;CC;3221;60000
60225;Étouy;60;32;602;6005;246000376;CC;3211;60000
60226;Ève;60;32;604;6015;246000871;CC;3221;60000
60227;Évricourt;60;32;603;6021;246000855;CC;3210;60000
60228;Fay-les-Étangs;60;32;601;6004;246000707;CC;0054;60000
60229;Le Fayel;60;32;603;6010;246000897;CC;3210;60000
60230;Le Fay-Saint-Quentin;60;32;601;6014;200067999;CA;0054;60000
60231;Feigneux;60;32;604;6009;246000871;CC;3221;60000
60232;Ferrières;60;32;602;6010;246000566;CC;3211;60000
60233;Feuquières;60;32;601;6011;246000848;CC;0054;60106
60234;Fitz-James;60;32;602;6005;246000376;CC;3211;60401
60235;Flavacourt;60;32;601;6002;246000913;CC;0054;60000
60236;Flavy-le-Meldeux;60;32;603;6017;246000756;CC;3210;60000
60237;Fléchy;60;32;602;6019;200068005;CC;0054;60000
60238;Fleurines;60;32;604;6020;200066975;CC;3211;60000
60239;Fleury;60;32;601;6004;246000707;CC;0054;60000
60240;Fontaine-Bonneleau;60;32;601;6019;200068005;CC;0054;60000
60241;Fontaine-Chaalis;60;32;604;6015;200066975;CC;3211;60000
60242;Fontaine-Lavaganne;60;32;601;6011;246000848;CC;0054;60000
60243;Fontaine-Saint-Lucien;60;32;601;6014;200067999;CA;0054;60000
60244;Fontenay-Torcy;60;32;601;6011;246000848;CC;0054;60000
60245;Formerie;60;32;601;6011;246000848;CC;0054;60000
60247;Fouilleuse;60;32;602;6005;246000376;CC;3211;60000
60248;Fouilloy;60;32;601;6011;246000848;CC;0054;60000
60249;Foulangues;60;32;604;6013;200067973;CC;3211;60000
60250;Fouquenies;60;32;601;6001;200067999;CA;0054;60000
60251;Fouquerolles;60;32;601;6014;200067999;CA;0054;60000
60252;Fournival;60;32;602;6019;246000566;CC;3211;60000
60253;Francastel;60;32;601;6019;200067999;CA;0054;60000
60254;Francières;60;32;603;6010;246000897;CC;3210;60000
60255;Fréniches;60;32;603;6017;246000756;CC;3210;60000
60256;Montchevreuil;60;32;601;6004;246000582;CC;0054;60000
60257;Fresne-Léguillon;60;32;601;6004;246000707;CC;0054;60000
60258;Fresnières;60;32;603;6021;246000855;CC;3210;60000
60259;Fresnoy-en-Thelle;60;32;604;6012;200067973;CC;0054;60000
60260;Fresnoy-la-Rivière;60;32;604;6009;246000871;CC;3221;60000
60261;Fresnoy-le-Luat;60;32;604;6015;246000871;CC;3211;60000
60262;Le Frestoy-Vaux;60;32;602;6010;246000566;CC;3210;60000
60263;Frétoy-le-Château;60;32;603;6017;246000756;CC;3210;60000
60264;Frocourt;60;32;601;6002;200067999;CA;0054;60000
60265;Froissy;60;32;602;6019;200068005;CC;0054;60000
60267;Le Gallet;60;32;601;6019;200068005;CC;0054;60000
60268;Gannes;60;32;602;6019;246000566;CC;0054;60000
60269;Gaudechart;60;32;601;6011;246000848;CC;0054;60000
60270;Genvry;60;32;603;6017;246000756;CC;3210;60000
60271;Gerberoy;60;32;601;6011;246000848;CC;0054;60000
60272;Gilocourt;60;32;604;6009;246000871;CC;3221;60000
60273;Giraumont;60;32;603;6010;246000855;CC;3210;60000
60274;Glaignes;60;32;604;6009;246000871;CC;3221;60000
60275;Glatigny;60;32;601;6011;246000848;CC;0054;60000
60276;Godenvillers;60;32;602;6010;246000566;CC;3211;60000
60277;Goincourt;60;32;601;6002;200067999;CA;0054;60501
60278;Golancourt;60;32;603;6017;246000756;CC;3210;60000
60279;Gondreville;60;32;604;6015;246000871;CC;3221;60000
60280;Gourchelles;60;32;601;6011;246000848;CC;0054;60000
60281;Gournay-sur-Aronde;60;32;603;6010;246000855;CC;3210;60000
60282;Gouvieux;60;32;604;6003;246000764;CC;3211;60402
60283;Gouy-les-Groseillers;60;32;602;6019;200068005;CC;0054;60000
60284;Grandfresnoy;60;32;603;6010;246000897;CC;3210;60000
60285;Grandvillers-aux-Bois;60;32;602;6010;246000566;CC;3210;60000
60286;Grandvilliers;60;32;601;6011;246000848;CC;0054;60117
60287;Grandrû;60;32;603;6017;246000756;CC;3210;60000
60288;Grémévillers;60;32;601;6011;246000848;CC;0054;60000
60289;Grez;60;32;601;6011;246000848;CC;0054;60000
60290;Guignecourt;60;32;601;6014;200067999;CA;0054;60000
60291;Guiscard;60;32;603;6017;246000756;CC;3210;60000
60292;Gury;60;32;603;6021;246000855;CC;3210;60000
60293;Hadancourt-le-Haut-Clocher;60;32;601;6004;246000707;CC;0054;60000
60294;Hainvillers;60;32;603;6010;246000855;CC;3210;60000
60295;Halloy;60;32;601;6011;246000848;CC;0054;60117
60296;Hannaches;60;32;601;6011;246000848;CC;0054;60000
60297;Le Hamel;60;32;601;6011;246000848;CC;0054;60000
60298;Hanvoile;60;32;601;6011;246000848;CC;0054;60000
60299;Hardivillers;60;32;602;6019;200068005;CC;0054;60000
60301;Haucourt;60;32;601;6011;246000848;CC;0054;60000
60302;Haudivillers;60;32;601;6014;200067999;CA;0054;60000
60303;Hautbos;60;32;601;6011;246000848;CC;0054;60000
60304;Haute-Épine;60;32;601;6011;246000848;CC;0054;60000
60305;Hautefontaine;60;32;603;6007;246000749;CC;3210;60000
60306;Hécourt;60;32;601;6011;246000848;CC;0054;60000
60307;Heilles;60;32;602;6014;200067973;CC;0054;60000
60308;Hémévillers;60;32;603;6010;246000897;CC;3210;60000
60309;Hénonville;60;32;601;6004;246000582;CC;0054;60000
60310;Herchies;60;32;601;6001;200067999;CA;0054;60000
60311;La Hérelle;60;32;602;6019;200068005;CC;3211;60000
60312;Héricourt-sur-Thérain;60;32;601;6011;246000848;CC;0054;60000
60313;Hermes;60;32;601;6014;200067999;CA;0054;60201
60314;Hétomesnil;60;32;601;6011;246000848;CC;0054;60000
60315;Hodenc-en-Bray;60;32;601;6011;246000913;CC;0054;60000
60316;Hodenc-l'Évêque;60;32;601;6004;200067973;CC;0054;60000
60317;Hondainville;60;32;602;6014;200067973;CC;3211;60000
60318;Houdancourt;60;32;603;6010;246000897;CC;3211;60000
60319;La Houssoye;60;32;601;6002;246000707;CC;0054;60000
60320;Ivors;60;32;604;6015;246000871;CC;3221;60000
60321;Ivry-le-Temple;60;32;601;6004;246000582;CC;0054;60000
60322;Jaméricourt;60;32;601;6004;246000707;CC;0054;60000
60323;Janville;60;32;603;6006;200067965;CA;3210;60502
60324;Jaulzy;60;32;603;6006;246000749;CC;3210;60000
60325;Jaux;60;32;603;6007;200067965;CA;3210;60502
60326;Jonquières;60;32;603;6007;200067965;CA;3210;60000
60327;Jouy-sous-Thelle;60;32;601;6004;246000707;CC;0054;60000
60328;Juvignies;60;32;601;6014;200067999;CA;0054;60000
60329;Laberlière;60;32;603;6021;246000855;CC;3210;60000
60330;Laboissière-en-Thelle;60;32;601;6004;246000582;CC;0054;60000
60331;Labosse;60;32;601;6002;246000913;CC;0054;60000
