INSEE_COM;LIBCOM;DEP;REG;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020
22364;Trélivan;22;53;221;2204;200068989;CA;5304;22402
22365;Trémargat;22;53;222;2223;242200715;CC;5303;22000
22366;Trémel;22;53;223;2220;200065928;CA;5308;22000
22368;Tréméreuc;22;53;221;2219;243500725;CC;5317;00462
22369;Trémeur;22;53;224;2202;200069391;CA;5304;22000
22370;Tréméven;22;53;222;2222;200069086;CC;5308;22000
22371;Trémorel;22;53;224;2202;200067460;CC;5307;22000
22372;Trémuson;22;53;224;2218;200069409;CA;5316;22501
22373;Tréogan;22;53;222;2223;242900744;CC;5303;22000
22375;Tressignaux;22;53;222;2222;200069086;CC;5316;22111
22376;Trévé;22;53;224;2210;200067460;CC;5312;22000
22377;Tréveneuc;22;53;224;2222;200069409;CA;5316;22301
22378;Trévérec;22;53;222;2222;200069086;CC;5308;22000
22379;Trévou-Tréguignec;22;53;223;2212;200065928;CA;5308;22403
22380;Trévron;22;53;221;2208;200068989;CA;5304;22000
22381;Trézény;22;53;223;2227;200065928;CA;5308;22000
22383;Troguéry;22;53;223;2227;200065928;CA;5308;22000
22384;Uzel;22;53;224;2210;200067460;CC;5316;22000
22385;La Vicomté-sur-Rance;22;53;221;2219;200068989;CA;5304;22000
22386;Le Vieux-Bourg;22;53;224;2215;200069409;CA;5316;22000
22387;Le Vieux-Marché;22;53;223;2220;200065928;CA;5308;22107
22388;Vildé-Guingalan;22;53;221;2204;200068989;CA;5304;22000
22389;Yffiniac;22;53;224;2226;200069409;CA;5316;22501
22390;Yvias;22;53;222;2211;200067981;CA;5308;22000
22391;Yvignac-la-Tour;22;53;221;2202;200068989;CA;5304;22000
23001;Ahun;23;75;232;2301;200067189;CC;7511;23000
23002;Ajain;23;75;232;2314;200034825;CA;7511;23000
23003;Alleyrat;23;75;231;2302;200044014;CC;7511;23000
23004;Anzême;23;75;232;2314;200034825;CA;7511;23000
23005;Arfeuille-Châtain;23;75;231;2308;200067593;CC;7511;23000
23006;Arrènes;23;75;232;2311;242320000;CC;7511;23000
23007;Ars;23;75;232;2301;200067189;CC;7511;23000
23008;Aubusson;23;75;231;2302;200044014;CC;7511;23102
23009;Auge;23;75;231;2308;200067544;CC;7511;23000
23010;Augères;23;75;232;2311;242320000;CC;7511;23000
23011;Aulon;23;75;232;2311;242320000;CC;7511;23000
23012;Auriat;23;75;232;2305;200067189;CC;7517;23000
23013;Auzances;23;75;231;2303;200067593;CC;7511;23000
23014;Azat-Châtenet;23;75;232;2311;242320000;CC;7511;23000
23015;Azerables;23;75;232;2307;242300135;CC;7511;23000
23016;Banize;23;75;232;2301;200067189;CC;7511;23000
23017;Basville;23;75;231;2303;200067593;CC;0063;23000
23018;Bazelat;23;75;232;2307;242300135;CC;7511;23000
23019;Beissat;23;75;231;2303;200066744;CC;0063;23000
23020;Bellegarde-en-Marche;23;75;231;2302;200067593;CC;7511;23000
23021;Bénévent-l'Abbaye;23;75;232;2311;242320000;CC;7511;23000
23022;Bétête;23;75;231;2306;200067544;CC;7511;23000
23023;Blaudeix;23;75;231;2310;200067544;CC;7511;23000
23024;Blessac;23;75;231;2302;200044014;CC;7511;23000
23025;Bonnat;23;75;232;2304;200041556;CC;7511;23000
23026;Bord-Saint-Georges;23;75;231;2306;200067544;CC;7511;23000
23027;Bosmoreau-les-Mines;23;75;232;2305;200067189;CC;7511;23000
23028;Bosroger;23;75;231;2302;200067593;CC;7511;23000
23029;Le Bourg-d'Hem;23;75;232;2304;242320109;CC;7511;23000
23030;Bourganeuf;23;75;232;2305;200067189;CC;7511;23101
23031;Boussac;23;75;231;2306;200067544;CC;7511;23000
23032;Boussac-Bourg;23;75;231;2306;200067544;CC;7511;23000
23033;La Brionne;23;75;232;2314;200034825;CA;7511;23000
23034;Brousse;23;75;231;2303;200067593;CC;7511;23000
23035;Budelière;23;75;231;2308;200067544;CC;7511;23000
23036;Bussière-Dunoise;23;75;232;2314;200034825;CA;7511;23000
23037;Bussière-Nouvelle;23;75;231;2303;200067593;CC;7511;23000
23038;Bussière-Saint-Georges;23;75;231;2306;200067544;CC;7511;23000
23039;La Celle-Dunoise;23;75;232;2307;242320109;CC;7511;23000
23040;La Celle-sous-Gouzon;23;75;231;2310;200067544;CC;7511;23000
23041;La Cellette;23;75;232;2304;200041556;CC;7511;23000
23042;Ceyroux;23;75;232;2311;242320000;CC;7511;23000
23043;Chamberaud;23;75;232;2301;200067189;CC;7511;23000
23044;Chambon-Sainte-Croix;23;75;232;2304;242320109;CC;7511;23000
23045;Chambon-sur-Voueize;23;75;231;2308;200067544;CC;7511;23000
23046;Chambonchard;23;75;231;2308;200067544;CC;7511;23000
23047;Chamborand;23;75;232;2311;242320000;CC;7511;23000
23048;Champagnat;23;75;231;2302;200067593;CC;7511;23000
23049;Champsanglard;23;75;232;2304;200041556;CC;7511;23000
23050;La Chapelle-Baloue;23;75;232;2307;242320109;CC;7511;23000
23051;La Chapelle-Saint-Martial;23;75;232;2301;200067189;CC;7511;23000
23052;La Chapelle-Taillefert;23;75;232;2313;200034825;CA;7511;23000
23053;Chard;23;75;231;2303;200067593;CC;7511;23000
23054;Charron;23;75;231;2303;200067593;CC;7511;23000
23055;Châtelard;23;75;231;2303;200067593;CC;7511;23000
23056;Châtelus-le-Marcheix;23;75;232;2311;242320000;CC;7511;23000
23057;Châtelus-Malvaleix;23;75;232;2304;200041556;CC;7511;23000
23058;Le Chauchet;23;75;231;2310;200067593;CC;7511;23000
23059;La Chaussade;23;75;231;2302;200067593;CC;7511;23000
23060;Chavanat;23;75;232;2301;200067189;CC;7511;23000
23061;Chénérailles;23;75;231;2310;200067593;CC;7511;23000
23062;Chéniers;23;75;232;2304;242320109;CC;7511;23000
23063;Clairavaux;23;75;231;2303;200066744;CC;0063;23000
23064;Clugnat;23;75;231;2306;200067544;CC;7511;23000
23065;Colondannes;23;75;232;2307;242320109;CC;7511;23000
23066;Le Compas;23;75;231;2303;200067593;CC;7511;23000
23067;La Courtine;23;75;231;2303;200066744;CC;0063;23000
23068;Cressat;23;75;231;2310;200067544;CC;7511;23000
23069;Crocq;23;75;231;2303;200067593;CC;7511;23000
23070;Crozant;23;75;232;2307;242320109;CC;7511;23000
23071;Croze;23;75;231;2309;200044014;CC;7511;23000
23072;Domeyrot;23;75;231;2310;200067544;CC;7511;23000
23073;Dontreix;23;75;231;2303;200067593;CC;7511;23000
23074;Le Donzeil;23;75;232;2301;200067189;CC;7511;23000
23075;Dun-le-Palestel;23;75;232;2307;242320109;CC;7511;23000
23076;Évaux-les-Bains;23;75;231;2308;200067544;CC;7511;23000
23077;Faux-la-Montagne;23;75;231;2309;200044014;CC;7511;23000
23078;Faux-Mazuras;23;75;232;2305;200067189;CC;7511;23000
23079;Felletin;23;75;231;2309;200044014;CC;7511;23000
23080;Féniers;23;75;231;2309;200066744;CC;7511;23000
23081;Flayat;23;75;231;2303;200067593;CC;0063;23000
23082;Fleurat;23;75;232;2311;242320000;CC;7511;23000
23083;Fontanières;23;75;231;2308;200067593;CC;7511;23000
23084;La Forêt-du-Temple;23;75;232;2304;200041556;CC;7511;23000
23086;Fransèches;23;75;232;2301;200067189;CC;7511;23000
23087;Fresselines;23;75;232;2307;242320109;CC;7511;23000
23088;Gartempe;23;75;232;2314;200034825;CA;7511;23000
23089;Genouillac;23;75;232;2304;200041556;CC;7511;23000
23090;Gentioux-Pigerolles;23;75;231;2309;200044014;CC;7511;23000
23091;Gioux;23;75;231;2309;200044014;CC;7511;23000
23092;Glénic;23;75;232;2314;200034825;CA;7511;23000
23093;Gouzon;23;75;231;2310;200067544;CC;7511;23000
23095;Le Grand-Bourg;23;75;232;2311;242320000;CC;7511;23000
23096;Guéret;23;75;232;2399;200034825;CA;7511;23301
23097;Issoudun-Létrieix;23;75;231;2310;200067593;CC;7511;23000
23098;Jalesches;23;75;232;2306;200041556;CC;7511;23000
23099;Janaillat;23;75;232;2301;200067189;CC;7511;23000
23100;Jarnages;23;75;231;2310;200067544;CC;7511;23000
23101;Jouillat;23;75;232;2314;200034825;CA;7511;23000
23102;Ladapeyre;23;75;231;2310;200067544;CC;7511;23000
23103;Lafat;23;75;232;2307;242320109;CC;7511;23000
23104;Lavaufranche;23;75;231;2306;200067544;CC;7511;23000
23105;Lavaveix-les-Mines;23;75;231;2310;200067593;CC;7511;23000
23106;Lépaud;23;75;231;2308;200067544;CC;7511;23000
23107;Lépinas;23;75;232;2301;200067189;CC;7511;23000
23108;Leyrat;23;75;231;2306;200067544;CC;7511;23000
23109;Linard-Malval;23;75;232;2304;200041556;CC;7511;23000
23110;Lioux-les-Monges;23;75;231;2303;200067593;CC;7511;23000
23111;Lizières;23;75;232;2311;242320000;CC;7511;23000
23112;Lourdoueix-Saint-Pierre;23;75;232;2304;200041556;CC;7511;23000
23113;Lupersat;23;75;231;2302;200067593;CC;7511;23000
23114;Lussat;23;75;231;2308;200067544;CC;7511;23000
23115;Magnat-l'Étrange;23;75;231;2303;200066744;CC;7511;23000
23116;Mainsat;23;75;231;2302;200067593;CC;7511;23000
23117;Maison-Feyne;23;75;232;2307;242320109;CC;7511;23000
23118;Maisonnisses;23;75;232;2301;200067189;CC;7511;23000
23119;Malleret;23;75;231;2303;200066744;CC;0063;23000
23120;Malleret-Boussac;23;75;231;2306;200067544;CC;7511;23000
23122;Mansat-la-Courrière;23;75;232;2305;200067189;CC;7511;23000
23123;Les Mars;23;75;231;2303;200067593;CC;7511;23000
23124;Marsac;23;75;232;2311;242320000;CC;7511;23000
23125;Le Mas-d'Artige;23;75;231;2303;200066744;CC;7511;23000
23127;Mautes;23;75;231;2302;200067593;CC;7511;23000
23128;Mazeirat;23;75;232;2301;200034825;CA;7511;23000
23129;La Mazière-aux-Bons-Hommes;23;75;231;2303;200067593;CC;0063;23000
23130;Méasnes;23;75;232;2304;200041556;CC;7511;23000
23131;Mérinchal;23;75;231;2303;200067593;CC;0063;23000
23132;Montaigut-le-Blanc;23;75;232;2313;200034825;CA;7511;23000
23133;Montboucher;23;75;232;2305;200067189;CC;7511;23000
23134;Le Monteil-au-Vicomte;23;75;232;2309;200067189;CC;7511;23000
23136;Mortroux;23;75;232;2304;200041556;CC;7511;23000
23137;Mourioux-Vieilleville;23;75;232;2311;242320000;CC;7511;23000
23138;Moutier-d'Ahun;23;75;232;2301;200067189;CC;7511;23000
23139;Moutier-Malcard;23;75;232;2304;200041556;CC;7511;23000
23140;Moutier-Rozeille;23;75;231;2309;200044014;CC;7511;23000
23141;Naillat;23;75;232;2307;242320109;CC;7511;23000
23142;Néoux;23;75;231;2302;200044014;CC;7511;23000
23143;Noth;23;75;232;2315;242300135;CC;7511;23000
23144;La Nouaille;23;75;231;2309;200044014;CC;7511;23000
23145;Nouhant;23;75;231;2308;200067544;CC;7511;23000
23146;Nouzerines;23;75;231;2306;200067544;CC;7511;23000
23147;Nouzerolles;23;75;232;2307;242320109;CC;7511;23000
23148;Nouziers;23;75;232;2304;200041556;CC;7511;23000
23149;Parsac-Rimondeix;23;75;231;2310;200067544;CC;7511;23000
23150;Peyrabout;23;75;232;2301;200034825;CA;7511;23000
23151;Peyrat-la-Nonière;23;75;231;2310;200067593;CC;7511;23000
23152;Pierrefitte;23;75;231;2310;200067544;CC;7511;23000
23154;Pionnat;23;75;231;2310;200067544;CC;7511;23000
23155;Pontarion;23;75;232;2301;200067189;CC;7511;23000
23156;Pontcharraud;23;75;231;2303;200067593;CC;7511;23000
23157;La Pouge;23;75;232;2301;200067189;CC;7511;23000
23158;Poussanges;23;75;231;2309;200066744;CC;7511;23000
23159;Puy-Malsignat;23;75;231;2310;200067593;CC;7511;23000
23160;Reterre;23;75;231;2308;200067593;CC;7511;23000
23162;Roches;23;75;232;2304;200041556;CC;7511;23000
23164;Rougnat;23;75;231;2303;200067593;CC;7511;23000
23165;Royère-de-Vassivière;23;75;232;2309;200067189;CC;7511;23000
23166;Sagnat;23;75;232;2307;242320109;CC;7511;23000
23167;Sannat;23;75;231;2308;200067593;CC;7511;23000
23168;Sardent;23;75;232;2301;200067189;CC;7511;23000
23169;La Saunière;23;75;232;2312;200034825;CA;7511;23000
23170;Savennes;23;75;232;2312;200034825;CA;7511;23000
23171;Sermur;23;75;231;2303;200067593;CC;7511;23000
23172;La Serre-Bussière-Vieille;23;75;231;2302;200067593;CC;7511;23000
23173;Soubrebost;23;75;232;2305;200067189;CC;7511;23000
23174;Soumans;23;75;231;2306;200067544;CC;7511;23000
23175;Sous-Parsat;23;75;232;2301;200067189;CC;7511;23000
23176;La Souterraine;23;75;232;2315;242300135;CC;7511;23201
23177;Saint-Agnant-de-Versillat;23;75;232;2315;242300135;CC;7511;23000
23178;Saint-Agnant-près-Crocq;23;75;231;2303;200067593;CC;7511;23000
23179;Saint-Alpinien;23;75;231;2302;200044014;CC;7511;23000
23180;Saint-Amand;23;75;231;2302;200044014;CC;7511;23000
23181;Saint-Amand-Jartoudeix;23;75;232;2305;200067189;CC;7511;23000
23182;Saint-Avit-de-Tardes;23;75;231;2302;200044014;CC;7511;23000
23183;Saint-Avit-le-Pauvre;23;75;232;2301;200067189;CC;7511;23000
23184;Saint-Bard;23;75;231;2303;200067593;CC;7511;23000
23185;Saint-Chabrais;23;75;231;2310;200067593;CC;7511;23000
23186;Saint-Christophe;23;75;232;2313;200034825;CA;7511;23000
23187;Saint-Dizier-la-Tour;23;75;231;2310;200067593;CC;7511;23000
23188;Saint-Dizier-les-Domaines;23;75;232;2304;200041556;CC;7511;23000
23189;Saint-Dizier-Masbaraud;23;75;232;2305;200067189;CC;7511;23000
23190;Saint-Domet;23;75;231;2302;200067593;CC;7511;23000
23191;Saint-Éloi;23;75;232;2313;200034825;CA;7511;23000
23192;Fursac;23;75;232;2311;242320000;CC;7511;23000
23193;Sainte-Feyre;23;75;232;2312;200034825;CA;7511;23000
23194;Sainte-Feyre-la-Montagne;23;75;231;2309;200044014;CC;7511;23000
23195;Saint-Fiel;23;75;232;2314;200034825;CA;7511;23301
23196;Saint-Frion;23;75;231;2309;200044014;CC;7511;23000
23197;Saint-Georges-la-Pouge;23;75;232;2301;200067189;CC;7511;23000
23198;Saint-Georges-Nigremont;23;75;231;2303;200067593;CC;7511;23000
23199;Saint-Germain-Beaupré;23;75;232;2307;242300135;CC;7511;23000
23200;Saint-Goussaud;23;75;232;2311;242320000;CC;7517;23000
23201;Saint-Hilaire-la-Plaine;23;75;232;2301;200067189;CC;7511;23000
23202;Saint-Hilaire-le-Château;23;75;232;2301;200067189;CC;7511;23000
23203;Saint-Julien-la-Genête;23;75;231;2308;200067544;CC;7511;23000
23204;Saint-Julien-le-Châtel;23;75;231;2310;200067544;CC;7511;23000
23205;Saint-Junien-la-Bregère;23;75;232;2305;200067189;CC;7511;23000
23206;Saint-Laurent;23;75;232;2312;200034825;CA;7511;23000
23207;Saint-Léger-Bridereix;23;75;232;2315;242300135;CC;7511;23000
23208;Saint-Léger-le-Guérétois;23;75;232;2314;200034825;CA;7511;23000
23209;Saint-Loup;23;75;231;2310;200067544;CC;7511;23000
23210;Saint-Maixant;23;75;231;2302;200044014;CC;7511;23000
23211;Saint-Marc-à-Frongier;23;75;231;2302;200044014;CC;7511;23000
23212;Saint-Marc-à-Loubaud;23;75;231;2309;200044014;CC;7511;23000
23213;Saint-Marien;23;75;231;2306;200067544;CC;7511;23000
23214;Saint-Martial-le-Mont;23;75;232;2301;200067189;CC;7511;23000
23215;Saint-Martial-le-Vieux;23;75;231;2303;200066744;CC;0063;23000
23216;Saint-Martin-Château;23;75;232;2309;200067189;CC;7511;23000
23217;Saint-Martin-Sainte-Catherine;23;75;232;2305;200067189;CC;7517;23000
23218;Saint-Maurice-près-Crocq;23;75;231;2303;200067593;CC;7511;23000
23219;Saint-Maurice-la-Souterraine;23;75;232;2315;242300135;CC;7511;23000
23220;Saint-Médard-la-Rochette;23;75;231;2310;200067593;CC;7511;23000
23221;Saint-Merd-la-Breuille;23;75;231;2303;200066744;CC;0063;23000
23222;Saint-Michel-de-Veisse;23;75;232;2301;200067189;CC;7511;23000
23223;Saint-Moreil;23;75;232;2305;200067189;CC;7511;23000
23224;Saint-Oradoux-de-Chirouze;23;75;231;2303;200066744;CC;0063;23000
23225;Saint-Oradoux-près-Crocq;23;75;231;2303;200067593;CC;7511;23000
23226;Saint-Pardoux-d'Arnet;23;75;231;2303;200067593;CC;7511;23000
23227;Saint-Pardoux-Morterolles;23;75;232;2305;200067189;CC;7511;23000
23228;Saint-Pardoux-le-Neuf;23;75;231;2302;200044014;CC;7511;23000
23229;Saint-Pardoux-les-Cards;23;75;231;2310;200067593;CC;7511;23000
23230;Saint-Pierre-Chérignat;23;75;232;2305;200067189;CC;7511;23000
23232;Saint-Pierre-Bellevue;23;75;232;2305;200067189;CC;7511;23000
23233;Saint-Pierre-le-Bost;23;75;231;2306;200067544;CC;7511;23000
23234;Saint-Priest;23;75;231;2308;200067593;CC;7511;23000
23235;Saint-Priest-la-Feuille;23;75;232;2315;242300135;CC;7511;23000
23236;Saint-Priest-la-Plaine;23;75;232;2311;242320000;CC;7511;23000
23237;Saint-Priest-Palus;23;75;232;2305;200067189;CC;7511;23000
23238;Saint-Quentin-la-Chabanne;23;75;231;2309;200044014;CC;7511;23000
23239;Saint-Sébastien;23;75;232;2307;242320109;CC;7511;23000
23240;Saint-Silvain-Bas-le-Roc;23;75;231;2306;200067544;CC;7511;23000
23241;Saint-Silvain-Bellegarde;23;75;231;2302;200067593;CC;7511;23000
23242;Saint-Silvain-Montaigut;23;75;232;2313;200034825;CA;7511;23000
23243;Saint-Silvain-sous-Toulx;23;75;231;2310;200067544;CC;7511;23000
23244;Saint-Sulpice-le-Dunois;23;75;232;2307;242320109;CC;7511;23000
23245;Saint-Sulpice-le-Guérétois;23;75;232;2314;200034825;CA;7511;23000
23246;Saint-Sulpice-les-Champs;23;75;231;2302;200044014;CC;7511;23000
23247;Saint-Vaury;23;75;232;2314;200034825;CA;7511;23000
23248;Saint-Victor-en-Marche;23;75;232;2313;200034825;CA;7511;23000
23249;Saint-Yrieix-la-Montagne;23;75;231;2309;200044014;CC;7511;23000
23250;Saint-Yrieix-les-Bois;23;75;232;2301;200034825;CA;7511;23000
23251;Tardes;23;75;231;2308;200067544;CC;7511;23000
23252;Tercillat;23;75;232;2306;200041556;CC;7511;23000
23253;Thauron;23;75;232;2301;200067189;CC;7511;23000
23254;Toulx-Sainte-Croix;23;75;231;2306;200067544;CC;7511;23000
23255;Trois-Fonds;23;75;231;2310;200067544;CC;7511;23000
23257;Vallière;23;75;231;2309;200044014;CC;7511;23000
23258;Vareilles;23;75;232;2315;242300135;CC;7511;23000
23259;Verneiges;23;75;231;2308;200067544;CC;7511;23000
23260;Vidaillat;23;75;232;2301;200067189;CC;7511;23000
23261;Viersat;23;75;231;2308;200067544;CC;7511;23000
23262;Vigeville;23;75;231;2310;200067544;CC;7511;23000
23263;Villard;23;75;232;2307;242320109;CC;7511;23000
23264;La Villedieu;23;75;231;2309;200044014;CC;7511;23000
23265;La Villeneuve;23;75;231;2303;200067593;CC;7511;23000
23266;La Villetelle;23;75;231;2303;200044014;CC;7511;23000
24001;Abjat-sur-Bandiat;24;75;242;2413;200071819;CC;7523;24000
24002;Agonac;24;75;243;2422;200040392;CA;7523;24000
24004;Ajat;24;75;244;2405;200041150;CC;7523;24000
24005;Alles-sur-Dordogne;24;75;241;2408;200034833;CC;7529;24000
24006;Allas-les-Mines;24;75;244;2423;200041051;CC;7529;24000
24007;Allemans;24;75;243;2416;200040400;CC;7523;24000
24008;Angoisse;24;75;242;2406;242401024;CC;7517;24000
24009;Anlhiac;24;75;242;2406;242401024;CC;7507;24000
24010;Annesse-et-Beaulieu;24;75;243;2417;200040392;CA;7523;24108
24011;Antonne-et-Trigonant;24;75;243;2422;200040392;CA;7523;24000
24012;Archignac;24;75;244;2420;200040830;CC;7529;24000
24014;Aubas;24;75;244;2425;200041168;CC;7529;24000
24015;Audrix;24;75;244;2423;200041168;CC;7529;24000
24016;Augignac;24;75;242;2413;200071819;CC;7523;24000
24018;Auriac-du-Périgord;24;75;244;2405;200041150;CC;7529;24000
24019;Azerat;24;75;244;2405;200041150;CC;7529;24000
24020;La Bachellerie;24;75;244;2405;200041150;CC;7507;24000
24021;Badefols-d'Ans;24;75;244;2405;200041150;CC;7507;24000
24022;Badefols-sur-Dordogne;24;75;241;2408;200034833;CC;7504;24000
24023;Baneuil;24;75;241;2408;200034833;CC;7504;24000
24024;Bardou;24;75;241;2419;200040889;CC;7504;24000
24025;Bars;24;75;244;2405;200041150;CC;7523;24000
24026;Bassillac et Auberoche;24;75;243;2489;200040392;CA;7523;24000
24027;Bayac;24;75;241;2408;200034833;CC;7504;24112
24028;Beaumontois en Périgord;24;75;241;2408;200034833;CC;7504;24000
24029;Beaupouyet;24;75;243;2424;200069094;CC;7523;24000
24030;Beauregard-de-Terrasson;24;75;244;2405;200041150;CC;7507;24106
24031;Beauregard-et-Bassac;24;75;243;2412;200069094;CC;7523;24000
24032;Beauronne;24;75;243;2424;200040095;CC;7523;24000
24034;Beleymas;24;75;243;2412;200069094;CC;7504;24000
24035;Pays de Belvès;24;75;244;2423;200041051;CC;7529;24000
24036;Berbiguières;24;75;244;2423;200041051;CC;7529;24000
24037;Bergerac;24;75;241;2498;200070647;CA;7504;00555
24038;Bertric-Burée;24;75;243;2416;200040400;CC;7523;24000
24039;Besse;24;75;244;2423;200041440;CC;7529;24000
24040;Beynac-et-Cazenac;24;75;244;2418;200027217;CC;7529;24000
24042;Biras;24;75;242;2403;200041572;CC;7523;24000
24043;Biron;24;75;241;2408;200034833;CC;7532;24000
24045;Boisse;24;75;241;2419;200040889;CC;7504;24000
24046;Boisseuilh;24;75;244;2405;200041150;CC;7507;24000
24048;Bonneville-et-Saint-Avit-de-Fumadières;24;75;241;2411;200034197;CC;7504;24000
24050;Borrèze;24;75;244;2420;200040830;CC;7529;24000
24051;Bosset;24;75;241;2410;200070647;CA;7504;24000
24052;Bouillac;24;75;241;2408;200034833;CC;7529;24000
24053;Boulazac Isle Manoire;24;75;243;2407;200040392;CA;7523;24501
24054;Bouniagues;24;75;241;2419;200070647;CA;7504;24000
24055;Bourdeilles;24;75;242;2403;200041572;CC;7523;24000
24056;Le Bourdeix;24;75;242;2413;200071819;CC;7523;24000
24057;Bourg-des-Maisons;24;75;243;2416;200040400;CC;7523;24000
24058;Bourg-du-Bost;24;75;243;2416;200040400;CC;7523;24000
24059;Bourgnac;24;75;243;2424;200069094;CC;7523;24000
24060;Bourniquel;24;75;241;2408;200034833;CC;7504;24000
24061;Bourrou;24;75;243;2412;200040392;CA;7523;24000
24062;Bouteilles-Saint-Sébastien;24;75;243;2416;200040400;CC;7523;24000
24063;Bouzic;24;75;244;2423;200041440;CC;7529;24000
24064;Brantôme en Périgord;24;75;242;2403;200041572;CC;7523;24000
24066;Brouchaud;24;75;242;2406;242401024;CC;7523;24000
24067;Le Bugue;24;75;244;2425;200041168;CC;7529;24103
24068;Le Buisson-de-Cadouin;24;75;241;2408;200034833;CC;7529;24000
24069;Bussac;24;75;242;2403;200041572;CC;7523;24000
24070;Busserolles;24;75;242;2413;200071819;CC;7523;24000
24071;Bussière-Badil;24;75;242;2413;200071819;CC;7523;24000
24073;Calès;24;75;241;2408;200034833;CC;7504;24000
24074;Calviac-en-Périgord;24;75;244;2420;200040830;CC;7529;24000
24075;Campagnac-lès-Quercy;24;75;244;2423;200041440;CC;7529;24000
24076;Campagne;24;75;244;2425;200041168;CC;7529;24000
24077;Campsegret;24;75;243;2412;200069094;CC;7504;24000
24080;Capdrot;24;75;241;2408;200034833;CC;7504;24000
24081;Carlux;24;75;244;2420;200040830;CC;7529;24000
24082;Carsac-Aillac;24;75;244;2420;200040830;CC;7529;24000
24083;Carsac-de-Gurson;24;75;241;2411;200034197;CC;7516;24000
24084;Carves;24;75;244;2423;200041051;CC;7529;24000
24085;La Cassagne;24;75;244;2420;200041150;CC;7529;24000
24086;Castelnaud-la-Chapelle;24;75;244;2423;200041440;CC;7529;24000
24087;Castels et Bézenac;24;75;244;2423;200041051;CC;7529;24000
24088;Cause-de-Clérans;24;75;241;2408;200034833;CC;7504;24000
24090;Celles;24;75;243;2416;200040400;CC;7523;24000
24091;Cénac-et-Saint-Julien;24;75;244;2423;200041440;CC;7529;24000
24094;Chalagnac;24;75;243;2412;200040392;CA;7523;24000
24095;Chalais;24;75;242;2421;242400752;CC;7523;24000
24096;Champagnac-de-Belair;24;75;242;2403;200041572;CC;7523;24000
24097;Champagne-et-Fontaine;24;75;243;2416;200040400;CC;7523;24000
24098;Champcevinel;24;75;243;2422;200040392;CA;7523;24501
24100;Champniers-et-Reilhac;24;75;242;2413;200071819;CC;7523;24000
24101;Champs-Romain;24;75;242;2413;200071819;CC;7523;24000
24102;Chancelade;24;75;243;2404;200040392;CA;7523;24501
24104;Chantérac;24;75;243;2424;200040095;CC;7523;24000
24105;Chapdeuil;24;75;243;2403;200040400;CC;7523;24000
24106;La Chapelle-Aubareil;24;75;244;2425;200041168;CC;7529;24000
24107;La Chapelle-Faucher;24;75;242;2403;200041572;CC;7523;24000
24108;La Chapelle-Gonaguet;24;75;243;2417;200040392;CA;7523;24000
24109;La Chapelle-Grésignac;24;75;243;2416;200040400;CC;7523;24000
24110;La Chapelle-Montabourlet;24;75;243;2416;200040400;CC;7523;24000
24111;La Chapelle-Montmoreau;24;75;242;2403;200041572;CC;7523;24000
24113;La Chapelle-Saint-Jean;24;75;244;2405;200041150;CC;7507;24000
24114;Chassaignes;24;75;243;2416;200040400;CC;7523;24000
24115;Château-l'Évêque;24;75;243;2422;200040392;CA;7523;24000
24116;Châtres;24;75;244;2405;200041150;CC;7507;24000
24117;Les Coteaux Périgourdins;24;75;244;2420;200041150;CC;7507;24000
24119;Cherval;24;75;243;2416;200040400;CC;7523;24000
24120;Cherveix-Cubas;24;75;242;2406;242401024;CC;7507;24000
24121;Chourgnac;24;75;244;2405;200041150;CC;7523;24000
24122;Cladech;24;75;244;2423;200041051;CC;7529;24000
24123;Clermont-de-Beauregard;24;75;243;2412;200069094;CC;7523;24000
24124;Clermont-d'Excideuil;24;75;242;2406;242401024;CC;7523;24101
24126;Colombier;24;75;241;2419;200070647;CA;7504;24000
24128;Comberanche-et-Épeluche;24;75;243;2416;200040400;CC;7523;24000
24129;Condat-sur-Trincou;24;75;242;2403;200041572;CC;7523;24000
24130;Condat-sur-Vézère;24;75;244;2420;200041150;CC;7507;24106
24131;Connezac;24;75;242;2413;200071819;CC;7523;24000
24132;Conne-de-Labarde;24;75;241;2419;200040889;CC;7504;24000
24133;La Coquille;24;75;242;2421;242400752;CC;7523;24000
24134;Corgnac-sur-l'Isle;24;75;242;2421;242400752;CC;7523;24000
24135;Cornille;24;75;243;2422;200040392;CA;7523;24000
24136;Coubjours;24;75;244;2405;200041150;CC;7507;24000
24137;Coulaures;24;75;242;2406;242401024;CC;7523;24000
24138;Coulounieix-Chamiers;24;75;243;2404;200040392;CA;7523;24501
24139;Coursac;24;75;243;2417;200040392;CA;7523;24000
24140;Cours-de-Pile;24;75;241;2402;200070647;CA;7504;00555
24141;Coutures;24;75;243;2416;200040400;CC;7523;24000
24142;Coux et Bigaroque-Mouzens;24;75;244;2423;200041051;CC;7529;24000
24143;Couze-et-Saint-Front;24;75;241;2408;200034833;CC;7504;24112
24144;Creyssac;24;75;243;2403;200040400;CC;7523;24000
24145;Creysse;24;75;241;2402;200070647;CA;7504;00555
24146;Creyssensac-et-Pissot;24;75;243;2412;200040392;CA;7523;24000
24147;Cubjac-Auvézère-Val d'Ans;24;75;242;2406;242401024;CC;7523;24000
24148;Cunèges;24;75;241;2419;200070647;CA;7504;24000
