type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP
pr;a;l;0;35;;1;600;;;0;0;0;0;A;36;43.6388;6.94203;Oui;;;;;0;B;;;;;;;;;;;;;a;;a;2020-04;06069;0113;060690113;H;06
pr;a;l;1;20;;1;508;;;0;0;0;1;C;137;43.69391;7.24258;0;1.0;;;;0;C;;;;;;;;;;;;Individuel;a;n;a;2020-04;06088;2102;060882102;H;06
pr;a;l;1;19;;1;479;;;0;1;1;0;NS;;43.70023;7.23784;0;5.0;;0.0;;Est;NS;;;0.0;;;;True;;;Électrique;Convecteur;Individuel;a;n;a;2020-04;06088;2102;060882102;H;06
pr;a;l;0;46;;2;900;;;0;0;0;0;D;198;43.68206;7.21342;Oui;;;;;0;E;;;;;;;;;;;;;a;;a;2020-04;06088;2805;060882805;H;06
pr;a;l;2;31;;2;659;;;0;0;1;0;C;121;43.70502;7.27976;0;4.0;;0.0;;0;C;;1.0;0.0;;True;;False;;;Électrique;;Individuel;a;n;a;2020-04;06088;1602;060881602;H;06
pr;a;l;0;60;;3;1100;;;0;0;0;1;D;186;43.72169;7.28495;0;6.0;;1.0;;0;E;;;;;;;True;;;;;Collectif;a;n;a;2020-04;06088;0604;060880604;H;06
pr;a;l;2;53;;2;1095;;;0;0;0;0;0;;43.58113;7.12499;0;1.0;;;;Ouest;;;;;;;;;;;Électrique;Radiateur;;a;n;a;2020-04;06004;0115;060040115;H;06
pr;a;l;0;53;;2;1000;;;0;0;0;0;0;;43.58042;7.1251;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;06004;0115;060040115;H;06
pr;a;l;0;15;;1;600;;;0;0;0;0;E;243;43.58286;7.12496;Oui;;;;;0;C;;;;;;;;;;;;;a;;a;2020-04;06004;0115;060040115;H;06
pr;a;l;0;22;;1;600;;;0;0;0;0;A;;43.5829;7.12397;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-04;06004;0115;060040115;H;06
pr;a;l;3;21;;1;615;;;0;0;1;0;E;243;43.58251;7.12501;0;3.0;;;False;0;C;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-04;06004;0115;060040115;H;06
pr;a;l;2;41;;2;793;;;0;1;1;0;D;202.31;43.5497;6.92793;0;4.0;;1.0;;0;B;;;;;True;;True;;;Électrique;Convecteur;;a;n;a;2020-04;06079;0103;060790103;H;06
pr;a;l;0;35;;2;800;;;0;0;0;0;0;;43.69766;7.27695;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-04;06088;0102;060880102;H;06
pr;a;l;4;23;;1;525;;;0;0;0;1;E;258;43.7176;7.25738;0;8.0;;;;0;E;;;;;False;;True;;;;;Collectif;a;n;a;2020-04;06088;1302;060881302;H;06
