type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;m;v;0;150;;5;180000;;;788;0;0;0;E;317;48.51701;3.73124;Non;;;;;0;D;;;;;;;;;;;;;a;;m;2020-04;10323;0102;103230102;H;10;;;;8.11;1.0;0.081;1200.0
pr;m;v;0;95;;3;71500;;;0;0;1;0;VI;;48.11226;4.38469;Non;1.0;;;False;0;VI;;2.0;;;;;;;;;;;a;n;m;2020-04;10034;0000;100340000;Z;10;;;;;;;752.63
pr;a;v;2;66;;3;51360;;;0;1;1;0;D;197;48.11806;4.3752;Non;4.0;;1.0;True;0;E;;1.0;;;;4.0;True;;;;Radiateur;Collectif;a;n;a;2020-04;10034;0000;100340000;Z;10;8.6;1.0;0.133;8.6;1.0;0.133;778.18
pr;m;v;0;320;1136.0;7;398000;;;0;0;0;0;VI;;48.22082;4.15979;Oui;;;;;0;G;2010.0;;;;;;;;;;;Individuel;a;n;m;2020-04;10406;0000;104060000;Z;10;;;;;;;1243.75
pr;m;v;0;88;300.0;5;111500;;;0;0;0;1;F;331.0;48.46493;3.91344;Oui;;;;;0;C;1900.0;2.0;0.0;;;;;0.0;0.0;Électrique;Radiateur;Individuel;a;n;m;2020-04;10392;0000;103920000;Z;10;;;;;;;1267.05
pr;m;v;0;240;838.0;6;339000;;;0;0;1;1;C;106.0;48.21669;4.1114;Non;;;;;0;A;2009.0;2.0;1.0;;;;;0.0;0.0;;Sol;Individuel;a;n;m;2020-04;10260;0000;102600000;Z;10;;;;;;;1412.5
pr;m;v;0;93;765.0;5;199000;;;0;0;0;1;E;255;48.22395;4.03461;Oui;;;;;0;C;2008.0;1.0;1.0;;;;;0.0;0.0;Électrique;Radiateur;Individuel;a;n;m;2020-04;10360;0000;103600000;Z;10;;;;;;;2139.78
pr;m;v;0;115;767.0;5;212000;;;0;0;0;0;F;435;48.28026;4.07517;Non;;;;;0;D;1978.0;;;;;;;;;Électrique;;Individuel;a;n;m;2020-04;10387;1004;103871004;H;10;;;;8.64;17.0;0.056;1843.48
pr;m;v;0;145;876.0;5;308900;;;0;0;1;1;D;198;48.28119;4.07278;Non;;;;True;0;D;;3.0;;;;;;;;Fioul;;;a;n;m;2020-04;10387;1004;103871004;H;10;;;;8.64;17.0;0.049;2130.34
pr;m;v;0;203;753.0;7;283500;;;0;0;0;0;C;105.0;48.26366;4.07429;Non;;;;;0;C;2005.0;;;;;;;;;Gaz;;Individuel;a;n;m;2020-04;10325;0000;103250000;Z;10;;;;;;;1396.55
