DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
91;91001;pr;a;m;v;6;C;139.0;375300.0;2700.0;;;0.0;0.0;1.0;1
91;91001;pr;a;m;v;7;C;327.0;599000.0;1831.8;;;0.0;1.0;1.0;1
91;91016;pr;a;a;v;1;D;36.0;80000.0;2222.22;14.77;0.08;0.0;1.0;0.0;1
91;91016;pr;a;a;v;1;NS;28.0;74000.0;2642.86;14.77;0.067;0.0;1.0;0.0;1
91;91016;pr;a;a;v;2;E;33.5;87400.0;2694.32;14.24;0.066;0.5;0.5;0.5;2
91;91016;pr;a;a;v;3;0;52.0;97000.0;1916.66;11.65;0.075;0.0;0.5;0.0;2
91;91016;pr;a;a;v;3;D;57.0;116600.0;2045.61;11.65;0.068;0.0;1.0;0.0;1
91;91016;pr;a;a;v;3;VI;80.0;169600.0;2120.0;11.65;0.066;0.0;1.0;0.0;1
91;91016;pr;a;a;v;4;0;80.0;95000.0;1187.5;;;0.0;0.0;1.0;1
91;91016;pr;a;a;v;4;E;62.0;132000.0;2129.03;;;0.0;1.0;0.0;1
91;91016;pr;a;a;v;4;F;80.0;145000.0;1812.5;;;0.0;1.0;0.0;1
91;91016;pr;a;a;v;5;0;126.0;194400.0;1542.86;;;0.0;0.0;0.0;1
91;91016;pr;a;a;v;5;D;128.0;179000.0;1398.44;;;1.0;1.0;1.0;1
91;91016;pr;a;a;v;5;F;81.0;142000.0;1753.09;;;0.0;0.0;1.0;1
91;91016;pr;a;m;v;1;0;50.0;118000.0;2360.0;;;0.0;1.0;0.0;1
91;91016;pr;a;m;v;12;0;404.0;219350.0;542.95;;;0.0;0.0;0.0;1
91;91016;pr;a;m;v;12;E;267.0;289000.0;1082.4;;;1.0;0.0;1.0;1
91;91016;pr;a;m;v;2;0;67.5;77000.0;1138.46;;;0.0;0.5;0.5;2
91;91016;pr;a;m;v;2;D;68.0;98000.0;1441.18;;;0.0;1.0;0.0;1
91;91016;pr;a;m;v;3;0;61.0;113000.0;1852.46;10.83;0.08;0.0;0.71;0.43;7
91;91016;pr;a;m;v;3;E;68.5;128000.0;1839.58;10.83;0.072;0.0;0.5;0.5;2
91;91016;pr;a;m;v;3;F;57.5;79350.0;1670.4;10.83;0.078;0.0;0.5;0.5;4
91;91016;pr;a;m;v;3;NS;85.0;120000.0;1411.76;10.83;0.092;0.0;0.0;0.0;1
91;91016;pr;a;m;v;3;VI;86.0;135000.0;1569.77;10.83;0.083;0.0;0.0;1.0;1
91;91016;pr;a;m;v;4;0;86.0;127500.0;1482.56;10.34;0.085;0.0;0.14;0.86;7
91;91016;pr;a;m;v;4;C;88.0;179900.0;2044.32;10.34;0.061;0.0;0.0;1.0;1
91;91016;pr;a;m;v;4;D;77.0;152000.0;1833.18;10.34;0.069;0.0;0.67;1.0;3
91;91016;pr;a;m;v;4;E;92.0;230000.0;2473.12;10.34;0.067;0.0;0.0;1.33;3
91;91016;pr;a;m;v;4;F;98.0;178500.0;1836.22;10.34;0.068;0.0;0.0;1.0;2
91;91016;pr;a;m;v;5;0;110.5;239000.0;2313.56;;;0.0;0.5;0.62;8
91;91016;pr;a;m;v;5;C;117.0;193500.0;2069.84;;;0.0;0.29;1.0;7
91;91016;pr;a;m;v;5;D;125.0;242000.0;2105.26;;;0.0;0.56;1.11;9
91;91016;pr;a;m;v;5;E;95.0;217500.0;2289.48;;;0.0;1.0;0.5;2
91;91016;pr;a;m;v;6;0;122.0;230000.0;2244.32;;;0.0;1.0;1.6;5
91;91016;pr;a;m;v;6;B;102.0;212000.0;2078.43;;;0.0;1.0;1.0;1
91;91016;pr;a;m;v;6;D;149.0;257000.0;1684.85;;;0.2;1.2;1.0;5
91;91016;pr;a;m;v;6;E;120.0;248500.0;2035.42;;;0.0;0.25;1.0;4
91;91016;pr;a;m;v;6;F;95.0;145000.0;1526.32;;;0.0;0.0;1.0;1
91;91016;pr;a;m;v;7;0;120.0;189000.0;1575.0;;;0.0;1.0;1.0;1
91;91016;pr;a;m;v;7;D;141.0;253250.0;1884.91;;;0.0;0.67;0.5;6
91;91016;pr;a;m;v;8;D;180.0;252000.0;1400.0;;;0.0;1.0;1.0;1
