DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
30;30002;pr;a;m;v;4;0;98.0;246100.0;2511.22;;;0.0;0.0;1.0;1
30;30002;pr;a;m;v;4;F;80.0;118000.0;1475.0;;;0.0;0.0;1.0;1
30;30002;pr;a;m;v;5;VI;141.0;150000.0;1063.83;5.25;0.059;0.0;1.0;1.0;1
30;30002;pr;a;m;v;7;D;150.0;291200.0;1941.33;;;0.0;2.0;1.0;1
30;30002;pr;a;m;v;8;C;177.0;319000.0;1802.26;;;0.0;2.0;1.0;1
30;30002;pr;cm;mn;v;4;0;87.0;155790.0;1790.69;;;0.0;0.0;0.0;1
30;30002;pr;cm;mn;v;5;0;100.0;165800.0;1658.0;5.25;0.038;0.0;0.0;0.0;1
30;30002;pr;cm;mn;v;6;0;94.0;234500.0;2494.68;;;0.0;0.0;0.0;1
30;30003;pr;a;a;v;1;E;20.0;88000.0;4400.0;;;0.0;1.0;0.0;1
30;30003;pr;a;a;v;2;0;42.0;165500.0;3940.48;;;0.0;0.0;0.5;2
30;30003;pr;a;a;v;2;A;42.0;171000.0;4000.0;;;0.6;0.2;0.8;5
30;30003;pr;a;a;v;2;NS;31.0;145000.0;5010.72;;;0.0;0.5;0.5;2
30;30003;pr;a;a;v;3;0;58.0;231000.0;3982.76;;;0.0;0.0;0.0;1
30;30003;pr;a;a;v;3;A;63.0;236000.0;3761.9;;;0.8;0.0;1.0;5
30;30003;pr;a;a;v;3;C;87.0;215000.0;2471.26;;;0.0;1.0;0.0;3
30;30003;pr;a;a;v;3;D;79.5;227000.0;2838.77;;;0.0;0.5;0.5;2
30;30003;pr;a;a;v;3;NS;61.0;230500.0;3788.26;;;0.0;0.0;1.0;2
30;30003;pr;a;a;v;4;0;100.0;295000.0;2950.0;;;0.0;2.0;0.0;1
30;30003;pr;a;a;v;4;A;88.0;305000.0;3488.1;;;0.33;0.67;1.0;3
30;30003;pr;a;a;v;4;NS;79.0;285000.0;3607.59;;;0.0;0.0;1.0;2
30;30003;pr;a;a;v;4;VI;95.0;355000.0;3736.84;;;0.0;1.0;1.0;1
30;30003;pr;a;a;vp;4;D;103.0;595000.0;5776.7;;;0.0;1.0;1.0;1
30;30003;pr;a;m;v;10;F;550.0;1235000.0;2245.45;;;0.0;0.0;0.0;1
30;30003;pr;a;m;v;18;C;420.0;1140000.0;2714.29;;;0.0;0.0;0.0;1
30;30003;pr;a;m;v;3;A;71.0;311000.0;3860.71;10.67;0.031;1.4;0.4;0.6;5
30;30003;pr;a;m;v;3;C;97.0;325500.0;3368.0;10.67;0.038;0.5;0.0;1.0;2
30;30003;pr;a;m;v;3;D;48.0;297000.0;6187.5;10.67;0.021;0.0;1.0;0.0;1
30;30003;pr;a;m;v;3;E;108.0;468000.0;4333.33;10.67;0.03;0.0;0.0;2.0;1
30;30003;pr;a;m;v;3;F;75.0;312500.0;4291.66;10.67;0.03;0.0;0.5;0.0;2
30;30003;pr;a;m;v;4;0;107.0;315000.0;3080.81;14.28;0.054;0.6;0.8;0.6;5
30;30003;pr;a;m;v;4;A;99.0;436890.0;4426.34;14.28;0.038;1.0;1.0;1.0;2
30;30003;pr;a;m;v;4;B;112.5;408500.0;3715.12;14.28;0.046;0.0;1.0;0.5;2
30;30003;pr;a;m;v;4;C;108.0;365000.0;3427.08;14.28;0.05;0.33;0.67;0.67;9
30;30003;pr;a;m;v;4;D;69.0;252500.0;3259.42;14.28;0.052;0.0;0.0;0.67;3
30;30003;pr;a;m;v;4;E;85.0;315000.0;3705.88;14.28;0.046;0.0;0.0;1.0;2
30;30003;pr;a;m;v;4;NS;123.5;381333.0;3329.81;14.28;0.056;0.5;1.5;0.5;2
30;30003;pr;a;m;v;4;VI;93.5;285000.0;3049.02;14.28;0.056;0.0;0.5;1.0;2
