type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;1;69;;4;192600;;;0;0;0;0;D;190.0;43.47791;-1.50419;Oui;7.0;;;;0;E;;;;;;;True;200.0;785.28;;;Individuel;a;n;a;2020-04;64024;0114;640240114;H;64;;;;11.56;17.0;0.05;2791.3
pr;a;v;3;62;;3;310000;;;0;0;0;1;NS;;43.46356;-1.48886;Non;4.0;;;False;0;NS;;1.0;;;;;False;;;;;;a;n;a;2020-04;64102;0903;641020903;H;64;11.33;6.0;0.027;11.4;137.0;0.027;5000.0
pr;m;v;0;160;1283.0;8;199900;;;0;1;2;2;D;227;43.144;-0.26356;Oui;2.0;;4.0;False;0;C;1974.0;;;;;;;;;Électrique;;;a;n;m;2020-04;64068;0000;640680000;Z;64;;;;;;;1249.38
pr;a;v;1;67;;3;360000;;;0;0;1;0;D;200;43.3807;-1.67647;Non;2.0;;;False;0;B;;;;;;;False;;;Électrique;;;a;n;a;2020-04;64189;0102;641890102;H;64;;;;11.92;2.0;0.027;5373.13
pr;m;v;0;112;1042.0;5;224000;;;0;0;1;1;C;146.0;43.42288;-0.53126;Non;1.0;;3.0;False;0;A;1983.0;2.0;;;;;;;;;;;a;n;m;2020-04;64171;0000;641710000;Z;64;;;;;;;2000.0
pr;m;v;0;119;;5;202000;;;0;0;1;0;E;239;43.33439;-1.03151;Oui;1.0;;;False;0;F;1969.0;1.0;;;;;;;;;;;a;n;m;2020-04;64493;0000;644930000;Z;64;;;;;;;1697.48
pr;a;v;2;32;;1;116600;;;0;0;1;0;0;;43.36149;-1.39712;Oui;;;1.0;False;0;;1999.0;1.0;;;;;True;;788.0;Gaz;;;a;n;a;2020-04;64160;0000;641600000;Z;64;18.42;3.0;0.061;18.42;3.0;0.061;3643.75
pr;m;v;0;73;;4;117000;;;0;0;0;1;VI;;43.28383;-0.26772;Oui;1.0;;2.0;False;Est;VI;1935.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-04;64439;0000;644390000;Z;64;;;;;;;1602.74
pr;m;v;0;75;1500.0;4;105990;;;0;1;0;1;VI;;43.11088;-0.42167;Non;1.0;;1.0;;Sud;;;;;;False;;;;;Gaz;;;m;n;m;2020-04;64062;0000;640620000;Z;64;;;;;;;1413.2
pr;m;v;0;140;1700.0;4;249000;;;0;0;2;0;D;201;43.48159;-0.53623;Non;1.0;;3.0;False;0;A;;2.0;;;;;;;;;;;a;n;m;2020-04;64450;0000;644500000;Z;64;;;;;;;1778.57
pr;m;v;0;1000;;88;3150000;;;12989;0;0;0;D;151;43.50316;-1.47248;Non;;;;;0;B;;;;;;;;;;;;;a;;m;2020-04;64102;0601;641020601;H;64;;;;;;;3150.0
pr;m;v;0;560;;11;2600000;;;10723;0;0;0;D;151;43.50316;-1.47248;Non;;;;;0;D;;;;;;;;;;;;;a;;m;2020-04;64102;0601;641020601;H;64;;;;;;;4642.86
pr;a;v;3;70;;4;170000;;;0;0;0;1;D;167.0;43.49988;-1.4644;Oui;5.0;;;;0;B;;;;;;;True;460.0;1347.0;;;Individuel;a;n;a;2020-04;64102;0601;641020601;H;64;11.22;4.0;0.055;10.86;24.0;0.054;2428.57
pr;mn;v;0;100;1875.0;4;320000;;;0;0;0;0;0;;43.47095;-1.22473;0;;;;;0;;;;;;;;;;;;;;cm;;m;2020-04;64094;0000;640940000;Z;64;;;;;;;3200.0
pr;m;v;0;189;880.0;7;399500;;;0;1;2;1;D;199.0;43.33762;-0.38982;Oui;;;1.0;True;0;C;1988.0;2.0;;;;;;;;Électrique;;;a;n;m;2020-04;64348;0105;643480105;H;64;;;;;;;2113.76
pr;m;v;0;220;9003.0;5;269900;;;0;0;1;0;C;107;43.17442;-0.24822;Non;2.0;;10.0;False;0;A;1850.0;;;;;;;;;;;;a;n;m;2020-04;64417;0000;644170000;Z;64;;;;;;;1226.82
pr;m;v;0;210;1400.0;7;2480000;;;0;1;2;2;VI;;43.42523;-1.60812;Oui;;;;;Sud-Ouest;G;1926.0;4.0;2.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-04;64249;0000;642490000;Z;64;;;;;;;11809.52
