DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
39;39006;pr;a;a;l;5;0;144.0;700.0;0.0;0.0;0.0;1
39;39013;pr;a;a;l;2;F;47.0;385.0;0.0;0.0;0.0;1
39;39013;pr;a;a;l;4;C;71.0;630.0;0.0;0.0;1.0;1
39;39043;pa;a;a;l;4;0;95.0;510.0;0.0;0.0;0.0;1
39;39056;pr;a;a;l;1;D;15.0;191.0;0.0;1.0;0.0;1
39;39056;pr;a;a;l;1;E;15.0;192.0;0.0;1.0;0.0;1
39;39056;pr;a;a;l;2;0;65.0;549.5;0.0;0.5;0.0;2
39;39056;pr;a;a;l;3;0;90.0;580.0;0.0;1.0;0.0;1
39;39056;pr;a;a;l;3;D;90.0;425.0;0.0;1.0;0.0;1
39;39056;pr;a;a;l;3;E;55.0;450.0;0.0;1.0;0.0;1
39;39056;pr;a;a;l;4;0;75.0;530.0;1.0;0.0;1.0;1
39;39056;pr;a;m;l;3;C;72.0;525.0;0.0;0.0;1.0;1
39;39059;pr;a;a;l;2;G;47.0;510.0;0.0;1.0;0.0;1
39;39059;pr;a;a;l;4;C;82.5;1105.0;0.0;1.0;0.5;2
39;39059;pr;a;a;l;4;D;127.0;1094.0;1.0;-1.0;2.0;1
39;39059;pr;a;a;l;4;F;63.0;740.0;0.0;1.0;0.0;1
39;39097;pa;a;m;l;6;0;98.0;780.0;0.0;0.0;1.0;1
39;39097;pr;a;a;l;1;0;36.0;305.0;0.0;0.0;0.0;3
39;39097;pr;a;a;l;1;E;20.0;309.0;0.0;0.0;0.0;1
39;39097;pr;a;a;l;1;F;27.0;359.0;0.0;0.0;0.0;1
39;39097;pr;a;a;l;2;0;65.0;470.0;0.0;0.0;0.0;2
39;39097;pr;a;a;l;2;D;46.5;482.5;0.0;0.0;0.0;2
39;39097;pr;a;a;l;2;E;44.0;430.0;1.0;1.0;0.0;1
39;39097;pr;a;a;l;2;F;30.5;345.0;0.0;0.0;0.0;2
39;39097;pr;a;a;l;3;0;73.0;462.0;0.0;0.0;0.0;1
39;39097;pr;a;a;l;3;B;80.5;663.5;0.0;0.0;0.0;2
39;39097;pr;a;a;l;3;C;70.0;672.0;0.0;0.0;0.0;1
39;39097;pr;a;a;l;3;VI;63.0;438.0;0.0;0.0;0.0;1
39;39097;pr;a;a;l;4;0;60.0;665.0;0.0;0.0;0.0;1
39;39097;pr;a;a;l;4;D;68.0;490.0;0.0;0.0;1.0;1
39;39097;pr;a;a;l;4;E;57.0;597.0;0.0;0.0;0.0;2
39;39097;pr;a;a;l;4;F;76.0;615.0;0.0;0.0;0.0;3
39;39106;pr;a;m;l;3;E;97.0;710.0;0.0;0.0;1.0;1
39;39128;pr;a;m;l;5;0;115.0;650.0;0.0;0.0;0.0;1
39;39131;pr;a;a;l;3;C;79.0;755.0;0.0;0.0;0.0;1
39;39146;pr;a;a;l;2;F;35.0;413.0;0.0;0.0;0.0;1
39;39153;pr;a;a;l;2;D;36.0;416.0;0.0;0.0;0.0;1
39;39160;pr;a;a;l;2;F;35.0;375.0;0.0;1.0;0.0;1
39;39164;pr;a;m;l;6;0;170.0;710.0;1.0;0.0;1.0;1
39;39169;pr;a;m;l;5;C;100.0;708.0;0.0;0.0;0.0;1
39;39173;pa;a;a;l;2;0;49.0;390.0;0.0;0.0;0.0;1
39;39173;pr;a;a;l;2;D;40.0;320.0;0.0;1.0;0.0;1
39;39180;pr;a;m;l;4;C;119.0;536.0;0.0;0.0;0.0;1
39;39188;pa;a;m;l;5;0;150.0;630.0;0.0;0.0;1.0;1
39;39198;pa;a;a;l;1;0;20.0;300.0;0.0;0.0;0.0;1
39;39198;pa;a;a;l;4;0;70.0;412.0;2.0;0.0;1.0;1
39;39198;pr;a;a;l;1;B;28.0;373.0;0.0;0.0;1.0;1
39;39198;pr;a;a;l;1;E;27.0;370.0;0.0;0.0;0.0;1
39;39198;pr;a;a;l;1;F;21.0;291.0;0.0;0.0;1.0;1
39;39198;pr;a;a;l;1;G;21.0;291.0;0.0;0.0;1.0;1
39;39198;pr;a;a;l;2;0;70.0;410.0;0.0;0.0;1.0;1
39;39198;pr;a;a;l;2;C;43.0;399.0;0.0;0.0;1.0;1
39;39198;pr;a;a;l;2;D;54.0;546.0;0.0;0.0;0.5;2
39;39198;pr;a;a;l;2;E;51.5;462.5;0.5;0.0;0.75;4
39;39198;pr;a;a;l;3;0;66.0;475.0;0.0;0.0;0.0;2
39;39198;pr;a;a;l;3;C;75.0;505.0;0.0;0.0;0.0;1
39;39198;pr;a;a;l;3;D;63.0;600.0;0.67;0.33;0.67;3
39;39198;pr;a;a;l;3;E;66.0;525.5;0.25;0.0;1.0;4
39;39198;pr;a;a;l;3;VI;61.0;520.0;0.0;0.0;1.0;1
39;39198;pr;a;a;l;4;C;89.0;730.0;1.0;0.0;0.0;1
39;39198;pr;a;a;l;4;D;104.0;769.0;0.25;0.12;0.88;8
39;39198;pr;a;a;l;4;E;78.5;585.5;0.0;0.0;1.0;2
39;39198;pr;a;a;l;4;NS;75.0;495.0;0.0;0.0;1.0;1
39;39198;pr;a;a;l;5;0;95.0;528.0;0.0;0.0;1.0;1
39;39198;pr;a;a;l;5;E;80.0;670.0;1.0;0.0;1.0;1
39;39198;pr;a;m;l;4;D;120.0;820.0;0.0;1.0;1.0;1
39;39217;pr;a;m;l;4;VI;132.0;615.0;0.0;0.0;0.0;1
39;39233;pr;a;a;l;3;C;59.0;610.0;1.0;0.0;1.0;1
39;39235;pr;a;a;l;5;E;107.0;626.0;0.0;1.0;0.0;1
39;39250;pr;a;a;l;2;B;50.0;400.0;0.0;0.0;0.0;1
39;39251;pr;a;m;l;6;D;123.0;800.0;0.0;0.0;1.0;1
39;39275;pr;a;a;l;4;D;82.0;960.0;1.0;1.0;1.0;1
39;39279;pr;a;m;l;3;D;85.0;633.0;0.0;0.0;0.0;1
39;39283;pr;a;a;l;3;0;100.0;682.0;0.0;0.0;1.0;1
39;39286;pr;a;a;l;1;E;28.0;242.0;0.0;0.0;1.0;1
39;39286;pr;a;a;l;1;F;22.0;217.0;0.0;0.0;1.0;1
39;39289;pr;a;a;l;4;F;60.0;300.0;0.0;0.0;1.0;1
39;39300;pa;a;a;l;4;0;76.0;670.0;2.0;1.0;0.0;1
39;39300;pa;a;a;l;5;0;130.0;880.0;0.0;0.0;0.0;1
39;39300;pr;a;a;l;1;D;51.0;458.0;0.0;0.0;0.0;1
39;39300;pr;a;a;l;1;E;30.0;371.5;0.0;0.25;0.0;4
39;39300;pr;a;a;l;1;G;18.5;382.5;0.0;0.0;0.0;2
39;39300;pr;a;a;l;1;VI;33.0;383.0;0.0;0.0;0.0;1
39;39300;pr;a;a;l;2;0;43.0;479.0;0.33;0.0;0.33;3
39;39300;pr;a;a;l;2;C;54.0;381.0;0.0;0.0;0.0;3
39;39300;pr;a;a;l;2;D;57.0;545.0;0.0;0.0;0.0;2
39;39300;pr;a;a;l;2;E;52.5;506.5;0.0;0.0;0.25;4
39;39300;pr;a;a;l;2;F;35.0;424.0;0.0;0.0;0.0;1
39;39300;pr;a;a;l;2;VI;44.0;514.5;0.0;0.0;0.0;2
39;39300;pr;a;a;l;3;C;84.0;547.0;0.0;0.0;0.0;3
39;39300;pr;a;a;l;3;D;72.0;517.0;0.25;0.0;0.5;4
39;39300;pr;a;a;l;3;E;75.0;590.0;0.33;0.0;0.33;3
39;39300;pr;a;a;l;3;VI;68.0;563.0;0.25;0.0;0.0;4
39;39300;pr;a;a;l;4;C;78.0;598.0;0.5;0.0;0.5;4
39;39300;pr;a;a;l;4;D;78.0;735.0;0.0;0.0;2.0;1
39;39300;pr;a;a;l;4;E;114.0;550.0;0.67;0.0;1.0;3
39;39300;pr;a;a;l;4;NS;74.0;653.0;1.0;0.0;1.0;1
39;39300;pr;a;a;l;4;VI;88.0;630.0;0.0;0.0;0.0;1
39;39300;pr;a;a;l;5;E;105.0;664.0;0.0;0.0;0.0;1
39;39300;pr;a;m;l;3;F;86.0;666.0;0.0;0.0;0.0;1
39;39300;pr;a;m;l;4;D;120.0;730.0;0.0;0.0;0.0;1
39;39304;pr;a;m;l;6;E;103.0;1009.0;0.0;0.0;0.0;1
39;39305;pa;a;m;l;4;0;85.0;500.0;0.0;0.0;1.0;1
39;39306;pr;a;a;l;5;E;83.0;625.0;0.0;0.0;0.0;1
39;39306;pr;a;m;l;6;D;121.0;750.0;0.0;1.0;1.0;1
39;39320;pr;a;a;l;5;E;92.0;600.0;0.0;0.0;1.0;1
39;39333;pr;a;a;l;4;C;77.0;610.0;0.0;0.0;1.0;1
39;39362;pr;a;a;l;2;D;50.0;480.0;0.0;1.0;0.0;1
39;39362;pr;a;a;l;2;E;40.0;441.5;0.0;0.5;0.0;2
39;39362;pr;a;a;l;3;E;66.0;620.0;0.0;0.0;0.0;1
39;39362;pr;a;a;l;3;VI;66.5;491.5;0.0;0.5;0.0;2
39;39362;pr;a;m;l;3;D;84.0;510.0;0.0;0.0;0.0;1
39;39367;pa;a;m;l;5;0;200.0;1700.0;1.0;0.0;3.0;1
39;39367;pa;a;m;l;6;0;200.0;1700.0;1.0;0.0;1.0;1
39;39368;pa;a;a;l;2;0;37.0;410.0;0.0;0.0;1.0;1
39;39368;pa;a;a;l;2;E;42.0;440.0;0.0;0.0;1.0;1
39;39368;pa;a;a;l;4;E;70.0;790.0;1.0;0.0;0.0;1
39;39368;pr;a;a;l;1;B;48.0;550.0;0.0;1.0;0.0;1
39;39368;pr;a;a;l;1;D;31.5;317.5;0.0;0.5;0.0;2
39;39368;pr;a;a;l;1;E;27.0;390.0;0.29;0.43;0.0;7
39;39368;pr;a;a;l;1;F;24.0;300.0;0.0;0.0;0.0;1
39;39368;pr;a;a;l;1;NS;19.0;385.0;0.0;1.0;0.0;1
39;39368;pr;a;a;l;2;0;45.0;450.0;0.0;1.0;0.0;1
39;39368;pr;a;a;l;2;D;46.0;520.0;0.0;1.0;0.0;1
39;39368;pr;a;a;l;2;E;33.0;338.0;0.0;0.0;0.0;3
39;39368;pr;a;a;l;3;D;70.0;632.0;0.0;-1.0;1.0;1
39;39368;pr;a;a;l;3;F;69.0;555.0;0.0;0.0;1.0;1
39;39368;pr;a;a;l;4;C;92.0;694.0;0.0;1.0;0.0;1
39;39368;pr;a;a;l;4;E;83.0;690.0;1.0;-1.0;1.0;1
39;39368;pr;a;a;l;6;D;140.0;851.0;0.0;0.0;0.0;1
39;39370;pr;a;a;l;3;0;45.0;260.0;0.0;0.0;0.0;1
39;39389;pr;a;m;l;3;0;80.0;750.0;0.0;0.0;0.0;1
39;39391;pr;a;a;l;3;0;70.0;595.0;0.0;0.0;0.0;1
39;39396;pr;a;m;l;3;D;101.0;500.0;0.0;0.0;0.0;1
39;39397;pr;a;a;l;2;E;58.0;396.0;0.0;0.0;0.0;1
39;39406;pr;a;a;l;3;0;60.0;405.0;0.0;0.0;0.0;1
39;39415;pa;a;m;l;5;0;93.0;650.0;0.0;0.0;0.0;1
39;39435;pa;a;m;l;2;D;29.0;269.0;0.0;0.0;1.0;1
39;39470;pr;a;a;l;1;D;32.0;488.5;0.0;1.0;0.0;2
39;39470;pr;a;a;l;1;E;30.0;463.5;0.5;-0.5;1.0;2
39;39470;pr;a;a;l;1;G;24.0;300.0;0.0;0.0;0.0;1
39;39470;pr;a;a;l;1;NS;31.0;486.0;0.0;1.0;0.0;1
